,what,is,the,name,of,the,area,that,the,main,campus,is,centered,in,cambridge,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.37834644317626953,0.5473989248275757,1.0,0.38631999492645264,0.20087170600891113,0.5823672413825989,0.346942275762558,0.6662389636039734,0.21810851991176605,0.22068053483963013
university,0.20256435871124268,0.20346471667289734,0.263973206281662,0.1568726748228073,0.30646374821662903,0.263973206281662,0.21217475831508636,0.16441112756729126,0.263973206281662,0.19745540618896484,0.557883620262146,0.20346471667289734,0.1509300321340561,0.3201795518398285,0.5480287075042725,0.11887256056070328
is,0.28837618231773376,1.0,0.5823672413825989,0.3359788954257965,0.4854315221309662,0.5823672413825989,0.29283958673477173,0.3995479643344879,0.5823672413825989,0.3009335994720459,0.2408183068037033,1.0,0.2504463791847229,0.5394441485404968,0.14754945039749146,0.22961433231830597
organized,0.19144229590892792,0.11886901408433914,0.28001853823661804,0.07264363765716553,0.2566941976547241,0.28001853823661804,0.2880028486251831,0.2621452212333679,0.28001853823661804,0.11180048435926437,0.18503256142139435,0.11886901408433914,0.37332525849342346,0.3264932334423065,0.10420046001672745,0.10524328798055649
into,0.2180619090795517,0.2619607150554657,0.39493247866630554,0.19626246392726898,0.32255905866622925,0.39493247866630554,0.26332640647888184,0.3239944875240326,0.39493247866630554,0.270794540643692,0.16634640097618103,0.2619607150554657,0.27265825867652893,0.38021373748779297,0.12008097022771835,0.15662476420402527
eleven,0.11712443083524704,0.12927214801311493,0.35020911693573,0.18199387192726135,0.3171820044517517,0.35020911693573,0.25220489501953125,0.2580711841583252,0.35020911693573,0.14889311790466309,0.1789395809173584,0.12927214801311493,0.18965491652488708,0.3077402710914612,0.2377820461988449,0.1022186428308487
separate,0.33215096592903137,0.2548423409461975,0.3612915575504303,0.22940579056739807,0.33388569951057434,0.3612915575504303,0.16485756635665894,0.4230244755744934,0.3612915575504303,0.3640751242637634,0.15201547741889954,0.2548423409461975,0.21975478529930115,0.3099668025970459,0.16390471160411835,0.16835719347000122
academic,0.10352335125207901,0.19421102106571198,0.15387672185897827,0.07437628507614136,0.20802809298038483,0.15387672185897827,0.13629277050495148,0.17354877293109894,0.15387672185897827,0.157512366771698,0.3285849094390869,0.19421102106571198,0.09513408690690994,0.1914365142583847,0.35771673917770386,0.11011603474617004
units—ten,0.23393119871616364,0.253669410943985,0.3401264250278473,0.16999125480651855,0.33212926983833313,0.3401264250278473,0.29094305634498596,0.23374824225902557,0.3401264250278473,0.18145835399627686,0.24545666575431824,0.253669410943985,0.322021484375,0.32887178659439087,0.23600128293037415,0.17392483353614807
faculties,0.2055516093969345,0.20208066701889038,0.2710285782814026,0.053662095218896866,0.34854772686958313,0.2710285782814026,0.23438872396945953,0.21392811834812164,0.2710285782814026,0.19467243552207947,0.4552777409553528,0.20208066701889038,0.2464819848537445,0.2792704105377197,0.34500154852867126,0.08356188982725143
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.21235932409763336,0.5116966962814331,0.5171257257461548,0.3044000566005707,0.4731321930885315,0.5171257257461548,0.29831406474113464,0.23815947771072388,0.3859752118587494,0.2833189070224762,0.4954058527946472,0.27719825506210327,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.37834644317626953,0.5473989248275757,1.0,0.38631999492645264,0.20087170600891113,0.5823672413825989,0.346942275762558,0.6662389636039734,0.21810851991176605,0.22068053483963013
radcliffe,0.1320628672838211,0.18399563431739807,0.22010628879070282,0.12035037577152252,0.2230839878320694,0.22010628879070282,0.13042789697647095,0.1819414496421814,0.22010628879070282,0.12205337733030319,0.26679691672325134,0.18399563431739807,0.08113350719213486,0.2659769654273987,0.37186795473098755,0.06297651678323746
institute,0.17608846724033356,0.1914694458246231,0.24399729073047638,0.09800662845373154,0.2977932393550873,0.24399729073047638,0.22350017726421356,0.16938656568527222,0.24399729073047638,0.1328316032886505,0.3884097635746002,0.1914694458246231,0.19948342442512512,0.2517135441303253,0.34940940141677856,0.115291528403759
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.25737348198890686,0.4185989499092102,0.4739971458911896,0.20941852033138275,0.4137635827064514,0.4739971458911896,0.27491986751556396,0.1849018931388855,0.43268078565597534,0.20675787329673767,0.4322226941585541,0.1903933584690094,0.264628142118454
advanced,0.1988004893064499,0.14119109511375427,0.2635994255542755,0.05990418791770935,0.2752973437309265,0.2635994255542755,0.08128756284713745,0.26491597294807434,0.2635994255542755,0.1235029399394989,0.14869429171085358,0.14119109511375427,0.27346789836883545,0.2200557142496109,0.26403313875198364,0.1806638389825821
study—with,0.3808191120624542,0.28182893991470337,0.33334484696388245,0.1877560168504715,0.35507678985595703,0.33334484696388245,0.23376108705997467,0.4340778589248657,0.33334484696388245,0.1956298053264618,0.31940361857414246,0.28182893991470337,0.2631491422653198,0.3577687442302704,0.4529007077217102,0.27593785524368286
campuses,0.09493694454431534,0.20346811413764954,0.19650089740753174,0.10576751828193665,0.2573612928390503,0.19650089740753174,0.35591480135917664,0.1587436944246292,0.19650089740753174,0.2528015971183777,0.8510088324546814,0.20346811413764954,0.2386419028043747,0.249978169798851,0.36120811104774475,0.08666198700666428
throughout,0.2130906730890274,0.2639545500278473,0.4158564507961273,0.11864563822746277,0.35374847054481506,0.4158564507961273,0.19870686531066895,0.35608357191085815,0.4158564507961273,0.20796838402748108,0.13738180696964264,0.2639545500278473,0.2770727872848511,0.46596065163612366,0.20441636443138123,0.12665234506130219
the,0.42745697498321533,0.5823672413825989,1.0,0.3171212375164032,0.733189046382904,1.0,0.37834644317626953,0.5473989248275757,1.0,0.38631999492645264,0.20087170600891113,0.5823672413825989,0.346942275762558,0.6662389636039734,0.21810851991176605,0.22068053483963013
boston,0.1650117039680481,0.09903766214847565,0.2297145575284958,0.11760873347520828,0.1890333592891693,0.2297145575284958,0.11880619823932648,0.19806839525699615,0.2297145575284958,0.08061100542545319,0.21229295432567596,0.09903766214847565,0.14540433883666992,0.24356770515441895,0.3674096465110779,0.14705288410186768
metropolitan,0.15624397993087769,0.20138509571552277,0.24378018081188202,0.14562265574932098,0.2863157391548157,0.24378018081188202,0.4260755181312561,0.16123276948928833,0.24378018081188202,0.1930810958147049,0.33630818128585815,0.20138509571552277,0.180390402674675,0.27762067317962646,0.21578453481197357,0.1861504763364792
area,0.21965408325195312,0.29283958673477173,0.37834644317626953,0.205547034740448,0.3409860134124756,0.37834644317626953,1.0,0.2566552460193634,0.37834644317626953,0.19558638334274292,0.32310426235198975,0.29283958673477173,0.3055489659309387,0.33632898330688477,0.09017784893512726,0.12640461325645447
:,-0.12022944539785385,-0.07222653180360794,-0.03403344005346298,-0.0774015560746193,-0.08807745575904846,-0.03403344005346298,-0.07871101796627045,-0.12200210988521576,-0.03403344005346298,-0.05766917020082474,-0.12552905082702637,-0.07222653180360794,-0.09453467279672623,0.020521078258752823,-0.1486956626176834,-0.07156077772378922
its,0.30393704771995544,0.4447362422943115,0.559237003326416,0.317160964012146,0.48690423369407654,0.559237003326416,0.31524658203125,0.416561484336853,0.559237003326416,0.272861510515213,0.25700828433036804,0.4447362422943115,0.282327800989151,0.3793783485889435,0.16072018444538116,0.15103481709957123
209-acre,0.12899869680404663,0.16309012472629547,0.2095428705215454,0.17730744183063507,0.24059639871120453,0.2095428705215454,0.2571374177932739,0.12845449149608612,0.2095428705215454,0.06906383484601974,0.27617162466049194,0.16309012472629547,0.1555575728416443,0.20202937722206116,0.16185139119625092,0.20745866000652313
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2706909477710724,0.35032153129577637,0.33289089798927307,0.18064655363559723,0.2264307141304016,0.33289089798927307,0.21451304852962494,0.15245218575000763,0.35393038392066956,0.19046323001384735,0.3087427020072937,0.1674983948469162,0.40561532974243164
85,0.07409690320491791,-0.08075354993343353,0.0036199199967086315,-0.017187010496854782,0.03837970644235611,0.0036199199967086315,-0.04067791998386383,0.06371890008449554,0.0036199199967086315,-0.007913011126220226,-0.07708781212568283,-0.08075354993343353,-0.06540513038635254,-0.017425857484340668,0.030349010601639748,0.09080518037080765
