,brownlee,argues,that,sometimes,people,behave,in,what,way,to,have,their,issue,heard,?
brownlee,1.0000001192092896,0.142769917845726,0.12388560175895691,0.15921881794929504,0.1543504297733307,0.05714626982808113,0.29509007930755615,0.1723894327878952,0.08834735304117203,0.17288076877593994,0.14569763839244843,0.1297765076160431,0.20954827964305878,0.21694958209991455,0.27307888865470886
notes,0.1797482818365097,0.16621807217597961,0.24825462698936462,0.17075492441654205,0.06541409343481064,0.17191976308822632,0.1728639006614685,0.19507816433906555,0.23112276196479797,0.22688092291355133,0.19346575438976288,0.17421534657478333,0.2781633138656616,0.2984570264816284,0.23920853435993195
that,0.12388560175895691,0.3249100148677826,1.0,0.3928869664669037,0.3621441423892975,0.4335676431655884,0.435920387506485,0.6297725439071655,0.5086538195610046,0.5436353087425232,0.6182622313499451,0.4266771972179413,0.30336466431617737,0.3227028548717499,0.32716336846351624
``,-0.029954057186841965,0.003483326407149434,0.05285148695111275,0.10362938046455383,0.08962737023830414,0.06496085226535797,0.04765888676047325,0.008517155423760414,0.016825292259454727,0.06720756739377975,0.1022237241268158,0.05465886741876602,0.04286627471446991,-0.04085678234696388,0.0685480609536171
although,0.10097862035036087,0.1661207228899002,0.4722958207130432,0.3551415503025055,0.17675663530826569,0.2319284826517105,0.28763338923454285,0.24844598770141602,0.2979312837123871,0.4176313281059265,0.4518011808395386,0.3165946900844574,0.1647937148809433,0.2384132295846939,0.15541206300258636
civil,0.23662586510181427,0.17222075164318085,0.16867391765117645,0.1757841408252716,0.24625034630298615,0.1643495261669159,0.26466667652130127,0.15091551840305328,0.19996517896652222,0.2019355595111847,0.16153892874717712,0.18000862002372742,0.12044859677553177,0.1620052456855774,0.1494513899087906
disobedients,0.22821445763111115,0.3287598192691803,0.403700053691864,0.313083678483963,0.33281001448631287,0.3572922646999359,0.30752769112586975,0.3241478204727173,0.34224605560302734,0.34340938925743103,0.30075547099113464,0.3580276072025299,0.16501393914222717,0.26623621582984924,0.18925230205059052
are,0.15528322756290436,0.1532573252916336,0.45265161991119385,0.47411349415779114,0.385090708732605,0.4082815647125244,0.3841303884983063,0.29724663496017456,0.3754369020462036,0.3504326641559601,0.6577680706977844,0.46887820959091187,0.1244584321975708,0.22439809143543243,0.24591213464736938
constrained,0.020960498601198196,0.2253531962633133,0.36933428049087524,0.3172713816165924,0.16003359854221344,0.41221368312835693,0.2315865010023117,0.2909078001976013,0.3066791594028473,0.3435786962509155,0.36189907789230347,0.33746761083602905,0.21024931967258453,0.15431764721870422,0.2213311493396759
in,0.29509007930755615,0.1981038600206375,0.435920387506485,0.31462913751602173,0.39605680108070374,0.21005739271640778,1.0,0.30808621644973755,0.30444321036338806,0.45010748505592346,0.36843645572662354,0.34976133704185486,0.1525554060935974,0.18653900921344757,0.20430970191955566
their,0.1297765076160431,0.21960113942623138,0.4266771972179413,0.37100598216056824,0.2901504337787628,0.30070021748542786,0.34976133704185486,0.35142919421195984,0.34286630153656006,0.44619059562683105,0.523270845413208,1.0,0.16997183859348297,0.19899338483810425,0.1898253709077835
use,0.12145505845546722,0.1908179670572281,0.3939064145088196,0.40524113178253174,0.27814626693725586,0.3933052122592926,0.2715643048286438,0.3453877568244934,0.43530192971229553,0.47261837124824524,0.4805850088596344,0.3415622115135193,0.2329900562763214,0.21616369485855103,0.32795652747154236
of,0.2697301208972931,0.24239063262939453,0.41498205065727234,0.296434611082077,0.3251037895679474,0.23343007266521454,0.5696388483047485,0.33290785551071167,0.266871839761734,0.41548454761505127,0.3802283704280853,0.4329940676689148,0.2598971724510193,0.17276406288146973,0.1826142966747284
coercion,0.15931886434555054,0.32464417815208435,0.3573834002017975,0.26245424151420593,0.22726990282535553,0.2652512490749359,0.24059052765369415,0.29042088985443115,0.3000229597091675,0.31247031688690186,0.2957940101623535,0.27612486481666565,0.2678457200527191,0.14699141681194305,0.2442706823348999
by,0.21574921905994415,0.2119825929403305,0.37496164441108704,0.22042182087898254,0.20350977778434753,0.22720716893672943,0.370934396982193,0.2455483376979828,0.3228684663772583,0.33534231781959534,0.3359639644622803,0.3242124021053314,0.17309652268886566,0.16366641223430634,0.17966607213020325
their,0.1297765076160431,0.21960113942623138,0.4266771972179413,0.37100598216056824,0.2901504337787628,0.30070021748542786,0.34976133704185486,0.35142919421195984,0.34286630153656006,0.44619059562683105,0.523270845413208,1.0,0.16997183859348297,0.19899338483810425,0.1898253709077835
conscientious,0.13182100653648376,0.36171573400497437,0.3438225984573364,0.18893875181674957,0.251372754573822,0.3001013696193695,0.2006327360868454,0.3660549819469452,0.3155721127986908,0.3110290467739105,0.28381118178367615,0.23626458644866943,0.25574830174446106,0.26491305232048035,0.24232997000217438
aim,0.1279606968164444,0.17284038662910461,0.2968321740627289,0.2096661776304245,0.1851641684770584,0.1660577952861786,0.15608181059360504,0.25839361548423767,0.3451695144176483,0.3219028115272522,0.22261318564414978,0.2808876633644104,0.1323263943195343,0.14058074355125427,0.14447996020317078
to,0.17288076877593994,0.2515730559825897,0.5436353087425232,0.4055429697036743,0.37275731563568115,0.3367859721183777,0.45010748505592346,0.455847829580307,0.4772548973560333,1.0,0.4544740617275238,0.44619059562683105,0.25523412227630615,0.21589848399162292,0.29463258385658264
engage,0.04479688033461571,0.2382550835609436,0.2542102634906769,0.2332460582256317,0.16487783193588257,0.29997187852859497,0.1813567876815796,0.22919274866580963,0.24618208408355713,0.2313132882118225,0.29482412338256836,0.2983620762825012,0.29866114258766174,0.2191096693277359,0.1593245565891266
in,0.29509007930755615,0.1981038600206375,0.435920387506485,0.31462913751602173,0.39605680108070374,0.21005739271640778,1.0,0.30808621644973755,0.30444321036338806,0.45010748505592346,0.36843645572662354,0.34976133704185486,0.1525554060935974,0.18653900921344757,0.20430970191955566
moral,0.12689951062202454,0.4494019150733948,0.28321540355682373,0.19648189842700958,0.16333207488059998,0.26476529240608215,0.15305006504058838,0.3679145574569702,0.2635774612426758,0.24031215906143188,0.20437315106391907,0.23250743746757507,0.2771097719669342,0.165008544921875,0.2608962953090668
dialogue,0.2272510826587677,0.2648986876010895,0.20986005663871765,0.16824571788311005,0.18527507781982422,0.21147310733795166,0.23324540257453918,0.28533935546875,0.28865522146224976,0.18425814807415009,0.1864965260028839,0.12671180069446564,0.136217400431633,0.3427145183086395,0.20502491295337677
",",0.3889319896697998,0.23710490763187408,0.4137537479400635,0.26600122451782227,0.36644625663757324,0.2251657247543335,0.5201468467712402,0.3087472915649414,0.2861018478870392,0.44245919585227966,0.3541618287563324,0.3045167922973633,0.22797159850597382,0.2586207091808319,0.31091248989105225
nevertheless,0.046378545463085175,0.28834524750709534,0.4617612063884735,0.2510943114757538,0.13614718616008759,0.3018193244934082,0.2971154749393463,0.3331672251224518,0.2909465432167053,0.31655287742614746,0.4535629153251648,0.32940322160720825,0.26975029706954956,0.1907941848039627,0.12207362055778503
they,0.19490079581737518,0.20035116374492645,0.5710820555686951,0.44364240765571594,0.4418129622936249,0.384562224149704,0.4330179989337921,0.4431931674480438,0.41797083616256714,0.5452046394348145,0.6542890071868896,0.7104025483131409,0.1825074702501297,0.32258883118629456,0.2753053903579712
may,0.2120644897222519,0.18891340494155884,0.4234136641025543,0.30342283844947815,0.2590857446193695,0.22826148569583893,0.3424151837825775,0.25739946961402893,0.26219889521598816,0.391582727432251,0.35194188356399536,0.2552892565727234,0.24008749425411224,0.14741241931915283,0.2768254578113556
find,0.16127952933311462,0.25449028611183167,0.38642045855522156,0.23014698922634125,0.1783391684293747,0.3743877708911896,0.2040027230978012,0.3539876639842987,0.3929305076599121,0.42702093720436096,0.3999665379524231,0.25261998176574707,0.22616513073444366,0.2917778193950653,0.30313602089881897
it,0.1759246587753296,0.16716185212135315,0.5921133160591125,0.34049513936042786,0.3940119743347168,0.24301056563854218,0.5130809545516968,0.45803478360176086,0.4001650810241699,0.513711154460907,0.40974161028862,0.3067983090877533,0.22958122193813324,0.21886591613292694,0.25732165575027466
necessary,0.08518315106630325,0.17395363748073578,0.430902898311615,0.3165477514266968,0.2067391574382782,0.37777426838874817,0.1872260719537735,0.3794087767601013,0.43800264596939087,0.40437278151512146,0.39157962799072266,0.3026009798049927,0.27956318855285645,0.22776928544044495,0.3430270850658417
