,who,gave,tesla,money,to,go,to,prague,?
in,0.2792111933231354,0.24152803421020508,0.17097744345664978,0.2393328845500946,0.45010748505592346,0.22233200073242188,0.45010748505592346,0.2534162700176239,0.20430970191955566
january,0.20979668200016022,0.1553821563720703,0.13615937530994415,0.1478639841079712,0.20270398259162903,0.183195561170578,0.20270398259162903,0.2361779808998108,0.28608936071395874
1880,0.021894710138440132,-0.006994111929088831,-0.14001339673995972,0.0254826582968235,0.14115941524505615,0.2280416339635849,0.14115941524505615,0.013113459572196007,0.07120001316070557
",",0.3365725874900818,0.2448001652956009,0.20599327981472015,0.24156853556632996,0.44245919585227966,0.3043581247329712,0.44245919585227966,0.28404903411865234,0.31091248989105225
two,0.2791741192340851,0.21643073856830597,0.18793831765651703,0.1901366412639618,0.3343428373336792,0.2189813256263733,0.3343428373336792,0.1804111897945404,0.19645625352859497
of,0.2827862501144409,0.3650403320789337,0.18837453424930573,0.23114095628261566,0.41548454761505127,0.21881330013275146,0.41548454761505127,0.23502252995967865,0.1826142966747284
tesla,0.1520961970090866,0.142415851354599,0.9999999403953552,0.1636640876531601,0.17548894882202148,0.07152407616376877,0.17548894882202148,0.3433745205402374,0.10250775516033173
's,0.05599616840481758,0.0414002351462841,0.06449045985937119,0.11903500556945801,0.03782717138528824,0.018760163336992264,0.03782717138528824,0.08791542053222656,-0.023395681753754616
uncles,0.3897288739681244,0.20917817950248718,0.13091199100017548,0.2549867331981659,0.2656448781490326,0.17783263325691223,0.2656448781490326,0.17494186758995056,0.18293200433254242
put,0.25223246216773987,0.32406777143478394,0.1382041871547699,0.2600395977497101,0.36244112253189087,0.4239062964916229,0.36244112253189087,0.14880961179733276,0.2993032932281494
together,0.2309882491827011,0.17436754703521729,0.2026316523551941,0.21515010297298431,0.33225905895233154,0.11697784811258316,0.33225905895233154,0.20413364470005035,0.1690303236246109
enough,0.29920142889022827,0.2059435397386551,0.16320869326591492,0.2403504103422165,0.43150144815444946,0.2778293192386627,0.43150144815444946,0.13708430528640747,0.3526461720466614
money,0.32837018370628357,0.2925030291080475,0.1636640876531601,0.9999998807907104,0.3124290704727173,0.2563246488571167,0.3124290704727173,0.19267307221889496,0.2069680541753769
to,0.42656609416007996,0.27167177200317383,0.17548894882202148,0.3124290704727173,1.0,0.384844571352005,1.0,0.18364588916301727,0.29463258385658264
help,0.3826322555541992,0.22840598225593567,0.11845614016056061,0.3520720601081848,0.46191298961639404,0.3266462981700897,0.46191298961639404,0.15488329529762268,0.28403452038764954
him,0.5491244792938232,0.3794932961463928,0.14682093262672424,0.37790411710739136,0.4702378511428833,0.3602939546108246,0.4702378511428833,0.24704259634017944,0.23943768441677094
leave,0.27963167428970337,0.2212676703929901,-0.009146789088845253,0.21911084651947021,0.408642441034317,0.42683571577072144,0.408642441034317,0.10600101202726364,0.23890845477581024
gospić,0.2775871157646179,0.1667567938566208,0.28443384170532227,0.15776942670345306,0.2624954581260681,0.1938944309949875,0.2624954581260681,0.4088376462459564,0.15864557027816772
for,0.37110671401023865,0.3676709234714508,0.13983871042728424,0.3105318546295166,0.4451248347759247,0.2588973641395569,0.4451248347759247,0.1781604290008545,0.264628142118454
prague,0.2008829414844513,0.18078139424324036,0.3433745205402374,0.19267307221889496,0.18364588916301727,0.10257835686206818,0.18364588916301727,1.0,0.13819217681884766
where,0.41804537177085876,0.17142310738563538,0.12761090695858002,0.2442285567522049,0.47735077142715454,0.3893263638019562,0.47735077142715454,0.2216290831565857,0.24793872237205505
he,0.5500732064247131,0.24899254739284515,0.12373391538858414,0.3266763389110565,0.385390967130661,0.25558793544769287,0.385390967130661,0.34071436524391174,0.2089974731206894
was,0.3318818509578705,0.42201077938079834,0.16455206274986267,0.26597723364830017,0.3636345863342285,0.16801296174526215,0.3636345863342285,0.2627091109752655,0.18412111699581146
to,0.42656609416007996,0.27167177200317383,0.17548894882202148,0.3124290704727173,1.0,0.384844571352005,1.0,0.18364588916301727,0.29463258385658264
study,0.21352694928646088,0.16258664429187775,0.1303233504295349,0.22544313967227936,0.3326032757759094,0.2508937418460846,0.3326032757759094,0.23090319335460663,0.15902167558670044
.,0.3541337847709656,0.29957500100135803,0.17949827015399933,0.2570818066596985,0.4645031690597534,0.3313661813735962,0.4645031690597534,0.2646070420742035,0.4130953550338745
