,what,character,on,coupling,is,a,doctor,who,fan,?
in,0.30808621644973755,0.20910993218421936,0.46853652596473694,0.22004085779190063,0.5394441485404968,0.539380669593811,0.25567495822906494,0.2792111933231354,0.09429174661636353,0.20430970191955566
a,0.3320399522781372,0.3054544925689697,0.3848365545272827,0.2632339596748352,0.658733606338501,1.0,0.22883038222789764,0.36608949303627014,0.2611137330532074,0.23916715383529663
similar,0.30608364939689636,0.21331998705863953,0.23418132960796356,0.28209492564201355,0.28929588198661804,0.34790337085723877,0.08091101795434952,0.20777717232704163,0.15494489669799805,0.23309361934661865
manner,0.30641111731529236,0.2642478048801422,0.13963055610656738,0.2677333354949951,0.232882559299469,0.24987412989139557,0.12962201237678528,0.27980291843414307,0.13136284053325653,0.24218928813934326
",",0.3087472915649414,0.21002258360385895,0.49057599902153015,0.15079252421855927,0.4691906273365021,0.427140474319458,0.20407600700855255,0.3365725874900818,0.17242316901683807,0.31091248989105225
the,0.42745697498321533,0.25992274284362793,0.5107308030128479,0.22481796145439148,0.5823672413825989,0.5829201340675354,0.2820442318916321,0.3733934462070465,0.163461834192276,0.22068053483963013
character,0.22097444534301758,0.9999998807907104,0.15834535658359528,0.17798513174057007,0.2699129581451416,0.3054544925689697,0.3171660602092743,0.31209835410118103,0.2079302966594696,0.18056271970272064
of,0.33290785551071167,0.17163237929344177,0.3966929316520691,0.212398961186409,0.4854315221309662,0.5052502155303955,0.16895952820777893,0.2827862501144409,0.15768620371818542,0.1826142966747284
oliver,0.18301159143447876,0.21295996010303497,0.22032098472118378,0.11720584332942963,0.1158730760216713,0.17395614087581635,0.20729109644889832,0.2527284026145935,0.04422499239444733,0.20260699093341827
on,0.34226128458976746,0.15834535658359528,0.9999999403953552,0.20181584358215332,0.3635730445384979,0.3848365545272827,0.1636410653591156,0.2340552806854248,0.17890559136867523,0.2714994251728058
coupling,0.15820637345314026,0.17798513174057007,0.20181584358215332,0.9999999403953552,0.14593730866909027,0.2632339596748352,0.12807106971740723,0.11676659435033798,0.0972343310713768,0.1310766637325287
(,0.2411840260028839,0.17166735231876373,0.28656116127967834,0.20245426893234253,0.35393038392066956,0.3206180930137634,0.1570640504360199,0.2443375140428543,0.13854587078094482,0.40561532974243164
created,0.20714101195335388,0.27948078513145447,0.20446635782718658,0.15092691779136658,0.28467464447021484,0.30777761340141296,0.1847328394651413,0.25695955753326416,0.20839834213256836,0.21177415549755096
and,0.31309178471565247,0.21757635474205017,0.4077630043029785,0.23167544603347778,0.3859752118587494,0.3739250600337982,0.21673844754695892,0.41279885172843933,0.18782666325569153,0.20544172823429108
written,0.25412634015083313,0.2726968824863434,0.19147278368473053,0.09356095641851425,0.2634589672088623,0.22976966202259064,0.1692265123128891,0.26459524035453796,0.17568914592266083,0.21451954543590546
by,0.2455483376979828,0.2357267141342163,0.33887791633605957,0.18858028948307037,0.3899846076965332,0.32094135880470276,0.13681447505950928,0.39727845788002014,0.17052780091762543,0.17966607213020325
current,0.18294453620910645,0.11519760638475418,0.27069616317749023,0.17086757719516754,0.2555285692214966,0.1987239569425583,0.11677069962024689,0.18425484001636505,0.14356115460395813,0.12074550241231918
show,0.29653704166412354,0.37106195092201233,0.3708709180355072,0.15266351401805878,0.2144283652305603,0.24886544048786163,0.2094513326883316,0.2095358669757843,0.17772892117500305,0.2520138621330261
runner,0.12288229167461395,0.1270304173231125,0.07972858101129532,0.17132456600666046,0.14631883800029755,0.23526611924171448,0.20785067975521088,0.13223133981227875,0.1565266102552414,0.12627749145030975
steven,0.1722090095281601,0.20447634160518646,0.20901304483413696,0.20865580439567566,0.15821102261543274,0.18639017641544342,0.19845148921012878,0.22480571269989014,0.213265061378479,0.10277901589870453
moffat,0.25599291920661926,0.3235459625720978,0.32939690351486206,0.14316363632678986,0.24379080533981323,0.2772473990917206,0.3490009605884552,0.38597768545150757,0.19903458654880524,0.18844567239284515
),0.26259949803352356,0.16354620456695557,0.29937487840652466,0.21135812997817993,0.37732169032096863,0.3640355169773102,0.1509941965341568,0.2457384318113327,0.15368348360061646,0.42300865054130554
is,0.28837618231773376,0.2699129581451416,0.3635730445384979,0.14593730866909027,1.0,0.658733606338501,0.19875872135162354,0.24293622374534607,0.1475156992673874,0.22961433231830597
