,what,is,the,prophecy,in,daniel,that,interested,luther,?
his,0.26976513862609863,0.24372583627700806,0.4394008219242096,0.29110610485076904,0.3598145842552185,0.2447441816329956,0.3173833191394806,0.269082635641098,0.27093374729156494,0.18075084686279297
main,0.2344268560409546,0.3009335994720459,0.38631999492645264,0.09592588245868683,0.28862449526786804,0.11427003890275955,0.3140498101711273,0.2126227617263794,0.14779585599899292,0.1665669083595276
interest,0.23849236965179443,0.19835616648197174,0.197127103805542,0.13628295063972473,0.27232617139816284,0.041878994554281235,0.33937549591064453,0.7286208271980286,0.14109325408935547,0.2411724328994751
was,0.22111038863658905,0.5810302495956421,0.48711544275283813,0.15682712197303772,0.45514053106307983,0.20530252158641815,0.33670201897621155,0.22676867246627808,0.19185513257980347,0.18412111699581146
centered,0.24975672364234924,0.2504463791847229,0.346942275762558,0.15108227729797363,0.33326560258865356,0.07244947552680969,0.3213004767894745,0.25219443440437317,0.0999404639005661,0.17524833977222443
on,0.34226128458976746,0.3635730445384979,0.5107308030128479,0.0799858346581459,0.46853652596473694,0.15716806054115295,0.42569106817245483,0.23192012310028076,0.19090485572814941,0.2714994251728058
the,0.42745697498321533,0.5823672413825989,1.0,0.24064886569976807,0.6662389636039734,0.16781723499298096,0.5473989248275757,0.22813944518566132,0.1759674996137619,0.22068053483963013
prophecy,0.29904302954673767,0.19314830005168915,0.24064886569976807,1.0000001192092896,0.1381155252456665,0.24288052320480347,0.3333333134651184,0.12453733384609222,0.2620737552642822,0.21778744459152222
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.20562416315078735,0.5696388483047485,0.13703610002994537,0.41498205065727234,0.24032539129257202,0.1719115972518921,0.1826142966747284
the,0.42745697498321533,0.5823672413825989,1.0,0.24064886569976807,0.6662389636039734,0.16781723499298096,0.5473989248275757,0.22813944518566132,0.1759674996137619,0.22068053483963013
little,0.2614184617996216,0.23436859250068665,0.2412613034248352,0.15625883638858795,0.22515349090099335,0.0527476891875267,0.3069852590560913,0.21341247856616974,0.09733652323484421,0.20336517691612244
horn,0.19444377720355988,0.17867717146873474,0.27075842022895813,0.136383056640625,0.23365940153598785,0.13798144459724426,0.14465299248695374,0.16679874062538147,0.14227204024791718,0.1272401511669159
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.1381155252456665,1.0,0.1751832365989685,0.435920387506485,0.30201417207717896,0.20523880422115326,0.20430970191955566
daniel,0.09604346752166748,0.13591395318508148,0.16781723499298096,0.24288052320480347,0.1751832365989685,0.9999999403953552,0.13549166917800903,0.09625311195850372,0.16370601952075958,0.1540297418832779
8:9–12,-0.04999932646751404,0.011501475237309933,0.028124559670686722,0.02409958653151989,0.03271542862057686,0.038940317928791046,-0.04316475987434387,0.08368418365716934,-0.04952092468738556,-0.02356485277414322
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1758950650691986,0.5201468467712402,0.2327898144721985,0.4137537479400635,0.3058604598045349,0.23255878686904907,0.31091248989105225
23–25,-0.0439341738820076,-0.05745412036776543,-0.09521739184856415,-0.18219596147537231,-0.09778612852096558,-0.10099586844444275,-0.042116761207580566,-0.14289073646068573,-0.007666454650461674,0.027718178927898407
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.18205685913562775,0.5591574311256409,0.21196192502975464,0.4460422694683075,0.35390418767929077,0.24907569587230682,0.4130953550338745
