,when,did,robert,crispin,go,up,against,the,turks,?
in,0.4431333839893341,0.2593238651752472,0.22155319154262543,0.25081390142440796,0.22233200073242188,0.3120773434638977,0.27273955941200256,0.6662389636039734,0.18422621488571167,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,0.2257954627275467,0.26424452662467957,0.29801803827285767,0.38423117995262146,0.3090755045413971,1.0,0.25820091366767883,0.22068053483963013
1060s,0.05586542561650276,0.054330430924892426,0.1913740038871765,0.2515023648738861,0.022557947784662247,0.04922777786850929,0.03876243531703949,-0.027052544057369232,0.08030267059803009,-0.020414695143699646
",",0.36674630641937256,0.3015086054801941,0.22878289222717285,0.3564440608024597,0.3043581247329712,0.34193792939186096,0.31168749928474426,0.4933079481124878,0.23273320496082306,0.31091248989105225
robert,0.21609240770339966,0.16245460510253906,0.9999999403953552,0.38527223467826843,-0.0031944240909069777,0.16867516934871674,0.12940284609794617,0.2257954627275467,0.08587048202753067,0.11293095350265503
crispin,0.25825124979019165,0.15083570778369904,0.38527223467826843,1.0,0.16862212121486664,0.1891942322254181,0.10205690562725067,0.26424452662467957,0.10740651190280914,0.18108181655406952
led,0.2072276622056961,0.3213953971862793,0.2032613605260849,0.1628267914056778,0.16514436900615692,0.20399068295955658,0.3520243763923645,0.3267505168914795,0.19418202340602875,0.09273858368396759
the,0.5091903209686279,0.34736719727516174,0.2257954627275467,0.26424452662467957,0.29801803827285767,0.38423117995262146,0.3090755045413971,1.0,0.25820091366767883,0.22068053483963013
normans,0.21106265485286713,0.22847257554531097,0.3163551390171051,0.24160267412662506,0.05163463577628136,0.17911432683467865,0.19649623334407806,0.2781367897987366,0.38952624797821045,0.12354589998722076
of,0.3757161796092987,0.2513895630836487,0.2398476004600525,0.23662206530570984,0.21881330013275146,0.32945773005485535,0.2669808566570282,0.733189046382904,0.235667884349823,0.1826142966747284
edessa,0.1728416383266449,0.09475546330213547,0.1843416392803192,0.18644006550312042,0.08627131581306458,0.11260184645652771,0.15407408773899078,0.26201432943344116,0.4776664972305298,0.17140443623065948
against,0.32684949040412903,0.22514554858207703,0.12940284609794617,0.10205690562725067,0.1567622572183609,0.23695234954357147,1.0,0.3090755045413971,0.1946597844362259,0.18095137178897858
the,0.5091903209686279,0.34736719727516174,0.2257954627275467,0.26424452662467957,0.29801803827285767,0.38423117995262146,0.3090755045413971,1.0,0.25820091366767883,0.22068053483963013
turks,0.14055556058883667,0.18401244282722473,0.08587048202753067,0.10740651190280914,0.06809600442647934,0.1676519513130188,0.1946597844362259,0.25820091366767883,0.9999999403953552,0.1953624188899994
.,0.475719153881073,0.35288307070732117,0.25747326016426086,0.315352201461792,0.3313661813735962,0.351434588432312,0.28705209493637085,0.5934505462646484,0.2705569565296173,0.4130953550338745
,when,did,robert,crispin,go,up,against,the,turks,?
they,0.5090266466140747,0.4879390597343445,0.1370672583580017,0.2080119103193283,0.35253602266311646,0.32603394985198975,0.26509472727775574,0.49925389885902405,0.22379142045974731,0.2753053903579712
were,0.29649975895881653,0.4162326455116272,0.15146300196647644,0.19164559245109558,0.2323814481496811,0.29601457715034485,0.2829659581184387,0.3906462490558624,0.28528133034706116,0.17890112102031708
based,0.16572482883930206,0.15722841024398804,0.09136568754911423,0.19206248223781586,0.11433394998311996,0.15964040160179138,0.22916865348815918,0.29860720038414,0.09496650099754333,0.134929820895195
at,0.38876327872276306,0.28390252590179443,0.16207672655582428,0.2129422128200531,0.2909104526042938,0.26974549889564514,0.183924600481987,0.457212895154953,0.20056168735027313,0.21978627145290375
malatya,0.11593231558799744,0.06572792679071426,0.14655640721321106,0.18128813803195953,0.12771126627922058,0.10308382660150528,0.18983733654022217,0.1828981339931488,0.34079447388648987,0.1738479882478714
and,0.4716290831565857,0.34479495882987976,0.21826715767383575,0.23790445923805237,0.35260969400405884,0.4032393991947174,0.3292689621448517,0.5171257257461548,0.26278018951416016,0.20544172823429108
edessa,0.1728416383266449,0.09475546330213547,0.1843416392803192,0.18644006550312042,0.08627131581306458,0.11260184645652771,0.15407408773899078,0.26201432943344116,0.4776664972305298,0.17140443623065948
",",0.36674630641937256,0.3015086054801941,0.22878289222717285,0.3564440608024597,0.3043581247329712,0.34193792939186096,0.31168749928474426,0.4933079481124878,0.23273320496082306,0.31091248989105225
under,0.3172987401485443,0.20815621316432953,0.16724374890327454,0.16796386241912842,0.16103604435920715,0.19996878504753113,0.313276469707489,0.3348022699356079,0.18077653646469116,0.18233340978622437
the,0.5091903209686279,0.34736719727516174,0.2257954627275467,0.26424452662467957,0.29801803827285767,0.38423117995262146,0.3090755045413971,1.0,0.25820091366767883,0.22068053483963013
byzantine,0.17145349085330963,0.13554735481739044,0.11576477438211441,0.15629202127456665,0.12209700047969818,0.13640190660953522,0.209760382771492,0.20800244808197021,0.4741193950176239,0.21581105887889862
duke,0.13615576922893524,0.18803031742572784,0.23717547953128815,0.36479613184928894,0.14576971530914307,0.17218565940856934,0.21053656935691833,0.218814879655838,0.2101636826992035,0.13699419796466827
of,0.3757161796092987,0.2513895630836487,0.2398476004600525,0.23662206530570984,0.21881330013275146,0.32945773005485535,0.2669808566570282,0.733189046382904,0.235667884349823,0.1826142966747284
antioch,0.21115051209926605,0.15515094995498657,0.18733052909374237,0.2269429713487625,0.16789226233959198,0.13525883853435516,0.26705148816108704,0.2657717168331146,0.42029568552970886,0.19155849516391754
",",0.36674630641937256,0.3015086054801941,0.22878289222717285,0.3564440608024597,0.3043581247329712,0.34193792939186096,0.31168749928474426,0.4933079481124878,0.23273320496082306,0.31091248989105225
isaac,0.1913369596004486,0.20115409791469574,0.23267510533332825,0.2732921242713928,0.10824862122535706,0.10295471549034119,0.11740368604660034,0.15343432128429413,0.16741859912872314,0.1153682991862297
komnenos,0.25282707810401917,0.20694680511951447,0.22999174892902374,0.2865164279937744,0.27318987250328064,0.19504530727863312,0.23768271505832672,0.23734620213508606,0.42373013496398926,0.3032175898551941
.,0.475719153881073,0.35288307070732117,0.25747326016426086,0.315352201461792,0.3313661813735962,0.351434588432312,0.28705209493637085,0.5934505462646484,0.2705569565296173,0.4130953550338745
