,which,empire,bordered,the,mongol,empire,to,the,west,in,1218,?
by,0.40543368458747864,0.19236046075820923,0.2528188228607178,0.4408751428127289,0.1995033621788025,0.19236046075820923,0.33534231781959534,0.4408751428127289,0.17778825759887695,0.370934396982193,-0.05080096423625946,0.17966607213020325
1218,-0.06510668247938156,0.042158469557762146,0.09022226184606552,0.008959535509347916,0.08664864301681519,0.042158469557762146,-0.023999828845262527,0.008959535509347916,0.0868062824010849,0.06774473190307617,0.9999999403953552,0.0336468406021595
",",0.3658004403114319,0.27646857500076294,0.3059317469596863,0.4933079481124878,0.2229510098695755,0.27646857500076294,0.44245919585227966,0.4933079481124878,0.28857502341270447,0.5201468467712402,0.08286204189062119,0.31091248989105225
as,0.41006597876548767,0.21108263731002808,0.1448354870080948,0.48381632566452026,0.17740172147750854,0.21108263731002808,0.42092081904411316,0.48381632566452026,0.1651858687400818,0.3887844979763031,0.05668393522500992,0.27043893933296204
a,0.56894451379776,0.1900206059217453,0.18747813999652863,0.5829201340675354,0.15921570360660553,0.1900206059217453,0.45503583550453186,0.5829201340675354,0.2258862406015396,0.539380669593811,0.05600881204009056,0.23916715383529663
result,0.31989866495132446,0.1120549812912941,0.09379395842552185,0.27778977155685425,0.13594083487987518,0.1120549812912941,0.23653174936771393,0.27778977155685425,0.16839610040187836,0.25670310854911804,-0.10640525072813034,0.17218433320522308
of,0.5011631846427917,0.30522286891937256,0.3377665579319,0.733189046382904,0.22712039947509766,0.30522286891937256,0.41548454761505127,0.733189046382904,0.2891985774040222,0.5696388483047485,0.02086631767451763,0.1826142966747284
defeat,0.21279670298099518,0.30754515528678894,0.1699581742286682,0.3182816207408905,0.32238471508026123,0.30754515528678894,0.25008296966552734,0.3182816207408905,0.16992458701133728,0.2583656907081604,0.08697982877492905,0.12980464100837708
of,0.5011631846427917,0.30522286891937256,0.3377665579319,0.733189046382904,0.22712039947509766,0.30522286891937256,0.41548454761505127,0.733189046382904,0.2891985774040222,0.5696388483047485,0.02086631767451763,0.1826142966747284
qara,0.28763097524642944,0.2913404405117035,0.2043261080980301,0.30156639218330383,0.36368659138679504,0.2913404405117035,0.23253412544727325,0.30156639218330383,0.17104651033878326,0.21050365269184113,0.084752157330513,0.1857597380876541
khitai,0.22950057685375214,0.39967280626296997,0.1804446130990982,0.25684550404548645,0.628433883190155,0.39967280626296997,0.16930949687957764,0.25684550404548645,0.18145091831684113,0.21833652257919312,0.12100563198328018,0.20356783270835876
",",0.3658004403114319,0.27646857500076294,0.3059317469596863,0.4933079481124878,0.2229510098695755,0.27646857500076294,0.44245919585227966,0.4933079481124878,0.28857502341270447,0.5201468467712402,0.08286204189062119,0.31091248989105225
the,0.6521818041801453,0.32532164454460144,0.31512969732284546,1.0,0.2924198508262634,0.32532164454460144,0.535392165184021,1.0,0.32918402552604675,0.6662389636039734,0.008959535509347916,0.22068053483963013
mongol,0.22227831184864044,0.45230501890182495,0.1340743601322174,0.2924198508262634,1.0000001192092896,0.45230501890182495,0.2125127911567688,0.2924198508262634,0.16340303421020508,0.16958336532115936,0.08664864301681519,0.12849251925945282
empire,0.1975056380033493,1.0000001192092896,0.1955622136592865,0.32532164454460144,0.45230501890182495,1.0000001192092896,0.21448755264282227,0.32532164454460144,0.2464679777622223,0.24110576510429382,0.042158469557762146,0.14909450709819794
and,0.506277859210968,0.27479609847068787,0.26177412271499634,0.5171257257461548,0.21553155779838562,0.27479609847068787,0.48971283435821533,0.5171257257461548,0.273951917886734,0.4954058527946472,0.0280569139868021,0.20544172823429108
its,0.5154205560684204,0.22907911241054535,0.28511154651641846,0.559237003326416,0.2120933085680008,0.22907911241054535,0.3691340684890747,0.559237003326416,0.24631395936012268,0.3793783485889435,-0.042074866592884064,0.15103481709957123
control,0.31846651434898376,0.27420011162757874,0.1551642119884491,0.32841500639915466,0.23836106061935425,0.27420011162757874,0.28164729475975037,0.32841500639915466,0.16004686057567596,0.24831421673297882,-0.008851183578372002,0.1620711386203766
extended,0.33794456720352173,0.237921804189682,0.22364066541194916,0.3160722553730011,0.15130089223384857,0.237921804189682,0.28740090131759644,0.3160722553730011,0.22069421410560608,0.22257764637470245,0.0044553629122674465,0.17568568885326385
as,0.41006597876548767,0.21108263731002808,0.1448354870080948,0.48381632566452026,0.17740172147750854,0.21108263731002808,0.42092081904411316,0.48381632566452026,0.1651858687400818,0.3887844979763031,0.05668393522500992,0.27043893933296204
far,0.26849839091300964,0.195875883102417,0.2589767277240753,0.38564538955688477,0.19750434160232544,0.195875883102417,0.3375735878944397,0.38564538955688477,0.2620878219604492,0.2599720060825348,0.059324681758880615,0.2170870453119278
west,0.22164945304393768,0.2464679777622223,0.46819937229156494,0.32918402552604675,0.16340303421020508,0.2464679777622223,0.24611181020736694,0.32918402552604675,1.0,0.34078434109687805,0.0868062824010849,0.12088293582201004
as,0.41006597876548767,0.21108263731002808,0.1448354870080948,0.48381632566452026,0.17740172147750854,0.21108263731002808,0.42092081904411316,0.48381632566452026,0.1651858687400818,0.3887844979763031,0.05668393522500992,0.27043893933296204
lake,0.2097730040550232,0.18787209689617157,0.3256119191646576,0.24325428903102875,0.20212966203689575,0.18787209689617157,0.16680742800235748,0.24325428903102875,0.22227589786052704,0.260087251663208,0.04846622049808502,0.07226386666297913
balkhash,0.2853833734989166,0.36579999327659607,0.2718884348869324,0.3242647051811218,0.49132072925567627,0.36579999327659607,0.259027361869812,0.3242647051811218,0.3314867317676544,0.3102606534957886,0.086902916431427,0.21507538855075836
",",0.3658004403114319,0.27646857500076294,0.3059317469596863,0.4933079481124878,0.2229510098695755,0.27646857500076294,0.44245919585227966,0.4933079481124878,0.28857502341270447,0.5201468467712402,0.08286204189062119,0.31091248989105225
which,1.0,0.1975056380033493,0.1940087080001831,0.6521818041801453,0.22227831184864044,0.1975056380033493,0.5345056653022766,0.6521818041801453,0.22164945304393768,0.4840516746044159,-0.06510668247938156,0.25814583897590637
