,how,many,academic,majors,does,the,university,grant,in,total,?
the,0.33890387415885925,0.4335206151008606,0.15387672185897827,0.2779889702796936,0.35928019881248474,1.0,0.263973206281662,0.2460666298866272,0.6662389636039734,0.27068960666656494,0.22068053483963013
college,0.138996884226799,0.20574161410331726,0.35105136036872864,0.39963340759277344,0.18735244870185852,0.19751401245594025,0.6649739742279053,0.2502231001853943,0.2160365730524063,0.11415013670921326,0.11076676845550537
of,0.2480744868516922,0.37253960967063904,0.20802809298038483,0.21542005240917206,0.3119818866252899,0.733189046382904,0.30646374821662903,0.23326964676380157,0.5696388483047485,0.29045331478118896,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.15387672185897827,0.2779889702796936,0.35928019881248474,1.0,0.263973206281662,0.2460666298866272,0.6662389636039734,0.27068960666656494,0.22068053483963013
university,0.12992997467517853,0.19385361671447754,0.4402775466442108,0.3449438214302063,0.09909145534038544,0.263973206281662,1.0,0.1985611915588379,0.3201795518398285,0.18448065221309662,0.11887256056070328
of,0.2480744868516922,0.37253960967063904,0.20802809298038483,0.21542005240917206,0.3119818866252899,0.733189046382904,0.30646374821662903,0.23326964676380157,0.5696388483047485,0.29045331478118896,0.1826142966747284
chicago,0.2247859537601471,0.1944255828857422,0.2689683437347412,0.2559792101383209,0.17240707576274872,0.27360326051712036,0.29005804657936096,0.1960279643535614,0.23921214044094086,0.09928175061941147,0.16446958482265472
grants,0.14615686237812042,0.2509559988975525,0.28872302174568176,0.3540436327457428,0.18416728079319,0.2900126874446869,0.24591130018234253,0.6858083009719849,0.22626352310180664,0.16901133954524994,0.1494954377412796
bachelor,0.14444774389266968,0.20267659425735474,0.36249473690986633,0.41122138500213623,0.16437017917633057,0.17960217595100403,0.5387130975723267,0.2588256895542145,0.2620902359485626,0.11783216148614883,0.07728833705186844
of,0.2480744868516922,0.37253960967063904,0.20802809298038483,0.21542005240917206,0.3119818866252899,0.733189046382904,0.30646374821662903,0.23326964676380157,0.5696388483047485,0.29045331478118896,0.1826142966747284
arts,0.1528770476579666,0.26020848751068115,0.3772929310798645,0.3467850685119629,0.16626307368278503,0.23374557495117188,0.37832388281822205,0.14471124112606049,0.2445804625749588,0.08595877140760422,0.09471383690834045
and,0.33647966384887695,0.5296266674995422,0.2552715241909027,0.345535010099411,0.3461615741252899,0.5171257257461548,0.2665814459323883,0.22466684877872467,0.4954058527946472,0.2520328164100647,0.20544172823429108
bachelor,0.14444774389266968,0.20267659425735474,0.36249473690986633,0.41122138500213623,0.16437017917633057,0.17960217595100403,0.5387130975723267,0.2588256895542145,0.2620902359485626,0.11783216148614883,0.07728833705186844
of,0.2480744868516922,0.37253960967063904,0.20802809298038483,0.21542005240917206,0.3119818866252899,0.733189046382904,0.30646374821662903,0.23326964676380157,0.5696388483047485,0.29045331478118896,0.1826142966747284
science,0.23506508767604828,0.2819631099700928,0.4009481966495514,0.3200964033603668,0.17509725689888,0.24037593603134155,0.38669267296791077,0.1128564104437828,0.269875705242157,0.06862315535545349,0.17974960803985596
degrees,0.18475523591041565,0.2114371955394745,0.35432061553001404,0.32675713300704956,0.2573184072971344,0.22473014891147614,0.338687002658844,0.17705592513084412,0.19378258287906647,0.12794232368469238,0.1299446076154709
in,0.2601168751716614,0.41474202275276184,0.1914365142583847,0.27884021401405334,0.214483380317688,0.6662389636039734,0.3201795518398285,0.2044283151626587,1.0,0.27667245268821716,0.20430970191955566
50,0.014565115794539452,-0.037946149706840515,-0.028461981564760208,-0.010936809703707695,0.00387978064827621,0.03602437674999237,-0.050331298261880875,0.07429630309343338,0.021892361342906952,0.010104950517416,0.030512850731611252
academic,0.144212007522583,0.2163168489933014,0.9999998807907104,0.3241541385650635,0.22792617976665497,0.15387672185897827,0.4402775466442108,0.17764359712600708,0.1914365142583847,0.10192685574293137,0.11011603474617004
majors,0.16189132630825043,0.3311960697174072,0.3241541385650635,1.0,0.11539074033498764,0.2779889702796936,0.3449438214302063,0.2588314414024353,0.27884021401405334,0.2258901298046112,0.17576877772808075
and,0.33647966384887695,0.5296266674995422,0.2552715241909027,0.345535010099411,0.3461615741252899,0.5171257257461548,0.2665814459323883,0.22466684877872467,0.4954058527946472,0.2520328164100647,0.20544172823429108
28,-0.11203539371490479,-0.3069208562374115,-0.06406445056200027,-0.17473538219928741,-0.11238764971494675,-0.31177106499671936,-0.11870128661394119,-0.14421045780181885,-0.27002766728401184,-0.09832330048084259,-0.012856917455792427
minors,0.17304812371730804,0.24067038297653198,0.16699755191802979,0.5350832343101501,0.20677663385868073,0.23226282000541687,0.1621471345424652,0.18854191899299622,0.21043072640895844,0.1412668526172638,0.22520074248313904
.,0.3287222981452942,0.3974229395389557,0.21939443051815033,0.29510998725891113,0.3022993505001068,0.5934505462646484,0.290679007768631,0.2712966501712799,0.5591574311256409,0.2295650690793991,0.4130953550338745
