,which,party,is,currently,the,largest,among,political,party,lines,?
meps,0.28310826420783997,0.47260090708732605,0.2885042726993561,0.2903560996055603,0.376752108335495,0.20247475802898407,0.24881614744663239,0.37629780173301697,0.47260090708732605,0.19120408594608307,0.19381771981716156
divide,0.3484216332435608,0.08168379962444305,0.19095773994922638,0.1312166005373001,0.296497642993927,0.16670657694339752,0.25754475593566895,0.17007219791412354,0.08168379962444305,0.27029505372047424,0.152328222990036
",",0.3658004403114319,0.21963930130004883,0.4691906273365021,0.33041635155677795,0.4933079481124878,0.26626327633857727,0.2640531659126282,0.27072274684906006,0.21963930130004883,0.23323656618595123,0.31091248989105225
as,0.41006597876548767,0.17884716391563416,0.43216490745544434,0.32914450764656067,0.48381632566452026,0.1819920688867569,0.3329014778137207,0.21393902599811554,0.17884716391563416,0.18591980636119843,0.27043893933296204
they,0.5165667533874512,0.18054071068763733,0.330102801322937,0.2292136698961258,0.49925389885902405,0.20611244440078735,0.27496233582496643,0.15937413275241852,0.18054071068763733,0.2821621298789978,0.2753053903579712
do,0.31153854727745056,0.11859167367219925,0.30895981192588806,0.22200754284858704,0.30239659547805786,0.17675110697746277,0.21025244891643524,0.16049352288246155,0.11859167367219925,0.18965932726860046,0.4093979299068451
in,0.4840516746044159,0.20446790754795074,0.5394441485404968,0.30261120200157166,0.6662389636039734,0.3017216920852661,0.3211768567562103,0.22136160731315613,0.20446790754795074,0.22601547837257385,0.20430970191955566
national,0.28337109088897705,0.2879488468170166,0.23413582146167755,0.27687522768974304,0.32739606499671936,0.22149519622325897,0.16865037381649017,0.25737327337265015,0.2879488468170166,0.1384177803993225,0.15643028914928436
parliaments,0.25821465253829956,0.4574466049671173,0.18546035885810852,0.22506967186927795,0.2851678431034088,0.19746428728103638,0.18300990760326385,0.441219687461853,0.4574466049671173,0.2042759656906128,0.1582629382610321
",",0.3658004403114319,0.21963930130004883,0.4691906273365021,0.33041635155677795,0.4933079481124878,0.26626327633857727,0.2640531659126282,0.27072274684906006,0.21963930130004883,0.23323656618595123,0.31091248989105225
along,0.33404073119163513,0.1669933795928955,0.23571021854877472,0.17654064297676086,0.39495137333869934,0.14241459965705872,0.284652978181839,0.12922576069831848,0.1669933795928955,0.25338515639305115,0.17134909331798553
political,0.15920867025852203,0.5684571266174316,0.15203817188739777,0.17031298577785492,0.20477235317230225,0.1683647781610489,0.2003592550754547,1.0000001192092896,0.5684571266174316,0.12944109737873077,0.17130474746227264
party,0.1907830387353897,0.9999999403953552,0.1756078004837036,0.16613583266735077,0.23779736459255219,0.15663278102874756,0.15808700025081635,0.5684571266174316,0.9999999403953552,0.12030164152383804,0.19031576812267303
lines,0.29714417457580566,0.12030164152383804,0.1740446388721466,0.1051178053021431,0.28391990065574646,0.06857200711965561,0.12272623926401138,0.12944109737873077,0.12030164152383804,1.0,0.18324026465415955
:,-0.11049769818782806,0.06971152126789093,-0.07222653180360794,0.001870911568403244,-0.03403344005346298,-0.07544846087694168,-0.07000589370727539,0.02667141705751419,0.06971152126789093,-0.08485116064548492,-0.07156077772378922
the,0.6521818041801453,0.23779736459255219,0.5823672413825989,0.2945235073566437,1.0,0.3757036626338959,0.3507058024406433,0.20477235317230225,0.23779736459255219,0.28391990065574646,0.22068053483963013
conservative,0.15339985489845276,0.5411025881767273,0.2060939073562622,0.21339938044548035,0.19218477606773376,0.0998956561088562,0.14527764916419983,0.4677330255508423,0.5411025881767273,0.1218709796667099,0.1597563922405243
european,0.2234036773443222,0.22087758779525757,0.16083641350269318,0.14152653515338898,0.3423081040382385,0.22682136297225952,0.21465376019477844,0.22624807059764862,0.22087758779525757,0.1572425812482834,0.14560863375663757
people,0.29092222452163696,0.20665904879570007,0.34254953265190125,0.22371503710746765,0.36838498711586,0.2494339793920517,0.22164304554462433,0.20555651187896729,0.20665904879570007,0.21060901880264282,0.23739641904830933
's,0.03856118768453598,0.02531869150698185,0.02396530658006668,-0.0480838343501091,-0.01540423184633255,-0.02050611935555935,0.01186611782759428,0.04151610657572746,0.02531869150698185,0.07119013369083405,-0.023395681753754616
party,0.1907830387353897,0.9999999403953552,0.1756078004837036,0.16613583266735077,0.23779736459255219,0.15663278102874756,0.15808700025081635,0.5684571266174316,0.9999999403953552,0.12030164152383804,0.19031576812267303
is,0.4457404911518097,0.1756078004837036,1.0,0.4011616110801697,0.5823672413825989,0.3413417339324951,0.21956473588943481,0.15203817188739777,0.1756078004837036,0.1740446388721466,0.22961433231830597
currently,0.2807596027851105,0.16613583266735077,0.4011616110801697,1.0000001192092896,0.2945235073566437,0.2517468333244324,0.2189752608537674,0.17031298577785492,0.16613583266735077,0.1051178053021431,0.1861555278301239
the,0.6521818041801453,0.23779736459255219,0.5823672413825989,0.2945235073566437,1.0,0.3757036626338959,0.3507058024406433,0.20477235317230225,0.23779736459255219,0.28391990065574646,0.22068053483963013
largest,0.29749369621276855,0.15663278102874756,0.3413417339324951,0.2517468333244324,0.3757036626338959,0.9999999403953552,0.2728939950466156,0.1683647781610489,0.15663278102874756,0.06857200711965561,0.12401245534420013
",",0.3658004403114319,0.21963930130004883,0.4691906273365021,0.33041635155677795,0.4933079481124878,0.26626327633857727,0.2640531659126282,0.27072274684906006,0.21963930130004883,0.23323656618595123,0.31091248989105225
and,0.506277859210968,0.20650289952754974,0.3859752118587494,0.2922934591770172,0.5171257257461548,0.24602696299552917,0.39211368560791016,0.33013346791267395,0.20650289952754974,0.30738139152526855,0.20544172823429108
the,0.6521818041801453,0.23779736459255219,0.5823672413825989,0.2945235073566437,1.0,0.3757036626338959,0.3507058024406433,0.20477235317230225,0.23779736459255219,0.28391990065574646,0.22068053483963013
party,0.1907830387353897,0.9999999403953552,0.1756078004837036,0.16613583266735077,0.23779736459255219,0.15663278102874756,0.15808700025081635,0.5684571266174316,0.9999999403953552,0.12030164152383804,0.19031576812267303
of,0.5011631846427917,0.23662418127059937,0.4854315221309662,0.2655649185180664,0.733189046382904,0.36650770902633667,0.3679063022136688,0.27319738268852234,0.23662418127059937,0.1948472559452057,0.1826142966747284
european,0.2234036773443222,0.22087758779525757,0.16083641350269318,0.14152653515338898,0.3423081040382385,0.22682136297225952,0.21465376019477844,0.22624807059764862,0.22087758779525757,0.1572425812482834,0.14560863375663757
socialists,0.1899331659078598,0.5652673840522766,0.14094442129135132,0.1913725882768631,0.2460591197013855,0.19099551439285278,0.2976926267147064,0.4949318468570709,0.5652673840522766,0.13009873032569885,0.1783614307641983
leads,0.26977476477622986,0.15710404515266418,0.29526054859161377,0.10264389216899872,0.3400644361972809,0.1076885387301445,0.22937120497226715,0.17192442715168,0.15710404515266418,0.13661125302314758,0.11554955691099167
the,0.6521818041801453,0.23779736459255219,0.5823672413825989,0.2945235073566437,1.0,0.3757036626338959,0.3507058024406433,0.20477235317230225,0.23779736459255219,0.28391990065574646,0.22068053483963013
opposition,0.21346662938594818,0.5041105151176453,0.21637342870235443,0.24061889946460724,0.26783087849617004,0.16347959637641907,0.20894086360931396,0.45151594281196594,0.5041105151176453,0.11154397577047348,0.15647298097610474
.,0.45942068099975586,0.23341989517211914,0.4569662809371948,0.29744869470596313,0.5934505462646484,0.18871670961380005,0.22495509684085846,0.24802669882774353,0.23341989517211914,0.24112989008426666,0.4130953550338745
