,in,what,year,did,a,tropical,storm,cause,a,four,day,loss,of,power,to,jacksonville,?
jacksonville,0.22147351503372192,0.14578714966773987,0.21323628723621368,0.22992172837257385,0.28008249402046204,0.21561816334724426,0.2703884243965149,0.18872438371181488,0.28008249402046204,0.288465291261673,0.18692520260810852,0.13688190281391144,0.23084138333797455,0.07328839600086212,0.1994343250989914,1.0000001192092896,0.1359667330980301
also,0.5073733329772949,0.42747777700424194,0.24424028396606445,0.39334940910339355,0.5149940252304077,0.17179980874061584,0.163796067237854,0.3166497051715851,0.5149940252304077,0.34157508611679077,0.24576440453529358,0.2555767595767975,0.4924938678741455,0.23054306209087372,0.5348826050758362,0.26396480202674866,0.21848613023757935
suffered,0.277639776468277,0.13741295039653778,0.18688374757766724,0.28497523069381714,0.2735525667667389,0.15516974031925201,0.20997191965579987,0.3754824995994568,0.2735525667667389,0.2146608680486679,0.21179766952991486,0.4280531406402588,0.2524636387825012,0.16757692396640778,0.15722067654132843,0.25198161602020264,0.08963493257761002
damage,0.21804088354110718,0.2590121924877167,0.09765215218067169,0.24770227074623108,0.22061721980571747,0.3692382574081421,0.48619794845581055,0.5174788236618042,0.22061721980571747,0.14344823360443115,0.16646245121955872,0.39820191264152527,0.23761005699634552,0.23116321861743927,0.23714354634284973,0.158564031124115,0.2121051400899887
from,0.4274188280105591,0.2737620174884796,0.2101740688085556,0.20248863101005554,0.322764128446579,0.17543211579322815,0.1941574662923813,0.2778934836387634,0.322764128446579,0.25403454899787903,0.20893509685993195,0.14446182548999786,0.4249346852302551,0.21385204792022705,0.4069952368736267,0.20407649874687195,0.19969791173934937
2008,-0.0422978475689888,-0.19703538715839386,0.05900556594133377,-0.07680223137140274,-0.08630643039941788,-0.041314005851745605,-0.024695085361599922,-0.07673076540231705,-0.08630643039941788,0.04796015843749046,0.08539877086877823,-0.026642605662345886,-0.10678710788488388,-0.030304094776511192,-0.22700966894626617,0.1625671535730362,-0.09852470457553864
's,-0.037580832839012146,0.02692362666130066,-0.04087831452488899,0.05069678649306297,0.04866964742541313,0.09045867621898651,0.03706187382340431,-0.04770376905798912,0.04866964742541313,0.030550921335816383,0.03448042273521423,-0.008489351719617844,-0.03817026689648628,0.05344679579138756,0.03782717138528824,0.02280956320464611,-0.023395681753754616
tropical,0.18481527268886566,0.204971045255661,0.16267400979995728,0.1833033561706543,0.1662987321615219,1.0,0.7819400429725647,0.19770397245883942,0.1662987321615219,0.18648119270801544,0.21919094026088715,0.15425945818424225,0.18125450611114502,0.1065642461180687,0.19421429932117462,0.21561816334724426,0.16629411280155182
storm,0.2075699269771576,0.21871116757392883,0.1598709225654602,0.2580915093421936,0.18023444712162018,0.7819400429725647,1.0000001192092896,0.22772535681724548,0.18023444712162018,0.19890864193439484,0.2634314298629761,0.2116033285856247,0.19251801073551178,0.18763844668865204,0.2240765243768692,0.2703884243965149,0.18526427447795868
fay,0.23020289838314056,0.15513929724693298,0.19885402917861938,0.20458273589611053,0.19627158343791962,0.38367536664009094,0.4334944188594818,0.17800502479076385,0.19627158343791962,0.17139320075511932,0.24116282165050507,0.09083712100982666,0.11526992172002792,0.07319260388612747,0.13324488699436188,0.34589120745658875,0.19424252212047577
which,0.4840516746044159,0.5261979103088379,0.242343008518219,0.2750149369239807,0.56894451379776,0.21976803243160248,0.22921574115753174,0.35877716541290283,0.56894451379776,0.37497180700302124,0.2760511040687561,0.29022935032844543,0.5011631846427917,0.2490626573562622,0.5345056653022766,0.18266190588474274,0.25814583897590637
crisscrossed,0.32363468408584595,0.3084976077079773,0.22886638343334198,0.28261813521385193,0.3153640627861023,0.3317331075668335,0.3511230945587158,0.22740928828716278,0.3153640627861023,0.29476848244667053,0.22498303651809692,0.13204142451286316,0.28045159578323364,0.18684537708759308,0.32684746384620667,0.3000248074531555,0.28550904989242554
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,0.5829201340675354,0.18640398979187012,0.25350332260131836,0.2551237642765045,0.5829201340675354,0.40344667434692383,0.3062323033809662,0.27898719906806946,0.733189046382904,0.2647338807582855,0.535392165184021,0.2176690250635147,0.22068053483963013
state,0.33316072821617126,0.24273863434791565,0.2108888030052185,0.152080237865448,0.25097307562828064,0.1837652176618576,0.14921841025352478,0.1210189238190651,0.25097307562828064,0.19540654122829437,0.18586879968643188,0.15198315680027008,0.34253445267677307,0.1831665188074112,0.25557461380958557,0.279419481754303,0.1160883978009224
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.427140474319458,0.22246183454990387,0.22881528735160828,0.2546827793121338,0.427140474319458,0.31238991022109985,0.30821847915649414,0.23328691720962524,0.4946078956127167,0.2231994867324829,0.44245919585227966,0.2837527096271515,0.31091248989105225
bringing,0.2420511394739151,0.31787076592445374,0.16457505524158478,0.2473924607038498,0.27043405175209045,0.18206988275051117,0.24461892247200012,0.3300015926361084,0.27043405175209045,0.16372527182102203,0.23568955063819885,0.23774996399879456,0.3194589614868164,0.2164251208305359,0.3548927307128906,0.11470761895179749,0.24553225934505463
parts,0.3282690644264221,0.3415631353855133,0.12191024422645569,0.19881683588027954,0.2777566909790039,0.16017299890518188,0.16374322772026062,0.2080918252468109,0.2777566909790039,0.23314201831817627,0.23578378558158875,0.19019848108291626,0.3379773199558258,0.21826423704624176,0.24449384212493896,0.14416539669036865,0.12310896813869476
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.5052502155303955,0.18125450611114502,0.19251801073551178,0.25979894399642944,0.5052502155303955,0.36293646693229675,0.2934032380580902,0.26357072591781616,1.0,0.25273123383522034,0.41548454761505127,0.23084138333797455,0.1826142966747284
jacksonville,0.22147351503372192,0.14578714966773987,0.21323628723621368,0.22992172837257385,0.28008249402046204,0.21561816334724426,0.2703884243965149,0.18872438371181488,0.28008249402046204,0.288465291261673,0.18692520260810852,0.13688190281391144,0.23084138333797455,0.07328839600086212,0.1994343250989914,1.0000001192092896,0.1359667330980301
under,0.2535393238067627,0.20154598355293274,0.15353286266326904,0.20815621316432953,0.18317826092243195,0.1063089370727539,0.13825929164886475,0.1506238579750061,0.18317826092243195,0.16233988106250763,0.1601942926645279,0.13246029615402222,0.32766106724739075,0.18087418377399445,0.27177539467811584,0.12107047438621521,0.18233340978622437
darkness,0.12807801365852356,0.23983772099018097,0.16476322710514069,0.14223341643810272,0.14382439851760864,0.1107383519411087,0.19194109737873077,0.1931326538324356,0.14382439851760864,0.1850903183221817,0.263446569442749,0.22583997249603271,0.2352709323167801,0.15689724683761597,0.19852136075496674,0.12194152921438217,0.11682979762554169
for,0.4322226941585541,0.3017193675041199,0.29294124245643616,0.318512886762619,0.44038116931915283,0.1416725516319275,0.20031626522541046,0.255321204662323,0.44038116931915283,0.27783235907554626,0.23720888793468475,0.24238932132720947,0.4185989499092102,0.15072456002235413,0.4451248347759247,0.28549739718437195,0.264628142118454
four,0.3085027039051056,0.18057085573673248,0.31289130449295044,0.20222175121307373,0.28236961364746094,0.18648119270801544,0.19890864193439484,0.1327793002128601,0.28236961364746094,1.0,0.2321026623249054,0.20912303030490875,0.36293646693229675,0.1646590679883957,0.2803118824958801,0.288465291261673,0.14532537758350372
days,0.24827800691127777,0.2191895991563797,0.3928338289260864,0.2182302623987198,0.24421119689941406,0.23785211145877838,0.23813670873641968,0.22871139645576477,0.24421119689941406,0.26104411482810974,0.4610811173915863,0.14351025223731995,0.23668107390403748,0.1505928635597229,0.2942236363887787,0.20858100056648254,0.2198754847049713
.,0.5591574311256409,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.50484299659729,0.24034054577350616,0.227887362241745,0.267557293176651,0.50484299659729,0.3278861939907074,0.24232520163059235,0.21266451478004456,0.5352458953857422,0.2141435295343399,0.4645031690597534,0.2843366861343384,0.4130953550338745
