,when,did,the,shah,kingdom,start,to,collapse,?
another,0.48569372296333313,0.29175329208374023,0.5019711852073669,0.1676359921693802,0.11609574407339096,0.291873961687088,0.48769932985305786,0.16943885385990143,0.295511931180954
motive,0.2526514530181885,0.18454279005527496,0.2279055118560791,0.16866201162338257,0.16959846019744873,0.14644016325473785,0.2882883846759796,0.21390078961849213,0.1254444122314453
for,0.43402108550071716,0.318512886762619,0.4739971458911896,0.13957743346691132,0.19669248163700104,0.2663039267063141,0.4451248347759247,0.12840351462364197,0.264628142118454
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
large,0.2779814898967743,0.2084006518125534,0.3828733265399933,0.11829397827386856,0.15492896735668182,0.21902602910995483,0.3150999844074249,0.3060058355331421,0.1355665624141693
scale,0.20322531461715698,0.11973943561315536,0.1833842247724533,0.11979164183139801,0.07240572571754456,0.28613319993019104,0.18474817276000977,0.17263801395893097,0.21142835915088654
purchase,0.23947790265083313,0.22546830773353577,0.242343470454216,0.08636929094791412,0.19174475967884064,0.18771576881408691,0.2556370198726654,0.12782107293605804,0.07106894254684448
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.21966372430324554,0.3218171298503876,0.23166994750499725,0.41548454761505127,0.26751232147216797,0.1826142966747284
arms,0.20613278448581696,0.1531936526298523,0.2508765757083893,0.20035530626773834,0.13735763728618622,0.19024623930454254,0.19866348803043365,0.18250219523906708,0.1243237629532814
from,0.405669629573822,0.20248863101005554,0.40150508284568787,0.11284686625003815,0.2127424031496048,0.27236250042915344,0.4069952368736267,0.1558203250169754,0.19969791173934937
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
us,0.2138180434703827,0.23250600695610046,0.25727739930152893,0.1272040605545044,0.162446528673172,0.17570845782756805,0.2928973436355591,0.08460521697998047,0.2742428481578827
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.16084231436252594,0.23067373037338257,0.19754154980182648,0.33534231781959534,0.10583139210939407,0.17966607213020325
saudi,0.17065589129924774,0.12426625192165375,0.23420350253582,0.42421746253967285,0.2797277271747589,0.18024642765522003,0.21921516954898834,0.17140984535217285,0.1627861112356186
arabia,0.1567237824201584,0.10498837381601334,0.20754998922348022,0.4010583460330963,0.3013472259044647,0.1772218942642212,0.20961588621139526,0.21063366532325745,0.14747555553913116
was,0.37326499819755554,0.41399896144866943,0.48711544275283813,0.20792485773563385,0.27756404876708984,0.20079405605793,0.3636345863342285,0.18394240736961365,0.18412111699581146
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
failure,0.16057926416397095,0.20153479278087616,0.24083465337753296,0.12773016095161438,0.1012858971953392,0.12433149665594101,0.2692638337612152,0.2597307860851288,0.12142058461904526
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.21966372430324554,0.3218171298503876,0.23166994750499725,0.41548454761505127,0.26751232147216797,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
shah,0.1640000343322754,0.12947657704353333,0.19914765655994415,1.0,0.21065714955329895,0.13067476451396942,0.13290750980377197,0.188288152217865,0.10370904207229614
during,0.46721696853637695,0.30679523944854736,0.4838213622570038,0.15459875762462616,0.22957903146743774,0.3716736435890198,0.2828781306743622,0.2433658093214035,0.1325719803571701
january,0.23963238298892975,0.23508968949317932,0.2467057853937149,0.10213249176740646,0.15262824296951294,0.1514292061328888,0.20270398259162903,0.15450336039066315,0.28608936071395874
1979,0.20640838146209717,0.12377073615789413,0.3323744237422943,0.09000563621520996,0.10474245250225067,0.046396587044000626,0.260578453540802,0.08669742941856384,0.09159877151250839
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.13290750980377197,0.19473806023597717,0.33345553278923035,1.0,0.1598730832338333,0.29463258385658264
maintain,0.21231719851493835,0.242290660738945,0.2896709144115448,0.16996753215789795,0.07573726773262024,0.27761802077293396,0.34628623723983765,0.1420455127954483,0.20568779110908508
control,0.3260348439216614,0.22942528128623962,0.32841500639915466,0.15015016496181488,0.2187635898590088,0.2819632887840271,0.28164729475975037,0.2998480796813965,0.1620711386203766
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.21966372430324554,0.3218171298503876,0.23166994750499725,0.41548454761505127,0.26751232147216797,0.1826142966747284
iran,0.15312844514846802,0.13433578610420227,0.2222200483083725,0.5293012261390686,0.18569856882095337,0.11135712265968323,0.17292407155036926,0.19847728312015533,0.13501082360744476
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.17213307321071625,0.2585166394710541,0.2934366464614868,0.44245919585227966,0.192181795835495,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.1737842708826065,0.18099536001682281,0.29672953486442566,0.45503583550453186,0.2268700748682022,0.23916715383529663
non-arabic,0.20170311629772186,0.16954153776168823,0.2715037763118744,0.38949617743492126,0.16740180552005768,0.1506025791168213,0.25337496399879456,0.12137877196073532,0.24539899826049805
but,0.5599016547203064,0.49033689498901367,0.4859698414802551,0.18257705867290497,0.19162270426750183,0.309513658285141,0.5542377829551697,0.23423469066619873,0.27921953797340393
largely,0.2664821743965149,0.16484405100345612,0.34641584753990173,0.16404736042022705,0.20961296558380127,0.1953282654285431,0.24348199367523193,0.20950977504253387,0.08185246586799622
shiite,0.1685895025730133,0.1543891280889511,0.26444509625434875,0.5037950277328491,0.23757843673229218,0.11285050213336945,0.24098297953605652,0.22466941177845,0.17869096994400024
muslim,0.19608429074287415,0.2098924219608307,0.28099653124809265,0.5199922323226929,0.17307695746421814,0.1205122172832489,0.2551989257335663,0.14714281260967255,0.17456822097301483
nation,0.1968017816543579,0.23396416008472443,0.39486879110336304,0.23306794464588165,0.2750166952610016,0.21477118134498596,0.2556411623954773,0.1721179038286209,0.17865248024463654
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.17213307321071625,0.2585166394710541,0.2934366464614868,0.44245919585227966,0.192181795835495,0.31091248989105225
which,0.572554349899292,0.2750149369239807,0.6521818041801453,0.1793200522661209,0.24768392741680145,0.2669599950313568,0.5345056653022766,0.2515668272972107,0.25814583897590637
fell,0.25296807289123535,0.3227677345275879,0.2598440647125244,0.20047907531261444,0.20934660732746124,0.14752833545207977,0.2010868489742279,0.3054068088531494,0.13107693195343018
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.13290750980377197,0.19473806023597717,0.33345553278923035,1.0,0.1598730832338333,0.29463258385658264
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.1737842708826065,0.18099536001682281,0.29672953486442566,0.45503583550453186,0.2268700748682022,0.23916715383529663
theocratic,0.23963035643100739,0.20637205243110657,0.27681928873062134,0.23606662452220917,0.1982986479997635,0.10489300638437271,0.2595074772834778,0.2507692277431488,0.2128141075372696
islamist,0.17608045041561127,0.18690630793571472,0.2459319531917572,0.4461698532104492,0.1695670634508133,0.13967835903167725,0.1878976970911026,0.19304391741752625,0.14697067439556122
government,0.23078718781471252,0.2792121469974518,0.31798112392425537,0.20736636221408844,0.2937403917312622,0.20619621872901917,0.28343796730041504,0.23282893002033234,0.18851417303085327
under,0.3172987401485443,0.20815621316432953,0.3348022699356079,0.164450541138649,0.22864727675914764,0.14813260734081268,0.27177539467811584,0.23199516534805298,0.18233340978622437
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
ayatollah,0.16430120170116425,0.188827782869339,0.21866518259048462,0.5888898372650146,0.16936030983924866,0.1516142040491104,0.18100549280643463,0.2192392647266388,0.2054315060377121
ruhollah,0.17790287733078003,0.20068182051181793,0.2513900697231293,0.5839619636535645,0.24083393812179565,0.171127051115036,0.22489884495735168,0.22861836850643158,0.246176078915596
khomeini,0.21730276942253113,0.1758093237876892,0.22672760486602783,0.6055582165718079,0.2138846516609192,0.11862281709909439,0.1702355444431305,0.1794699877500534,0.16343249380588531
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.13658541440963745,0.28265801072120667,0.29979339241981506,0.45010748505592346,0.2279185801744461,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
wake,0.24670018255710602,0.21557745337486267,0.19048289954662323,0.008326947689056396,0.17687375843524933,0.1645335555076599,0.25551822781562805,0.1314823031425476,0.13995933532714844
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.21966372430324554,0.3218171298503876,0.23166994750499725,0.41548454761505127,0.26751232147216797,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
1979,0.20640838146209717,0.12377073615789413,0.3323744237422943,0.09000563621520996,0.10474245250225067,0.046396587044000626,0.260578453540802,0.08669742941856384,0.09159877151250839
iranian,0.12405554205179214,0.1345420926809311,0.21625958383083344,0.5012838840484619,0.14164993166923523,0.13283489644527435,0.11043429374694824,0.1743725836277008,0.13520781695842743
revolution,0.22921188175678253,0.21807503700256348,0.276140034198761,0.18531666696071625,0.18896088004112244,0.24186676740646362,0.18777814507484436,0.18350522220134735,0.1727980077266693
.,0.475719153881073,0.35288307070732117,0.5934505462646484,0.210231751203537,0.23047322034835815,0.3501981496810913,0.4645031690597534,0.20924827456474304,0.4130953550338745
,when,did,the,shah,kingdom,start,to,collapse,?
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.13658541440963745,0.28265801072120667,0.29979339241981506,0.45010748505592346,0.2279185801744461,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
wake,0.24670018255710602,0.21557745337486267,0.19048289954662323,0.008326947689056396,0.17687375843524933,0.1645335555076599,0.25551822781562805,0.1314823031425476,0.13995933532714844
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.21966372430324554,0.3218171298503876,0.23166994750499725,0.41548454761505127,0.26751232147216797,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
iranian,0.12405554205179214,0.1345420926809311,0.21625958383083344,0.5012838840484619,0.14164993166923523,0.13283489644527435,0.11043429374694824,0.1743725836277008,0.13520781695842743
revolution,0.22921188175678253,0.21807503700256348,0.276140034198761,0.18531666696071625,0.18896088004112244,0.24186676740646362,0.18777814507484436,0.18350522220134735,0.1727980077266693
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
saudis,0.22295014560222626,0.1708633154630661,0.3153001368045807,0.3673981726169586,0.29345402121543884,0.17371338605880737,0.2945825457572937,0.2081490159034729,0.19360992312431335
were,0.29649975895881653,0.4162326455116272,0.3906462490558624,0.16767580807209015,0.21257160604000092,0.25605452060699463,0.31913647055625916,0.1581236869096756,0.17890112102031708
forced,0.31717783212661743,0.36753809452056885,0.2571122944355011,0.13414615392684937,0.12789146602153778,0.2294556051492691,0.3537954092025757,0.18657831847667694,0.17547516524791718
to,0.5423505902290344,0.4452643394470215,0.535392165184021,0.13290750980377197,0.19473806023597717,0.33345553278923035,1.0,0.1598730832338333,0.29463258385658264
deal,0.24298062920570374,0.2367614358663559,0.23069973289966583,0.12015106528997421,0.13508211076259613,0.28038957715034485,0.29972702264785767,0.11468156427145004,0.2513751685619354
with,0.5075214505195618,0.25472134351730347,0.4223487675189972,0.12058283388614655,0.16312327980995178,0.26863762736320496,0.4239959120750427,0.1700614094734192,0.2433311939239502
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
prospect,0.15471681952476501,0.19046460092067719,0.2632376253604889,0.0874413549900055,0.06704044342041016,0.20405948162078857,0.27643218636512756,0.1458813101053238,0.20128807425498962
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.21966372430324554,0.3218171298503876,0.23166994750499725,0.41548454761505127,0.26751232147216797,0.1826142966747284
internal,0.28072524070739746,0.13179753720760345,0.24764955043792725,0.1735576093196869,0.15530537068843842,0.19741341471672058,0.22248466312885284,0.25348272919654846,0.1665428727865219
destabilization,0.30127111077308655,0.14360526204109192,0.39475518465042114,0.2557617723941803,0.23176994919776917,0.29891011118888855,0.2790304720401764,0.3927080035209656,0.1687132716178894
via,0.24114570021629333,0.04282603785395622,0.23979412019252777,0.06447134166955948,0.1713237762451172,0.1669878512620926,0.27847176790237427,0.03577173128724098,0.19443516433238983
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
radicalism,0.1651412695646286,0.19818702340126038,0.1739809215068817,0.13430257141590118,0.11424893885850906,0.20194071531295776,0.2207639217376709,0.2121746987104416,0.1581176370382309
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.21966372430324554,0.3218171298503876,0.23166994750499725,0.41548454761505127,0.26751232147216797,0.1826142966747284
islamism,0.18733184039592743,0.21327002346515656,0.2584027051925659,0.4256281852722168,0.19681978225708008,0.15860645473003387,0.23028403520584106,0.2024322897195816,0.19147449731826782
",",0.36674630641937256,0.3015086054801941,0.4933079481124878,0.17213307321071625,0.2585166394710541,0.2934366464614868,0.44245919585227966,0.192181795835495,0.31091248989105225
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.1737842708826065,0.18099536001682281,0.29672953486442566,0.45503583550453186,0.2268700748682022,0.23916715383529663
reality,0.19468095898628235,0.19890759885311127,0.2677460014820099,0.10622405260801315,0.1463215947151184,0.07585075497627258,0.2105104625225067,0.1436578929424286,0.20780257880687714
which,0.572554349899292,0.2750149369239807,0.6521818041801453,0.1793200522661209,0.24768392741680145,0.2669599950313568,0.5345056653022766,0.2515668272972107,0.25814583897590637
would,0.4219970703125,0.6268245577812195,0.4133751392364502,0.15151384472846985,0.12397163361310959,0.3351765275001526,0.5965728163719177,0.2138463407754898,0.37178951501846313
quickly,0.4994966387748718,0.25123196840286255,0.30366459488868713,0.12074929475784302,0.08781234174966812,0.29832854866981506,0.44593319296836853,0.16645251214504242,0.18131443858146667
be,0.4451393485069275,0.22657383978366852,0.4248143136501312,0.19998662173748016,0.1342819333076477,0.3203446865081787,0.4972836375236511,0.1638946384191513,0.3324260413646698
revealed,0.22710226476192474,0.2510281801223755,0.3230765759944916,0.15668725967407227,0.1449657678604126,0.11546552181243896,0.23871088027954102,0.188160702586174,0.21034270524978638
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.13658541440963745,0.28265801072120667,0.29979339241981506,0.45010748505592346,0.2279185801744461,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
seizure,0.2729243338108063,0.22648188471794128,0.22368596494197845,0.14372381567955017,0.1418015956878662,0.16380704939365387,0.2616834342479706,0.2421344369649887,0.2281586080789566
of,0.3757161796092987,0.2513895630836487,0.733189046382904,0.21966372430324554,0.3218171298503876,0.23166994750499725,0.41548454761505127,0.26751232147216797,0.1826142966747284
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
grand,0.14284934103488922,0.17368978261947632,0.305169016122818,0.18657007813453674,0.19114582240581512,0.20211084187030792,0.21583840250968933,0.1304396688938141,0.1168735921382904
mosque,0.2019130140542984,0.14341548085212708,0.20824144780635834,0.4592057168483734,0.1013193279504776,0.11460845172405243,0.20289093255996704,0.21243403851985931,0.15313510596752167
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.13658541440963745,0.28265801072120667,0.29979339241981506,0.45010748505592346,0.2279185801744461,0.20430970191955566
mecca,0.1850661188364029,0.20278649032115936,0.27224433422088623,0.5099097490310669,0.24010398983955383,0.17061011493206024,0.28541168570518494,0.20568163692951202,0.1277494579553604
by,0.4376842677593231,0.18574509024620056,0.4408751428127289,0.16084231436252594,0.23067373037338257,0.19754154980182648,0.33534231781959534,0.10583139210939407,0.17966607213020325
wahhabi,0.18843576312065125,0.23053209483623505,0.2529771029949188,0.5157373547554016,0.18613822758197784,0.18978054821491241,0.21853801608085632,0.17961513996124268,0.2122085839509964
extremists,0.2189362496137619,0.22139553725719452,0.3279869258403778,0.3005730211734772,0.07974111288785934,0.19766969978809357,0.31085100769996643,0.21575337648391724,0.15727025270462036
during,0.46721696853637695,0.30679523944854736,0.4838213622570038,0.15459875762462616,0.22957903146743774,0.3716736435890198,0.2828781306743622,0.2433658093214035,0.1325719803571701
november,0.2606481611728668,0.27178457379341125,0.25734350085258484,0.11319870501756668,0.15227830410003662,0.14727173745632172,0.2179545760154724,0.10167481005191803,0.3159552216529846
1979,0.20640838146209717,0.12377073615789413,0.3323744237422943,0.09000563621520996,0.10474245250225067,0.046396587044000626,0.260578453540802,0.08669742941856384,0.09159877151250839
and,0.4716290831565857,0.34479495882987976,0.5171257257461548,0.2144315540790558,0.3048160970211029,0.2890162169933319,0.48971283435821533,0.17414039373397827,0.20544172823429108
a,0.44397395849227905,0.2552328109741211,0.5829201340675354,0.1737842708826065,0.18099536001682281,0.29672953486442566,0.45503583550453186,0.2268700748682022,0.23916715383529663
shiite,0.1685895025730133,0.1543891280889511,0.26444509625434875,0.5037950277328491,0.23757843673229218,0.11285050213336945,0.24098297953605652,0.22466941177845,0.17869096994400024
revolt,0.2188282459974289,0.1584831327199936,0.26279088854789734,0.24786444008350372,0.2448125034570694,0.2305826097726822,0.2202012687921524,0.18151098489761353,0.13996845483779907
in,0.4431333839893341,0.2593238651752472,0.6662389636039734,0.13658541440963745,0.28265801072120667,0.29979339241981506,0.45010748505592346,0.2279185801744461,0.20430970191955566
the,0.5091903209686279,0.34736719727516174,1.0,0.19914765655994415,0.3143408000469208,0.3656389117240906,0.535392165184021,0.31475353240966797,0.22068053483963013
