,what,was,the,belief,that,maintaining,motion,required,force,?
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23425845801830292,0.47537946701049805,0.27454259991645813,0.23572494089603424,0.2891559302806854,0.2451154738664627,0.23916715383529663
fundamental,0.35305243730545044,0.1772308349609375,0.3078918755054474,0.4310971200466156,0.39114704728126526,0.3433350920677185,0.30745238065719604,0.31949374079704285,0.3035609722137451,0.2011919468641281
error,0.30197378993034363,0.15878652036190033,0.1961134821176529,0.21621207892894745,0.3174022138118744,0.2513695955276489,0.16502156853675842,0.3544080853462219,0.1679196059703827,0.2543688118457794
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2201409488916397,0.33670201897621155,0.1808418184518814,0.20849859714508057,0.14378079771995544,0.20879842340946198,0.18412111699581146
the,0.42745697498321533,0.48711544275283813,1.0,0.22474968433380127,0.5473989248275757,0.2943509817123413,0.30530840158462524,0.27848219871520996,0.2800885736942291,0.22068053483963013
belief,0.3523470163345337,0.2201409488916397,0.22474968433380127,1.0,0.42884793877601624,0.281042218208313,0.22433064877986908,0.1806623935699463,0.26731953024864197,0.20175790786743164
that,0.6297725439071655,0.33670201897621155,0.5473989248275757,0.42884793877601624,1.0,0.34396734833717346,0.2637788951396942,0.37379229068756104,0.26810982823371887,0.32716336846351624
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23425845801830292,0.47537946701049805,0.27454259991645813,0.23572494089603424,0.2891559302806854,0.2451154738664627,0.23916715383529663
force,0.16915984451770782,0.20879842340946198,0.2800885736942291,0.26731953024864197,0.26810982823371887,0.2494010031223297,0.262514591217041,0.22897405922412872,1.0000001192092896,0.1650998443365097
is,0.28837618231773376,0.5810302495956421,0.5823672413825989,0.2438696175813675,0.3995479643344879,0.2436516433954239,0.2224293351173401,0.21426478028297424,0.22036980092525482,0.22961433231830597
required,0.2506856620311737,0.14378079771995544,0.27848219871520996,0.1806623935699463,0.37379229068756104,0.37904584407806396,0.18293100595474243,1.0000001192092896,0.22897405922412872,0.24962718784809113
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.28712236881256104,0.5436353087425232,0.30344223976135254,0.26277783513069153,0.3613971471786499,0.24496492743492126,0.29463258385658264
maintain,0.2619679272174835,0.1649671494960785,0.2896709144115448,0.29148077964782715,0.3757844567298889,0.8290174603462219,0.24693575501441956,0.37140366435050964,0.29720988869667053,0.20568779110908508
motion,0.260096937417984,0.20849859714508057,0.30530840158462524,0.22433064877986908,0.2637788951396942,0.23613284528255463,0.9999999403953552,0.18293100595474243,0.262514591217041,0.20143945515155792
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.2058863788843155,0.4137537479400635,0.24460966885089874,0.18457698822021484,0.22653338313102722,0.22091743350028992,0.31091248989105225
even,0.40872135758399963,0.27441510558128357,0.37996912002563477,0.28580358624458313,0.5503504276275635,0.3584935963153839,0.19829922914505005,0.33853769302368164,0.2020033895969391,0.30082517862319946
at,0.2838611304759979,0.36707764863967896,0.457212895154953,0.08579128980636597,0.3183255195617676,0.23754902184009552,0.13668975234031677,0.21554028987884521,0.17609930038452148,0.21978627145290375
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.23425845801830292,0.47537946701049805,0.27454259991645813,0.23572494089603424,0.2891559302806854,0.2451154738664627,0.23916715383529663
constant,0.22559526562690735,0.11607828736305237,0.2037150114774704,0.19783812761306763,0.2775205373764038,0.26569753885269165,0.2816808521747589,0.22174477577209473,0.26580461859703064,0.14516431093215942
velocity,0.21937116980552673,0.12663620710372925,0.22094543278217316,0.16056174039840698,0.2781139016151428,0.16416367888450623,0.37702953815460205,0.1993129402399063,0.33556628227233887,0.20807628333568573
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.226570263504982,0.4460422694683075,0.270745187997818,0.20181286334991455,0.2724599838256836,0.2783275842666626,0.4130953550338745
,what,was,the,belief,that,maintaining,motion,required,force,?
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.21588771045207977,0.435920387506485,0.25680655241012573,0.2190442532300949,0.20162324607372284,0.21744468808174133,0.20430970191955566
part,0.3476244807243347,0.3407018780708313,0.527681291103363,0.22004158794879913,0.37747326493263245,0.19191089272499084,0.14173051714897156,0.22498087584972382,0.15120939910411835,0.08557961881160736
this,0.5489566326141357,0.3638818562030792,0.6274310946464539,0.3503192663192749,0.6909449696540833,0.382759690284729,0.28443554043769836,0.39053839445114136,0.2764977812767029,0.3155723512172699
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.2201409488916397,0.33670201897621155,0.1808418184518814,0.20849859714508057,0.14378079771995544,0.20879842340946198,0.18412111699581146
due,0.15204688906669617,0.29011407494544983,0.22577603161334991,0.22512613236904144,0.2827286720275879,0.31424957513809204,0.16357915103435516,0.2953474819660187,0.19519060850143433,0.10954997688531876
to,0.455847829580307,0.3636345863342285,0.535392165184021,0.28712236881256104,0.5436353087425232,0.30344223976135254,0.26277783513069153,0.3613971471786499,0.24496492743492126,0.29463258385658264
an,0.2821882665157318,0.3694365322589874,0.4207492768764496,0.18476150929927826,0.365763783454895,0.17855557799339294,0.1709904968738556,0.22291910648345947,0.21655116975307465,0.19793890416622162
incomplete,0.35993266105651855,0.13755717873573303,0.2598716616630554,0.24038812518119812,0.3922271430492401,0.29063448309898376,0.1748819798231125,0.32680606842041016,0.11760255694389343,0.20784632861614227
understanding,0.4748767614364624,0.19648301601409912,0.3089916408061981,0.4780232608318329,0.47048914432525635,0.3591574728488922,0.2592020630836487,0.2921826243400574,0.1527845859527588,0.3107462525367737
of,0.33290785551071167,0.4069072902202606,0.733189046382904,0.2605385482311249,0.41498205065727234,0.30511942505836487,0.24864931404590607,0.26183071732521057,0.27094775438308716,0.1826142966747284
the,0.42745697498321533,0.48711544275283813,1.0,0.22474968433380127,0.5473989248275757,0.2943509817123413,0.30530840158462524,0.27848219871520996,0.2800885736942291,0.22068053483963013
sometimes,0.34229418635368347,0.20651423931121826,0.35816407203674316,0.26847752928733826,0.3928869664669037,0.180335134267807,0.1230190098285675,0.2052488923072815,0.1510532647371292,0.1751544177532196
non-obvious,0.49205735325813293,0.17881156504154205,0.3259625732898712,0.36751124262809753,0.4921351969242096,0.3492796719074249,0.3255256116390228,0.34808260202407837,0.19295741617679596,0.37782594561576843
