,how,many,days,does,the,parliament,have,to,nominate,a,first,minister,after,a,general,election,?
if,0.4917012155056,0.2803558111190796,0.20335757732391357,0.4740144908428192,0.33724796772003174,0.1661069244146347,0.48852935433387756,0.4559597074985504,0.3952687978744507,0.41272827982902527,0.29443517327308655,0.09367469698190689,0.2528844475746155,0.41272827982902527,0.18856973946094513,0.20882846415042877,0.4441644251346588
the,0.33890387415885925,0.4335206151008606,0.2574930489063263,0.35928019881248474,1.0,0.26521381735801697,0.40389683842658997,0.535392165184021,0.20345719158649445,0.5829201340675354,0.49448907375335693,0.19297581911087036,0.4565047025680542,0.5829201340675354,0.28634732961654663,0.22873377799987793,0.22068053483963013
parliament,0.13635116815567017,0.15748974680900574,0.20819716155529022,0.22050349414348602,0.26521381735801697,1.0,0.16643136739730835,0.20290622115135193,0.23259283602237701,0.22951169312000275,0.19317375123500824,0.46939271688461304,0.23273243010044098,0.22951169312000275,0.24502259492874146,0.5570003986358643,0.1586504578590393
itself,0.3019425570964813,0.2513459026813507,0.2269071787595749,0.43539851903915405,0.45971640944480896,0.2203376293182373,0.2867386043071747,0.340527206659317,0.2034931629896164,0.4065200984477997,0.24252161383628845,0.14151127636432648,0.27677300572395325,0.4065200984477997,0.12773293256759644,0.13322925567626953,0.17933900654315948
resolves,0.2671639621257782,0.16684651374816895,0.20934638381004333,0.34561869502067566,0.23613645136356354,0.22812549769878387,0.2724364399909973,0.27584314346313477,0.31051257252693176,0.2847294807434082,0.18480253219604492,0.0968569666147232,0.19570228457450867,0.2847294807434082,0.16344724595546722,0.12925812602043152,0.3309963643550873
that,0.557814359664917,0.5391656160354614,0.3029259145259857,0.4764937460422516,0.5473989248275757,0.17629513144493103,0.6182622313499451,0.5436353087425232,0.31206128001213074,0.47537946701049805,0.3482176661491394,0.16440263390541077,0.373811811208725,0.47537946701049805,0.2510950565338135,0.2480500340461731,0.32716336846351624
it,0.36714982986450195,0.39615920186042786,0.2969350814819336,0.34188351035118103,0.6251175999641418,0.22944188117980957,0.40974161028862,0.513711154460907,0.23009787499904633,0.5452592968940735,0.3491429388523102,0.15581412613391876,0.36872005462646484,0.5452592968940735,0.21158641576766968,0.22174210846424103,0.25732165575027466
should,0.40632209181785583,0.3226470351219177,0.23974937200546265,0.41994616389274597,0.32399165630340576,0.20424316823482513,0.4533415734767914,0.44452130794525146,0.3763166666030884,0.2715131938457489,0.24398185312747955,0.16858698427677155,0.20242151618003845,0.2715131938457489,0.21871064603328705,0.23818320035934448,0.4442402422428131
be,0.4158933162689209,0.3961109519004822,0.28003883361816406,0.28696945309638977,0.4248143136501312,0.1534755527973175,0.5760743618011475,0.4972836375236511,0.3633037209510803,0.39883795380592346,0.29818081855773926,0.14974933862686157,0.32360681891441345,0.39883795380592346,0.1851358562707901,0.21590690314769745,0.3324260413646698
dissolved,0.10377777367830276,0.1335262656211853,0.1772656887769699,0.19589821994304657,0.2815038561820984,0.36073440313339233,0.14927345514297485,0.1633434295654297,0.13112303614616394,0.18614472448825836,0.19494639337062836,0.19146063923835754,0.2632295489311218,0.18614472448825836,0.1677459478378296,0.25432345271110535,0.10801826417446136
(,0.1676948219537735,0.1455259770154953,0.24643400311470032,0.2728188931941986,0.33289089798927307,0.1706518530845642,0.23072676360607147,0.30882009863853455,0.23547953367233276,0.3206180930137634,0.2450505793094635,0.2223266065120697,0.2132600098848343,0.3206180930137634,0.23743551969528198,0.13001319766044617,0.40561532974243164
