,to,which,period,is,the,largest,item,from,italy,that,is,included,in,the,sculpture,collection,dated,?
the,0.535392165184021,0.6521818041801453,0.3125074505805969,0.5823672413825989,1.0,0.3757036626338959,0.24508722126483917,0.40150508284568787,0.2633645832538605,0.5473989248275757,0.5823672413825989,0.3825419843196869,0.6662389636039734,1.0,0.23690329492092133,0.25281965732574463,0.2046709507703781,0.22068053483963013
largest,0.18687231838703156,0.29749369621276855,0.16435091197490692,0.3413417339324951,0.3757036626338959,0.9999999403953552,0.11873708665370941,0.20374812185764313,0.1562909334897995,0.19412246346473694,0.3413417339324951,0.21237967908382416,0.3017216920852661,0.3757036626338959,0.2256268858909607,0.22454601526260376,0.058302778750658035,0.12401245534420013
item,0.29990705847740173,0.2971956133842468,0.13855436444282532,0.2482070028781891,0.24508722126483917,0.11873708665370941,1.0,0.22565551102161407,0.11838947236537933,0.3259255290031433,0.2482070028781891,0.13992609083652496,0.1656482219696045,0.24508722126483917,0.12084781378507614,0.27755501866340637,0.1403118371963501,0.2842435836791992
from,0.4069952368736267,0.38755592703819275,0.2558770775794983,0.27355384826660156,0.40150508284568787,0.20374812185764313,0.22565551102161407,1.0,0.1655264049768448,0.3477667272090912,0.27355384826660156,0.2588649094104767,0.4274188280105591,0.40150508284568787,0.18837447464466095,0.2754948139190674,0.22167015075683594,0.19969791173934937
italy,0.19335418939590454,0.23020818829536438,0.22751985490322113,0.16406619548797607,0.2633645832538605,0.1562909334897995,0.11838947236537933,0.1655264049768448,1.0,0.17940302193164825,0.16406619548797607,0.1398286372423172,0.3334544897079468,0.2633645832538605,0.1878734529018402,0.16158559918403625,0.12752903997898102,0.11567100137472153
is,0.42745086550712585,0.4457404911518097,0.1838376820087433,1.0,0.5823672413825989,0.3413417339324951,0.2482070028781891,0.27355384826660156,0.16406619548797607,0.3995479643344879,1.0,0.23363345861434937,0.5394441485404968,0.5823672413825989,0.20341666042804718,0.21135231852531433,0.13580690324306488,0.22961433231830597
the,0.535392165184021,0.6521818041801453,0.3125074505805969,0.5823672413825989,1.0,0.3757036626338959,0.24508722126483917,0.40150508284568787,0.2633645832538605,0.5473989248275757,0.5823672413825989,0.3825419843196869,0.6662389636039734,1.0,0.23690329492092133,0.25281965732574463,0.2046709507703781,0.22068053483963013
chancel,0.2625345289707184,0.30554690957069397,0.21024799346923828,0.18314863741397858,0.35158711671829224,0.08207813650369644,0.20929944515228271,0.16640810668468475,0.19274938106536865,0.2925816476345062,0.18314863741397858,0.17854192852973938,0.1815519481897354,0.35158711671829224,0.2554260492324829,0.2015322893857956,0.16148057579994202,0.15613511204719543
chapel,0.1902884989976883,0.2049219310283661,0.13144078850746155,0.14665859937667847,0.22978568077087402,0.18095463514328003,0.10200896114110947,0.12479729950428009,0.20655924081802368,0.17274047434329987,0.14665859937667847,0.14465749263763428,0.19787420332431793,0.22978568077087402,0.3215504586696625,0.20035812258720398,0.14543436467647552,0.11566921323537827
from,0.4069952368736267,0.38755592703819275,0.2558770775794983,0.27355384826660156,0.40150508284568787,0.20374812185764313,0.22565551102161407,1.0,0.1655264049768448,0.3477667272090912,0.27355384826660156,0.2588649094104767,0.4274188280105591,0.40150508284568787,0.18837447464466095,0.2754948139190674,0.22167015075683594,0.19969791173934937
santa,0.17084521055221558,0.21508361399173737,0.14572161436080933,0.1796122044324875,0.23511074483394623,0.17657490074634552,0.13590064644813538,0.20531083643436432,0.2793615460395813,0.19766521453857422,0.1796122044324875,0.10713698714971542,0.20108501613140106,0.23511074483394623,0.18561913073062897,0.1498745083808899,0.08409038931131363,0.17321589589118958
chiara,0.19122643768787384,0.14899705350399017,0.15348263084888458,0.1743074208498001,0.2098989188671112,0.13777431845664978,0.07851777970790863,0.18899190425872803,0.417056679725647,0.12058403342962265,0.1743074208498001,0.12994621694087982,0.19412928819656372,0.2098989188671112,0.27662891149520874,0.11267158389091492,0.21535441279411316,0.17970120906829834
florence,0.185014545917511,0.15936186909675598,0.17122255265712738,0.1600719690322876,0.17304638028144836,0.10175419598817825,0.030856968834996223,0.1461395025253296,0.49658122658729553,0.15331698954105377,0.1600719690322876,0.05829703435301781,0.21297135949134827,0.17304638028144836,0.33030933141708374,0.20035235583782196,0.15467798709869385,0.14859086275100708
dated,0.20172762870788574,0.215279221534729,0.26204022765159607,0.13580690324306488,0.2046709507703781,0.058302778750658035,0.1403118371963501,0.22167015075683594,0.12752903997898102,0.2510267496109009,0.13580690324306488,0.22547683119773865,0.1982845962047577,0.2046709507703781,0.25370094180107117,0.19724096357822418,1.0000001192092896,0.215650275349617
1493–1500,0.14424490928649902,0.13583263754844666,0.029178157448768616,0.11525809019804001,0.10128065943717957,0.03624487295746803,0.06073608249425888,0.08225741982460022,0.014707768335938454,0.09973759204149246,0.11525809019804001,-0.02888590097427368,0.08176171779632568,0.10128065943717957,0.03828569874167442,-0.04480477422475815,0.02648753486573696,0.13286903500556946
",",0.44245919585227966,0.3658004403114319,0.25030651688575745,0.4691906273365021,0.4933079481124878,0.26626327633857727,0.14941494166851044,0.39760664105415344,0.2497674822807312,0.4137537479400635,0.4691906273365021,0.3679811954498291,0.5201468467712402,0.4933079481124878,0.2533513307571411,0.2277175933122635,0.2621086835861206,0.31091248989105225
designed,0.3077097535133362,0.3073212206363678,0.13144980370998383,0.18406619131565094,0.2559613883495331,0.13669298589229584,0.15105080604553223,0.12069370597600937,0.14962336421012878,0.270294189453125,0.18406619131565094,0.25564923882484436,0.22657902538776398,0.2559613883495331,0.30310794711112976,0.2010653018951416,0.12029305100440979,0.11213942617177963
