,how,high,in,altitude,in,feet,could,the,vacuum,chambers,simulate,?
the,0.33890387415885925,0.28034812211990356,0.6662389636039734,0.3051438629627228,0.6662389636039734,0.24407297372817993,0.35393214225769043,1.0,0.17016367614269257,0.2718568742275238,0.2289362996816635,0.22068053483963013
apollo,0.13699254393577576,0.14203447103500366,0.1461767554283142,0.1666635423898697,0.1461767554283142,0.17691022157669067,0.21801240742206573,0.2169172167778015,0.15451158583164215,0.16638796031475067,0.2147461473941803,0.191528782248497
spacecraft,0.22779840230941772,0.15525591373443604,0.19417698681354523,0.29067277908325195,0.19417698681354523,0.21459469199180603,0.21890032291412354,0.21476294100284576,0.3017787039279938,0.17028410732746124,0.36985090374946594,0.17708687484264374
could,0.47830453515052795,0.19430626928806305,0.29357993602752686,0.13328512012958527,0.29357993602752686,0.1992960274219513,0.9999998807907104,0.35393214225769043,0.19124849140644073,0.1962999850511551,0.2522496283054352,0.3411986827850342
be,0.4158933162689209,0.1991795301437378,0.3481820821762085,0.16929137706756592,0.3481820821762085,0.20263522863388062,0.4791525900363922,0.4248143136501312,0.2818295359611511,0.15764862298965454,0.2844267785549164,0.3324260413646698
tested,0.2909379303455353,0.21536165475845337,0.2040289044380188,0.15840508043766022,0.2040289044380188,0.18710079789161682,0.32396453619003296,0.22948460280895233,0.270755797624588,0.15204478800296783,0.26572972536087036,0.18890146911144257
in,0.2601168751716614,0.2652597725391388,1.0,0.2515891492366791,1.0,0.18039943277835846,0.29357993602752686,0.6662389636039734,0.13421516120433807,0.162662073969841,0.21088799834251404,0.20430970191955566
two,0.2499001920223236,0.1789831668138504,0.36463531851768494,0.15218931436538696,0.36463531851768494,0.20740194618701935,0.3010946810245514,0.43858039379119873,0.18167078495025635,0.274858683347702,0.2160906195640564,0.19645625352859497
vacuum,0.2040320634841919,0.23646409809589386,0.13421516120433807,0.1778467744588852,0.13421516120433807,0.19957235455513,0.19124849140644073,0.17016367614269257,1.0,0.2953592538833618,0.2512587904930115,0.10335687547922134
chambers,0.2139936238527298,0.18089258670806885,0.162662073969841,0.20907801389694214,0.162662073969841,0.2562921941280365,0.1962999850511551,0.2718568742275238,0.2953592538833618,1.0,0.13765199482440948,0.06382281333208084
capable,0.25707393884658813,0.15929096937179565,0.13216491043567657,0.14627297222614288,0.13216491043567657,0.30401480197906494,0.3150847852230072,0.18860051035881042,0.2754693329334259,0.16821929812431335,0.37366145849227905,0.18388573825359344
of,0.2480744868516922,0.2803038954734802,0.5696388483047485,0.2596176564693451,0.5696388483047485,0.15753290057182312,0.29043012857437134,0.733189046382904,0.17922011017799377,0.2402798980474472,0.19498024880886078,0.1826142966747284
simulating,0.2978017330169678,0.1835414469242096,0.23147708177566528,0.20312181115150452,0.23147708177566528,0.21866314113140106,0.205260768532753,0.23887605965137482,0.2422143816947937,0.12037355452775955,0.8603559136390686,0.1379571408033371
atmospheric,0.21714149415493011,0.22165748476982117,0.17850768566131592,0.3712110221385956,0.17850768566131592,0.19524934887886047,0.13392463326454163,0.25230076909065247,0.3523329794406891,0.21330811083316803,0.2368045449256897,0.11404281854629517
pressure,0.2370646893978119,0.30722498893737793,0.16116683185100555,0.3856735825538635,0.16116683185100555,0.270788311958313,0.1919572353363037,0.28285476565361023,0.40819621086120605,0.25529706478118896,0.17002594470977783,0.142023503780365
at,0.2154216170310974,0.2874184250831604,0.4374977946281433,0.28208163380622864,0.4374977946281433,0.24605916440486908,0.25692954659461975,0.457212895154953,0.15386401116847992,0.1985539346933365,0.18140529096126556,0.21978627145290375
altitudes,0.20805275440216064,0.3676271438598633,0.26143985986709595,0.9017378091812134,0.26143985986709595,0.40961381793022156,0.1835068017244339,0.3008057177066803,0.2055044174194336,0.22829224169254303,0.2457122504711151,0.07973700016736984
up,0.2819872200489044,0.26585808396339417,0.3120773434638977,0.11672831326723099,0.3120773434638977,0.2878448963165283,0.28288018703460693,0.38423117995262146,0.2393311858177185,0.21657110750675201,0.20235595107078552,0.1819818764925003
to,0.44169697165489197,0.28947713971138,0.45010748505592346,0.20706619322299957,0.45010748505592346,0.2308226376771927,0.5461788773536682,0.535392165184021,0.23672117292881012,0.21815796196460724,0.27583152055740356,0.29463258385658264
"250,000",0.12710313498973846,0.10947314649820328,0.005007241386920214,0.1658039540052414,0.005007241386920214,0.07554654031991959,0.058763593435287476,0.05225551873445511,0.0065251304768025875,-0.10633529722690582,0.011360795237123966,0.0352889820933342
feet,0.2148146629333496,0.2858859598636627,0.18039943277835846,0.4100149869918823,0.18039943277835846,0.9999999403953552,0.1992960274219513,0.24407297372817993,0.19957235455513,0.2562921941280365,0.207280695438385,0.14855161309242249
(,0.1676948219537735,0.20521607995033264,0.3087427020072937,0.17266845703125,0.3087427020072937,0.21065963804721832,0.18447557091712952,0.33289089798927307,0.12563106417655945,0.17003029584884644,0.12923304736614227,0.40561532974243164
76,-0.30042126774787903,-0.2153095304965973,-0.3721224069595337,-0.17608560621738434,-0.3721224069595337,-0.23116658627986908,-0.31702056527137756,-0.4725710153579712,-0.150090754032135,-0.2460888922214508,-0.20144134759902954,-0.08607837557792664
km,0.10687907040119171,0.11343321949243546,0.21900252997875214,0.3929648697376251,0.21900252997875214,0.3292137682437897,0.10156147181987762,0.21376769244670868,0.17380793392658234,0.15505577623844147,0.060788094997406006,0.08180338144302368
),0.17939934134483337,0.18911464512348175,0.3326910734176636,0.18581166863441467,0.3326910734176636,0.23115503787994385,0.19699417054653168,0.3456730246543884,0.11442587524652481,0.18624833226203918,0.12668883800506592,0.42300865054130554
",",0.22659391164779663,0.27938312292099,0.5201468467712402,0.23658446967601776,0.5201468467712402,0.2547694742679596,0.27399855852127075,0.4933079481124878,0.17921927571296692,0.2618682384490967,0.1740875393152237,0.31091248989105225
which,0.4852597713470459,0.25426656007766724,0.4840516746044159,0.23270641267299652,0.4840516746044159,0.27822446823120117,0.3928161859512329,0.6521818041801453,0.21468938887119293,0.24475304782390594,0.36462435126304626,0.25814583897590637
is,0.22544461488723755,0.2383800595998764,0.5394441485404968,0.2652885913848877,0.5394441485404968,0.21691295504570007,0.2763098180294037,0.5823672413825989,0.1606457680463791,0.16459409892559052,0.23011742532253265,0.22961433231830597
nearly,0.23273618519306183,0.17387789487838745,0.3414846360683441,0.1414494812488556,0.3414846360683441,0.2630055248737335,0.2948138117790222,0.3409946858882904,0.21300815045833588,0.22804827988147736,0.17841453850269318,0.11670064926147461
a,0.29312583804130554,0.22865821421146393,0.539380669593811,0.18484973907470703,0.539380669593811,0.21397671103477478,0.3736826181411743,0.5829201340675354,0.16523969173431396,0.24715396761894226,0.29236215353012085,0.23916715383529663
vacuum,0.2040320634841919,0.23646409809589386,0.13421516120433807,0.1778467744588852,0.13421516120433807,0.19957235455513,0.19124849140644073,0.17016367614269257,1.0,0.2953592538833618,0.2512587904930115,0.10335687547922134
.,0.3287222981452942,0.24301011860370636,0.5591574311256409,0.22301216423511505,0.5591574311256409,0.268578439950943,0.3200591504573822,0.5934505462646484,0.17771154642105103,0.22930052876472473,0.21314209699630737,0.4130953550338745
