,what,type,of,impact,can,the,residents,of,newcastle,expect,the,city,'s,noise,to,have,on,them,?
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22336715459823608,0.312528520822525,1.0,0.28274044394493103,0.733189046382904,0.2253497689962387,0.24154286086559296,1.0,0.35769423842430115,-0.01540423184633255,0.2197163999080658,0.535392165184021,0.40389683842658997,0.5107308030128479,0.4788833558559418,0.22068053483963013
report,0.2868559956550598,0.21565985679626465,0.22992923855781555,0.22831843793392181,0.17586550116539001,0.2556745111942291,0.22518618404865265,0.22992923855781555,0.1847516894340515,0.2993899881839752,0.2556745111942291,0.1328946352005005,-0.0383719876408577,0.1739462912082672,0.2559358477592468,0.2797522246837616,0.29382312297821045,0.2449246346950531,0.3138936758041382
claimed,0.2667301297187805,0.08413008600473404,0.25888603925704956,0.178987517952919,0.16834822297096252,0.2761930227279663,0.20986056327819824,0.25888603925704956,0.18799301981925964,0.17063923180103302,0.2761930227279663,0.151752769947052,0.049019668251276016,0.042616426944732666,0.2575981914997101,0.27874717116355896,0.23817035555839539,0.23894242942333221,0.2083493024110794
that,0.6297725439071655,0.25817251205444336,0.41498205065727234,0.3073127269744873,0.4522190988063812,0.5473989248275757,0.20834201574325562,0.41498205065727234,0.18880853056907654,0.44714996218681335,0.5473989248275757,0.183757483959198,0.04397977516055107,0.24230481684207916,0.5436353087425232,0.6182622313499451,0.42569106817245483,0.5601773262023926,0.32716336846351624
these,0.4164220690727234,0.26445475220680237,0.42684608697891235,0.23296977579593658,0.4833051562309265,0.49086877703666687,0.28006213903427124,0.42684608697891235,0.14014609158039093,0.3128059208393097,0.49086877703666687,0.14587189257144928,0.026068098843097687,0.20114192366600037,0.46852558851242065,0.6459943056106567,0.32800400257110596,0.6229331493377686,0.2571668326854706
noise,0.23003403842449188,0.13465316593647003,0.1370127946138382,0.2590443193912506,0.2818039357662201,0.2197163999080658,0.1932811439037323,0.1370127946138382,0.1714157909154892,0.2619597017765045,0.2197163999080658,0.10695536434650421,0.05793843790888786,1.0000001192092896,0.19895780086517334,0.22009912133216858,0.1644277423620224,0.23386356234550476,0.17705823481082916
levels,0.21641245484352112,0.20811250805854797,0.23668165504932404,0.1522357314825058,0.376473605632782,0.286034494638443,0.2444809526205063,0.23668165504932404,0.16646435856819153,0.26653316617012024,0.286034494638443,0.07961610704660416,0.0031945309601724148,0.2032286524772644,0.29053324460983276,0.37333425879478455,0.1644611656665802,0.27955031394958496,0.1541307419538498
would,0.45766422152519226,0.13977667689323425,0.3353942930698395,0.2627720534801483,0.5638198852539062,0.4133751392364502,0.25961247086524963,0.3353942930698395,0.18881376087665558,0.5558487772941589,0.4133751392364502,0.1441507637500763,0.036968596279621124,0.2148796021938324,0.5965728163719177,0.484149694442749,0.35589995980262756,0.5105606913566589,0.37178951501846313
have,0.39808809757232666,0.242574080824852,0.3802283704280853,0.31931746006011963,0.5489245653152466,0.40389683842658997,0.2714991271495819,0.3802283704280853,0.136333167552948,0.4729837477207184,0.40389683842658997,0.154191792011261,-0.02807004563510418,0.22009912133216858,0.4544740617275238,0.9999999403953552,0.36494916677474976,0.5357621312141418,0.32991164922714233
a,0.3320399522781372,0.3813284635543823,0.5052502155303955,0.24985632300376892,0.3915780484676361,0.5829201340675354,0.2285219132900238,0.5052502155303955,0.21405641734600067,0.3019236922264099,0.5829201340675354,0.2349124401807785,0.04866964742541313,0.2388482391834259,0.45503583550453186,0.338716596364975,0.3848365545272827,0.3151612877845764,0.23916715383529663
negative,0.23431497812271118,0.1821461021900177,0.17049510776996613,0.3089843690395355,0.25645697116851807,0.1981879472732544,0.11602377891540527,0.17049510776996613,0.19095087051391602,0.24252493679523468,0.1981879472732544,0.07896725833415985,0.005421479232609272,0.23991744220256805,0.225682333111763,0.2604028880596161,0.23069027066230774,0.2312529981136322,0.12562139332294464
long-term,0.2285422384738922,0.24315764009952545,0.341103732585907,0.1444912701845169,0.2930738925933838,0.3756130039691925,0.22798927128314972,0.341103732585907,0.2723216712474823,0.2803915739059448,0.3756130039691925,0.27448397874832153,0.053442806005477905,0.18924355506896973,0.3287690579891205,0.3116537034511566,0.2152891606092453,0.27198320627212524,0.2383396476507187
impact,0.25162962079048157,0.169027641415596,0.21139270067214966,1.0,0.2237747609615326,0.22336715459823608,0.18871769309043884,0.21139270067214966,0.19478929042816162,0.21890056133270264,0.22336715459823608,0.0996173620223999,-0.004318447783589363,0.2590443193912506,0.2031068354845047,0.31931746006011963,0.24748864769935608,0.15752579271793365,0.18429921567440033
on,0.34226128458976746,0.2118636518716812,0.3966929316520691,0.24748864769935608,0.2772369682788849,0.5107308030128479,0.17256759107112885,0.3966929316520691,0.1698579639196396,0.24375227093696594,0.5107308030128479,0.2549738585948944,0.0026888418942689896,0.1644277423620224,0.41031414270401,0.36494916677474976,0.9999999403953552,0.30083513259887695,0.2714994251728058
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22336715459823608,0.312528520822525,1.0,0.28274044394493103,0.733189046382904,0.2253497689962387,0.24154286086559296,1.0,0.35769423842430115,-0.01540423184633255,0.2197163999080658,0.535392165184021,0.40389683842658997,0.5107308030128479,0.4788833558559418,0.22068053483963013
health,0.21460163593292236,0.06886095553636551,0.28076469898223877,0.24177861213684082,0.22913023829460144,0.2340974360704422,0.2405761480331421,0.28076469898223877,0.14129021763801575,0.24100232124328613,0.2340974360704422,0.16752304136753082,0.018505536019802094,0.1910490244626999,0.29985085129737854,0.2750714123249054,0.1687779426574707,0.20309220254421234,0.16094304621219635
of,0.33290785551071167,0.18112817406654358,1.0,0.21139270067214966,0.2603091299533844,0.733189046382904,0.28795862197875977,1.0,0.18781472742557526,0.1961493194103241,0.733189046382904,0.32503411173820496,-0.03817026689648628,0.1370127946138382,0.41548454761505127,0.3802283704280853,0.3966929316520691,0.34503093361854553,0.1826142966747284
the,0.42745697498321533,0.21819381415843964,0.733189046382904,0.22336715459823608,0.312528520822525,1.0,0.28274044394493103,0.733189046382904,0.2253497689962387,0.24154286086559296,1.0,0.35769423842430115,-0.01540423184633255,0.2197163999080658,0.535392165184021,0.40389683842658997,0.5107308030128479,0.4788833558559418,0.22068053483963013
city,0.17493832111358643,0.1293686032295227,0.32503411173820496,0.0996173620223999,0.11363761872053146,0.35769423842430115,0.41451045870780945,0.32503411173820496,0.32860881090164185,0.06438083201646805,0.35769423842430115,1.0,0.004406440537422895,0.10695536434650421,0.20300441980361938,0.154191792011261,0.2549738585948944,0.1789781153202057,0.13423943519592285
's,0.02692362666130066,0.05257158726453781,-0.03817026689648628,-0.004318447783589363,-0.02075597457587719,-0.01540423184633255,-0.03466647118330002,-0.03817026689648628,-0.017262522131204605,0.037681106477975845,-0.01540423184633255,0.004406440537422895,0.9999999403953552,0.05793843790888786,0.03782717138528824,-0.02807004563510418,0.0026888418942689896,0.025712676346302032,-0.023395681753754616
residents,0.21107541024684906,0.11741437017917633,0.28795862197875977,0.18871769309043884,0.1393553465604782,0.28274044394493103,0.9999998807907104,0.28795862197875977,0.21044360101222992,0.2576197385787964,0.28274044394493103,0.41451045870780945,-0.03466647118330002,0.1932811439037323,0.27325206995010376,0.2714991271495819,0.17256759107112885,0.29410871863365173,0.09602975845336914
.,0.3567904531955719,0.23195341229438782,0.5352458953857422,0.2026742696762085,0.35783761739730835,0.5934505462646484,0.2494935691356659,0.5352458953857422,0.2714749276638031,0.24678824841976166,0.5934505462646484,0.29856356978416443,-0.003708066651597619,0.17103740572929382,0.4645031690597534,0.41614407300949097,0.49257001280784607,0.39945515990257263,0.4130953550338745
