,how,many,interceptions,did,aqib,talib,have,for,the,regular,season,?
pro,0.18713277578353882,0.13571034371852875,0.24270352721214294,0.14497412741184235,0.22941888868808746,0.17590990662574768,0.16766418516635895,0.2676255404949188,0.2149612456560135,0.21047013998031616,0.13625283539295197,0.17645101249217987
bowl,0.1720007210969925,0.17932994663715363,0.3440132439136505,0.18569406867027283,0.234432190656662,0.17344240844249725,0.19536113739013672,0.24430087208747864,0.21576224267482758,0.2318909466266632,0.3117852509021759,0.21118052303791046
linebacker,0.07137423753738403,0.12625199556350708,0.4695409834384918,0.13520534336566925,0.241346538066864,0.2680281698703766,0.14926305413246155,0.27424296736717224,0.19719967246055603,0.14496132731437683,0.30305373668670654,0.15540370345115662
von,0.1710921674966812,0.18748323619365692,0.059856921434402466,0.22224590182304382,0.13979065418243408,0.20227298140525818,0.13305091857910156,0.10186543315649033,0.21817399561405182,0.10386946052312851,0.12440825998783112,0.13907472789287567
miller,0.17608608305454254,0.15215572714805603,0.2230122685432434,0.18827186524868011,0.1610790491104126,0.2607276737689972,0.2145209163427353,0.21116214990615845,0.21601076424121857,0.17492739856243134,0.2473871409893036,0.1295081228017807
led,0.15437260270118713,0.2798413932323456,0.22419939935207367,0.3213953971862793,0.1940818428993225,0.20286309719085693,0.23052383959293365,0.2628403306007385,0.3267505168914795,0.20082803070545197,0.16559264063835144,0.09273858368396759
the,0.33890387415885925,0.4335206151008606,0.22331646084785461,0.34736719727516174,0.29298508167266846,0.18774628639221191,0.40389683842658997,0.4739971458911896,1.0,0.3214086890220642,0.2507155239582062,0.22068053483963013
team,0.0986802950501442,0.09326329827308655,0.23649856448173523,0.1497787982225418,0.17492152750492096,0.15379542112350464,0.16041462123394012,0.25615394115448,0.22564226388931274,0.2476644068956375,0.3451383709907532,0.11243411153554916
with,0.3525622487068176,0.35744401812553406,0.26026803255081177,0.25472134351730347,0.22608879208564758,0.16340303421020508,0.48046383261680603,0.39140474796295166,0.4223487675189972,0.3385944962501526,0.26700887084007263,0.2433311939239502
11,0.04696422442793846,0.13612139225006104,-0.05377513915300369,0.07614340633153915,-0.12659715116024017,0.025193247944116592,0.051798705011606216,-0.05063733458518982,-0.0219515822827816,-0.05860111489892006,0.003848182037472725,-0.04295448586344719
sacks,0.1041552722454071,0.16596581041812897,0.46855151653289795,0.1250401884317398,0.20730595290660858,0.21331316232681274,0.18270085752010345,0.2247573584318161,0.23296904563903809,0.20943720638751984,0.23347769677639008,0.0761517658829689
",",0.22659391164779663,0.40610817074775696,0.23110148310661316,0.3015086054801941,0.3002032935619354,0.25195008516311646,0.3541618287563324,0.4464869201183319,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.31091248989105225
forced,0.23831938207149506,0.2377408891916275,0.2509732246398926,0.36753809452056885,0.17872945964336395,0.1429096907377243,0.20227037370204926,0.19555193185806274,0.2571122944355011,0.21694855391979218,0.11630629003047943,0.17547516524791718
four,0.1955733299255371,0.4139232039451599,0.1955898255109787,0.20222175121307373,0.1797923892736435,0.1920037865638733,0.3544043302536011,0.27783235907554626,0.40344667434692383,0.2414717823266983,0.22295859456062317,0.14532537758350372
fumbles,0.17731307446956635,0.1469249129295349,0.5761364698410034,0.16302171349525452,0.24946646392345428,0.2894303798675537,0.21062949299812317,0.2659422755241394,0.21007823944091797,0.23532119393348694,0.30877572298049927,0.1826416552066803
",",0.22659391164779663,0.40610817074775696,0.23110148310661316,0.3015086054801941,0.3002032935619354,0.25195008516311646,0.3541618287563324,0.4464869201183319,0.4933079481124878,0.2336544692516327,0.2232367992401123,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.24625982344150543,0.34479495882987976,0.28492510318756104,0.26909807324409485,0.4711785912513733,0.5064792633056641,0.5171257257461548,0.3054477870464325,0.2369309365749359,0.20544172823429108
recovered,0.158201202750206,0.25898846983909607,0.328708291053772,0.2646656334400177,0.17250864207744598,0.2247275859117508,0.2747398316860199,0.18925832211971283,0.2614712417125702,0.15848907828330994,0.15626202523708344,0.08912046253681183
three,0.23807744681835175,0.4501400589942932,0.26507827639579773,0.2043166607618332,0.19197633862495422,0.1412326842546463,0.3712083399295807,0.3032672107219696,0.43452659249305725,0.2800268232822418,0.23377679288387299,0.20928427577018738
.,0.3287222981452942,0.3974229395389557,0.213409885764122,0.35288307070732117,0.32122671604156494,0.21064317226409912,0.41614407300949097,0.4726039469242096,0.5934505462646484,0.2778880000114441,0.24674734473228455,0.4130953550338745
,how,many,interceptions,did,aqib,talib,have,for,the,regular,season,?
cornerbacks,0.11770085990428925,0.13105620443820953,0.5267614126205444,0.147941455245018,0.253429651260376,0.25727787613868713,0.2351769357919693,0.2763163447380066,0.2587129473686218,0.2598936855792999,0.338297963142395,0.14450041949748993
aqib,0.3296036124229431,0.20668192207813263,0.1890944093465805,0.20817825198173523,1.0,0.5684837698936462,0.3518381118774414,0.3207957148551941,0.29298508167266846,0.24184927344322205,0.20773686468601227,0.47648733854293823
talib,0.15233942866325378,0.18052919209003448,0.18910498917102814,0.17181026935577393,0.5684837698936462,1.0000001192092896,0.19504837691783905,0.13841669261455536,0.18774628639221191,0.07643526792526245,0.1455104649066925,0.19626742601394653
(,0.1676948219537735,0.1455259770154953,0.15432223677635193,0.18979617953300476,0.3590635359287262,0.17023812234401703,0.23072676360607147,0.3357032239437103,0.33289089798927307,0.15910646319389343,0.1242075115442276,0.40561532974243164
three,0.23807744681835175,0.4501400589942932,0.26507827639579773,0.2043166607618332,0.19197633862495422,0.1412326842546463,0.3712083399295807,0.3032672107219696,0.43452659249305725,0.2800268232822418,0.23377679288387299,0.20928427577018738
interceptions,0.2084771692752838,0.21864065527915955,1.0000001192092896,0.21840861439704895,0.1890944093465805,0.18910498917102814,0.23448514938354492,0.30427032709121704,0.22331646084785461,0.29153910279273987,0.35161852836608887,0.10945115238428116
),0.17939934134483337,0.16602720320224762,0.16376140713691711,0.18584993481636047,0.38348671793937683,0.18219329416751862,0.22866283357143402,0.3639558255672455,0.3456730246543884,0.17569224536418915,0.14535100758075714,0.42300865054130554
