,in,what,kind,of,fluid,are,pressure,differences,caused,by,direction,of,forces,over,gradients,?
for,0.4322226941585541,0.3017193675041199,0.28053680062294006,0.4185989499092102,0.1621243953704834,0.3895993232727051,0.16119280457496643,0.2461000382900238,0.1862620860338211,0.3248702883720398,0.2664225995540619,0.4185989499092102,0.14048048853874207,0.3419422209262848,0.24714972078800201,0.264628142118454
example,0.30483278632164,0.3456268310546875,0.4014129340648651,0.3570667505264282,0.24194414913654327,0.4108889698982239,0.21925419569015503,0.38628876209259033,0.24628683924674988,0.29030951857566833,0.2905287742614746,0.3570667505264282,0.17236046493053436,0.22552378475666046,0.35362255573272705,0.30374911427497864
",",0.5201468467712402,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.10517379641532898,0.4062570035457611,0.21867604553699493,0.29634585976600647,0.2600580155849457,0.3680937886238098,0.23287029564380646,0.4946078956127167,0.2544684410095215,0.3301127254962921,0.22679220139980316,0.31091248989105225
in,1.0,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.1272517591714859,0.3841303884983063,0.16116683185100555,0.23158365488052368,0.2494886964559555,0.370934396982193,0.17485231161117554,0.5696388483047485,0.2565164566040039,0.3605569899082184,0.16120393574237823,0.20430970191955566
extended,0.22257764637470245,0.20863614976406097,0.08843596279621124,0.2843494713306427,0.12603020668029785,0.1869942843914032,0.18193760514259338,0.19332513213157654,0.18467949330806732,0.2162475883960724,0.22052839398384094,0.2843494713306427,0.14854279160499573,0.260050892829895,0.23982994258403778,0.17568568885326385
fluids,0.157780721783638,0.1868310421705246,0.29056206345558167,0.24068288505077362,0.8387831449508667,0.32409167289733887,0.46827176213264465,0.22621764242649078,0.25337836146354675,0.20166195929050446,0.23936361074447632,0.24068288505077362,0.24579690396785736,0.20682699978351593,0.4011475741863251,0.1702193170785904
",",0.5201468467712402,0.3087472915649414,0.20629581809043884,0.4946078956127167,0.10517379641532898,0.4062570035457611,0.21867604553699493,0.29634585976600647,0.2600580155849457,0.3680937886238098,0.23287029564380646,0.4946078956127167,0.2544684410095215,0.3301127254962921,0.22679220139980316,0.31091248989105225
differences,0.23158365488052368,0.3500737249851227,0.3254786729812622,0.3115874230861664,0.15359815955162048,0.4101492762565613,0.251088947057724,1.0000001192092896,0.257901668548584,0.21569925546646118,0.21850433945655823,0.3115874230861664,0.24352774024009705,0.2325114756822586,0.36797916889190674,0.20399115979671478
in,1.0,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.1272517591714859,0.3841303884983063,0.16116683185100555,0.23158365488052368,0.2494886964559555,0.370934396982193,0.17485231161117554,0.5696388483047485,0.2565164566040039,0.3605569899082184,0.16120393574237823,0.20430970191955566
pressure,0.16116683185100555,0.2625555694103241,0.22213655710220337,0.22627468407154083,0.4959491789340973,0.19834040105342865,1.0000001192092896,0.251088947057724,0.3118703365325928,0.22995758056640625,0.32992538809776306,0.22627468407154083,0.27012762427330017,0.2691570520401001,0.41699132323265076,0.142023503780365
result,0.25670310854911804,0.19945499300956726,0.23080593347549438,0.231380432844162,0.1732533872127533,0.18835392594337463,0.2410121113061905,0.25624704360961914,0.41822704672813416,0.21075581014156342,0.18330974876880646,0.231380432844162,0.21434062719345093,0.25722363591194153,0.2826792001724243,0.17218433320522308
in,1.0,0.30808621644973755,0.2349269688129425,0.5696388483047485,0.1272517591714859,0.3841303884983063,0.16116683185100555,0.23158365488052368,0.2494886964559555,0.370934396982193,0.17485231161117554,0.5696388483047485,0.2565164566040039,0.3605569899082184,0.16120393574237823,0.20430970191955566
forces,0.2565164566040039,0.2112482488155365,0.126530721783638,0.3090144991874695,0.22488658130168915,0.22039441764354706,0.27012762427330017,0.24352774024009705,0.2633538842201233,0.294624388217926,0.24017015099525452,0.3090144991874695,1.0,0.2457168847322464,0.29828113317489624,0.16984491050243378
being,0.33162933588027954,0.3760843276977539,0.24848723411560059,0.34885138273239136,0.21412643790245056,0.4656608998775482,0.19538411498069763,0.2668376863002777,0.23100005090236664,0.4690866470336914,0.15796144306659698,0.34885138273239136,0.20424360036849976,0.2967035472393036,0.18725983798503876,0.26743772625923157
directed,0.1949853003025055,0.1783117949962616,0.1522793471813202,0.14901293814182281,0.16576337814331055,0.09316452592611313,0.10555417835712433,0.11980698257684708,0.22968095541000366,0.41976529359817505,0.39655014872550964,0.14901293814182281,0.1359156221151352,0.1525716781616211,0.0715370923280716,0.1359327733516693
along,0.3603311777114868,0.22421957552433014,0.14489500224590302,0.34889817237854004,0.15063616633415222,0.28655800223350525,0.15732048451900482,0.20964397490024567,0.2692561149597168,0.34227433800697327,0.2770944833755493,0.34889817237854004,0.24654287099838257,0.3385012447834015,0.28870466351509094,0.17134909331798553
the,0.6662389636039734,0.42745697498321533,0.2516445517539978,0.733189046382904,0.23256433010101318,0.40399202704429626,0.28285476565361023,0.323578417301178,0.24990202486515045,0.4408751428127289,0.28851455450057983,0.733189046382904,0.3134811818599701,0.39856547117233276,0.2503424286842346,0.22068053483963013
pressure,0.16116683185100555,0.2625555694103241,0.22213655710220337,0.22627468407154083,0.4959491789340973,0.19834040105342865,1.0000001192092896,0.251088947057724,0.3118703365325928,0.22995758056640625,0.32992538809776306,0.22627468407154083,0.27012762427330017,0.2691570520401001,0.41699132323265076,0.142023503780365
gradients,0.16120393574237823,0.28271761536598206,0.20358537137508392,0.2172093391418457,0.3786863386631012,0.2966657876968384,0.41699132323265076,0.36797916889190674,0.22960124909877777,0.17920589447021484,0.34124425053596497,0.2172093391418457,0.29828113317489624,0.22791972756385803,1.0000001192092896,0.19242653250694275
as,0.3887844979763031,0.31749409437179565,0.22719812393188477,0.3886612355709076,0.15303975343704224,0.3826591968536377,0.2102612406015396,0.232157364487648,0.16101646423339844,0.3815547823905945,0.24169524013996124,0.3886612355709076,0.1724308878183365,0.3506779670715332,0.18728622794151306,0.27043893933296204
follows,0.31313058733940125,0.28637656569480896,0.21683897078037262,0.28921809792518616,0.14758576452732086,0.27603453397750854,0.1460651457309723,0.22310802340507507,0.21805930137634277,0.3067372441291809,0.288330078125,0.28921809792518616,0.1620163917541504,0.2007552534341812,0.3529583215713501,0.16897420585155487
:,0.020521078258752823,-0.12022944539785385,-0.1352740079164505,-0.08807745575904846,-0.07083004713058472,-0.1189703419804573,-0.08299080282449722,-0.17119695246219635,-0.16143012046813965,-0.11676844954490662,-0.04415031149983406,-0.08807745575904846,-0.0461563877761364,-0.04765736311674118,-0.0676930695772171,-0.07156077772378922
