,what,is,the,position,derek,wolfe,plays,currently,?
the,0.42745697498321533,0.5823672413825989,1.0,0.3183514177799225,0.1775311827659607,0.27671679854393005,0.1760704517364502,0.2945235073566437,0.22068053483963013
broncos,0.1787765771150589,0.1288805603981018,0.25985947251319885,0.2009178251028061,0.2644036114215851,0.26091620326042175,0.22050583362579346,0.24609561264514923,0.18377114832401276
',0.3245812654495239,0.5508411526679993,0.474788099527359,0.18082846701145172,0.10715740919113159,0.17098820209503174,0.22695320844650269,0.28079095482826233,0.330942302942276
defense,0.193815678358078,0.17166511714458466,0.2604767382144928,0.2867467999458313,0.10249345004558563,0.15349167585372925,0.12901902198791504,0.1580161303281784,0.21935760974884033
ranked,0.15636610984802246,0.180992990732193,0.2711145281791687,0.17083489894866943,0.21092981100082397,0.11615721136331558,0.14800547063350677,0.1843443661928177,0.12953443825244904
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.2173307240009308,0.19930654764175415,0.21388736367225647,0.21967269480228424,0.24820904433727264,0.18701928853988647
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.20453733205795288,0.17219124734401703,0.25551319122314453,0.24790528416633606,0.30261120200157166,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.3183514177799225,0.1775311827659607,0.27671679854393005,0.1760704517364502,0.2945235073566437,0.22068053483963013
nfl,0.12579965591430664,0.12479410320520401,0.15305201709270477,0.13513240218162537,0.2707757353782654,0.14590895175933838,0.18191593885421753,0.18792927265167236,0.10610254108905792
yards,0.1304803043603897,0.08262171596288681,0.16070343554019928,0.2653997242450714,0.22588807344436646,0.18454092741012573,0.1495864987373352,0.11424851417541504,0.12453813850879669
allowed,0.2693612575531006,0.14454121887683868,0.2985120713710785,0.17903999984264374,0.0665133148431778,0.17054389417171478,0.08380676060914993,0.1598697304725647,0.2309964895248413
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2345474362373352,0.14573809504508972,0.1910780370235443,0.22116804122924805,0.25274062156677246,0.40561532974243164
"4,530",0.21386194229125977,0.25615638494491577,0.28991904854774475,0.06916017830371857,-0.08761246502399445,0.09193756431341171,0.0631805807352066,0.0968458503484726,0.18742506206035614
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.26386576890945435,0.14959809184074402,0.1812671720981598,0.2339126616716385,0.24783915281295776,0.42300865054130554
for,0.3017193675041199,0.43268078565597534,0.4739971458911896,0.27123650908470154,0.139265775680542,0.1639544516801834,0.26689276099205017,0.4316125214099884,0.264628142118454
the,0.42745697498321533,0.5823672413825989,1.0,0.3183514177799225,0.1775311827659607,0.27671679854393005,0.1760704517364502,0.2945235073566437,0.22068053483963013
first,0.28086137771606445,0.30889374017715454,0.49448907375335693,0.2173307240009308,0.19930654764175415,0.21388736367225647,0.21967269480228424,0.24820904433727264,0.18701928853988647
time,0.36319252848625183,0.25187405943870544,0.43061500787734985,0.2923165261745453,0.12851478159427643,0.19521935284137726,0.15121068060398102,0.3216816484928131,0.27391523122787476
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.20453733205795288,0.17219124734401703,0.25551319122314453,0.24790528416633606,0.30261120200157166,0.20430970191955566
franchise,0.1852455735206604,0.202643483877182,0.30872398614883423,0.12726053595542908,0.24651223421096802,0.18525440990924835,0.2332446575164795,0.2520278990268707,0.13445523381233215
history,0.28630873560905457,0.1751103699207306,0.33215048909187317,0.17379581928253174,0.092656210064888,0.201607808470726,0.11903195828199387,0.19036366045475006,0.2501974403858185
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.1771278828382492,0.27857574820518494,0.28996041417121887,0.24874751269817352,0.33041635155677795,0.31091248989105225
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.22603030502796173,0.22254690527915955,0.23704767227172852,0.2139715701341629,0.2922934591770172,0.20544172823429108
fourth,0.137417271733284,0.31589972972869873,0.40804702043533325,0.13718105852603912,0.17178958654403687,0.13132159411907196,0.17090387642383575,0.26861459016799927,0.13791213929653168
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.20453733205795288,0.17219124734401703,0.25551319122314453,0.24790528416633606,0.30261120200157166,0.20430970191955566
points,0.2184005230665207,0.1847371906042099,0.2560983896255493,0.3244688808917999,0.1669773906469345,0.08261772990226746,0.1431010216474533,0.15513429045677185,0.11006313562393188
allowed,0.2693612575531006,0.14454121887683868,0.2985120713710785,0.17903999984264374,0.0665133148431778,0.17054389417171478,0.08380676060914993,0.1598697304725647,0.2309964895248413
(,0.2411840260028839,0.35393038392066956,0.33289089798927307,0.2345474362373352,0.14573809504508972,0.1910780370235443,0.22116804122924805,0.25274062156677246,0.40561532974243164
296,0.015235284343361855,-0.04978574439883232,-0.0333465039730072,-0.11826620995998383,-0.11154232174158096,-0.019192194566130638,-0.10908442735671997,-0.15404774248600006,-0.1522725373506546
),0.26259949803352356,0.37732169032096863,0.3456730246543884,0.26386576890945435,0.14959809184074402,0.1812671720981598,0.2339126616716385,0.24783915281295776,0.42300865054130554
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.24342353641986847,0.1929149627685547,0.2848299443721771,0.20513367652893066,0.29744869470596313,0.4130953550338745
