,trotsky,thought,what,was,needed,for,a,true,russian,revolution,.
trotsky,0.9999999403953552,0.36209169030189514,0.22450578212738037,0.2857818007469177,0.1808006763458252,0.13886062800884247,0.19910956919193268,0.12745964527130127,0.5014982223510742,0.39711564779281616,0.21127156913280487
",",0.27981314063072205,0.2965437173843384,0.3087472915649414,0.45456063747406006,0.29017356038093567,0.4464869201183319,0.427140474319458,0.252440869808197,0.27755245566368103,0.26235419511795044,0.6812511086463928
and,0.2160348892211914,0.34702804684638977,0.31309178471565247,0.3740963041782379,0.32021039724349976,0.5064792633056641,0.3739250600337982,0.26214879751205444,0.25149059295654297,0.21575188636779785,0.588965117931366
others,0.32239940762519836,0.356172114610672,0.3888046145439148,0.21874937415122986,0.28090551495552063,0.3191860318183899,0.2675355076789856,0.20135416090488434,0.1697155237197876,0.1307588517665863,0.3391094207763672
",",0.27981314063072205,0.2965437173843384,0.3087472915649414,0.45456063747406006,0.29017356038093567,0.4464869201183319,0.427140474319458,0.252440869808197,0.27755245566368103,0.26235419511795044,0.6812511086463928
believed,0.29031234979629517,0.704717218875885,0.32626157999038696,0.3758357763290405,0.1671695113182068,0.212932750582695,0.2603382170200348,0.259298175573349,0.09725965559482574,0.16778592765331268,0.26106974482536316
that,0.22916319966316223,0.520185112953186,0.6297725439071655,0.33670201897621155,0.45214173197746277,0.4137635827064514,0.47537946701049805,0.393152117729187,0.19759522378444672,0.23615604639053345,0.4460422694683075
the,0.20245786011219025,0.3509289622306824,0.42745697498321533,0.48711544275283813,0.3064746856689453,0.4739971458911896,0.5829201340675354,0.19509610533714294,0.24014991521835327,0.276140034198761,0.5934505462646484
revolution,0.39711564779281616,0.23962202668190002,0.1946869045495987,0.3365444839000702,0.20537219941616058,0.1494327187538147,0.23590148985385895,0.06448253989219666,0.28289443254470825,0.9999999403953552,0.2770307958126068
could,0.2074802815914154,0.46168604493141174,0.4188697934150696,0.39896807074546814,0.5366731286048889,0.3405117690563202,0.3736826181411743,0.22960229218006134,0.14890147745609283,0.20819200575351715,0.3200591504573822
only,0.13352160155773163,0.34062623977661133,0.41415658593177795,0.36249664425849915,0.4253479838371277,0.49157920479774475,0.47549712657928467,0.3256155252456665,0.17053437232971191,0.1475500613451004,0.49507418274879456
succeed,0.1551133394241333,0.26082491874694824,0.26518338918685913,0.2103528380393982,0.1490810066461563,0.24201864004135132,0.17377811670303345,0.18711985647678375,0.06580989807844162,0.04926907271146774,0.2547087073326111
in,0.225228413939476,0.24524326622486115,0.30808621644973755,0.45514053106307983,0.21117523312568665,0.4322226941585541,0.539380669593811,0.18334577977657318,0.2035142034292221,0.23010264337062836,0.5591574311256409
russia,0.473577618598938,0.24678738415241241,0.1695178896188736,0.19469422101974487,0.15934839844703674,0.2200813591480255,0.18307989835739136,0.11779972165822983,0.7149378657341003,0.2503413259983063,0.2664543688297272
as,0.19033615291118622,0.3461970388889313,0.31749409437179565,0.3677520453929901,0.2788996696472168,0.44774648547172546,0.39550232887268066,0.1899949461221695,0.1797592043876648,0.18969079852104187,0.515582263469696
part,0.14352768659591675,0.27187779545783997,0.3476244807243347,0.3407018780708313,0.2685070037841797,0.250704288482666,0.3994528353214264,0.20462389290332794,0.14041411876678467,0.1960519552230835,0.32817673683166504
of,0.2013014703989029,0.34673458337783813,0.33290785551071167,0.4069072902202606,0.27215874195098877,0.4185989499092102,0.5052502155303955,0.21835467219352722,0.16226479411125183,0.27144062519073486,0.5352458953857422
a,0.19910956919193268,0.3342154324054718,0.3320399522781372,0.4508470594882965,0.2915569543838501,0.44038116931915283,1.0,0.18508830666542053,0.2199280560016632,0.23590148985385895,0.50484299659729
world,0.20602723956108093,0.3198055326938629,0.21669597923755646,0.3097524344921112,0.17313647270202637,0.2444595992565155,0.22239887714385986,0.13644923269748688,0.2045743316411972,0.26707038283348083,0.3177160322666168
revolution,0.39711564779281616,0.23962202668190002,0.1946869045495987,0.3365444839000702,0.20537219941616058,0.1494327187538147,0.23590148985385895,0.06448253989219666,0.28289443254470825,0.9999999403953552,0.2770307958126068
.,0.21127156913280487,0.3521888852119446,0.3567904531955719,0.40146201848983765,0.31272366642951965,0.4726039469242096,0.50484299659729,0.2852628827095032,0.24834594130516052,0.2770307958126068,1.0000001192092896
