,in,what,episode,did,doctor,who,get,a,new,cycle,of,regenerations,?
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.29667025804519653,0.5829201340675354,0.3845241069793701,0.2701641917228699,0.733189046382904,0.3302875757217407,0.22068053483963013
episode,0.19184806942939758,0.1919318586587906,1.0,0.14017418026924133,0.2940889000892639,0.2015407234430313,0.25542524456977844,0.211050882935524,0.1309434175491333,0.22721382975578308,0.17369085550308228,0.32305824756622314,0.23978739976882935
``,0.04765888676047325,0.008517155423760414,-0.035673100501298904,-0.029888948425650597,0.03718610852956772,0.02397952415049076,0.035047225654125214,0.07272057235240936,-0.03575563058257103,0.021920597180724144,0.06780257821083069,0.010449926368892193,0.0685480609536171
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.29667025804519653,0.5829201340675354,0.3845241069793701,0.2701641917228699,0.733189046382904,0.3302875757217407,0.22068053483963013
time,0.3431483507156372,0.36319252848625183,0.28294599056243896,0.3567926585674286,0.22827142477035522,0.36634087562561035,0.3375288248062134,0.3292340338230133,0.2320125252008438,0.3321359157562256,0.35127586126327515,0.3121628165245056,0.27391523122787476
of,0.5696388483047485,0.33290785551071167,0.17369085550308228,0.2513895630836487,0.16895952820777893,0.2827862501144409,0.26628199219703674,0.5052502155303955,0.343457967042923,0.255176842212677,1.0,0.31925347447395325,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.29667025804519653,0.5829201340675354,0.3845241069793701,0.2701641917228699,0.733189046382904,0.3302875757217407,0.22068053483963013
doctor,0.25567495822906494,0.20870667695999146,0.2940889000892639,0.18673314154148102,0.9999999403953552,0.3504868149757385,0.2132578343153,0.22883038222789764,0.12563565373420715,0.19858288764953613,0.16895952820777893,0.3400563895702362,0.1462511420249939
'',0.07432962208986282,0.08143015950918198,-0.014759616926312447,0.01978493109345436,0.06782495975494385,0.024401003494858742,-0.03981677442789078,0.04890415817499161,-0.021915066987276077,-0.06088164076209068,0.13035868108272552,0.058072954416275024,0.018684765323996544
depicted,0.19601459801197052,0.1615755707025528,0.17952674627304077,0.18399426341056824,0.09615252912044525,0.19203400611877441,0.05510541424155235,0.21061557531356812,0.03952107951045036,0.13024552166461945,0.23749902844429016,0.2171477973461151,0.11621485650539398
the,0.6662389636039734,0.42745697498321533,0.25342556834220886,0.34736719727516174,0.2820442318916321,0.3733934462070465,0.29667025804519653,0.5829201340675354,0.3845241069793701,0.2701641917228699,0.733189046382904,0.3302875757217407,0.22068053483963013
doctor,0.25567495822906494,0.20870667695999146,0.2940889000892639,0.18673314154148102,0.9999999403953552,0.3504868149757385,0.2132578343153,0.22883038222789764,0.12563565373420715,0.19858288764953613,0.16895952820777893,0.3400563895702362,0.1462511420249939
acquiring,0.22617599368095398,0.22213488817214966,0.22108884155750275,0.19404155015945435,0.17599378526210785,0.2045944184064865,0.2757541239261627,0.21329553425312042,0.24549147486686707,0.14626403152942657,0.2614293098449707,0.35516226291656494,0.0945771113038063
a,0.539380669593811,0.3320399522781372,0.211050882935524,0.2552328109741211,0.22883038222789764,0.36608949303627014,0.27948489785194397,1.0,0.3214259147644043,0.21741491556167603,0.5052502155303955,0.20678666234016418,0.23916715383529663
new,0.3758552670478821,0.2130378633737564,0.1309434175491333,0.227974995970726,0.12563565373420715,0.2378052920103073,0.25487709045410156,0.3214259147644043,0.9999999403953552,0.1880730539560318,0.343457967042923,0.24211567640304565,0.14782847464084625
cycle,0.20483464002609253,0.17920038104057312,0.22721382975578308,0.09123732149600983,0.19858288764953613,0.12989680469036102,0.16234588623046875,0.21741491556167603,0.1880730539560318,1.0000001192092896,0.255176842212677,0.35401949286460876,0.07156776636838913
of,0.5696388483047485,0.33290785551071167,0.17369085550308228,0.2513895630836487,0.16895952820777893,0.2827862501144409,0.26628199219703674,0.5052502155303955,0.343457967042923,0.255176842212677,1.0,0.31925347447395325,0.1826142966747284
regenerations,0.21421054005622864,0.20166176557540894,0.32305824756622314,0.19076406955718994,0.3400563895702362,0.24261412024497986,0.2446785271167755,0.20678666234016418,0.24211567640304565,0.35401949286460876,0.31925347447395325,1.0000001192092896,0.14822277426719666
",",0.5201468467712402,0.3087472915649414,0.18198037147521973,0.3015086054801941,0.20407600700855255,0.3365725874900818,0.2926318049430847,0.427140474319458,0.36073189973831177,0.16122886538505554,0.4946078956127167,0.22595244646072388,0.31091248989105225
starting,0.3013272285461426,0.25271084904670715,0.17249920964241028,0.22911779582500458,0.13497591018676758,0.18984614312648773,0.2165054976940155,0.3460865914821625,0.2860322594642639,0.21772265434265137,0.23960795998573303,0.14341747760772705,0.19133803248405457
