,how,often,is,the,av,festival,held,?
the,0.33890387415885925,0.38004449009895325,0.5823672413825989,1.0,0.1393115520477295,0.20982226729393005,0.32185450196266174,0.22068053483963013
biennial,0.16536733508110046,0.2862187325954437,0.24914339184761047,0.22572839260101318,0.10395369678735733,0.3511536419391632,0.26850661635398865,0.15136675536632538
av,0.07138227671384811,0.0607709065079689,0.13847608864307404,0.1393115520477295,0.9999998807907104,0.21229909360408783,0.0962870791554451,0.1640380173921585
festival,0.14565487205982208,0.202230766415596,0.1853252649307251,0.20982226729393005,0.21229909360408783,0.9999999403953552,0.3763343393802643,0.17767390608787537
of,0.2480744868516922,0.3351972997188568,0.4854315221309662,0.733189046382904,0.08554329723119736,0.17007394134998322,0.28960686922073364,0.1826142966747284
international,0.1396709680557251,0.1883312314748764,0.19279639422893524,0.23719607293605804,0.15213333070278168,0.3008427023887634,0.26113346219062805,0.15335838496685028
electronic,0.24669283628463745,0.2875150144100189,0.2186720222234726,0.22479066252708435,0.1548755168914795,0.22834104299545288,0.1984981745481491,0.15534579753875732
art,0.17110610008239746,0.2071000337600708,0.17386884987354279,0.20297785103321075,0.11622646450996399,0.250935822725296,0.20146235823631287,0.138971745967865
",",0.22659391164779663,0.24139221012592316,0.4691906273365021,0.4933079481124878,0.18140311539173126,0.25094273686408997,0.2880980372428894,0.31091248989105225
featuring,0.16178856790065765,0.18389961123466492,0.11950069665908813,0.21340800821781158,0.19779039919376373,0.1908380687236786,0.16671516001224518,0.24838131666183472
exhibitions,0.18718986213207245,0.25019705295562744,0.15017755329608917,0.22228071093559265,0.10284847766160965,0.29520541429519653,0.3758070468902588,0.1462271511554718
",",0.22659391164779663,0.24139221012592316,0.4691906273365021,0.4933079481124878,0.18140311539173126,0.25094273686408997,0.2880980372428894,0.31091248989105225
concerts,0.16219884157180786,0.31204861402511597,0.15114450454711914,0.22872696816921234,0.1235177218914032,0.40536341071128845,0.3375047445297241,0.1105763241648674
",",0.22659391164779663,0.24139221012592316,0.4691906273365021,0.4933079481124878,0.18140311539173126,0.25094273686408997,0.2880980372428894,0.31091248989105225
conferences,0.18415935337543488,0.20258747041225433,0.13661359250545502,0.2745058238506317,0.10225944221019745,0.26470884680747986,0.2913443148136139,0.14015959203243256
and,0.33647966384887695,0.42465832829475403,0.3859752118587494,0.5171257257461548,0.15635380148887634,0.19459347426891327,0.22757986187934875,0.20544172823429108
film,0.1829524040222168,0.123012475669384,0.21704672276973724,0.2824619710445404,0.14211151003837585,0.4555445909500122,0.17969465255737305,0.16369038820266724
screenings,0.30240634083747864,0.3215442895889282,0.17439571022987366,0.21992278099060059,0.0836285948753357,0.26756757497787476,0.2103995829820633,0.1640898734331131
",",0.22659391164779663,0.24139221012592316,0.4691906273365021,0.4933079481124878,0.18140311539173126,0.25094273686408997,0.2880980372428894,0.31091248989105225
is,0.22544461488723755,0.3856629431247711,1.0,0.5823672413825989,0.13847608864307404,0.1853252649307251,0.19884860515594482,0.22961433231830597
held,0.06776752322912216,0.2072298526763916,0.19884860515594482,0.32185450196266174,0.0962870791554451,0.3763343393802643,1.0,0.14103956520557404
in,0.2601168751716614,0.3380797803401947,0.5394441485404968,0.6662389636039734,0.11465698480606079,0.27311140298843384,0.3127288818359375,0.20430970191955566
march,0.16374856233596802,0.09265879541635513,0.22987359762191772,0.2680487632751465,0.10631289333105087,0.15687812864780426,0.20286986231803894,0.2802562415599823
.,0.3287222981452942,0.30710849165916443,0.4569662809371948,0.5934505462646484,0.1393325924873352,0.16963402926921844,0.2628571093082428,0.4130953550338745
