,what,english,law,made,that,country,more,welcoming,to,huguenots,?
both,0.3361809551715851,0.27347442507743835,0.24300053715705872,0.26666468381881714,0.4532228112220764,0.17232957482337952,0.3667539656162262,0.2752733528614044,0.3897709250450134,0.22772513329982758,0.19455738365650177
before,0.3801657259464264,0.21406486630439758,0.1987977921962738,0.26538217067718506,0.40745505690574646,0.15698480606079102,0.332407683134079,0.3121322989463806,0.4190867841243744,0.21720461547374725,0.2507109045982361
and,0.31309178471565247,0.3409043252468109,0.254730761051178,0.34954607486724854,0.4731321930885315,0.30884742736816406,0.39880692958831787,0.31501054763793945,0.48971283435821533,0.28783127665519714,0.20544172823429108
after,0.21973377466201782,0.148844912648201,0.20143088698387146,0.26259806752204895,0.373811811208725,0.20467059314250946,0.2585527002811432,0.19485792517662048,0.37890323996543884,0.27856364846229553,0.16608688235282898
the,0.42745697498321533,0.23982001841068268,0.24548950791358948,0.3885267674922943,0.5473989248275757,0.30432501435279846,0.39758381247520447,0.30365100502967834,0.535392165184021,0.30745792388916016,0.22068053483963013
1708,0.20227879285812378,0.07438521832227707,0.091668501496315,0.08400341868400574,0.20439162850379944,0.21446841955184937,0.15344028174877167,0.14414024353027344,0.11587031185626984,0.09332308918237686,0.1984906941652298
passage,0.24366621673107147,0.21034163236618042,0.2688691318035126,0.11717923730611801,0.2814699709415436,0.15027087926864624,0.2003428339958191,0.1610153466463089,0.3151622712612152,0.3296334147453308,0.11149881780147552
of,0.33290785551071167,0.17198967933654785,0.2816956341266632,0.33167365193367004,0.41498205065727234,0.28866857290267944,0.30478984117507935,0.25008919835090637,0.41548454761505127,0.27577435970306396,0.1826142966747284
the,0.42745697498321533,0.23982001841068268,0.24548950791358948,0.3885267674922943,0.5473989248275757,0.30432501435279846,0.39758381247520447,0.30365100502967834,0.535392165184021,0.30745792388916016,0.22068053483963013
foreign,0.1784719079732895,0.2732953429222107,0.19080504775047302,0.15740512311458588,0.17737965285778046,0.3221893310546875,0.23296871781349182,0.19628460705280304,0.2349770963191986,0.2520681321620941,0.13770383596420288
protestants,0.24296174943447113,0.27915850281715393,0.31518325209617615,0.16462835669517517,0.2919386923313141,0.18507300317287445,0.22118015587329865,0.2758815586566925,0.26797059178352356,0.5508098602294922,0.15855816006660461
naturalization,0.22837992012500763,0.20913781225681305,0.40106165409088135,0.18747325241565704,0.2800939679145813,0.2845952808856964,0.2283993661403656,0.23698356747627258,0.2224201112985611,0.3170968294143677,0.24616435170173645
act,0.2622668445110321,0.10190149396657944,0.38416895270347595,0.14789819717407227,0.2679075598716736,0.12998299300670624,0.14653106033802032,0.22432543337345123,0.24833928048610687,0.24704232811927795,0.1482519507408142
",",0.3087472915649414,0.3339248597621918,0.24953721463680267,0.32507219910621643,0.4137537479400635,0.27878350019454956,0.3696524500846863,0.3054075539112091,0.44245919585227966,0.23394492268562317,0.31091248989105225
an,0.2821882665157318,0.21771825850009918,0.17270056903362274,0.2376096546649933,0.365763783454895,0.19811232388019562,0.316240519285202,0.1724340170621872,0.3138085603713989,0.1543605476617813,0.19793890416622162
estimated,0.19670580327510834,0.05400845780968666,0.11976417899131775,0.1883920431137085,0.23507140576839447,0.16217193007469177,0.3185151517391205,0.21620404720306396,0.2046545445919037,0.20818644762039185,0.18149758875370026
"50,000",0.1566118448972702,-0.02355310320854187,0.10923154652118683,-0.028618207201361656,0.1570386290550232,-0.05575888231396675,0.07287955284118652,0.12263914942741394,0.10667608678340912,0.061592116951942444,0.02804366871714592
protestant,0.23531195521354675,0.28290799260139465,0.2857372462749481,0.14480654895305634,0.2545807659626007,0.2224908471107483,0.20674629509449005,0.24578166007995605,0.23639842867851257,0.5519246459007263,0.14798137545585632
walloons,0.1787053346633911,0.26190391182899475,0.19113795459270477,0.26429328322410583,0.2054688036441803,0.23077638447284698,0.26418644189834595,0.20948411524295807,0.21436482667922974,0.4158315360546112,0.1857677847146988
and,0.31309178471565247,0.3409043252468109,0.254730761051178,0.34954607486724854,0.4731321930885315,0.30884742736816406,0.39880692958831787,0.31501054763793945,0.48971283435821533,0.28783127665519714,0.20544172823429108
huguenots,0.22128188610076904,0.2928670346736908,0.22950705885887146,0.15000037848949432,0.21999265253543854,0.1987663209438324,0.2068241387605667,0.2853170931339264,0.2685132324695587,1.0,0.16010338068008423
fled,0.17151756584644318,0.13327667117118835,0.1794627606868744,0.14323684573173523,0.1724659949541092,0.2802298367023468,0.17348931729793549,0.21082431077957153,0.24595892429351807,0.3725947439670563,0.13968057930469513
to,0.455847829580307,0.21984367072582245,0.259207159280777,0.3377571105957031,0.5436353087425232,0.31281599402427673,0.47084665298461914,0.3522246778011322,1.0,0.2685132324695587,0.29463258385658264
england,0.21399550139904022,0.41711461544036865,0.1709405481815338,0.1994142383337021,0.2558189034461975,0.2488383948802948,0.218344584107399,0.24691267311573029,0.27769553661346436,0.37832969427108765,0.13436897099018097
",",0.3087472915649414,0.3339248597621918,0.24953721463680267,0.32507219910621643,0.4137537479400635,0.27878350019454956,0.3696524500846863,0.3054075539112091,0.44245919585227966,0.23394492268562317,0.31091248989105225
with,0.2464839518070221,0.1562870889902115,0.12950056791305542,0.3459964990615845,0.4154358208179474,0.24760155379772186,0.3535402715206146,0.30136653780937195,0.4239959120750427,0.20256154239177704,0.2433311939239502
many,0.36131182312965393,0.24654172360897064,0.1860491931438446,0.3638485074043274,0.5391656160354614,0.26946935057640076,0.48608261346817017,0.33553317189216614,0.40243685245513916,0.27507859468460083,0.2124512493610382
