,who,was,the,most,valuable,player,of,super,bowl,xli,?
bart,0.22459791600704193,0.2334039956331253,0.21651144325733185,0.1690201759338379,0.1663326919078827,0.18055209517478943,0.12065748125314713,0.13027718663215637,0.10118050128221512,0.11760912090539932,0.12193363159894943
starr,0.27501121163368225,0.2518351376056671,0.2387159913778305,0.13216915726661682,0.11439687758684158,0.20773471891880035,0.19113445281982422,0.15700428187847137,0.21745410561561584,0.1528974324464798,0.22583505511283875
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.20654040575027466,0.19107531011104584,0.2545463740825653,0.35032153129577637,0.17553061246871948,0.15949074923992157,0.19696694612503052,0.40561532974243164
mvp,0.15547040104866028,0.23143374919891357,0.19830666482448578,0.21474431455135345,0.43153342604637146,0.37888097763061523,0.16760475933551788,0.3814384639263153,0.5169888734817505,0.5291078090667725,0.19954749941825867
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.4178851246833801,0.2589573264122009,0.1627044975757599,1.0,0.14718765020370483,0.2243070751428604,0.1748717576265335,0.1826142966747284
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.22041858732700348,0.23553255200386047,0.19942335784435272,0.14718765020370483,1.0000001192092896,0.4848237931728363,0.5658465623855591,0.166326642036438
bowls,0.19806717336177826,0.14966177940368652,0.17019082605838776,0.1891278475522995,0.35531851649284363,0.32523587346076965,0.15867608785629272,0.3995929956436157,0.73409503698349,0.5120078325271606,0.1849047988653183
i,0.33545589447021484,0.23566235601902008,0.26687872409820557,0.2333545982837677,0.2066984921693802,0.12701088190078735,0.25849398970603943,0.1390690803527832,0.13425463438034058,0.25516799092292786,0.4695145785808563
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.4309377074241638,0.24808922410011292,0.22685286402702332,0.5116966962814331,0.18368244171142578,0.1698254644870758,0.16661562025547028,0.20544172823429108
ii,0.20800143480300903,0.25630512833595276,0.2631464898586273,0.163017138838768,0.08599310368299484,0.11546599119901657,0.2844806909561157,0.14591240882873535,0.142541766166687,0.18645134568214417,0.11928234249353409
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.23620007932186127,0.19426411390304565,0.26819780468940735,0.3680361211299896,0.1971341073513031,0.16361013054847717,0.22190234065055847,0.42300865054130554
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.4309377074241638,0.24808922410011292,0.22685286402702332,0.5116966962814331,0.18368244171142578,0.1698254644870758,0.16661562025547028,0.20544172823429108
chuck,0.25068074464797974,0.21831750869750977,0.18221957981586456,0.14697696268558502,0.17212465405464172,0.2787206768989563,0.15612764656543732,0.15287823975086212,0.19879823923110962,0.16167469322681427,0.23381391167640686
howley,0.2775522470474243,0.2173720747232437,0.18301665782928467,0.11058533936738968,0.10662887990474701,0.1850435882806778,0.19112224876880646,0.12345527112483978,0.13780857622623444,0.11530353128910065,0.23596522212028503
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.20654040575027466,0.19107531011104584,0.2545463740825653,0.35032153129577637,0.17553061246871948,0.15949074923992157,0.19696694612503052,0.40561532974243164
mvp,0.15547040104866028,0.23143374919891357,0.19830666482448578,0.21474431455135345,0.43153342604637146,0.37888097763061523,0.16760475933551788,0.3814384639263153,0.5169888734817505,0.5291078090667725,0.19954749941825867
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.4178851246833801,0.2589573264122009,0.1627044975757599,1.0,0.14718765020370483,0.2243070751428604,0.1748717576265335,0.1826142966747284
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.22041858732700348,0.23553255200386047,0.19942335784435272,0.14718765020370483,1.0000001192092896,0.4848237931728363,0.5658465623855591,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.20814399421215057,0.2874554395675659,0.1651131808757782,0.2243070751428604,0.4848237931728363,1.0,0.5610740184783936,0.21118052303791046
v,0.06742344051599503,0.16128918528556824,0.18580520153045654,0.14128151535987854,0.1104600727558136,0.11319789290428162,0.1655031144618988,0.12199956178665161,0.17199891805648804,0.2172991931438446,0.28677162528038025
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.23620007932186127,0.19426411390304565,0.26819780468940735,0.3680361211299896,0.1971341073513031,0.16361013054847717,0.22190234065055847,0.42300865054130554
appeared,0.22738154232501984,0.35842156410217285,0.30265679955482483,0.22392216324806213,0.08939959108829498,0.12948496639728546,0.24007049202919006,0.23804286122322083,0.1632842868566513,0.21044665575027466,0.1384376585483551
via,0.12545354664325714,0.1762484461069107,0.23979412019252777,0.1730339080095291,0.148232102394104,0.069023996591568,0.1293322592973709,0.15354342758655548,0.11781672388315201,0.17635057866573334,0.19443516433238983
video,0.24429279565811157,0.2250826209783554,0.2506899833679199,0.16034439206123352,0.10637229681015015,0.24377210438251495,0.20452004671096802,0.23280853033065796,0.11146090924739838,0.22755904495716095,0.22771678864955902
",",0.3365725874900818,0.45456063747406006,0.4933079481124878,0.3636029064655304,0.2679881155490875,0.25826331973075867,0.4946078956127167,0.22322475910186768,0.1810409277677536,0.24720199406147003,0.31091248989105225
while,0.4068111777305603,0.3253832161426544,0.39804592728614807,0.3330796957015991,0.18154382705688477,0.17724208533763885,0.3366928696632385,0.20227555930614471,0.15627816319465637,0.19706498086452484,0.21076419949531555
peyton,0.2135157585144043,0.30385082960128784,0.2709864377975464,0.19589126110076904,0.22717739641666412,0.19480369985103607,0.19771021604537964,0.2683632969856262,0.2604644298553467,0.3286531865596771,0.17519715428352356
manning,0.33436715602874756,0.2607507109642029,0.27058160305023193,0.20313040912151337,0.309707909822464,0.3113711178302765,0.20024974644184113,0.30535250902175903,0.32417115569114685,0.3702034056186676,0.15856626629829407
(,0.2443375140428543,0.2980341613292694,0.33289089798927307,0.20654040575027466,0.19107531011104584,0.2545463740825653,0.35032153129577637,0.17553061246871948,0.15949074923992157,0.19696694612503052,0.40561532974243164
mvp,0.15547040104866028,0.23143374919891357,0.19830666482448578,0.21474431455135345,0.43153342604637146,0.37888097763061523,0.16760475933551788,0.3814384639263153,0.5169888734817505,0.5291078090667725,0.19954749941825867
of,0.2827862501144409,0.4069072902202606,0.733189046382904,0.4178851246833801,0.2589573264122009,0.1627044975757599,1.0,0.14718765020370483,0.2243070751428604,0.1748717576265335,0.1826142966747284
super,0.1819351613521576,0.21420986950397491,0.21959073841571808,0.22041858732700348,0.23553255200386047,0.19942335784435272,0.14718765020370483,1.0000001192092896,0.4848237931728363,0.5658465623855591,0.166326642036438
bowl,0.09189514070749283,0.21915455162525177,0.21576224267482758,0.20814399421215057,0.2874554395675659,0.1651131808757782,0.2243070751428604,0.4848237931728363,1.0,0.5610740184783936,0.21118052303791046
xli,0.15607629716396332,0.23609445989131927,0.2716911733150482,0.27385690808296204,0.32894954085350037,0.2574503719806671,0.1748717576265335,0.5658465623855591,0.5610740184783936,1.0,0.17183956503868103
and,0.41279885172843933,0.3740963041782379,0.5171257257461548,0.4309377074241638,0.24808922410011292,0.22685286402702332,0.5116966962814331,0.18368244171142578,0.1698254644870758,0.16661562025547028,0.20544172823429108
current,0.18425484001636505,0.20140352845191956,0.3314409554004669,0.1402759850025177,0.1682860106229782,0.17967663705348969,0.31470298767089844,0.15260912477970123,0.10544963926076889,0.16972364485263824,0.12074550241231918
broncos,0.1763724684715271,0.23574475944042206,0.25985947251319885,0.18892337381839752,0.20087787508964539,0.3298080563545227,0.19310332834720612,0.36141330003738403,0.4351775348186493,0.4290525019168854,0.18377114832401276
quarterback,0.17410103976726532,0.24103644490242004,0.23757418990135193,0.17665012180805206,0.3326582610607147,0.4891320466995239,0.19996441900730133,0.28511252999305725,0.37160974740982056,0.4352197051048279,0.13221268355846405
),0.2457384318113327,0.3267642855644226,0.3456730246543884,0.23620007932186127,0.19426411390304565,0.26819780468940735,0.3680361211299896,0.1971341073513031,0.16361013054847717,0.22190234065055847,0.42300865054130554
was,0.3318818509578705,1.0000001192092896,0.48711544275283813,0.29933857917785645,0.19555546343326569,0.1967325210571289,0.4069072902202606,0.21420986950397491,0.21915455162525177,0.23609445989131927,0.18412111699581146
shown,0.16586925089359283,0.21061603724956512,0.3387985825538635,0.17725767195224762,0.11389985680580139,0.09680113196372986,0.24332952499389648,0.09250687062740326,0.12991680204868317,0.14304545521736145,0.2433658242225647
in,0.2792111933231354,0.45514053106307983,0.6662389636039734,0.41416558623313904,0.2207430899143219,0.1851271539926529,0.5696388483047485,0.18576006591320038,0.17236235737800598,0.180316761136055,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,1.0,0.47635307908058167,0.2574840486049652,0.19900773465633392,0.733189046382904,0.21959073841571808,0.21576224267482758,0.2716911733150482,0.22068053483963013
locker,0.25872573256492615,0.16082142293453217,0.23370850086212158,0.15436962246894836,0.11005455255508423,0.23702901601791382,0.13386467099189758,0.15439563989639282,0.1468813717365265,0.18746091425418854,0.172280952334404
room,0.2733173370361328,0.18439160287380219,0.2031363844871521,0.15190571546554565,0.12687058746814728,0.1741868406534195,0.15195634961128235,0.1193331629037857,0.1825386881828308,0.07698733359575272,0.1769251674413681
preparing,0.1806691586971283,0.11593728512525558,0.2806416451931,0.2065695971250534,0.18441757559776306,0.044959668070077896,0.28603753447532654,0.10941296070814133,0.20560093224048615,0.12244252860546112,0.18170884251594543
for,0.37110671401023865,0.3863949179649353,0.4739971458911896,0.3906237483024597,0.3648983836174011,0.2470785230398178,0.4185989499092102,0.22938419878482819,0.24430087208747864,0.2693244516849518,0.264628142118454
the,0.3733934462070465,0.48711544275283813,1.0,0.47635307908058167,0.2574840486049652,0.19900773465633392,0.733189046382904,0.21959073841571808,0.21576224267482758,0.2716911733150482,0.22068053483963013
game,0.2523840069770813,0.2568269371986389,0.285271555185318,0.22068741917610168,0.2171526402235031,0.46623334288597107,0.2298848181962967,0.3480181396007538,0.2413962334394455,0.36905980110168457,0.1829071193933487
.,0.3541337847709656,0.40146201848983765,0.5934505462646484,0.35404038429260254,0.2818049490451813,0.22491109371185303,0.5352458953857422,0.2757420241832733,0.21516893804073334,0.2306467443704605,0.4130953550338745
