,in,addition,to,teaching,within,the,family,",",where,else,is,informal,teaching,done,?
teaching,0.2659059166908264,0.2254248708486557,0.2762126624584198,1.0000001192092896,0.20222702622413635,0.2182690054178238,0.20010533928871155,0.2547089457511902,0.24929308891296387,0.15464770793914795,0.16213442385196686,0.2253946214914322,1.0000001192092896,0.23640955984592438,0.20424684882164001
may,0.3424151837825775,0.21290823817253113,0.391582727432251,0.176097571849823,0.21352408826351166,0.2694292366504669,0.1512131243944168,0.5007920861244202,0.23215454816818237,0.2521023452281952,0.322792649269104,0.26382914185523987,0.176097571849823,0.23058465123176575,0.2768254578113556
be,0.3481820821762085,0.34787413477897644,0.4972836375236511,0.2096574753522873,0.29054832458496094,0.4248143136501312,0.18388713896274567,0.39254459738731384,0.3651217818260193,0.40874364972114563,0.4819129705429077,0.2722707986831665,0.2096574753522873,0.39659690856933594,0.3324260413646698
carried,0.22688958048820496,0.20032280683517456,0.21867457032203674,0.16889522969722748,0.146584615111351,0.31854987144470215,0.0737379714846611,0.2494087517261505,0.2122698873281479,0.1408448964357376,0.15077325701713562,0.16472041606903076,0.16889522969722748,0.3721015453338623,0.1305524855852127
out,0.3576207756996155,0.20068344473838806,0.42386990785598755,0.17950011789798737,0.21727070212364197,0.39404502511024475,0.11229555308818817,0.3161109685897827,0.4094439148902893,0.3127753734588623,0.2817855477333069,0.15692992508411407,0.17950011789798737,0.29111334681510925,0.22020699083805084
informally,0.23834781348705292,0.1926618218421936,0.3317447304725647,0.18080104887485504,0.2549434006214142,0.3278867304325104,0.19428817927837372,0.3138088583946228,0.290289044380188,0.2073783576488495,0.3238075077533722,0.8303393721580505,0.18080104887485504,0.2085111290216446,0.15135891735553741
",",0.5201468467712402,0.3040202856063843,0.44245919585227966,0.2547089457511902,0.2513136863708496,0.4933079481124878,0.22142739593982697,1.0000001192092896,0.3149496018886566,0.2643522322177887,0.4691906273365021,0.26789841055870056,0.2547089457511902,0.32079052925109863,0.31091248989105225
within,0.40576374530792236,0.24620594084262848,0.34980177879333496,0.20222702622413635,1.0,0.39827480912208557,0.19981174170970917,0.2513136863708496,0.3611587882041931,0.21354569494724274,0.30135563015937805,0.22354216873645782,0.20222702622413635,0.12830546498298645,0.1870293766260147
the,0.6662389636039734,0.32955414056777954,0.535392165184021,0.2182690054178238,0.39827480912208557,1.0,0.2394849956035614,0.4933079481124878,0.5003893971443176,0.19370581209659576,0.5823672413825989,0.24695700407028198,0.2182690054178238,0.26575928926467896,0.22068053483963013
family,0.2165997177362442,0.1562976986169815,0.21285007894039154,0.20010533928871155,0.19981174170970917,0.2394849956035614,0.9999998807907104,0.22142739593982697,0.20559649169445038,0.14605972170829773,0.20392227172851562,0.22129863500595093,0.20010533928871155,0.10027060657739639,0.15222905576229095
",",0.5201468467712402,0.3040202856063843,0.44245919585227966,0.2547089457511902,0.2513136863708496,0.4933079481124878,0.22142739593982697,1.0000001192092896,0.3149496018886566,0.2643522322177887,0.4691906273365021,0.26789841055870056,0.2547089457511902,0.32079052925109863,0.31091248989105225
which,0.4840516746044159,0.38366198539733887,0.5345056653022766,0.2286062091588974,0.43539655208587646,0.6521818041801453,0.2529175877571106,0.3658004403114319,0.5477990508079529,0.3094225227832794,0.4457404911518097,0.25456732511520386,0.2286062091588974,0.298350989818573,0.25814583897590637
is,0.5394441485404968,0.2727152407169342,0.42745086550712585,0.16213442385196686,0.30135563015937805,0.5823672413825989,0.20392227172851562,0.4691906273365021,0.3586711287498474,0.22724738717079163,1.0,0.23649168014526367,0.16213442385196686,0.2536029815673828,0.22961433231830597
called,0.40847352147102356,0.22481802105903625,0.2987143397331238,0.15605761110782623,0.24071745574474335,0.489897221326828,0.2005452960729599,0.26549121737480164,0.3857341706752777,0.1836884468793869,0.430266410112381,0.2275436818599701,0.15605761110782623,0.32669833302497864,0.18963319063186646
homeschooling,0.31556007266044617,0.23297740519046783,0.358682245016098,0.5936844944953918,0.2109823077917099,0.2592128813266754,0.3303404748439789,0.2874177098274231,0.3153895139694214,0.237588569521904,0.19772271811962128,0.22525566816329956,0.5936844944953918,0.23360635340213776,0.2689463794231415
",",0.5201468467712402,0.3040202856063843,0.44245919585227966,0.2547089457511902,0.2513136863708496,0.4933079481124878,0.22142739593982697,1.0000001192092896,0.3149496018886566,0.2643522322177887,0.4691906273365021,0.26789841055870056,0.2547089457511902,0.32079052925109863,0.31091248989105225
or,0.3586423695087433,0.2914023995399475,0.38921234011650085,0.15916350483894348,0.33908307552337646,0.4174870550632477,0.18829230964183807,0.3769497275352478,0.3651050925254822,0.3894272446632385,0.41870999336242676,0.30538684129714966,0.15916350483894348,0.3857673406600952,0.32389625906944275
in,1.0,0.3033084571361542,0.45010748505592346,0.2659059166908264,0.40576374530792236,0.6662389636039734,0.2165997177362442,0.5201468467712402,0.5344807505607605,0.22759012877941132,0.5394441485404968,0.2039051353931427,0.2659059166908264,0.22165289521217346,0.20430970191955566
