,what,is,commonly,believed,to,be,the,value,relationship,between,p,and,co-np
it,0.45803478360176086,0.6328473687171936,0.2820725440979004,0.30581751465797424,0.513711154460907,0.5203388929367065,0.6251175999641418,0.21908211708068848,0.23314040899276733,0.311247855424881,0.14431746304035187,0.40957894921302795,0.1343778669834137
is,0.28837618231773376,1.0,0.3994327187538147,0.25439924001693726,0.42745086550712585,0.4819129705429077,0.5823672413825989,0.22550974786281586,0.22806847095489502,0.26809602975845337,0.11757151037454605,0.3859752118587494,0.16358286142349243
believed,0.32626157999038696,0.25439924001693726,0.234037384390831,1.0,0.35322412848472595,0.32833608984947205,0.324635773897171,0.12331979721784592,0.24477297067642212,0.22242337465286255,0.07549846172332764,0.280531644821167,0.12149448692798615
that,0.6297725439071655,0.3995479643344879,0.23247161507606506,0.4644409120082855,0.5436353087425232,0.6036020517349243,0.5473989248275757,0.2545641362667084,0.33911964297294617,0.299440860748291,0.15546166896820068,0.4731321930885315,0.10738325864076614
np,0.273849755525589,0.2208731323480606,0.15360388159751892,0.12585848569869995,0.12644809484481812,0.24087633192539215,0.14565430581569672,0.2006905972957611,0.12866242229938507,0.13049590587615967,0.24241971969604492,0.1060066819190979,0.4460108280181885
is,0.28837618231773376,1.0,0.3994327187538147,0.25439924001693726,0.42745086550712585,0.4819129705429077,0.5823672413825989,0.22550974786281586,0.22806847095489502,0.26809602975845337,0.11757151037454605,0.3859752118587494,0.16358286142349243
not,0.5449194312095642,0.3776007890701294,0.24139097332954407,0.338882714509964,0.5149973034858704,0.5788898468017578,0.4310511648654938,0.24114683270454407,0.2483322024345398,0.18732105195522308,0.18450647592544556,0.39099299907684326,0.09453749656677246
equal,0.2397335022687912,0.20287640392780304,0.2092374712228775,0.21847452223300934,0.28325995802879333,0.3166142404079437,0.21154357492923737,0.3270202577114105,0.23122231662273407,0.24162505567073822,0.13015535473823547,0.26747193932533264,0.12706775963306427
to,0.455847829580307,0.42745086550712585,0.2571072280406952,0.35322412848472595,1.0,0.4972836375236511,0.535392165184021,0.23921877145767212,0.25194117426872253,0.3639189600944519,0.14269764721393585,0.48971283435821533,0.1631034016609192
co-np,0.1428653746843338,0.16358286142349243,0.15811999142169952,0.12149448692798615,0.1631034016609192,0.08758062869310379,0.21614013612270355,0.03496694192290306,0.1687474101781845,0.19718794524669647,0.16980700194835663,0.23032347857952118,1.0000001192092896
;,0.10986888408660889,0.05324986204504967,0.053477320820093155,0.07957121729850769,0.0979827418923378,0.06185305491089821,0.09152708947658539,0.028275461867451668,0.08337178826332092,0.1024872213602066,0.07094860821962357,0.08403264731168747,-0.060732003301382065
however,0.4480680823326111,0.33769986033439636,0.282772034406662,0.45400577783584595,0.5474119186401367,0.5002188086509705,0.49814513325691223,0.25594058632850647,0.31787392497062683,0.33343490958213806,0.13348624110221863,0.498121976852417,0.10930689424276352
",",0.3087472915649414,0.4691906273365021,0.27548834681510925,0.2386300414800644,0.44245919585227966,0.39254459738731384,0.4933079481124878,0.23697449266910553,0.23936419188976288,0.27714940905570984,0.291064590215683,0.6633074283599854,0.2722732126712799
it,0.45803478360176086,0.6328473687171936,0.2820725440979004,0.30581751465797424,0.513711154460907,0.5203388929367065,0.6251175999641418,0.21908211708068848,0.23314040899276733,0.311247855424881,0.14431746304035187,0.40957894921302795,0.1343778669834137
has,0.20338068902492523,0.5668748617172241,0.2016606330871582,0.19914674758911133,0.3619994819164276,0.3863394856452942,0.4177538752555847,0.1682177633047104,0.21809683740139008,0.2653839886188507,0.07216716557741165,0.43716782331466675,0.149526908993721
not,0.5449194312095642,0.3776007890701294,0.24139097332954407,0.338882714509964,0.5149973034858704,0.5788898468017578,0.4310511648654938,0.24114683270454407,0.2483322024345398,0.18732105195522308,0.18450647592544556,0.39099299907684326,0.09453749656677246
yet,0.44080492854118347,0.2502540051937103,0.15757304430007935,0.27024152874946594,0.3520398437976837,0.4573507606983185,0.32892218232154846,0.23776081204414368,0.26962703466415405,0.17968308925628662,0.1380440890789032,0.32211625576019287,0.11990740150213242
been,0.2567804455757141,0.39566612243652344,0.26759961247444153,0.30738720297813416,0.34945759177207947,0.5304332375526428,0.3563927710056305,0.1467028707265854,0.22869418561458588,0.16697090864181519,0.06419767439365387,0.3424558639526367,0.1373925358057022
proven,0.31119266152381897,0.22738951444625854,0.2292417585849762,0.3256797194480896,0.26366204023361206,0.3652443289756775,0.19108618795871735,0.16111156344413757,0.20222347974777222,0.08700770139694214,0.06036890298128128,0.21275773644447327,0.1009352058172226
.,0.3567904531955719,0.4569662809371948,0.2135825902223587,0.26106974482536316,0.4645031690597534,0.4383580684661865,0.5934505462646484,0.21357886493206024,0.22535671293735504,0.30295518040657043,0.2982616722583771,0.588965117931366,0.2546157240867615
,what,is,commonly,believed,to,be,the,value,relationship,between,p,and,co-np
it,0.45803478360176086,0.6328473687171936,0.2820725440979004,0.30581751465797424,0.513711154460907,0.5203388929367065,0.6251175999641418,0.21908211708068848,0.23314040899276733,0.311247855424881,0.14431746304035187,0.40957894921302795,0.1343778669834137
has,0.20338068902492523,0.5668748617172241,0.2016606330871582,0.19914674758911133,0.3619994819164276,0.3863394856452942,0.4177538752555847,0.1682177633047104,0.21809683740139008,0.2653839886188507,0.07216716557741165,0.43716782331466675,0.149526908993721
been,0.2567804455757141,0.39566612243652344,0.26759961247444153,0.30738720297813416,0.34945759177207947,0.5304332375526428,0.3563927710056305,0.1467028707265854,0.22869418561458588,0.16697090864181519,0.06419767439365387,0.3424558639526367,0.1373925358057022
