,where,did,luther,describe,the,resting,place,of,the,saints,?
in,0.5344807505607605,0.2593238651752472,0.20523880422115326,0.2910135090351105,0.6662389636039734,0.2578641176223755,0.38128477334976196,0.5696388483047485,0.6662389636039734,0.17272762954235077,0.20430970191955566
his,0.29880598187446594,0.3546801507472992,0.27093374729156494,0.16232885420322418,0.4394008219242096,0.2762759029865265,0.2274911254644394,0.38364991545677185,0.4394008219242096,0.20395295321941376,0.18075084686279297
smalcald,0.23225009441375732,0.22563108801841736,0.27937763929367065,0.21438808739185333,0.3784079849720001,0.2716926336288452,0.2112659364938736,0.3713586628437042,0.3784079849720001,0.21935704350471497,0.2847345769405365
articles,0.23070643842220306,0.23725460469722748,0.1518269032239914,0.22363343834877014,0.29016247391700745,0.10524656623601913,0.215375617146492,0.24931834638118744,0.29016247391700745,0.2167234718799591,0.44680753350257874
",",0.3149496018886566,0.3015086054801941,0.23255878686904907,0.18910212814807892,0.4933079481124878,0.20838740468025208,0.34068408608436584,0.4946078956127167,0.4933079481124878,0.2533475160598755,0.31091248989105225
he,0.3705328106880188,0.3292143940925598,0.2454872578382492,0.14869676530361176,0.4571082592010498,0.1701810210943222,0.24724791944026947,0.38706058263778687,0.4571082592010498,0.21245375275611877,0.2089974731206894
described,0.17175348103046417,0.23657096922397614,0.14043772220611572,0.653712809085846,0.2878154516220093,0.26835402846336365,0.1640213131904602,0.297532320022583,0.2878154516220093,0.10371081531047821,0.1374269425868988
the,0.5003893971443176,0.34736719727516174,0.1759674996137619,0.26495152711868286,1.0,0.3499439060688019,0.4179787337779999,0.733189046382904,1.0,0.22267529368400574,0.22068053483963013
saints,0.1972632259130478,0.14291644096374512,0.17173054814338684,0.1255326271057129,0.22267529368400574,0.2375926375389099,0.19638210535049438,0.2700014114379883,0.22267529368400574,1.0,0.1782425343990326
as,0.35409465432167053,0.3596470057964325,0.20242992043495178,0.32652774453163147,0.48381632566452026,0.19429604709148407,0.24125029146671295,0.3886612355709076,0.48381632566452026,0.20046180486679077,0.27043893933296204
currently,0.31739169359207153,0.13700537383556366,0.1020163968205452,0.10294956713914871,0.2945235073566437,0.03808620199561119,0.135138139128685,0.2655649185180664,0.2945235073566437,0.20860837399959564,0.1861555278301239
residing,0.2306317239999771,0.09606995433568954,0.013148309662938118,0.10344825685024261,0.32651787996292114,0.3004071116447449,0.2685481905937195,0.34239262342453003,0.32651787996292114,0.22861382365226746,0.11277370154857635
``,0.020612511783838272,-0.029888948425650597,-0.013964727520942688,0.03843066468834877,0.029072100296616554,0.022260619327425957,0.013967473059892654,0.06780257821083069,0.029072100296616554,0.08333919197320938,0.0685480609536171
in,0.5344807505607605,0.2593238651752472,0.20523880422115326,0.2910135090351105,0.6662389636039734,0.2578641176223755,0.38128477334976196,0.5696388483047485,0.6662389636039734,0.17272762954235077,0.20430970191955566
their,0.3356108069419861,0.38078752160072327,0.1988239735364914,0.2436516135931015,0.516537070274353,0.3185175955295563,0.26873868703842163,0.4329940676689148,0.516537070274353,0.19482965767383575,0.1898253709077835
graves,0.24975194036960602,0.1933411806821823,0.13028483092784882,0.2149934023618698,0.2546413242816925,0.31890755891799927,0.2685004472732544,0.26505351066589355,0.2546413242816925,0.1864624321460724,0.1868567168712616
and,0.43859338760375977,0.34479495882987976,0.20796556770801544,0.24788004159927368,0.5171257257461548,0.20693592727184296,0.2813849449157715,0.5116966962814331,0.5171257257461548,0.17669014632701874,0.20544172823429108
in,0.5344807505607605,0.2593238651752472,0.20523880422115326,0.2910135090351105,0.6662389636039734,0.2578641176223755,0.38128477334976196,0.5696388483047485,0.6662389636039734,0.17272762954235077,0.20430970191955566
heaven,0.2438819855451584,0.2245408147573471,0.2604575455188751,0.14575228095054626,0.2808520495891571,0.29163455963134766,0.2737010717391968,0.19315502047538757,0.2808520495891571,0.3299613893032074,0.261896550655365
.,0.41390106081962585,0.35288307070732117,0.24907569587230682,0.17917026579380035,0.5934505462646484,0.21740037202835083,0.2844318151473999,0.5352458953857422,0.5934505462646484,0.23146063089370728,0.4130953550338745
'',0.016034942120313644,0.01978493109345436,-0.04572787508368492,0.07821051776409149,0.041273195296525955,-0.029629534110426903,0.0002055529475910589,0.13035868108272552,0.041273195296525955,0.07848667353391647,0.018684765323996544
