,stromatoveris,is,similair,to,which,genus,?
the,0.2789496183395386,0.5823672413825989,0.33518779277801514,0.535392165184021,0.6521818041801453,0.17396312952041626,0.22068053483963013
early,0.26890596747398376,0.18880519270896912,0.2666711211204529,0.24557004868984222,0.29240089654922485,0.17217932641506195,0.15272949635982513
cambrian,0.37478622794151306,0.17540742456912994,0.2838308811187744,0.14481212198734283,0.2521584630012512,0.31884846091270447,0.10118120908737183
sessile,0.4068029820919037,0.17504701018333435,0.24456167221069336,0.21864396333694458,0.3339979946613312,0.3543766140937805,0.15263627469539642
frond-like,0.47460222244262695,0.29913488030433655,0.4712497889995575,0.2691524624824524,0.367762953042984,0.4023478925228119,0.2274358570575714
fossil,0.4544520974159241,0.1777227222919464,0.22616274654865265,0.20474779605865479,0.2698579430580139,0.4269048273563385,0.15712964534759521
stromatoveris,1.0,0.27549076080322266,0.35553452372550964,0.2198227494955063,0.3720264732837677,0.47088712453842163,0.18349947035312653
",",0.35618412494659424,0.4691906273365021,0.32220426201820374,0.44245919585227966,0.3658004403114319,0.1849420666694641,0.31091248989105225
from,0.21765285730361938,0.27355384826660156,0.23935768008232117,0.4069952368736267,0.38755592703819275,0.16432522237300873,0.19969791173934937
china,0.22000589966773987,0.1968986988067627,0.24583779275417328,0.1938052773475647,0.2780199646949768,0.18908128142356873,0.18007943034172058
's,0.03671261668205261,0.02396530658006668,0.11313831061124802,0.03782717138528824,0.03856118768453598,0.07413820922374725,-0.023395681753754616
chengjiang,0.27528753876686096,0.24566873908042908,0.2992645800113678,0.17582347989082336,0.22639970481395721,0.1753963977098465,0.2237432599067688
lagerstätte,0.4746413230895996,0.3068079650402069,0.36036452651023865,0.17267408967018127,0.36526110768318176,0.36909282207489014,0.22385409474372864
and,0.28286194801330566,0.3859752118587494,0.3035227656364441,0.48971283435821533,0.506277859210968,0.1453694999217987,0.20544172823429108
dated,0.25819340348243713,0.13580690324306488,0.15004850924015045,0.20172762870788574,0.215279221534729,0.17978490889072418,0.215650275349617
to,0.2198227494955063,0.42745086550712585,0.28064295649528503,1.0,0.5345056653022766,0.13711737096309662,0.29463258385658264
about,0.26911452412605286,0.3532065451145172,0.21227829158306122,0.391953706741333,0.4059852957725525,0.19087070226669312,0.302409827709198
515,0.22286063432693481,0.275781512260437,0.17981046438217163,0.2519227862358093,0.3480222523212433,0.21288222074508667,0.06722166389226913
million,0.24226635694503784,0.19962359964847565,0.271543025970459,0.22033339738845825,0.30525195598602295,0.19324664771556854,0.23092924058437347
years,0.26125556230545044,0.19551363587379456,0.19689825177192688,0.23891852796077728,0.23232990503311157,0.2155088633298874,0.1914375126361847
ago,0.2977945804595947,0.2164890468120575,0.3069673478603363,0.2610180675983429,0.2886715829372406,0.3255026936531067,0.2202194780111313
",",0.35618412494659424,0.4691906273365021,0.32220426201820374,0.44245919585227966,0.3658004403114319,0.1849420666694641,0.31091248989105225
is,0.27549076080322266,1.0,0.29953861236572266,0.42745086550712585,0.4457404911518097,0.1947535127401352,0.22961433231830597
very,0.30068719387054443,0.3671363294124603,0.2760178744792938,0.3902553617954254,0.46625974774360657,0.2052851915359497,0.20864155888557434
similar,0.29899901151657104,0.28929588198661804,0.636651337146759,0.2888135313987732,0.4783022403717041,0.2112659513950348,0.23309361934661865
to,0.2198227494955063,0.42745086550712585,0.28064295649528503,1.0,0.5345056653022766,0.13711737096309662,0.29463258385658264
vendobionta,0.5313254594802856,0.2432270646095276,0.4000590443611145,0.22916287183761597,0.3090050518512726,0.3334033787250519,0.2536412179470062
of,0.315493643283844,0.4854315221309662,0.2930035889148712,0.41548454761505127,0.5011631846427917,0.1679552048444748,0.1826142966747284
the,0.2789496183395386,0.5823672413825989,0.33518779277801514,0.535392165184021,0.6521818041801453,0.17396312952041626,0.22068053483963013
preceding,0.16168583929538727,0.17083698511123657,0.1804598718881607,0.17438024282455444,0.24573276937007904,0.12747745215892792,0.18089358508586884
ediacaran,0.49664077162742615,0.2730775773525238,0.23972105979919434,0.2183510959148407,0.3638371229171753,0.4822399914264679,0.2199965864419937
period,0.2544631063938141,0.1838376820087433,0.18849359452724457,0.24346192181110382,0.31679004430770874,0.2168983668088913,0.18706195056438446
.,0.33762025833129883,0.4569662809371948,0.3448236286640167,0.4645031690597534,0.45942068099975586,0.18282905220985413,0.4130953550338745
,stromatoveris,is,similair,to,which,genus,?
they,0.34217366576194763,0.330102801322937,0.3147923946380615,0.5452046394348145,0.5165667533874512,0.19238696992397308,0.2753053903579712
suggested,0.3126443326473236,0.20141924917697906,0.3289259374141693,0.32327648997306824,0.26930686831474304,0.22077016532421112,0.2549840807914734
that,0.3304561376571655,0.3995479643344879,0.325618714094162,0.5436353087425232,0.6894589066505432,0.19660550355911255,0.32716336846351624
stromatoveris,1.0,0.27549076080322266,0.35553452372550964,0.2198227494955063,0.3720264732837677,0.47088712453842163,0.18349947035312653
was,0.27342885732650757,0.5810302495956421,0.2665790319442749,0.3636345863342285,0.2830964922904968,0.1270754039287567,0.18412111699581146
an,0.2601635456085205,0.4654068350791931,0.1787625551223755,0.3138085603713989,0.3611921966075897,0.09244801849126816,0.19793890416622162
evolutionary,0.3964326083660126,0.20621788501739502,0.30134016275405884,0.22525466978549957,0.30746161937713623,0.333387166261673,0.22123169898986816
``,0.05242495983839035,0.058766357600688934,0.03790504112839699,0.06720756739377975,0.05178012326359749,0.09767097979784012,0.0685480609536171
aunt,0.23041357100009918,0.11903408914804459,0.21852214634418488,0.23476603627204895,0.12705357372760773,0.1445336490869522,0.23740965127944946
'',0.05663340166211128,0.0793738141655922,0.06463351100683212,-0.009905828163027763,-0.03332270681858063,-0.002988808788359165,0.018684765323996544
of,0.315493643283844,0.4854315221309662,0.2930035889148712,0.41548454761505127,0.5011631846427917,0.1679552048444748,0.1826142966747284
ctenophores,0.5736593008041382,0.22332732379436493,0.3391156494617462,0.2038351595401764,0.37328192591667175,0.5249719023704529,0.2054179310798645
",",0.35618412494659424,0.4691906273365021,0.32220426201820374,0.44245919585227966,0.3658004403114319,0.1849420666694641,0.31091248989105225
and,0.28286194801330566,0.3859752118587494,0.3035227656364441,0.48971283435821533,0.506277859210968,0.1453694999217987,0.20544172823429108
that,0.3304561376571655,0.3995479643344879,0.325618714094162,0.5436353087425232,0.6894589066505432,0.19660550355911255,0.32716336846351624
ctenophores,0.5736593008041382,0.22332732379436493,0.3391156494617462,0.2038351595401764,0.37328192591667175,0.5249719023704529,0.2054179310798645
originated,0.22882121801376343,0.27118435502052307,0.38716983795166016,0.2391701340675354,0.3230568468570709,0.2512822151184082,0.11205674707889557
from,0.21765285730361938,0.27355384826660156,0.23935768008232117,0.4069952368736267,0.38755592703819275,0.16432522237300873,0.19969791173934937
sessile,0.4068029820919037,0.17504701018333435,0.24456167221069336,0.21864396333694458,0.3339979946613312,0.3543766140937805,0.15263627469539642
animals,0.32054829597473145,0.2262406051158905,0.24720263481140137,0.28293174505233765,0.34123191237449646,0.32930898666381836,0.16430135071277618
whose,0.23961474001407623,0.26491984724998474,0.274837464094162,0.320825457572937,0.37205496430397034,0.1525108814239502,0.16990536451339722
descendants,0.2095835655927658,0.18299053609371185,0.29788464307785034,0.21002314984798431,0.1771552413702011,0.32395440340042114,0.10391592979431152
became,0.1747187376022339,0.34253424406051636,0.1593712419271469,0.20401327311992645,0.17613163590431213,0.07948154956102371,0.11374033987522125
swimmers,0.15817810595035553,0.2285085916519165,0.18492650985717773,0.20311926305294037,0.18027082085609436,0.16093669831752777,0.15297546982765198
and,0.28286194801330566,0.3859752118587494,0.3035227656364441,0.48971283435821533,0.506277859210968,0.1453694999217987,0.20544172823429108
changed,0.17936067283153534,0.22939924895763397,0.2680262327194214,0.2968057096004486,0.3260992467403412,0.07040814310312271,0.21123318374156952
the,0.2789496183395386,0.5823672413825989,0.33518779277801514,0.535392165184021,0.6521818041801453,0.17396312952041626,0.22068053483963013
cilia,0.5033408403396606,0.18093560636043549,0.28674766421318054,0.23659655451774597,0.3491310775279999,0.431546151638031,0.15204964578151703
from,0.21765285730361938,0.27355384826660156,0.23935768008232117,0.4069952368736267,0.38755592703819275,0.16432522237300873,0.19969791173934937
a,0.2727328836917877,0.658733606338501,0.3676474392414093,0.45503583550453186,0.56894451379776,0.17700347304344177,0.23916715383529663
feeding,0.34995129704475403,0.21016475558280945,0.27547091245651245,0.23164182901382446,0.3267323076725006,0.3472438454627991,0.1769361048936844
mechanism,0.3690185546875,0.21533295512199402,0.20122922956943512,0.24238377809524536,0.37143468856811523,0.16640286147594452,0.1732848435640335
to,0.2198227494955063,0.42745086550712585,0.28064295649528503,1.0,0.5345056653022766,0.13711737096309662,0.29463258385658264
a,0.2727328836917877,0.658733606338501,0.3676474392414093,0.45503583550453186,0.56894451379776,0.17700347304344177,0.23916715383529663
propulsion,0.34145262837409973,0.20891635119915009,0.2400243729352951,0.27898555994033813,0.3308754563331604,0.20337402820587158,0.14722804725170135
system,0.265413761138916,0.2282046526670456,0.21494287252426147,0.26662686467170715,0.37390631437301636,0.12358418852090836,0.15556083619594574
.,0.33762025833129883,0.4569662809371948,0.3448236286640167,0.4645031690597534,0.45942068099975586,0.18282905220985413,0.4130953550338745
