,what,did,mueller,have,experience,with,prior,to,joining,the,space,program,?
based,0.274813175201416,0.15722841024398804,0.17657338082790375,0.28722938895225525,0.2701758146286011,0.2607889473438263,0.19985991716384888,0.19629007577896118,0.15602868795394897,0.29860720038414,0.14241215586662292,0.1757683902978897,0.134929820895195
on,0.34226128458976746,0.2670976221561432,0.20331783592700958,0.36494916677474976,0.26401418447494507,0.40749499201774597,0.3162264823913574,0.41031414270401,0.29309558868408203,0.5107308030128479,0.15890881419181824,0.23327119648456573,0.2714994251728058
his,0.26976513862609863,0.3546801507472992,0.28225281834602356,0.25689181685447693,0.2960197329521179,0.33836179971694946,0.23540276288986206,0.3715193271636963,0.1973414570093155,0.4394008219242096,0.14531013369560242,0.13115361332893372,0.18075084686279297
industry,0.1966298520565033,0.16876111924648285,0.09537315368652344,0.16034089028835297,0.14161066710948944,0.1887952834367752,0.1763509064912796,0.24876736104488373,0.1781453639268875,0.26942890882492065,0.11047269403934479,0.18865057826042175,0.11813290417194366
experience,0.3894727826118469,0.2411177009344101,0.12061355262994766,0.3715166747570038,1.0000001192092896,0.2553955614566803,0.34262704849243164,0.25535836815834045,0.20373022556304932,0.21682339906692505,0.2572147846221924,0.23168188333511353,0.25203612446784973
on,0.34226128458976746,0.2670976221561432,0.20331783592700958,0.36494916677474976,0.26401418447494507,0.40749499201774597,0.3162264823913574,0.41031414270401,0.29309558868408203,0.5107308030128479,0.15890881419181824,0.23327119648456573,0.2714994251728058
air,0.10361403971910477,0.12297173589468002,0.13454017043113708,0.1917743682861328,0.16798841953277588,0.2050205022096634,0.14424820244312286,0.24103909730911255,0.16800619661808014,0.2877824306488037,0.25430208444595337,0.17275571823120117,0.1491677612066269
force,0.16915984451770782,0.1680130809545517,0.10867122560739517,0.17953111231327057,0.1972396969795227,0.15703244507312775,0.18008464574813843,0.24496492743492126,0.19650085270404816,0.2800885736942291,0.1929956078529358,0.1292528659105301,0.1650998443365097
missile,0.18716071546077728,0.09514358639717102,0.17018204927444458,0.16898445785045624,0.0703507512807846,0.16930748522281647,0.13705193996429443,0.20164655148983002,0.0817088633775711,0.22224080562591553,0.27224522829055786,0.192132368683815,0.20229725539684296
projects,0.28646913170814514,0.21255384385585785,0.13647149503231049,0.33960428833961487,0.35303646326065063,0.24232852458953857,0.19903594255447388,0.3065624237060547,0.2637922465801239,0.23802334070205688,0.28304848074913025,0.3504629135131836,0.3193145990371704
",",0.3087472915649414,0.3015086054801941,0.3152562379837036,0.3541618287563324,0.22459560632705688,0.4120737314224243,0.27105793356895447,0.44245919585227966,0.25060388445854187,0.4933079481124878,0.2285580337047577,0.17760658264160156,0.31091248989105225
mueller,0.1313520073890686,0.1419845074415207,1.0,0.13848909735679626,0.12061355262994766,0.2031189501285553,0.08551227301359177,0.08670014888048172,0.14461828768253326,0.2319459170103073,0.13078631460666656,0.17193442583084106,0.1575169712305069
realized,0.3459920883178711,0.45471322536468506,0.184273824095726,0.3163864314556122,0.29774725437164307,0.2487495243549347,0.17395716905593872,0.2838866412639618,0.20874010026454926,0.27818870544433594,0.13867036998271942,0.16515684127807617,0.15594157576560974
some,0.4491020441055298,0.42553430795669556,0.13700339198112488,0.6421269774436951,0.3438674807548523,0.3924338221549988,0.1541759967803955,0.4636894166469574,0.22933265566825867,0.4566698372364044,0.157902792096138,0.2215653359889984,0.2562315762042999
skilled,0.23161742091178894,0.30580031871795654,0.1720658838748932,0.25195762515068054,0.4662182331085205,0.2525118887424469,0.1385209560394287,0.22250553965568542,0.1560215950012207,0.15767402946949005,0.13924545049667358,0.21559616923332214,0.1555546671152115
managers,0.20850390195846558,0.1977260410785675,0.1673269122838974,0.228739932179451,0.2623869776725769,0.18196187913417816,0.20466847717761993,0.24998657405376434,0.13277050852775574,0.24112285673618317,0.1029568538069725,0.25078636407852173,0.16984312236309052
could,0.4188697934150696,0.6308382749557495,0.11314952373504639,0.4896247088909149,0.25802332162857056,0.32055896520614624,0.23487494885921478,0.5461788773536682,0.22790366411209106,0.35393214225769043,0.20742769539356232,0.24272935092449188,0.3411986827850342
be,0.3929833769798279,0.22657383978366852,0.1597851663827896,0.5760743618011475,0.2967037260532379,0.36101722717285156,0.2519492208957672,0.4972836375236511,0.16640117764472961,0.4248143136501312,0.21281394362449646,0.23601801693439484,0.3324260413646698
found,0.1796332150697708,0.15878844261169434,0.09882061183452606,0.32803434133529663,0.1363292634487152,0.2364431470632553,0.07673319429159164,0.25225648283958435,0.06596972048282623,0.3452354073524475,0.1233455091714859,0.07308479398488998,0.16790300607681274
among,0.21154822409152985,0.2415449470281601,0.17983318865299225,0.3610895574092865,0.15896348655223846,0.2968312203884125,0.10929650813341141,0.26594701409339905,0.1624547243118286,0.3507058024406433,0.1150098517537117,0.10863739997148514,0.14343059062957764
high-ranking,0.3271816670894623,0.27524662017822266,0.22986969351768494,0.3470732271671295,0.27634674310684204,0.3097332715988159,0.31910955905914307,0.3263349235057831,0.19541166722774506,0.39819037914276123,0.15719741582870483,0.21354149281978607,0.3423651158809662
officers,0.20936226844787598,0.2679651379585266,0.172170028090477,0.25075381994247437,0.200151726603508,0.22280530631542206,0.22009798884391785,0.3041703402996063,0.19944655895233154,0.2831277847290039,0.07381095737218857,0.15547116100788116,0.14072641730308533
