,what,planet,is,doctor,who,from,?
doctor,0.20870667695999146,0.27168989181518555,0.19875872135162354,0.9999999403953552,0.3504868149757385,0.15658842027187347,0.1462511420249939
who,0.40942975878715515,0.21450060606002808,0.24293622374534607,0.3504868149757385,0.9999998807907104,0.27839982509613037,0.26220351457595825
follows,0.28637656569480896,0.24164682626724243,0.3465309739112854,0.14944827556610107,0.1534975916147232,0.21731188893318176,0.16897420585155487
the,0.42745697498321533,0.2470240592956543,0.5823672413825989,0.2820442318916321,0.3733934462070465,0.40150508284568787,0.22068053483963013
adventures,0.18775875866413116,0.30672603845596313,0.12602633237838745,0.283301442861557,0.2170078009366989,0.1253635436296463,0.15214234590530396
of,0.33290785551071167,0.19911958277225494,0.4854315221309662,0.16895952820777893,0.2827862501144409,0.4249346852302551,0.1826142966747284
the,0.42745697498321533,0.2470240592956543,0.5823672413825989,0.2820442318916321,0.3733934462070465,0.40150508284568787,0.22068053483963013
primary,0.2113915979862213,0.13990488648414612,0.23824772238731384,0.1228446364402771,0.15416203439235687,0.22633430361747742,0.16286636888980865
character,0.22097444534301758,0.3148864805698395,0.2699129581451416,0.3171660602092743,0.31209835410118103,0.1327933967113495,0.18056271970272064
",",0.3087472915649414,0.19326971471309662,0.4691906273365021,0.20407600700855255,0.3365725874900818,0.39760664105415344,0.31091248989105225
a,0.3320399522781372,0.2580089867115021,0.658733606338501,0.22883038222789764,0.36608949303627014,0.322764128446579,0.23916715383529663
rogue,0.23840279877185822,0.28174349665641785,0.1677258163690567,0.21265453100204468,0.27372437715530396,0.1287495493888855,0.1467922180891037
time,0.36319252848625183,0.24481181800365448,0.25187405943870544,0.22827142477035522,0.36634087562561035,0.2964353561401367,0.27391523122787476
lord,0.15077504515647888,0.2053258866071701,0.14423592388629913,0.18648956716060638,0.25294241309165955,0.13435690104961395,0.09544310718774796
from,0.2737620174884796,0.1908731460571289,0.27355384826660156,0.15658842027187347,0.27839982509613037,1.0,0.19969791173934937
the,0.42745697498321533,0.2470240592956543,0.5823672413825989,0.2820442318916321,0.3733934462070465,0.40150508284568787,0.22068053483963013
planet,0.2183026820421219,1.0,0.2221219539642334,0.27168989181518555,0.21450060606002808,0.1908731460571289,0.16979767382144928
gallifrey,0.30874642729759216,0.5003101825714111,0.2177163064479828,0.4326465129852295,0.4102739095687866,0.27621182799339294,0.1618226021528244
",",0.3087472915649414,0.19326971471309662,0.4691906273365021,0.20407600700855255,0.3365725874900818,0.39760664105415344,0.31091248989105225
who,0.40942975878715515,0.21450060606002808,0.24293622374534607,0.3504868149757385,0.9999998807907104,0.27839982509613037,0.26220351457595825
simply,0.4566527307033539,0.14307011663913727,0.39395248889923096,0.14458602666854858,0.2672058939933777,0.21517765522003174,0.2984147369861603
goes,0.3063499331474304,0.20917698740959167,0.3994747996330261,0.20573540031909943,0.16282731294631958,0.2560158967971802,0.16808578372001648
by,0.2455483376979828,0.19697460532188416,0.3899846076965332,0.13681447505950928,0.39727845788002014,0.3373257517814636,0.17966607213020325
the,0.42745697498321533,0.2470240592956543,0.5823672413825989,0.2820442318916321,0.3733934462070465,0.40150508284568787,0.22068053483963013
name,0.18623162806034088,0.13968248665332794,0.3359788954257965,0.19494794309139252,0.2027527540922165,0.2635002136230469,0.15381577610969543
``,0.008517155423760414,-0.05784473568201065,0.058766357600688934,0.03718610852956772,0.02397952415049076,0.02677825279533863,0.0685480609536171
the,0.42745697498321533,0.2470240592956543,0.5823672413825989,0.2820442318916321,0.3733934462070465,0.40150508284568787,0.22068053483963013
doctor,0.20870667695999146,0.27168989181518555,0.19875872135162354,0.9999999403953552,0.3504868149757385,0.15658842027187347,0.1462511420249939
'',0.08143015950918198,0.0014417761703953147,0.0793738141655922,0.06782495975494385,0.024401003494858742,-0.011389154009521008,0.018684765323996544
.,0.3567904531955719,0.24422165751457214,0.4569662809371948,0.22361043095588684,0.3541337847709656,0.41536515951156616,0.4130953550338745
