,why,did,british,operation,fail,in,1755,",",56,",",57,?
british,0.11614637076854706,0.2039594054222107,1.0,0.19235730171203613,0.1955370008945465,0.23084034025669098,0.09661883115768433,0.25734075903892517,0.01038907840847969,0.25734075903892517,0.046359237283468246,0.09711728990077972
operations,0.1088637188076973,0.1597038060426712,0.20968206226825714,0.8845241069793701,0.1902182549238205,0.2654678225517273,0.15681180357933044,0.28440970182418823,-0.07400745898485184,0.28440970182418823,-0.09152454137802124,0.13622350990772247
in,0.23227278888225555,0.2593238651752472,0.23084034025669098,0.26394933462142944,0.1670188158750534,1.0,0.15906907618045807,0.5201468467712402,0.0687999501824379,0.5201468467712402,-0.06867751479148865,0.20430970191955566
1755,0.077427439391613,0.11053946614265442,0.09661883115768433,0.08691880106925964,0.058357443660497665,0.15906907618045807,1.0000001192092896,0.1919330358505249,-0.016714006662368774,0.1919330358505249,-0.05428372323513031,0.1890246421098709
",",0.2827242314815521,0.3015086054801941,0.25734075903892517,0.24555085599422455,0.32029256224632263,0.5201468467712402,0.1919330358505249,1.0000001192092896,0.08333944529294968,1.0000001192092896,-0.06417731940746307,0.31091248989105225
1756,0.09892512112855911,0.07885817438364029,0.041169241070747375,0.10588103532791138,0.05278190225362778,0.13103048503398895,0.9364225268363953,0.1573939174413681,-0.04752609133720398,0.1573939174413681,-0.027920784428715706,0.1882779449224472
and,0.27806392312049866,0.34479495882987976,0.325880765914917,0.23037932813167572,0.27626097202301025,0.4954058527946472,0.11916331946849823,0.6633074283599854,-0.011336364783346653,0.6633074283599854,0.0007465399685315788,0.20544172823429108
1757,0.08689398318529129,0.06689531356096268,0.05144234374165535,0.014975880272686481,0.025410354137420654,-0.0014661961467936635,0.6266971230506897,0.14458853006362915,-0.03696794807910919,0.14458853006362915,0.030767973512411118,0.10058208554983139
in,0.23227278888225555,0.2593238651752472,0.23084034025669098,0.26394933462142944,0.1670188158750534,1.0,0.15906907618045807,0.5201468467712402,0.0687999501824379,0.5201468467712402,-0.06867751479148865,0.20430970191955566
the,0.30742117762565613,0.34736719727516174,0.28973397612571716,0.2985492944717407,0.27147823572158813,0.6662389636039734,0.15697994828224182,0.4933079481124878,-0.052201516926288605,0.4933079481124878,-0.08058522641658783,0.22068053483963013
frontier,0.17167986929416656,0.20067201554775238,0.2288258820772171,0.20107759535312653,0.19513137638568878,0.2864285707473755,0.17582157254219055,0.25599563121795654,-0.06568087637424469,0.25599563121795654,-0.0107847535982728,0.13416144251823425
areas,0.2656618356704712,0.19908885657787323,0.1250888854265213,0.18781210482120514,0.1497335284948349,0.33029478788375854,0.1412048637866974,0.2789289653301239,-0.15670639276504517,0.2789289653301239,0.02087729424238205,0.1273590475320816
of,0.28464117646217346,0.2513895630836487,0.23701532185077667,0.259731262922287,0.16776414215564728,0.5696388483047485,0.1817053258419037,0.4946078956127167,-0.012943532317876816,0.4946078956127167,-0.12711861729621887,0.1826142966747284
pennsylvania,0.11142431944608688,0.16386812925338745,0.22916100919246674,0.14761175215244293,0.11301181465387344,0.2541545331478119,0.14088696241378784,0.21959826350212097,0.05671532824635506,0.21959826350212097,-0.057099923491477966,0.14032292366027832
and,0.27806392312049866,0.34479495882987976,0.325880765914917,0.23037932813167572,0.27626097202301025,0.4954058527946472,0.11916331946849823,0.6633074283599854,-0.011336364783346653,0.6633074283599854,0.0007465399685315788,0.20544172823429108
new,0.15616938471794128,0.227974995970726,0.19849099218845367,0.15864011645317078,0.13646869361400604,0.3758552670478821,0.05638979747891426,0.36073189973831177,-0.007462462410330772,0.36073189973831177,-0.057984303683042526,0.14782847464084625
york,0.15536683797836304,0.16606222093105316,0.21250510215759277,0.1451747864484787,0.08439888060092926,0.2961827218532562,0.10583323240280151,0.2926291227340698,0.05795460194349289,0.2926291227340698,-0.08999716490507126,0.15262620151042938
all,0.3601224720478058,0.33943864703178406,0.13322892785072327,0.22087901830673218,0.3510842025279999,0.3335905969142914,0.1324012726545334,0.425624817609787,-0.10922142118215561,0.425624817609787,-0.07523714005947113,0.29575422406196594
failed,0.2426157295703888,0.5037672519683838,0.20140913128852844,0.23851685225963593,0.6641272902488708,0.21989236772060394,0.14900967478752136,0.28599733114242554,0.10188432037830353,0.28599733114242554,-0.03719084709882736,0.16487033665180206
",",0.2827242314815521,0.3015086054801941,0.25734075903892517,0.24555085599422455,0.32029256224632263,0.5201468467712402,0.1919330358505249,1.0000001192092896,0.08333944529294968,1.0000001192092896,-0.06417731940746307,0.31091248989105225
due,0.24495384097099304,0.15152592957019806,0.1029241755604744,0.15538127720355988,0.28202497959136963,0.2516716718673706,0.08295091986656189,0.3106630742549896,0.04949920251965523,0.3106630742549896,-0.02901162952184677,0.10954997688531876
to,0.4100138247013092,0.4452643394470215,0.22690963745117188,0.2483084350824356,0.39796504378318787,0.45010748505592346,0.07433923333883286,0.44245919585227966,0.0010534265311434865,0.44245919585227966,0.003101857379078865,0.29463258385658264
a,0.2667238116264343,0.2552328109741211,0.1984395682811737,0.22423553466796875,0.21012653410434723,0.539380669593811,0.04783875122666359,0.427140474319458,0.09002479910850525,0.427140474319458,-0.09342744201421738,0.23916715383529663
combination,0.15906067192554474,0.15067073702812195,0.16977648437023163,0.2792724370956421,0.18896986544132233,0.2628061771392822,0.09909538179636002,0.3038865029811859,-0.1075412705540657,0.3038865029811859,-0.025130651891231537,0.1620941311120987
of,0.28464117646217346,0.2513895630836487,0.23701532185077667,0.259731262922287,0.16776414215564728,0.5696388483047485,0.1817053258419037,0.4946078956127167,-0.012943532317876816,0.4946078956127167,-0.12711861729621887,0.1826142966747284
poor,0.21022289991378784,0.27971774339675903,0.1464533507823944,0.141103595495224,0.31766536831855774,0.23408232629299164,0.08482450991868973,0.24018602073192596,-0.069722019135952,0.24018602073192596,0.025732258334755898,0.12937016785144806
management,0.06415119022130966,0.116518035531044,0.16144604980945587,0.3036443591117859,0.15047889947891235,0.2783967852592468,0.1550201177597046,0.24724458158016205,-0.02722366712987423,0.24724458158016205,-0.00620010681450367,0.15866325795650482
",",0.2827242314815521,0.3015086054801941,0.25734075903892517,0.24555085599422455,0.32029256224632263,0.5201468467712402,0.1919330358505249,1.0000001192092896,0.08333944529294968,1.0000001192092896,-0.06417731940746307,0.31091248989105225
internal,0.17561805248260498,0.13179753720760345,0.09850674122571945,0.20074406266212463,0.2413283735513687,0.20769467949867249,0.08186586201190948,0.17594550549983978,-0.008211851119995117,0.17594550549983978,0.04101753979921341,0.1665428727865219
divisions,0.17913776636123657,0.18186211585998535,0.17032773792743683,0.2708818018436432,0.12152812629938126,0.2698534429073334,0.287785142660141,0.27065619826316833,-0.1123904436826706,0.27065619826316833,-0.02018224075436592,0.14903524518013
",",0.2827242314815521,0.3015086054801941,0.25734075903892517,0.24555085599422455,0.32029256224632263,0.5201468467712402,0.1919330358505249,1.0000001192092896,0.08333944529294968,1.0000001192092896,-0.06417731940746307,0.31091248989105225
and,0.27806392312049866,0.34479495882987976,0.325880765914917,0.23037932813167572,0.27626097202301025,0.4954058527946472,0.11916331946849823,0.6633074283599854,-0.011336364783346653,0.6633074283599854,0.0007465399685315788,0.20544172823429108
effective,0.22076848149299622,0.2096690982580185,0.169117733836174,0.2591913342475891,0.22790347039699554,0.2294299155473709,0.10072527080774307,0.2531147599220276,0.03387382999062538,0.2531147599220276,0.010231135413050652,0.21825028955936432
