,what,year,did,bskyb,acquire,sky,italia,?
following,0.2506418824195862,0.2646180987358093,0.28040066361427307,0.15646526217460632,0.10785667598247528,0.15931464731693268,0.18435360491275787,0.1555173695087433
bskyb,0.17457032203674316,0.22740191221237183,0.15346096456050873,1.0000001192092896,0.14677444100379944,0.2902737259864807,0.28744691610336304,0.2979319989681244
's,0.02692362666130066,-0.04087831452488899,0.05069678649306297,0.046084970235824585,-0.037388402968645096,0.054967135190963745,0.07485412061214447,-0.023395681753754616
2014,0.041483160108327866,0.07599447667598724,-0.002547524170950055,0.1784491389989853,-0.0019632575567811728,0.08389219641685486,-0.02068556286394596,0.058127544820308685
acquisition,0.21367503702640533,0.1434447318315506,0.15165235102176666,0.21808746457099915,0.646174430847168,0.1682165563106537,0.17623759806156158,0.11946909129619598
of,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.16413870453834534,0.19236667454242706,0.16284865140914917,0.1795787811279297,0.1826142966747284
sky,0.16493305563926697,0.16201715171337128,0.19922639429569244,0.2902737259864807,0.15393953025341034,1.0,0.21632984280586243,0.11270341277122498
italia,0.11225985735654831,0.17133484780788422,0.15044830739498138,0.28744691610336304,0.1591341346502304,0.21632984280586243,1.0000001192092896,0.12158890813589096
and,0.31309178471565247,0.2506658732891083,0.34479495882987976,0.2175528109073639,0.23553775250911713,0.2200697511434555,0.17730607092380524,0.20544172823429108
a,0.3320399522781372,0.29350247979164124,0.2552328109741211,0.21951700747013092,0.17597171664237976,0.20541532337665558,0.1832268387079239,0.23916715383529663
majority,0.25967487692832947,0.16031843423843384,0.19529776275157928,0.1775798201560974,0.1410898119211197,0.14677923917770386,0.17658556997776031,0.220119908452034
90.04,-0.11964607238769531,0.04618550464510918,0.02477722056210041,0.25057855248451233,-0.0708136186003685,-0.11670341342687607,0.10002751648426056,-0.011727114208042622
%,0.20738190412521362,0.12068747729063034,0.1450016051530838,0.2214018702507019,0.0743294209241867,0.1321483552455902,0.18363893032073975,0.21441808342933655
interest,0.23849236965179443,0.2014019638299942,0.21788068115711212,0.16728661954402924,0.2723703980445862,0.1112394779920578,0.11409834027290344,0.2411724328994751
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.22606848180294037,0.16787947714328766,0.20324937999248505,0.23292529582977295,0.20430970191955566
sky,0.16493305563926697,0.16201715171337128,0.19922639429569244,0.2902737259864807,0.15393953025341034,1.0,0.21632984280586243,0.11270341277122498
deutschland,0.22981132566928864,0.1382182091474533,0.16243785619735718,0.35234612226486206,0.08494558185338974,0.21067792177200317,0.32668831944465637,0.20413200557231903
in,0.30808621644973755,0.3359307050704956,0.2593238651752472,0.22606848180294037,0.16787947714328766,0.20324937999248505,0.23292529582977295,0.20430970191955566
november,0.23963461816310883,0.2922213673591614,0.27178457379341125,0.24856705963611603,0.08242008090019226,0.09501748532056808,0.15363679826259613,0.3159552216529846
2014,0.041483160108327866,0.07599447667598724,-0.002547524170950055,0.1784491389989853,-0.0019632575567811728,0.08389219641685486,-0.02068556286394596,0.058127544820308685
",",0.3087472915649414,0.28560417890548706,0.3015086054801941,0.2852807641029358,0.19705404341220856,0.22621183097362518,0.22115252912044525,0.31091248989105225
its,0.30393704771995544,0.15338382124900818,0.19922670722007751,0.16232934594154358,0.24440300464630127,0.1865311861038208,0.14581361413002014,0.15103481709957123
holding,0.2065298706293106,0.12966470420360565,0.1890382617712021,0.11074066907167435,0.28694963455200195,0.27580270171165466,0.12788617610931396,0.17956523597240448
company,0.2333769053220749,0.1253320872783661,0.16800642013549805,0.18916723132133484,0.3454020023345947,0.16273526847362518,0.1800917536020279,0.12195809185504913
british,0.19255435466766357,0.16501371562480927,0.2039594054222107,0.13690340518951416,0.1406789869070053,0.07946794480085373,0.14985303580760956,0.09711728990077972
sky,0.16493305563926697,0.16201715171337128,0.19922639429569244,0.2902737259864807,0.15393953025341034,1.0,0.21632984280586243,0.11270341277122498
broadcasting,0.18499015271663666,0.19386760890483856,0.12097854167222977,0.24383984506130219,0.21984879672527313,0.2602665424346924,0.1794849932193756,0.10870421677827835
group,0.2114069163799286,0.20680148899555206,0.13719572126865387,0.1730416864156723,0.15418846905231476,0.16591915488243103,0.18021246790885925,0.13827809691429138
plc,0.11416639387607574,0.12738458812236786,0.047374505549669266,0.22979964315891266,0.3141975998878479,0.19576804339885712,0.1845589578151703,0.15035967528820038
changed,0.2667781710624695,0.23279936611652374,0.30653589963912964,0.23875002562999725,0.16994987428188324,0.10033173114061356,0.13309983909130096,0.21123318374156952
its,0.30393704771995544,0.15338382124900818,0.19922670722007751,0.16232934594154358,0.24440300464630127,0.1865311861038208,0.14581361413002014,0.15103481709957123
name,0.18623162806034088,0.27400609850883484,0.17557460069656372,0.2800062596797943,0.14350943267345428,0.17572557926177979,0.21632251143455505,0.15381577610969543
to,0.455847829580307,0.23523004353046417,0.4452643394470215,0.16040074825286865,0.19960732758045197,0.17630793154239655,0.1624061018228531,0.29463258385658264
sky,0.16493305563926697,0.16201715171337128,0.19922639429569244,0.2902737259864807,0.15393953025341034,1.0,0.21632984280586243,0.11270341277122498
plc,0.11416639387607574,0.12738458812236786,0.047374505549669266,0.22979964315891266,0.3141975998878479,0.19576804339885712,0.1845589578151703,0.15035967528820038
.,0.3567904531955719,0.32538118958473206,0.35288307070732117,0.2844841778278351,0.15675117075443268,0.19117935001850128,0.2257312536239624,0.4130953550338745
