,in,what,year,did,the,master,reincarnate,into,a,female,body,?
as,0.3887844979763031,0.31749409437179565,0.28440728783607483,0.3596470057964325,0.48381632566452026,0.2009018212556839,0.2733175754547119,0.24094121158123016,0.39550232887268066,0.19753755629062653,0.24814960360527039,0.27043893933296204
of,0.5696388483047485,0.33290785551071167,0.2578314542770386,0.2513895630836487,0.733189046382904,0.17072871327400208,0.2627686560153961,0.32255905866622925,0.5052502155303955,0.26416701078414917,0.25063133239746094,0.1826142966747284
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.19769129157066345,0.2435334473848343,0.39493247866630554,0.5829201340675354,0.2673940658569336,0.31682634353637695,0.22068053483963013
2014,0.13996225595474243,0.041483160108327866,0.07599447667598724,-0.002547524170950055,0.059490643441677094,0.06846979260444641,0.2259531468153,0.15136002004146576,0.13504788279533386,0.20340338349342346,0.0724903866648674,0.058127544820308685
episode,0.19184806942939758,0.1919318586587906,0.24700288474559784,0.14017418026924133,0.25342556834220886,0.15201608836650848,0.3183310329914093,0.17633174359798431,0.211050882935524,0.0989103689789772,0.08924384415149689,0.23978739976882935
``,0.04765888676047325,0.008517155423760414,0.050706423819065094,-0.029888948425650597,0.029072100296616554,-0.03940471634268761,0.01786276139318943,0.02736244536936283,0.07272057235240936,0.04223295673727989,0.1229623407125473,0.0685480609536171
dark,0.21716846525669098,0.2004920244216919,0.15148673951625824,0.14717599749565125,0.26231685280799866,0.22160649299621582,0.21827280521392822,0.12726160883903503,0.23787176609039307,0.20719346404075623,0.229807049036026,0.1327134519815445
water,0.23966141045093536,0.17456887662410736,0.14500844478607178,0.1909485161304474,0.297396719455719,0.13267381489276886,0.11130741238594055,0.2901814877986908,0.2979097068309784,0.14109234511852264,0.3155747652053833,0.14731885492801666
",",0.5201468467712402,0.3087472915649414,0.28560417890548706,0.3015086054801941,0.4933079481124878,0.21451058983802795,0.23625364899635315,0.2826121151447296,0.427140474319458,0.1907428652048111,0.22437527775764465,0.31091248989105225
'',0.07432962208986282,0.08143015950918198,-0.01924106478691101,0.01978493109345436,0.041273195296525955,0.01090412586927414,0.029829485341906548,-0.043979667127132416,0.04890415817499161,-0.11419994384050369,-0.08913766592741013,0.018684765323996544
it,0.5130809545516968,0.45803478360176086,0.2363913208246231,0.2993364930152893,0.6251175999641418,0.1479784995317459,0.22532561421394348,0.33015328645706177,0.5452592968940735,0.14868448674678802,0.281975656747818,0.25732165575027466
was,0.45514053106307983,0.22111038863658905,0.3209837079048157,0.41399896144866943,0.48711544275283813,0.20155122876167297,0.20490185916423798,0.2322220653295517,0.4508470594882965,0.17758683860301971,0.19372783601284027,0.18412111699581146
revealed,0.23558005690574646,0.20127414166927338,0.11977599561214447,0.2510281801223755,0.3230765759944916,0.1707836091518402,0.4108796715736389,0.18650901317596436,0.2363169938325882,0.13312922418117523,0.2729593515396118,0.21034270524978638
that,0.435920387506485,0.6297725439071655,0.2826407253742218,0.47518548369407654,0.5473989248275757,0.20576514303684235,0.3521583676338196,0.3239944875240326,0.47537946701049805,0.15729916095733643,0.32291916012763977,0.32716336846351624
the,0.6662389636039734,0.42745697498321533,0.3609684407711029,0.34736719727516174,1.0,0.19769129157066345,0.2435334473848343,0.39493247866630554,0.5829201340675354,0.2673940658569336,0.31682634353637695,0.22068053483963013
master,0.17882928252220154,0.16430073976516724,0.18666596710681915,0.2253885716199875,0.19769129157066345,0.9999999403953552,0.2967670261859894,0.10092004388570786,0.2078990340232849,0.16361553966999054,0.18000441789627075,0.11915034055709839
had,0.385026752948761,0.23849567770957947,0.29678046703338623,0.540525496006012,0.3875846862792969,0.18959391117095947,0.13048332929611206,0.25017866492271423,0.34897568821907043,0.14103859663009644,0.1871735006570816,0.20728366076946259
become,0.23238378763198853,0.27134042978286743,0.20881624519824982,0.2625269889831543,0.31731709837913513,0.16361135244369507,0.207513689994812,0.25905951857566833,0.3215816617012024,0.24915876984596252,0.16493958234786987,0.19511328637599945
