,along,with,admission,",",exhaust,and,compression,",",what,is,an,event,in,the,engine,cycle,?
the,0.39495137333869934,0.4223487675189972,0.2620483338832855,0.4933079481124878,0.2500286400318146,0.5171257257461548,0.24867193400859833,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.2960145175457001,0.6662389636039734,1.0,0.21651263535022736,0.2701641917228699,0.22068053483963013
complete,0.13219165802001953,0.20904628932476044,0.23659348487854004,0.23945219814777374,0.18748179078102112,0.20886704325675964,0.31789153814315796,0.23945219814777374,0.29213884472846985,0.2201630026102066,0.2157072126865387,0.1816857010126114,0.2201821506023407,0.277624249458313,0.21221603453159332,0.2512502372264862,0.11962060630321503
engine,0.08872011303901672,0.1990211457014084,0.14126728475093842,0.19789794087409973,0.47334933280944824,0.18437977135181427,0.4182755649089813,0.19789794087409973,0.18463268876075745,0.18856970965862274,0.18337401747703552,0.11945410817861557,0.18885408341884613,0.21651263535022736,1.0,0.21644321084022522,0.17739196121692657
cycle,0.12071307748556137,0.1380273401737213,0.09155187010765076,0.16122886538505554,0.2250516414642334,0.2020994871854782,0.27004173398017883,0.16122886538505554,0.17920038104057312,0.20626789331436157,0.18539637327194214,0.2084713727235794,0.20483464002609253,0.2701641917228699,0.21644321084022522,1.0000001192092896,0.07156776636838913
occupies,0.16298352181911469,0.14030420780181885,0.22241076827049255,0.28519195318222046,0.08363751322031021,0.2838939130306244,0.17357051372528076,0.28519195318222046,0.1754315048456192,0.2902050316333771,0.1878138780593872,0.1649913489818573,0.2995873689651489,0.3467068672180176,0.061728134751319885,0.09035734832286835,0.054502952843904495
one,0.3453238010406494,0.3855307400226593,0.23605412244796753,0.3696635365486145,0.22557303309440613,0.42438167333602905,0.19263702630996704,0.3696635365486145,0.376489520072937,0.4544198513031006,0.2829729914665222,0.2638285756111145,0.4129433035850525,0.5514441132545471,0.22089767456054688,0.21576738357543945,0.2673267424106598
rotation,0.18658572435379028,0.15966081619262695,0.1862267553806305,0.188503697514534,0.3200303018093109,0.1637061983346939,0.38881710171699524,0.188503697514534,0.22387553751468658,0.2122466117143631,0.15781210362911224,0.19053876399993896,0.13272948563098907,0.2576199471950531,0.2979732155799866,0.3224014937877655,0.1310587376356125
of,0.34889817237854004,0.41827285289764404,0.27535557746887207,0.4946078956127167,0.21567419171333313,0.5116966962814331,0.2915203273296356,0.4946078956127167,0.33290785551071167,0.4854315221309662,0.32280945777893066,0.19878064095973969,0.5696388483047485,0.733189046382904,0.17095594108104706,0.255176842212677,0.1826142966747284
the,0.39495137333869934,0.4223487675189972,0.2620483338832855,0.4933079481124878,0.2500286400318146,0.5171257257461548,0.24867193400859833,0.4933079481124878,0.42745697498321533,0.5823672413825989,0.4207492768764496,0.2960145175457001,0.6662389636039734,1.0,0.21651263535022736,0.2701641917228699,0.22068053483963013
crank,0.14343731105327606,0.25384822487831116,0.1038152277469635,0.24444027245044708,0.32832950353622437,0.24966706335544586,0.3425579369068146,0.24444027245044708,0.1706368774175644,0.20828117430210114,0.15719707310199738,0.13173820078372955,0.16199585795402527,0.24867531657218933,0.3653657138347626,0.10715533792972565,0.17595389485359192
and,0.4213258922100067,0.5477725267410278,0.20120634138584137,0.6633074283599854,0.2602611184120178,1.0,0.19845055043697357,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.2838519215583801,0.17869816720485687,0.4954058527946472,0.5171257257461548,0.18437977135181427,0.2020994871854782,0.20544172823429108
two,0.3377816379070282,0.4333336651325226,0.17363551259040833,0.35859420895576477,0.21883249282836914,0.4671151638031006,0.1984432488679886,0.35859420895576477,0.23363454639911652,0.2315155267715454,0.1867314726114273,0.19184784591197968,0.36463531851768494,0.43858039379119873,0.1915048211812973,0.19822879135608673,0.19645625352859497
piston,0.09953784197568893,0.20083224773406982,0.21661429107189178,0.20961400866508484,0.41882264614105225,0.18715782463550568,0.4281531274318695,0.20961400866508484,0.13301563262939453,0.20201575756072998,0.22473524510860443,0.07549819350242615,0.21022552251815796,0.22337445616722107,0.4761192500591278,0.2225024402141571,0.17207856476306915
