,how,many,metropolitan,areas,does,southern,california,'s,population,encompass,?
southern,0.11308442056179047,0.18025599420070648,0.280838280916214,0.3084127902984619,0.0482201874256134,1.0,0.2983402609825134,0.02131068892776966,0.2896978557109833,0.2342650294303894,0.11225555837154388
california,0.15981262922286987,0.24571245908737183,0.14512869715690613,0.1730828881263733,0.10136774927377701,0.2983402609825134,1.0,-0.0475497767329216,0.19116398692131042,0.2125057578086853,0.1409905105829239
's,-0.026164190843701363,0.01698932610452175,-0.054288145154714584,0.03540606424212456,-0.02895052544772625,0.02131068892776966,-0.0475497767329216,0.9999999403953552,0.012951160781085491,0.02827717922627926,-0.023395681753754616
population,0.1651063710451126,0.2201971709728241,0.35963642597198486,0.33385762572288513,0.14702445268630981,0.2896978557109833,0.19116398692131042,0.012951160781085491,1.0,0.16940999031066895,0.14449454843997955
encompasses,0.25015243887901306,0.2706817090511322,0.29705119132995605,0.33838850259780884,0.22239992022514343,0.28608185052871704,0.19830511510372162,0.0008964759763330221,0.22957822680473328,0.9240896701812744,0.16302801668643951
seven,0.20032188296318054,0.28098854422569275,0.1343514770269394,0.18971726298332214,0.1019262820482254,0.16149812936782837,0.18435965478420258,0.05859247222542763,0.16773830354213715,0.19350126385688782,0.1732930988073349
metropolitan,0.08906085044145584,0.15455171465873718,1.0,0.2757422626018524,0.20880821347236633,0.280838280916214,0.14512869715690613,-0.054288145154714584,0.35963642597198486,0.23344960808753967,0.1861504763364792
areas,0.2255835086107254,0.38976719975471497,0.2757422626018524,0.9999999403953552,0.19766740500926971,0.3084127902984619,0.1730828881263733,0.03540606424212456,0.33385762572288513,0.2613970637321472,0.1273590475320816
",",0.22659391164779663,0.40610817074775696,0.2417047619819641,0.2789289653301239,0.28617382049560547,0.2795628309249878,0.2704589068889618,-0.0016132977325469255,0.2967977225780487,0.29188910126686096,0.31091248989105225
or,0.3378981947898865,0.36905089020729065,0.10983186960220337,0.3565015196800232,0.4248845875263214,0.17429952323436737,0.15007786452770233,0.06871571391820908,0.17320232093334198,0.1963338702917099,0.32389625906944275
msas,0.14757521450519562,0.19359256327152252,0.28214702010154724,0.17794455587863922,0.20583835244178772,0.22763711214065552,0.3693157434463501,-0.0012031274382025003,0.2030685693025589,0.24924416840076447,0.21662229299545288
:,-0.11215605586767197,-0.10786184668540955,-0.06158086284995079,-0.09025382995605469,-0.11934193223714828,-0.07365460693836212,-0.12561164796352386,0.07621461898088455,0.010141951031982899,-0.08928374946117401,-0.07156077772378922
the,0.33890387415885925,0.4335206151008606,0.24378018081188202,0.3311663568019867,0.35928019881248474,0.3282862603664398,0.2750805914402008,-0.01540423184633255,0.32044094800949097,0.22459924221038818,0.22068053483963013
los,0.1389930248260498,0.23644691705703735,0.19461993873119354,0.13785625994205475,0.10503679513931274,0.18350043892860413,0.641045331954956,-0.017344538122415543,0.13543154299259186,0.22924701869487762,0.15495611727237701
angeles,0.15835323929786682,0.2358880192041397,0.2023913562297821,0.13989020884037018,0.10788265615701675,0.19405479729175568,0.6717669367790222,-0.008012785576283932,0.1328454464673996,0.2052689790725708,0.16139166057109833
metropolitan,0.08906085044145584,0.15455171465873718,1.0,0.2757422626018524,0.20880821347236633,0.280838280916214,0.14512869715690613,-0.054288145154714584,0.35963642597198486,0.23344960808753967,0.1861504763364792
area,0.17030490934848785,0.2414858043193817,0.4260755181312561,0.6056747436523438,0.13779224455356598,0.3466261029243469,0.18134087324142456,-0.002423585159704089,0.49808502197265625,0.23769356310367584,0.12640461325645447
",",0.22659391164779663,0.40610817074775696,0.2417047619819641,0.2789289653301239,0.28617382049560547,0.2795628309249878,0.2704589068889618,-0.0016132977325469255,0.2967977225780487,0.29188910126686096,0.31091248989105225
consisting,0.12645268440246582,0.20334763824939728,0.24335145950317383,0.21022100746631622,0.13937199115753174,0.21082133054733276,0.12064146250486374,-0.003955738618969917,0.15073296427726746,0.23523515462875366,0.006223649252206087
of,0.2480744868516922,0.37253960967063904,0.2863157391548157,0.2803763747215271,0.3119818866252899,0.31933003664016724,0.24929828941822052,-0.03817026689648628,0.3060894012451172,0.321759432554245,0.1826142966747284
