,how,many,career,sacks,did,jared,allen,have,?
the,0.33890387415885925,0.4335206151008606,0.19230268895626068,0.23296904563903809,0.34736719727516174,0.16601017117500305,0.23034030199050903,0.40389683842658997,0.22068053483963013
panthers,0.1117783859372139,0.14744015038013458,0.29685142636299133,0.3019881248474121,0.189295694231987,0.308671236038208,0.205338716506958,0.2049359530210495,0.16608978807926178
line,0.15736231207847595,0.12717783451080322,0.14179915189743042,0.13312743604183197,0.14681050181388855,0.0983220636844635,0.08352982252836227,0.1510397344827652,0.16271452605724335
also,0.43506327271461487,0.6258217096328735,0.2626892328262329,0.18825937807559967,0.39334940910339355,0.1749773770570755,0.19652996957302094,0.5252172946929932,0.21848613023757935
featured,0.18270574510097504,0.2732047140598297,0.21555088460445404,0.07824325561523438,0.2333149015903473,0.28223109245300293,0.23689816892147064,0.2649300992488861,0.2944096624851227
veteran,0.12678517401218414,0.14570657908916473,0.17019765079021454,0.08425828069448471,0.10862443596124649,0.16242548823356628,0.22855597734451294,0.16987387835979462,0.15891358256340027
defensive,0.08822094649076462,0.14274363219738007,0.24434798955917358,0.4047272801399231,0.1420954167842865,0.23482079803943634,0.18967463076114655,0.20972736179828644,0.1711898148059845
end,0.2481066733598709,0.2364911139011383,0.17818111181259155,0.224653422832489,0.18808481097221375,0.1082252785563469,0.15304245054721832,0.24015727639198303,0.12543344497680664
jared,0.15883596241474152,0.13632185757160187,0.25879332423210144,0.20352447032928467,0.17427298426628113,0.9999998807907104,0.347225546836853,0.08202118426561356,0.12860623002052307
allen,0.20960861444473267,0.20811137557029724,0.2510603070259094,0.2707609534263611,0.11301634460687637,0.347225546836853,1.0,0.2028345763683319,0.1549387127161026
",",0.22659391164779663,0.40610817074775696,0.217554971575737,0.2979430854320526,0.3015086054801941,0.28068849444389343,0.29199737310409546,0.3541618287563324,0.31091248989105225
a,0.29312583804130554,0.2872205972671509,0.21774303913116455,0.1267087310552597,0.2552328109741211,0.1577543318271637,0.23316039144992828,0.338716596364975,0.23916715383529663
5-time,0.2920885384082794,0.2632988393306732,0.2883835732936859,0.15294145047664642,0.2326730489730835,0.21365560591220856,0.2964377999305725,0.2936258316040039,0.2347726672887802
pro,0.18713277578353882,0.13571034371852875,0.16101659834384918,0.21555940806865692,0.14497412741184235,0.15410973131656647,0.1911245733499527,0.16766418516635895,0.17645101249217987
bowler,0.17987503111362457,0.14539270102977753,0.23985230922698975,0.23582009971141815,0.15559262037277222,0.15111105144023895,0.26092812418937683,0.2288447767496109,0.18900428712368011
who,0.4070430099964142,0.4149286150932312,0.21169690787792206,0.16894300282001495,0.34038686752319336,0.27010759711265564,0.22067172825336456,0.39246654510498047,0.26220351457595825
was,0.16678167879581451,0.260356068611145,0.2927095592021942,0.1737009435892105,0.41399896144866943,0.2995142340660095,0.29159271717071533,0.2863433063030243,0.18412111699581146
the,0.33890387415885925,0.4335206151008606,0.19230268895626068,0.23296904563903809,0.34736719727516174,0.16601017117500305,0.23034030199050903,0.40389683842658997,0.22068053483963013
nfl,0.09207417815923691,0.09887322783470154,0.28315049409866333,0.4087333679199219,0.16524574160575867,0.2160574346780777,0.2777690589427948,0.18029768764972687,0.10610254108905792
's,-0.026164190843701363,0.01698932610452175,0.043150365352630615,-0.023768125101923943,0.05069678649306297,-0.0015548259252682328,0.041040755808353424,-0.02807004563510418,-0.023395681753754616
active,0.18692277371883392,0.25534796714782715,0.24528144299983978,0.04485788941383362,0.16150157153606415,0.20658573508262634,0.0893498882651329,0.331930547952652,0.20374006032943726
career,0.1729160100221634,0.23794417083263397,0.9999999403953552,0.24076944589614868,0.2809877395629883,0.25879332423210144,0.2510603070259094,0.1640099734067917,0.1300809234380722
sack,0.11675073951482773,0.16902963817119598,0.17617164552211761,0.7892225384712219,0.14061769843101501,0.11577627062797546,0.22290083765983582,0.2063073366880417,0.08557938784360886
leader,0.10103102773427963,0.1649358570575714,0.24979226291179657,0.2244478166103363,0.16038542985916138,0.21912814676761627,0.12445481866598129,0.12337493896484375,0.09527933597564697
with,0.3525622487068176,0.35744401812553406,0.2619263231754303,0.15947255492210388,0.25472134351730347,0.20914170145988464,0.23869538307189941,0.48046383261680603,0.2433311939239502
136,-0.02382832020521164,-0.07113222777843475,-0.03815978020429611,-0.05734487250447273,-0.04560959339141846,0.008075414225459099,0.01630472205579281,-0.17431500554084778,-0.03456587344408035
",",0.22659391164779663,0.40610817074775696,0.217554971575737,0.2979430854320526,0.3015086054801941,0.28068849444389343,0.29199737310409546,0.3541618287563324,0.31091248989105225
along,0.2501010298728943,0.280875027179718,0.08807830512523651,0.16373014450073242,0.18832118809223175,0.27894899249076843,0.20301735401153564,0.2685122489929199,0.17134909331798553
