,in,which,london,borough,is,the,victoria,and,albert,museum,located,?
the,0.6662389636039734,0.6521818041801453,0.27034124732017517,0.2728978395462036,0.5823672413825989,1.0,0.2204313427209854,0.5171257257461548,0.17599669098854065,0.24861779808998108,0.407527357339859,0.22068053483963013
v,0.15216681361198425,0.1653934270143509,0.11866631358861923,0.07040183246135712,0.16126930713653564,0.18580520153045654,0.14771920442581177,0.19040757417678833,0.17494136095046997,0.07561434060335159,0.0894060805439949,0.28677162528038025
&,0.1358654648065567,0.16294614970684052,0.223523810505867,0.1778402328491211,0.08384179323911667,0.14992168545722961,0.18559011816978455,0.34093084931373596,0.18736180663108826,0.18110838532447815,0.14349687099456787,0.12596383690834045
a,0.539380669593811,0.56894451379776,0.1934366375207901,0.1976964920759201,0.658733606338501,0.5829201340675354,0.15216270089149475,0.3739250600337982,0.13642995059490204,0.14725451171398163,0.2605401277542114,0.23916715383529663
is,0.5394441485404968,0.4457404911518097,0.15162920951843262,0.21645943820476532,1.0,0.5823672413825989,0.1633591204881668,0.3859752118587494,0.14875668287277222,0.18299639225006104,0.35717159509658813,0.22961433231830597
located,0.35149815678596497,0.29797419905662537,0.1484048217535019,0.2669544816017151,0.35717159509658813,0.407527357339859,0.14530323445796967,0.24183952808380127,0.08667100965976715,0.35259270668029785,1.0,0.08983194828033447
in,1.0,0.4840516746044159,0.2785358726978302,0.25053277611732483,0.5394441485404968,0.6662389636039734,0.20823122560977936,0.4954058527946472,0.20386730134487152,0.2407650351524353,0.35149815678596497,0.20430970191955566
the,0.6662389636039734,0.6521818041801453,0.27034124732017517,0.2728978395462036,0.5823672413825989,1.0,0.2204313427209854,0.5171257257461548,0.17599669098854065,0.24861779808998108,0.407527357339859,0.22068053483963013
brompton,0.2608647346496582,0.26120132207870483,0.5253475308418274,0.48570409417152405,0.24883970618247986,0.29877346754074097,0.3696931302547455,0.28347015380859375,0.2796652317047119,0.1614009588956833,0.20851072669029236,0.15745997428894043
district,0.30883273482322693,0.2036324292421341,0.17816370725631714,0.45606401562690735,0.2656395733356476,0.2690705955028534,0.21237048506736755,0.23884956538677216,0.09325643628835678,0.151971697807312,0.33509042859077454,0.06725285202264786
of,0.5696388483047485,0.5011631846427917,0.2159106284379959,0.23685723543167114,0.4854315221309662,0.733189046382904,0.2505437433719635,0.5116966962814331,0.19890549778938293,0.23314370214939117,0.32520920038223267,0.1826142966747284
the,0.6662389636039734,0.6521818041801453,0.27034124732017517,0.2728978395462036,0.5823672413825989,1.0,0.2204313427209854,0.5171257257461548,0.17599669098854065,0.24861779808998108,0.407527357339859,0.22068053483963013
royal,0.22172321379184723,0.210358664393425,0.39063695073127747,0.2775408923625946,0.15478424727916718,0.2997032403945923,0.3529922068119049,0.24934640526771545,0.3051305413246155,0.2835387885570526,0.2000206857919693,0.11453001946210861
borough,0.25053277611732483,0.2195223569869995,0.48489105701446533,0.9999998807907104,0.21645943820476532,0.2728978395462036,0.25474074482917786,0.21279117465019226,0.17148526012897491,0.1751236468553543,0.2669544816017151,0.08402153104543686
of,0.5696388483047485,0.5011631846427917,0.2159106284379959,0.23685723543167114,0.4854315221309662,0.733189046382904,0.2505437433719635,0.5116966962814331,0.19890549778938293,0.23314370214939117,0.32520920038223267,0.1826142966747284
kensington,0.2879597544670105,0.2309548407793045,0.5151010751724243,0.504410445690155,0.20651255548000336,0.2556971609592438,0.42145776748657227,0.2694185972213745,0.28842025995254517,0.2670748233795166,0.22624385356903076,0.1386018693447113
and,0.4954058527946472,0.506277859210968,0.2868692874908447,0.21279117465019226,0.3859752118587494,0.5171257257461548,0.24507255852222443,1.0,0.23445942997932434,0.21554097533226013,0.24183952808380127,0.20544172823429108
chelsea,0.22161448001861572,0.16485898196697235,0.41114935278892517,0.3639284074306488,0.15977223217487335,0.1955278515815735,0.2880607545375824,0.2180735170841217,0.20082350075244904,0.18146443367004395,0.1069059818983078,0.2089248150587082
",",0.5201468467712402,0.3658004403114319,0.2571207880973816,0.18933524191379547,0.4691906273365021,0.4933079481124878,0.2279360294342041,0.6633074283599854,0.2350587546825409,0.20741747319698334,0.2678719460964203,0.31091248989105225
in,1.0,0.4840516746044159,0.2785358726978302,0.25053277611732483,0.5394441485404968,0.6662389636039734,0.20823122560977936,0.4954058527946472,0.20386730134487152,0.2407650351524353,0.35149815678596497,0.20430970191955566
an,0.2605783939361572,0.3611921966075897,0.1393115222454071,0.1546436995267868,0.4654068350791931,0.4207492768764496,0.12262015789747238,0.2838519215583801,0.08260536938905716,0.12674804031848907,0.19637414813041687,0.19793890416622162
area,0.33632898330688477,0.3276861011981964,0.1879003643989563,0.3468850553035736,0.29283958673477173,0.37834644317626953,0.21797068417072296,0.3044000566005707,0.13883380591869354,0.23273710906505585,0.42610666155815125,0.12640461325645447
that,0.435920387506485,0.6894589066505432,0.18045948445796967,0.1467341035604477,0.3995479643344879,0.5473989248275757,0.16418905556201935,0.4731321930885315,0.16770988702774048,0.1994490772485733,0.1796129047870636,0.32716336846351624
has,0.4173259735107422,0.4350704550743103,0.13761413097381592,0.17529010772705078,0.5668748617172241,0.4177538752555847,0.12203460186719894,0.43716782331466675,0.12852585315704346,0.13289806246757507,0.2580956220626831,0.15994466841220856
become,0.23238378763198853,0.31449273228645325,0.12289886921644211,0.12605337798595428,0.2983444035053253,0.31731709837913513,0.12107469141483307,0.3416603207588196,0.12954211235046387,0.07691898196935654,0.15020327270030975,0.19511328637599945
known,0.32641831040382385,0.30223485827445984,0.12327394634485245,0.12905284762382507,0.41921812295913696,0.3624623417854309,0.18462607264518738,0.3468935489654541,0.18596628308296204,0.11349175125360489,0.21905839443206787,0.18314571678638458
as,0.3887844979763031,0.41006597876548767,0.20291660726070404,0.19665512442588806,0.43216490745544434,0.48381632566452026,0.19515912234783173,0.49487000703811646,0.20756424963474274,0.15384963154792786,0.20928777754306793,0.27043893933296204
``,0.04765888676047325,0.05178012326359749,-0.06834634393453598,0.027047861367464066,0.058766357600688934,0.029072100296616554,-0.06768359988927841,0.036644238978624344,0.014064207673072815,-0.07393095642328262,-0.03266627714037895,0.0685480609536171
albertopolis,0.26302528381347656,0.24459385871887207,0.3274807631969452,0.24486923217773438,0.2557503581047058,0.28303858637809753,0.36075103282928467,0.3170945346355438,0.5691679120063782,0.20315660536289215,0.2059638798236847,0.1596093773841858
'',0.07432962208986282,-0.03332270681858063,0.01416484359651804,0.017241057008504868,0.0793738141655922,0.041273195296525955,0.1006186231970787,0.021612688899040222,0.02246522158384323,0.06234276294708252,0.01448875479400158,0.018684765323996544
because,0.37423941493034363,0.5717213749885559,0.16421820223331451,0.1674279123544693,0.4047735333442688,0.44596394896507263,0.16210971772670746,0.5069696307182312,0.15689095854759216,0.11567039787769318,0.18817868828773499,0.2528740465641022
of,0.5696388483047485,0.5011631846427917,0.2159106284379959,0.23685723543167114,0.4854315221309662,0.733189046382904,0.2505437433719635,0.5116966962814331,0.19890549778938293,0.23314370214939117,0.32520920038223267,0.1826142966747284
its,0.3793783485889435,0.5154205560684204,0.17785175144672394,0.17246316373348236,0.4447362422943115,0.559237003326416,0.17721910774707794,0.3841775357723236,0.14599640667438507,0.18129056692123413,0.3198530077934265,0.15103481709957123
association,0.23660005629062653,0.22655081748962402,0.162390798330307,0.18368661403656006,0.23086927831172943,0.26550325751304626,0.10959745198488235,0.22647784650325775,0.09698667377233505,0.16743488609790802,0.22403420507907867,0.1542656421661377
with,0.4080928862094879,0.46403205394744873,0.17428526282310486,0.12310221046209335,0.3250955045223236,0.4223487675189972,0.1835653930902481,0.5477725267410278,0.16697099804878235,0.08185859024524689,0.12990716099739075,0.2433311939239502
prince,0.16662997007369995,0.15987098217010498,0.15610605478286743,0.14670830965042114,0.18090571463108063,0.24284426867961884,0.26800060272216797,0.2184920310974121,0.3196234107017517,0.11867308616638184,0.09935173392295837,0.15431542694568634
albert,0.20386730134487152,0.1444896012544632,0.21022245287895203,0.17148526012897491,0.14875668287277222,0.17599669098854065,0.3983887732028961,0.23445942997932434,1.0000001192092896,0.17505663633346558,0.08667100965976715,0.15350762009620667
",",0.5201468467712402,0.3658004403114319,0.2571207880973816,0.18933524191379547,0.4691906273365021,0.4933079481124878,0.2279360294342041,0.6633074283599854,0.2350587546825409,0.20741747319698334,0.2678719460964203,0.31091248989105225
the,0.6662389636039734,0.6521818041801453,0.27034124732017517,0.2728978395462036,0.5823672413825989,1.0,0.2204313427209854,0.5171257257461548,0.17599669098854065,0.24861779808998108,0.407527357339859,0.22068053483963013
albert,0.20386730134487152,0.1444896012544632,0.21022245287895203,0.17148526012897491,0.14875668287277222,0.17599669098854065,0.3983887732028961,0.23445942997932434,1.0000001192092896,0.17505663633346558,0.08667100965976715,0.15350762009620667
memorial,0.23096095025539398,0.1868811994791031,0.13576333224773407,0.22043859958648682,0.15918494760990143,0.2865021228790283,0.16115976870059967,0.17508313059806824,0.19638127088546753,0.3632453978061676,0.29494383931159973,0.13306879997253418
and,0.4954058527946472,0.506277859210968,0.2868692874908447,0.21279117465019226,0.3859752118587494,0.5171257257461548,0.24507255852222443,1.0,0.23445942997932434,0.21554097533226013,0.24183952808380127,0.20544172823429108
the,0.6662389636039734,0.6521818041801453,0.27034124732017517,0.2728978395462036,0.5823672413825989,1.0,0.2204313427209854,0.5171257257461548,0.17599669098854065,0.24861779808998108,0.407527357339859,0.22068053483963013
major,0.3249945342540741,0.31470122933387756,0.17113307118415833,0.1485462337732315,0.19079607725143433,0.31775903701782227,0.10960465669631958,0.29795366525650024,0.07644858956336975,0.13597285747528076,0.2015949785709381,0.19788557291030884
