,which,country,had,trading,posts,in,india,before,britain,?
with,0.46403205394744873,0.24760155379772186,0.4739086329936981,0.22851133346557617,0.23921343684196472,0.4080928862094879,0.1821180135011673,0.32654517889022827,0.23444151878356934,0.2433311939239502
the,0.6521818041801453,0.30432501435279846,0.3875846862792969,0.27514398097991943,0.2603597044944763,0.6662389636039734,0.3108653426170349,0.45900648832321167,0.29784059524536133,0.22068053483963013
establishment,0.24264968931674957,0.3071315884590149,0.18392539024353027,0.23340918123722076,0.1727084219455719,0.329694002866745,0.17986267805099487,0.18789225816726685,0.2595243453979492,0.1661023646593094
of,0.5011631846427917,0.28866857290267944,0.37755560874938965,0.23944026231765747,0.2232091873884201,0.5696388483047485,0.29747170209884644,0.3282964527606964,0.28899943828582764,0.1826142966747284
trading,0.27117252349853516,0.18961201608181,0.19808728992938995,0.9999999403953552,0.36322730779647827,0.26132118701934814,0.2608002722263336,0.2302614003419876,0.2754179835319519,0.15743456780910492
posts,0.21520215272903442,0.15983009338378906,0.17821112275123596,0.36322730779647827,1.0,0.18348287045955658,0.2584204077720642,0.2666560411453247,0.1692354530096054,0.24504214525222778
in,0.4840516746044159,0.3040012717247009,0.385026752948761,0.26132118701934814,0.18348287045955658,1.0,0.27070173621177673,0.4155850410461426,0.26246872544288635,0.20430970191955566
india,0.28478068113327026,0.2727072238922119,0.17473478615283966,0.2608002722263336,0.2584204077720642,0.27070173621177673,1.0,0.1712832748889923,0.3439057171344757,0.10473668575286865
",",0.3658004403114319,0.27878350019454956,0.35487717390060425,0.21807542443275452,0.24619367718696594,0.5201468467712402,0.2621418535709381,0.3156566619873047,0.26227492094039917,0.31091248989105225
the,0.6521818041801453,0.30432501435279846,0.3875846862792969,0.27514398097991943,0.2603597044944763,0.6662389636039734,0.3108653426170349,0.45900648832321167,0.29784059524536133,0.22068053483963013
british,0.2002234309911728,0.2571737766265869,0.2696124017238617,0.22340303659439087,0.18918496370315552,0.23084034025669098,0.3945082724094391,0.13159668445587158,0.4846838712692261,0.09711728990077972
were,0.2807837128639221,0.19303756952285767,0.6150832772254944,0.22805491089820862,0.24985834956169128,0.3815755248069763,0.19213664531707764,0.3127685785293579,0.2944076955318451,0.17890112102031708
able,0.33592119812965393,0.14274631440639496,0.34981897473335266,0.10496542602777481,0.1803603619337082,0.23456627130508423,0.14667439460754395,0.28061696887016296,0.2035548835992813,0.260649710893631
to,0.5345056653022766,0.31281599402427673,0.37984350323677063,0.24461090564727783,0.27211108803749084,0.45010748505592346,0.23679906129837036,0.4190867841243744,0.25324371457099915,0.29463258385658264
