,what,is,the,basic,unit,of,organization,within,the,umc,?
the,0.42745697498321533,0.5823672413825989,1.0,0.27259987592697144,0.24230392277240753,0.733189046382904,0.311172217130661,0.39827480912208557,1.0,0.21262750029563904,0.22068053483963013
annual,0.14798973500728607,0.20538382232189178,0.2958983778953552,0.09960024058818817,0.09932244569063187,0.29535046219825745,0.27564743161201477,0.15446117520332336,0.2958983778953552,0.17103922367095947,0.1083487942814827
conference,0.15329721570014954,0.13909097015857697,0.25393402576446533,0.15044891834259033,0.06437820941209793,0.19579021632671356,0.3312934637069702,0.15342549979686737,0.25393402576446533,0.2516375780105591,0.11172781884670258
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2850632071495056,0.22452907264232635,0.4946078956127167,0.1819751113653183,0.2513136863708496,0.4933079481124878,0.1953766793012619,0.31091248989105225
roughly,0.2731170356273651,0.26754480600357056,0.3095499873161316,0.2534096837043762,0.1697794646024704,0.35703447461128235,0.1171102374792099,0.29023170471191406,0.3095499873161316,0.09352508187294006,0.09299357235431671
the,0.42745697498321533,0.5823672413825989,1.0,0.27259987592697144,0.24230392277240753,0.733189046382904,0.311172217130661,0.39827480912208557,1.0,0.21262750029563904,0.22068053483963013
equivalent,0.1903919279575348,0.31158339977264404,0.25884127616882324,0.25853925943374634,0.29942455887794495,0.294894814491272,0.14173707365989685,0.2631131112575531,0.25884127616882324,0.20242543518543243,0.19755122065544128
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2817785441875458,0.26649972796440125,1.0,0.25438958406448364,0.39594778418540955,0.733189046382904,0.18128293752670288,0.1826142966747284
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2517271041870117,0.26746660470962524,0.5052502155303955,0.2565373480319977,0.3858051896095276,0.5829201340675354,0.19728222489356995,0.23916715383529663
diocese,0.1595994532108307,0.18722738325595856,0.24610188603401184,0.10935714095830917,0.13689453899860382,0.27055925130844116,0.24350988864898682,0.23517769575119019,0.24610188603401184,0.17247144877910614,0.14348475635051727
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2729884386062622,0.21935637295246124,0.5696388483047485,0.2513086795806885,0.40576374530792236,0.6662389636039734,0.15436193346977234,0.20430970191955566
the,0.42745697498321533,0.5823672413825989,1.0,0.27259987592697144,0.24230392277240753,0.733189046382904,0.311172217130661,0.39827480912208557,1.0,0.21262750029563904,0.22068053483963013
anglican,0.17746756970882416,0.22127680480480194,0.2092299461364746,0.17497465014457703,0.12292569130659103,0.3259100317955017,0.2147827446460724,0.21245506405830383,0.2092299461364746,0.25019776821136475,0.11877371370792389
communion,0.20635846257209778,0.2566637098789215,0.2783570885658264,0.1944495290517807,0.10951657593250275,0.31488117575645447,0.30102062225341797,0.2969874143600464,0.2783570885658264,0.3216911852359772,0.17005951702594757
and,0.31309178471565247,0.3859752118587494,0.5171257257461548,0.3108116090297699,0.19952000677585602,0.5116966962814331,0.21951423585414886,0.35049548745155334,0.5171257257461548,0.21982228755950928,0.20544172823429108
the,0.42745697498321533,0.5823672413825989,1.0,0.27259987592697144,0.24230392277240753,0.733189046382904,0.311172217130661,0.39827480912208557,1.0,0.21262750029563904,0.22068053483963013
roman,0.17852471768856049,0.16690842807292938,0.2862859070301056,0.14189009368419647,0.10402706265449524,0.31028008460998535,0.12658792734146118,0.21440009772777557,0.2862859070301056,0.11991613358259201,0.1663191318511963
catholic,0.1882777214050293,0.19233417510986328,0.26391419768333435,0.14925137162208557,0.11970895528793335,0.3452084958553314,0.2489410787820816,0.2349376529455185,0.26391419768333435,0.18716484308242798,0.16609853506088257
church,0.1944202184677124,0.203276589512825,0.23846197128295898,0.1353769153356552,0.12571294605731964,0.3079429268836975,0.23529992997646332,0.17566072940826416,0.23846197128295898,0.20494024455547333,0.18081501126289368
or,0.33867141604423523,0.41870999336242676,0.4174870550632477,0.32418715953826904,0.2758494019508362,0.3792596757411957,0.2853178083896637,0.33908307552337646,0.4174870550632477,0.2574913501739502,0.32389625906944275
a,0.3320399522781372,0.658733606338501,0.5829201340675354,0.2517271041870117,0.26746660470962524,0.5052502155303955,0.2565373480319977,0.3858051896095276,0.5829201340675354,0.19728222489356995,0.23916715383529663
synod,0.25551003217697144,0.1821725219488144,0.3224318027496338,0.16145697236061096,0.11081201583147049,0.334767609834671,0.17197325825691223,0.26085931062698364,0.3224318027496338,0.16376040875911713,0.1635614037513733
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2729884386062622,0.21935637295246124,0.5696388483047485,0.2513086795806885,0.40576374530792236,0.6662389636039734,0.15436193346977234,0.20430970191955566
some,0.4491020441055298,0.3038453459739685,0.4566698372364044,0.36947426199913025,0.15408748388290405,0.4300730526447296,0.2287418097257614,0.2974689304828644,0.4566698372364044,0.21963566541671753,0.2562315762042999
lutheran,0.195865198969841,0.1802605539560318,0.20315466821193695,0.12093938887119293,0.06928791105747223,0.2628459632396698,0.16045771539211273,0.20715299248695374,0.20315466821193695,0.21999160945415497,0.1752520203590393
denominations,0.24677009880542755,0.20644134283065796,0.2641148269176483,0.17527823150157928,0.2535422742366791,0.27064603567123413,0.30579090118408203,0.32343801856040955,0.2641148269176483,0.35130107402801514,0.2765534520149231
such,0.23989605903625488,0.23545363545417786,0.3575236201286316,0.3151266276836395,0.1497892439365387,0.3209529519081116,0.24483844637870789,0.24077613651752472,0.3575236201286316,0.12539049983024597,0.17851735651493073
as,0.31749409437179565,0.43216490745544434,0.48381632566452026,0.2511442303657532,0.2282111644744873,0.3886612355709076,0.24784187972545624,0.2626299560070038,0.48381632566452026,0.24607859551906586,0.27043893933296204
the,0.42745697498321533,0.5823672413825989,1.0,0.27259987592697144,0.24230392277240753,0.733189046382904,0.311172217130661,0.39827480912208557,1.0,0.21262750029563904,0.22068053483963013
evangelical,0.20315878093242645,0.1770225465297699,0.23743100464344025,0.12236903607845306,0.10854408144950867,0.2919469177722931,0.2916681468486786,0.22460295259952545,0.23743100464344025,0.31281307339668274,0.16597984731197357
lutheran,0.195865198969841,0.1802605539560318,0.20315466821193695,0.12093938887119293,0.06928791105747223,0.2628459632396698,0.16045771539211273,0.20715299248695374,0.20315466821193695,0.21999160945415497,0.1752520203590393
church,0.1944202184677124,0.203276589512825,0.23846197128295898,0.1353769153356552,0.12571294605731964,0.3079429268836975,0.23529992997646332,0.17566072940826416,0.23846197128295898,0.20494024455547333,0.18081501126289368
in,0.30808621644973755,0.5394441485404968,0.6662389636039734,0.2729884386062622,0.21935637295246124,0.5696388483047485,0.2513086795806885,0.40576374530792236,0.6662389636039734,0.15436193346977234,0.20430970191955566
america,0.2517423629760742,0.1998184472322464,0.37090015411376953,0.1494860053062439,0.13178949058055878,0.28803038597106934,0.23345410823822021,0.1661849021911621,0.37090015411376953,0.15328295528888702,0.19333907961845398
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.2850632071495056,0.22452907264232635,0.4946078956127167,0.1819751113653183,0.2513136863708496,0.4933079481124878,0.1953766793012619,0.31091248989105225
is,0.28837618231773376,1.0,0.5823672413825989,0.2828887104988098,0.1913307011127472,0.4854315221309662,0.20597060024738312,0.30135563015937805,0.5823672413825989,0.21909049153327942,0.22961433231830597
the,0.42745697498321533,0.5823672413825989,1.0,0.27259987592697144,0.24230392277240753,0.733189046382904,0.311172217130661,0.39827480912208557,1.0,0.21262750029563904,0.22068053483963013
basic,0.3564627468585968,0.2828887104988098,0.27259987592697144,1.0000001192092896,0.26484933495521545,0.2817785441875458,0.22729726135730743,0.24368225038051605,0.27259987592697144,0.19173650443553925,0.26534420251846313
unit,0.175853431224823,0.1913307011127472,0.24230392277240753,0.26484933495521545,1.0,0.26649972796440125,0.22966553270816803,0.2614403963088989,0.24230392277240753,0.15618745982646942,0.09069886058568954
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.2817785441875458,0.26649972796440125,1.0,0.25438958406448364,0.39594778418540955,0.733189046382904,0.18128293752670288,0.1826142966747284
organization,0.22617296874523163,0.20597060024738312,0.311172217130661,0.22729726135730743,0.22966553270816803,0.25438958406448364,1.0000001192092896,0.24230287969112396,0.311172217130661,0.2980722486972809,0.2069297879934311
within,0.2498195916414261,0.30135563015937805,0.39827480912208557,0.24368225038051605,0.2614403963088989,0.39594778418540955,0.24230287969112396,1.0,0.39827480912208557,0.14045998454093933,0.1870293766260147
the,0.42745697498321533,0.5823672413825989,1.0,0.27259987592697144,0.24230392277240753,0.733189046382904,0.311172217130661,0.39827480912208557,1.0,0.21262750029563904,0.22068053483963013
umc,0.2557855546474457,0.21909049153327942,0.21262750029563904,0.19173650443553925,0.15618745982646942,0.18128293752670288,0.2980722486972809,0.14045998454093933,0.21262750029563904,1.0,0.2609967589378357
.,0.3567904531955719,0.4569662809371948,0.5934505462646484,0.2838435769081116,0.2251177579164505,0.5352458953857422,0.20656518638134003,0.2984525263309479,0.5934505462646484,0.23154163360595703,0.4130953550338745
