,what,does,high,inequality,go,hand-in-hand,with,?
he,0.3114890456199646,0.22791607677936554,0.20491869747638702,0.1916923075914383,0.25558793544769287,0.317020058631897,0.2845253646373749,0.2089974731206894
points,0.2184005230665207,0.2209947407245636,0.18738552927970886,0.2849021553993225,0.20214582979679108,0.21802356839179993,0.2832765281200409,0.11006313562393188
out,0.3633197546005249,0.24808503687381744,0.22897948324680328,0.20822980999946594,0.3114120066165924,0.29667791724205017,0.3367781639099121,0.22020699083805084
that,0.6297725439071655,0.4764937460422516,0.2400680035352707,0.3467824459075928,0.337613970041275,0.3453657031059265,0.4154358208179474,0.32716336846351624
nations,0.19211222231388092,0.18832135200500488,0.19268816709518433,0.3608638346195221,0.08059424161911011,0.23656009137630463,0.2591147720813751,0.20999202132225037
with,0.2464839518070221,0.26186925172805786,0.19851811230182648,0.2160445749759674,0.18863290548324585,0.33946287631988525,0.9999999403953552,0.2433311939239502
high,0.20466077327728271,0.2028418332338333,1.0,0.22487330436706543,0.21246568858623505,0.1982816755771637,0.19851811230182648,0.11137914657592773
rates,0.2148645967245102,0.27952635288238525,0.36107149720191956,0.3752773702144623,0.1388988345861435,0.2250560224056244,0.19053985178470612,0.13808594644069672
of,0.33290785551071167,0.3119818866252899,0.2803038954734802,0.27910974621772766,0.21881330013275146,0.3193982243537903,0.41827285289764404,0.1826142966747284
unionization,0.281488299369812,0.19437840580940247,0.23305033147335052,0.4639938771724701,0.15999536216259003,0.28104284405708313,0.24425917863845825,0.23645181953907013
",",0.3087472915649414,0.28617382049560547,0.27938312292099,0.21822890639305115,0.3043581247329712,0.33063390851020813,0.4120737314224243,0.31091248989105225
particularly,0.33027681708335876,0.2602892816066742,0.25608471035957336,0.22197522222995758,0.10435270518064499,0.31297945976257324,0.34844154119491577,0.2644225060939789
in,0.30808621644973755,0.214483380317688,0.2652597725391388,0.19402410089969635,0.22233200073242188,0.26708370447158813,0.4080928862094879,0.20430970191955566
scandinavia,0.1874845176935196,0.1771470457315445,0.17980706691741943,0.15183785557746887,0.1446201205253601,0.2026195377111435,0.21380922198295593,0.13888707756996155
",",0.3087472915649414,0.28617382049560547,0.27938312292099,0.21822890639305115,0.3043581247329712,0.33063390851020813,0.4120737314224243,0.31091248989105225
have,0.39808809757232666,0.3709583580493927,0.2406233847141266,0.2617298364639282,0.3391336500644684,0.2892281413078308,0.48046383261680603,0.32991164922714233
very,0.37053924798965454,0.3347555100917816,0.32160261273384094,0.21806247532367706,0.2807275354862213,0.26931148767471313,0.3860565423965454,0.20864155888557434
low,0.20743566751480103,0.22342078387737274,0.5862668752670288,0.24492861330509186,0.1928192675113678,0.1552983820438385,0.2028178721666336,0.10658930987119675
levels,0.21641245484352112,0.24911271035671234,0.37835693359375,0.24878159165382385,0.18054506182670593,0.14885754883289337,0.21957921981811523,0.1541307419538498
of,0.33290785551071167,0.3119818866252899,0.2803038954734802,0.27910974621772766,0.21881330013275146,0.3193982243537903,0.41827285289764404,0.1826142966747284
inequality,0.30072227120399475,0.24271976947784424,0.22487330436706543,1.0000001192092896,0.13811515271663666,0.28656521439552307,0.2160445749759674,0.23619021475315094
",",0.3087472915649414,0.28617382049560547,0.27938312292099,0.21822890639305115,0.3043581247329712,0.33063390851020813,0.4120737314224243,0.31091248989105225
and,0.31309178471565247,0.3461615741252899,0.2911888659000397,0.2590520679950714,0.35260969400405884,0.36677610874176025,0.5477725267410278,0.20544172823429108
concludes,0.27028560638427734,0.24442920088768005,0.07446341961622238,0.2750774025917053,0.12841273844242096,0.1670335978269577,0.22703862190246582,0.1386803537607193
``,0.008517155423760414,0.06539655476808548,-0.032595276832580566,0.15881292521953583,-0.0746922492980957,0.13917039334774017,0.08974023163318634,0.0685480609536171
the,0.42745697498321533,0.35928019881248474,0.28034812211990356,0.23508106172084808,0.29801803827285767,0.321228951215744,0.4223487675189972,0.22068053483963013
historical,0.2923852205276489,0.12527337670326233,0.12176807969808578,0.21367418766021729,0.12308735400438309,0.253741592168808,0.14475785195827484,0.1665111482143402
pattern,0.2522786855697632,0.1449161320924759,0.11249664425849915,0.18519240617752075,0.10862375795841217,0.261698454618454,0.23225677013397217,0.20064511895179749
is,0.28837618231773376,0.4403602182865143,0.2383800595998764,0.1953488290309906,0.19626101851463318,0.29235053062438965,0.3250955045223236,0.22961433231830597
clear,0.4239453375339508,0.33093103766441345,0.1987435221672058,0.26724973320961,0.20001839101314545,0.2800356447696686,0.273733526468277,0.2738020122051239
;,0.10986888408660889,0.0650511160492897,-0.012911408208310604,0.0886155217885971,0.04024142399430275,0.006866515148431063,0.12944702804088593,0.10349778085947037
the,0.42745697498321533,0.35928019881248474,0.28034812211990356,0.23508106172084808,0.29801803827285767,0.321228951215744,0.4223487675189972,0.22068053483963013
cross-national,0.26747360825538635,0.23241457343101501,0.23822301626205444,0.4004676640033722,0.14220134913921356,0.3240256607532501,0.2368120700120926,0.1947014182806015
pattern,0.2522786855697632,0.1449161320924759,0.11249664425849915,0.18519240617752075,0.10862375795841217,0.261698454618454,0.23225677013397217,0.20064511895179749
is,0.28837618231773376,0.4403602182865143,0.2383800595998764,0.1953488290309906,0.19626101851463318,0.29235053062438965,0.3250955045223236,0.22961433231830597
clear,0.4239453375339508,0.33093103766441345,0.1987435221672058,0.26724973320961,0.20001839101314545,0.2800356447696686,0.273733526468277,0.2738020122051239
:,-0.12022944539785385,-0.11934193223714828,-0.039801210165023804,-0.0008776166359893978,-0.08828062564134598,-0.03261100873351097,0.039687950164079666,-0.07156077772378922
high,0.20466077327728271,0.2028418332338333,1.0,0.22487330436706543,0.21246568858623505,0.1982816755771637,0.19851811230182648,0.11137914657592773
inequality,0.30072227120399475,0.24271976947784424,0.22487330436706543,1.0000001192092896,0.13811515271663666,0.28656521439552307,0.2160445749759674,0.23619021475315094
goes,0.3063499331474304,0.48298969864845276,0.21148110926151276,0.1299717277288437,0.5445793271064758,0.15135687589645386,0.22765015065670013,0.16808578372001648
hand-in-hand,0.32433122396469116,0.2158333659172058,0.1982816755771637,0.28656521439552307,0.19763712584972382,0.9999999403953552,0.33946287631988525,0.2485276609659195
with,0.2464839518070221,0.26186925172805786,0.19851811230182648,0.2160445749759674,0.18863290548324585,0.33946287631988525,0.9999999403953552,0.2433311939239502
weak,0.2838204503059387,0.3004400134086609,0.1738029271364212,0.2320566475391388,0.18582022190093994,0.2563092112541199,0.2621496915817261,0.1458035111427307
labor,0.1943984031677246,0.12007958441972733,0.09811728447675705,0.3555051386356354,0.08811582624912262,0.24413880705833435,0.11488557606935501,0.19386747479438782
movements,0.23197974264621735,0.2113371193408966,0.12395552545785904,0.33113396167755127,0.13343210518360138,0.3090443015098572,0.19645880162715912,0.1501890867948532
and,0.31309178471565247,0.3461615741252899,0.2911888659000397,0.2590520679950714,0.35260969400405884,0.36677610874176025,0.5477725267410278,0.20544172823429108
vice-versa,0.2030528038740158,0.27166399359703064,0.24466370046138763,0.36225154995918274,0.1799672245979309,0.31721094250679016,0.21816402673721313,0.25039002299308777
.,0.3567904531955719,0.3022993505001068,0.24301011860370636,0.22563500702381134,0.3313661813735962,0.3085385859012604,0.4446153938770294,0.4130953550338745
'',0.08143015950918198,-0.004023602232336998,0.01435898058116436,-0.020039280876517296,-0.060829803347587585,0.022655215114355087,0.07907696813344955,0.018684765323996544
