,how,many,geomorphologic,formations,is,warsaw,on,?
warsaw,0.13025455176830292,0.1653265357017517,0.12677597999572754,0.17670051753520966,0.09741193056106567,1.0,0.19170401990413666,0.09769917279481888
is,0.22544461488723755,0.2649032473564148,0.24695217609405518,0.23410221934318542,1.0,0.09741193056106567,0.3635730445384979,0.22961433231830597
located,0.09566320478916168,0.17394456267356873,0.17144906520843506,0.21679969131946564,0.35717159509658813,0.15582799911499023,0.22447186708450317,0.08983194828033447
on,0.32655060291290283,0.32520127296447754,0.23784677684307098,0.23404379189014435,0.3635730445384979,0.19170401990413666,0.9999999403953552,0.2714994251728058
two,0.2499001920223236,0.5147606730461121,0.25818830728530884,0.29016709327697754,0.2315155267715454,0.14516781270503998,0.3205535411834717,0.19645625352859497
main,0.1668178290128708,0.27179279923439026,0.211234450340271,0.12897200882434845,0.3009335994720459,0.17904017865657806,0.2898236811161041,0.1665669083595276
geomorphologic,0.2793649733066559,0.30907920002937317,1.0000001192092896,0.41158434748649597,0.24695217609405518,0.12677597999572754,0.23784677684307098,0.16884858906269073
formations,0.18775491416454315,0.3171328008174896,0.41158434748649597,1.0,0.23410221934318542,0.17670051753520966,0.23404379189014435,0.11879130452871323
:,-0.11215605586767197,-0.10786184668540955,-0.07991726696491241,-0.10568232834339142,-0.07222653180360794,0.07365122437477112,-0.06502202153205872,-0.07156077772378922
the,0.33890387415885925,0.4335206151008606,0.23814554512500763,0.3201930522918701,0.5823672413825989,0.23137180507183075,0.5107308030128479,0.22068053483963013
plain,0.17825466394424438,0.18422366678714752,0.13794319331645966,0.28107255697250366,0.2515408992767334,0.060353588312864304,0.2648521065711975,0.17552430927753448
moraine,0.11420615017414093,0.16120149195194244,0.27089789509773254,0.3956763744354248,0.29355308413505554,0.18700984120368958,0.2732248306274414,0.15512530505657196
plateau,0.0932949110865593,0.18704138696193695,0.26382747292518616,0.3501090705394745,0.2576557397842407,0.17617198824882507,0.22522330284118652,0.10432148724794388
and,0.33647966384887695,0.5296266674995422,0.2568424940109253,0.30350422859191895,0.3859752118587494,0.2083624005317688,0.4077630043029785,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.23814554512500763,0.3201930522918701,0.5823672413825989,0.23137180507183075,0.5107308030128479,0.22068053483963013
vistula,0.13731622695922852,0.2205418348312378,0.21059384942054749,0.2412116378545761,0.2513207197189331,0.43355974555015564,0.20966413617134094,0.1677311211824417
valley,0.16011130809783936,0.19893474876880646,0.09131928533315659,0.18625320494174957,0.21787452697753906,0.15049467980861664,0.15022258460521698,0.11486150324344635
with,0.3525622487068176,0.35744401812553406,0.19624896347522736,0.2501530945301056,0.3250955045223236,0.15415489673614502,0.40749499201774597,0.2433311939239502
its,0.22449488937854767,0.3319723308086395,0.27566054463386536,0.2566635310649872,0.4447362422943115,0.19152112305164337,0.34331920742988586,0.15103481709957123
asymmetrical,0.24243652820587158,0.21521463990211487,0.4802614748477936,0.40196463465690613,0.25211620330810547,0.1770271509885788,0.1776198297739029,0.10959281027317047
pattern,0.23439081013202667,0.2025880664587021,0.3516731858253479,0.33073094487190247,0.22437229752540588,0.1384829580783844,0.15766438841819763,0.20064511895179749
of,0.2480744868516922,0.37253960967063904,0.2925202250480652,0.2921679615974426,0.4854315221309662,0.19253842532634735,0.3966929316520691,0.1826142966747284
different,0.411273330450058,0.6061229109764099,0.379112184047699,0.2961195707321167,0.24624870717525482,0.10649438947439194,0.3056946098804474,0.24476227164268494
terraces,0.07700890302658081,0.25506773591041565,0.32699695229530334,0.368160605430603,0.18607749044895172,0.19435186684131622,0.21991443634033203,0.07399796694517136
.,0.3287222981452942,0.3974229395389557,0.22022691369056702,0.2616509795188904,0.4569662809371948,0.26825499534606934,0.49257001280784607,0.4130953550338745
