,what,was,zia-ul-haq,'s,official,state,ideology,?
zia-ul-haq,0.1736786812543869,0.2723572254180908,1.0,0.05276070162653923,0.23550209403038025,0.292426198720932,0.3388441801071167,0.21305955946445465
was,0.22111038863658905,1.0000001192092896,0.2723572254180908,0.008974763564765453,0.24680811166763306,0.22072885930538177,0.1863693743944168,0.18412111699581146
much,0.45316147804260254,0.2580166161060333,0.11322664469480515,0.06731651723384857,0.11738894134759903,0.1357990801334381,0.1568974107503891,0.23442231118679047
more,0.3484537899494171,0.21525104343891144,0.16736549139022827,0.032942235469818115,0.08951759338378906,0.15372243523597717,0.1540863960981369,0.27894994616508484
committed,0.2308928668498993,0.3178342878818512,0.22100432217121124,0.04110341891646385,0.10393454134464264,0.20835337042808533,0.2567424178123474,0.20722328126430511
to,0.455847829580307,0.3636345863342285,0.1675136834383011,0.03782717138528824,0.18259026110172272,0.25557461380958557,0.2050238847732544,0.29463258385658264
islamism,0.28119760751724243,0.21435104310512543,0.48404932022094727,-0.00016553264867980033,0.15996530652046204,0.23196947574615479,0.6152387857437134,0.19147449731826782
",",0.3087472915649414,0.45456063747406006,0.28283727169036865,-0.0016132977325469255,0.2088543325662613,0.29481780529022217,0.19314546883106232,0.31091248989105225
and,0.31309178471565247,0.3740963041782379,0.2313472032546997,0.06895173341035843,0.15831619501113892,0.2653750479221344,0.23461033403873444,0.20544172823429108
``,0.008517155423760414,-0.012679691426455975,0.24374349415302277,-0.03416389226913452,-0.07170416414737701,0.041566602885723114,0.07227929681539536,0.0685480609536171
islamization,0.3071947693824768,0.20866511762142181,0.5125686526298523,-0.032142773270606995,0.2154901772737503,0.29070544242858887,0.5206730365753174,0.24860025942325592
'',0.08143015950918198,0.04456103965640068,0.034207023680210114,-0.04859459400177002,-0.08154091984033585,-0.007484397850930691,-0.003963666968047619,0.018684765323996544
or,0.33867141604423523,0.2330796718597412,0.22333794832229614,0.06871571391820908,0.14948703348636627,0.2591520845890045,0.19407199323177338,0.32389625906944275
implementation,0.27039429545402527,0.16723428666591644,0.24282237887382507,-0.05035173147916794,0.11092767119407654,0.20956376194953918,0.26388779282569885,0.21639296412467957
of,0.33290785551071167,0.4069072902202606,0.2268955409526825,-0.03817026689648628,0.2864961326122284,0.34253445267677307,0.2324344515800476,0.1826142966747284
islamic,0.2204568088054657,0.19776177406311035,0.4506111145019531,0.003978571388870478,0.17020604014396667,0.26186755299568176,0.41690143942832947,0.1692383587360382
law,0.2145031988620758,0.21553055942058563,0.2531355023384094,-0.06109188124537468,0.22188805043697357,0.2642555832862854,0.29356902837753296,0.1528988480567932
",",0.3087472915649414,0.45456063747406006,0.28283727169036865,-0.0016132977325469255,0.2088543325662613,0.29481780529022217,0.19314546883106232,0.31091248989105225
became,0.1434093862771988,0.6575068235397339,0.24803540110588074,0.0067522358149290085,0.2381189614534378,0.18349844217300415,0.1707172393798828,0.11374033987522125
a,0.3320399522781372,0.4508470594882965,0.2277110368013382,0.04866964742541313,0.19875815510749817,0.25097307562828064,0.18861424922943115,0.23916715383529663
cornerstone,0.24706479907035828,0.2825268507003784,0.23100920021533966,-0.06819068640470505,0.3012477159500122,0.17961002886295319,0.2297799289226532,0.14298619329929352
of,0.33290785551071167,0.4069072902202606,0.2268955409526825,-0.03817026689648628,0.2864961326122284,0.34253445267677307,0.2324344515800476,0.1826142966747284
his,0.26976513862609863,0.4405253231525421,0.24498367309570312,0.047556519508361816,0.1634177416563034,0.155015766620636,0.2337062805891037,0.18075084686279297
eleven-year,0.2128954529762268,0.27108079195022583,0.3092687726020813,0.05370393395423889,0.28743502497673035,0.25749528408050537,0.08391157537698746,0.2684383690357208
military,0.18809624016284943,0.24704936146736145,0.3156106472015381,0.0309983491897583,0.1484776884317398,0.26352035999298096,0.31594008207321167,0.1890317052602768
dictatorship,0.25598254799842834,0.28158998489379883,0.3071809709072113,0.006335247773677111,0.1853187382221222,0.3139866888523102,0.4877166152000427,0.18571601808071136
and,0.31309178471565247,0.3740963041782379,0.2313472032546997,0.06895173341035843,0.15831619501113892,0.2653750479221344,0.23461033403873444,0.20544172823429108
islamism,0.28119760751724243,0.21435104310512543,0.48404932022094727,-0.00016553264867980033,0.15996530652046204,0.23196947574615479,0.6152387857437134,0.19147449731826782
became,0.1434093862771988,0.6575068235397339,0.24803540110588074,0.0067522358149290085,0.2381189614534378,0.18349844217300415,0.1707172393798828,0.11374033987522125
his,0.26976513862609863,0.4405253231525421,0.24498367309570312,0.047556519508361816,0.1634177416563034,0.155015766620636,0.2337062805891037,0.18075084686279297
``,0.008517155423760414,-0.012679691426455975,0.24374349415302277,-0.03416389226913452,-0.07170416414737701,0.041566602885723114,0.07227929681539536,0.0685480609536171
official,0.18967986106872559,0.24680811166763306,0.23550209403038025,0.0002636060817167163,1.0,0.2868778705596924,0.1606876105070114,0.18097688257694244
state,0.24273863434791565,0.22072885930538177,0.292426198720932,0.038451772183179855,0.2868778705596924,1.0,0.2151554971933365,0.1160883978009224
ideology,0.3075948655605316,0.1863693743944168,0.3388441801071167,0.05649937689304352,0.1606876105070114,0.2151554971933365,0.9999999403953552,0.14344371855258942
'',0.08143015950918198,0.04456103965640068,0.034207023680210114,-0.04859459400177002,-0.08154091984033585,-0.007484397850930691,-0.003963666968047619,0.018684765323996544
.,0.3567904531955719,0.40146201848983765,0.26902973651885986,-0.003708066651597619,0.2367454320192337,0.31380724906921387,0.13883206248283386,0.4130953550338745
