,how,long,was,the,death,wish,coffee,commercial,?
quickbooks,0.36930859088897705,0.2930305302143097,0.2129504531621933,0.31170687079429626,0.14537860453128815,0.3157390058040619,0.28235989809036255,0.28941214084625244,0.33220136165618896
sponsored,0.03968134522438049,0.04401556774973869,0.26169130206108093,0.2539086937904358,0.07304907590150833,0.1368139535188675,0.18444761633872986,0.28658050298690796,0.12262218445539474
a,0.29312583804130554,0.3795371353626251,0.4508470594882965,0.5829201340675354,0.16249743103981018,0.2952733337879181,0.2200593799352646,0.2696971893310547,0.23916715383529663
``,-0.01591024175286293,0.1858668327331543,-0.012679691426455975,0.029072100296616554,0.02746286429464817,-0.0069111245684325695,-0.03548108786344528,-0.07633309066295624,0.0685480609536171
small,0.18460747599601746,0.36645185947418213,0.16572418808937073,0.39655908942222595,0.04472905769944191,0.126213937997818,0.23252056539058685,0.21057932078838348,0.13914890587329865
business,0.21561309695243835,0.15665365755558014,0.21382471919059753,0.2389037162065506,0.0951673835515976,0.25934308767318726,0.2911997437477112,0.3763678967952728,0.1545659303665161
big,0.27570170164108276,0.3017229437828064,0.179094597697258,0.308749794960022,0.0912700816988945,0.17233559489250183,0.20309510827064514,0.2387457937002182,0.20497842133045197
game,0.215279221534729,0.1404152661561966,0.2568269371986389,0.285271555185318,0.11502063274383545,0.24937687814235687,0.17562362551689148,0.20594170689582825,0.1829071193933487
'',-0.0029843549709767103,0.020632827654480934,0.04456103965640068,0.041273195296525955,-0.04736875370144844,0.03334395959973335,0.02069525048136711,-0.03676767647266388,0.018684765323996544
contest,0.16875827312469482,0.15828122198581696,0.22809730470180511,0.25173527002334595,0.10098680108785629,0.16978420317173004,0.17565950751304626,0.1535993218421936,0.18081821501255035
",",0.22659391164779663,0.3431144952774048,0.45456063747406006,0.4933079481124878,0.2070959210395813,0.22699971497058868,0.28915268182754517,0.26546892523765564,0.31091248989105225
in,0.2601168751716614,0.2759332060813904,0.45514053106307983,0.6662389636039734,0.18743370473384857,0.16469073295593262,0.20177122950553894,0.2615188956260681,0.20430970191955566
which,0.4852597713470459,0.34186381101608276,0.2830964922904968,0.6521818041801453,0.17868493497371674,0.2899854779243469,0.1997203826904297,0.28039100766181946,0.25814583897590637
death,0.19782234728336334,0.1302267462015152,0.28516459465026855,0.21438048779964447,0.9999998807907104,0.2225981205701828,0.09131897985935211,0.06466281414031982,0.21149799227714539
wish,0.36380818486213684,0.2339162826538086,0.126365065574646,0.25205081701278687,0.2225981205701828,0.9999999403953552,0.13589563965797424,0.16475896537303925,0.35864195227622986
coffee,0.21143853664398193,0.13409140706062317,0.14199990034103394,0.20381483435630798,0.09131897985935211,0.13589563965797424,1.0,0.2191660851240158,0.1695348024368286
had,0.2549138069152832,0.2967683970928192,0.5927209258079529,0.3875846862792969,0.2926282584667206,0.2631490230560303,0.12434262037277222,0.15119320154190063,0.20728366076946259
a,0.29312583804130554,0.3795371353626251,0.4508470594882965,0.5829201340675354,0.16249743103981018,0.2952733337879181,0.2200593799352646,0.2696971893310547,0.23916715383529663
30-second,0.2274654656648636,0.30449655652046204,0.27058619260787964,0.3721327483654022,0.1755945086479187,0.17287380993366241,0.06830354034900665,0.11541673541069031,0.18454498052597046
commercial,0.11456913501024246,0.12421756982803345,0.22333669662475586,0.23051398992538452,0.06466281414031982,0.16475896537303925,0.2191660851240158,1.0,0.04216946288943291
aired,0.17783713340759277,0.22129003703594208,0.27861282229423523,0.2525516450405121,0.13070429861545563,0.2250291258096695,0.03884333744645119,0.2026880383491516,0.22283338010311127
free,0.18879985809326172,0.11861992627382278,0.1777290552854538,0.22231732308864594,0.12239740043878555,0.24624298512935638,0.14819340407848358,0.22110521793365479,0.1278279572725296
of,0.2480744868516922,0.2567519545555115,0.4069072902202606,0.733189046382904,0.23778599500656128,0.1985756903886795,0.18473310768604279,0.21107374131679535,0.1826142966747284
charge,0.16119228303432465,0.09661031514406204,0.2562176287174225,0.2730984687805176,0.15096008777618408,0.15350371599197388,0.13570810854434967,0.0973002091050148,0.0958876758813858
courtesy,0.23408712446689606,0.13653293251991272,0.1990566998720169,0.2154114693403244,0.15602922439575195,0.35504579544067383,0.08125768601894379,0.09759218990802765,0.34395626187324524
of,0.2480744868516922,0.2567519545555115,0.4069072902202606,0.733189046382904,0.23778599500656128,0.1985756903886795,0.18473310768604279,0.21107374131679535,0.1826142966747284
quickbooks,0.36930859088897705,0.2930305302143097,0.2129504531621933,0.31170687079429626,0.14537860453128815,0.3157390058040619,0.28235989809036255,0.28941214084625244,0.33220136165618896
.,0.3287222981452942,0.3247973620891571,0.40146201848983765,0.5934505462646484,0.24631039798259735,0.2751295566558838,0.2474350780248642,0.2460125982761383,0.4130953550338745
