,what,does,zhèng,mean,?
zhèng,0.15164068341255188,0.14236828684806824,0.9999999403953552,0.13477124273777008,0.23236998915672302
(,0.2411840260028839,0.2728188931941986,0.2775208055973053,0.24319502711296082,0.40561532974243164
chinese,0.11643128097057343,0.12361307442188263,0.5546166896820068,0.18583039939403534,0.20843194425106049
:,-0.12022944539785385,-0.11934193223714828,0.07269908487796783,-0.04926652833819389,-0.07156077772378922
正,0.19716455042362213,0.22949092090129852,0.2594791352748871,0.22743959724903107,0.16634370386600494
),0.26259949803352356,0.2575884759426117,0.2613791227340698,0.2426333725452423,0.42300865054130554
meaning,0.24135559797286987,0.2968333065509796,0.17506279051303864,0.5340426564216614,0.20420892536640167
``,0.008517155423760414,0.06539655476808548,0.1403512954711914,0.06393398344516754,0.0685480609536171
right,0.38502591848373413,0.2895749509334564,0.1200968325138092,0.2258044183254242,0.27135515213012695
'',0.08143015950918198,-0.004023602232336998,-0.0445520393550396,0.08347149938344955,0.018684765323996544
",",0.3087472915649414,0.28617382049560547,0.267601877450943,0.27540135383605957,0.31091248989105225
``,0.008517155423760414,0.06539655476808548,0.1403512954711914,0.06393398344516754,0.0685480609536171
just,0.5854880809783936,0.37653830647468567,0.20415645837783813,0.37848734855651855,0.4144178032875061
'',0.08143015950918198,-0.004023602232336998,-0.0445520393550396,0.08347149938344955,0.018684765323996544
",",0.3087472915649414,0.28617382049560547,0.267601877450943,0.27540135383605957,0.31091248989105225
or,0.33867141604423523,0.4248845875263214,0.1892450898885727,0.45437735319137573,0.32389625906944275
``,0.008517155423760414,0.06539655476808548,0.1403512954711914,0.06393398344516754,0.0685480609536171
true,0.34890216588974,0.278400719165802,0.055546004325151443,0.268466979265213,0.22515304386615753
'',0.08143015950918198,-0.004023602232336998,-0.0445520393550396,0.08347149938344955,0.018684765323996544
",",0.3087472915649414,0.28617382049560547,0.267601877450943,0.27540135383605957,0.31091248989105225
would,0.45766422152519226,0.5055691003799438,0.200842022895813,0.32251617312431335,0.37178951501846313
have,0.39808809757232666,0.3709583580493927,0.12625513970851898,0.4040674865245819,0.32991164922714233
received,0.1010502278804779,0.1789911389350891,0.09544821083545685,0.12252956628799438,0.11905962228775024
the,0.42745697498321533,0.35928019881248474,0.15884286165237427,0.25977957248687744,0.22068053483963013
mongolian,0.15557456016540527,0.18044167757034302,0.29429715871810913,0.22094041109085083,0.13122369349002838
adjectival,0.28628024458885193,0.24540220201015472,0.17936971783638,0.42209893465042114,0.24988962709903717
modifier,0.20533397793769836,0.3003043532371521,0.189971923828125,0.22002945840358734,0.241756871342659
-s,0.32350659370422363,0.22717192769050598,0.4319100081920624,0.3246243894100189,0.44469788670539856
",",0.3087472915649414,0.28617382049560547,0.267601877450943,0.27540135383605957,0.31091248989105225
creating,0.28780505061149597,0.2985861301422119,0.1686803102493286,0.21110457181930542,0.2842518985271454
``,0.008517155423760414,0.06539655476808548,0.1403512954711914,0.06393398344516754,0.0685480609536171
jenggis,0.27142786979675293,0.15134596824645996,0.4107052981853485,0.24414804577827454,0.29608726501464844
'',0.08143015950918198,-0.004023602232336998,-0.0445520393550396,0.08347149938344955,0.018684765323996544
",",0.3087472915649414,0.28617382049560547,0.267601877450943,0.27540135383605957,0.31091248989105225
which,0.5261979103088379,0.39111801981925964,0.08538763225078583,0.30633988976478577,0.25814583897590637
in,0.30808621644973755,0.214483380317688,0.15209631621837616,0.2099098116159439,0.20430970191955566
medieval,0.2230893075466156,0.1765017807483673,0.07040265947580338,0.15936097502708435,0.15571735799312592
romanization,0.19458593428134918,0.16211096942424774,0.4110598862171173,0.2544841170310974,0.272888720035553
would,0.45766422152519226,0.5055691003799438,0.200842022895813,0.32251617312431335,0.37178951501846313
be,0.3929833769798279,0.28696945309638977,0.16744071245193481,0.3655017018318176,0.3324260413646698
written,0.25412634015083313,0.2023848444223404,0.20765770971775055,0.17955803871154785,0.21451954543590546
``,0.008517155423760414,0.06539655476808548,0.1403512954711914,0.06393398344516754,0.0685480609536171
genghis,0.24369274079799652,0.11269689351320267,0.30978959798812866,0.1431557834148407,0.18813461065292358
'',0.08143015950918198,-0.004023602232336998,-0.0445520393550396,0.08347149938344955,0.018684765323996544
.,0.3567904531955719,0.3022993505001068,0.210870623588562,0.21881133317947388,0.4130953550338745
