,what,did,luther,consider,faith,to,be,?
faith,0.3120079040527344,0.24413958191871643,0.2839079797267914,0.3449319005012512,1.0,0.2426898032426834,0.25434166193008423,0.2833177447319031
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.30831751227378845,0.3190833032131195,0.44245919585227966,0.39254459738731384,0.31091248989105225
for,0.3017193675041199,0.318512886762619,0.12958186864852905,0.3704085350036621,0.19736909866333008,0.4451248347759247,0.3801851272583008,0.264628142118454
luther,0.2134782373905182,0.23667675256729126,1.0,0.0995694026350975,0.2839079797267914,0.18029534816741943,0.15299063920974731,0.1732746809720993
",",0.3087472915649414,0.3015086054801941,0.23255878686904907,0.30831751227378845,0.3190833032131195,0.44245919585227966,0.39254459738731384,0.31091248989105225
was,0.22111038863658905,0.41399896144866943,0.19185513257980347,0.22259771823883057,0.23632077872753143,0.3636345863342285,0.42228707671165466,0.18412111699581146
a,0.3320399522781372,0.2552328109741211,0.17967689037322998,0.308129221200943,0.23009571433067322,0.45503583550453186,0.39883795380592346,0.23916715383529663
gift,0.22758355736732483,0.203318253159523,0.16766926646232605,0.17246288061141968,0.2513722777366638,0.21320243179798126,0.21588629484176636,0.1950901448726654
from,0.2737620174884796,0.20248863101005554,0.10716932266950607,0.2023516446352005,0.17307856678962708,0.4069952368736267,0.3107333183288574,0.19969791173934937
god,0.3127830922603607,0.2420882135629654,0.2238161414861679,0.20931565761566162,0.40165990591049194,0.2408517301082611,0.21916557848453522,0.23396754264831543
;,0.10986888408660889,0.10727239400148392,0.022799020633101463,0.03325328230857849,0.01333590503782034,0.0979827418923378,0.06185305491089821,0.10349778085947037
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.33438587188720703,0.20665863156318665,0.535392165184021,0.4248143136501312,0.22068053483963013
experience,0.3894727826118469,0.2411177009344101,0.0642826184630394,0.3093257546424866,0.32531094551086426,0.25535836815834045,0.2967037260532379,0.25203612446784973
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.3074679970741272,0.20991961658000946,0.41548454761505127,0.33904364705085754,0.1826142966747284
being,0.3760843276977539,0.27905046939849854,0.17804069817066193,0.3110181987285614,0.29169225692749023,0.4514104127883911,0.5586286783218384,0.26743772625923157
justified,0.3712652921676636,0.2774534523487091,0.20075643062591553,0.43419602513313293,0.44678643345832825,0.18677540123462677,0.3197648227214813,0.38761505484580994
by,0.2455483376979828,0.18574509024620056,0.15382802486419678,0.2509215474128723,0.15042667090892792,0.33534231781959534,0.43158695101737976,0.17966607213020325
faith,0.3120079040527344,0.24413958191871643,0.2839079797267914,0.3449319005012512,1.0,0.2426898032426834,0.25434166193008423,0.2833177447319031
was,0.22111038863658905,0.41399896144866943,0.19185513257980347,0.22259771823883057,0.23632077872753143,0.3636345863342285,0.42228707671165466,0.18412111699581146
``,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,0.12360268086194992,0.04868196323513985,0.06720756739377975,0.07670000940561295,0.0685480609536171
as,0.31749409437179565,0.3596470057964325,0.20242992043495178,0.3220363259315491,0.25178882479667664,0.42092081904411316,0.5230465531349182,0.27043893933296204
though,0.4089210331439972,0.4678466022014618,0.1487087458372116,0.377258837223053,0.2741154134273529,0.46191829442977905,0.46173956990242004,0.3188856542110443
i,0.4411132335662842,0.32301032543182373,0.232476145029068,0.35929304361343384,0.32996025681495667,0.3140375316143036,0.3843499720096588,0.4695145785808563
had,0.23849567770957947,0.540525496006012,0.16133075952529907,0.2037050426006317,0.176611065864563,0.37984350323677063,0.35315439105033875,0.20728366076946259
been,0.2567804455757141,0.2835664749145508,0.14683249592781067,0.2769395411014557,0.255299836397171,0.34945759177207947,0.5304332375526428,0.24354910850524902
born,0.16581368446350098,0.15831230580806732,0.13310980796813965,0.07077545672655106,0.13352738320827484,0.13695985078811646,0.07167387008666992,0.19166848063468933
again,0.3921525180339813,0.35250324010849,0.18650664389133453,0.23016057908535004,0.2764611542224884,0.4861571192741394,0.32521769404411316,0.2679590880870819
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.26817744970321655,0.2496335357427597,0.4645031690597534,0.4383580684661865,0.4130953550338745
'',0.08143015950918198,0.01978493109345436,-0.04572787508368492,0.08709754049777985,0.002301151631399989,-0.009905828163027763,0.08835477381944656,0.018684765323996544
,what,did,luther,consider,faith,to,be,?
``,0.008517155423760414,-0.029888948425650597,-0.013964727520942688,0.12360268086194992,0.04868196323513985,0.06720756739377975,0.07670000940561295,0.0685480609536171
faith,0.3120079040527344,0.24413958191871643,0.2839079797267914,0.3449319005012512,1.0,0.2426898032426834,0.25434166193008423,0.2833177447319031
is,0.28837618231773376,0.19247472286224365,0.08282390236854553,0.32138293981552124,0.2154717594385147,0.42745086550712585,0.4819129705429077,0.22961433231830597
that,0.6297725439071655,0.47518548369407654,0.21746599674224854,0.41500717401504517,0.29499298334121704,0.5436353087425232,0.6036020517349243,0.32716336846351624
which,0.5261979103088379,0.2750149369239807,0.17501473426818848,0.2769235670566559,0.2059541791677475,0.5345056653022766,0.476310670375824,0.25814583897590637
brings,0.2661646604537964,0.1749599128961563,0.12177680432796478,0.23609893023967743,0.1929970383644104,0.3526528477668762,0.2768506109714508,0.21409378945827484
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.33438587188720703,0.20665863156318665,0.535392165184021,0.4248143136501312,0.22068053483963013
holy,0.21269184350967407,0.1021214947104454,0.21725739538669586,0.28745248913764954,0.29124295711517334,0.22131432592868805,0.19221054017543793,0.18148104846477509
spirit,0.21102753281593323,0.16968007385730743,0.2489360272884369,0.21028073132038116,0.3314398527145386,0.24216829240322113,0.24988014996051788,0.18818747997283936
through,0.23167094588279724,0.14190755784511566,0.14776484668254852,0.22354185581207275,0.19769379496574402,0.4062686562538147,0.290402352809906,0.16913433372974396
the,0.42745697498321533,0.34736719727516174,0.1759674996137619,0.33438587188720703,0.20665863156318665,0.535392165184021,0.4248143136501312,0.22068053483963013
merits,0.4363752007484436,0.3179045021533966,0.2488074153661728,0.39566951990127563,0.3832026720046997,0.33430415391921997,0.34964606165885925,0.35187798738479614
of,0.33290785551071167,0.2513895630836487,0.1719115972518921,0.3074679970741272,0.20991961658000946,0.41548454761505127,0.33904364705085754,0.1826142966747284
christ,0.2615339457988739,0.17013269662857056,0.2758595049381256,0.17168430984020233,0.412271648645401,0.22245259582996368,0.18652451038360596,0.13772203028202057
.,0.3567904531955719,0.35288307070732117,0.24907569587230682,0.26817744970321655,0.2496335357427597,0.4645031690597534,0.4383580684661865,0.4130953550338745
'',0.08143015950918198,0.01978493109345436,-0.04572787508368492,0.08709754049777985,0.002301151631399989,-0.009905828163027763,0.08835477381944656,0.018684765323996544
