,when,imperialism,impacts,social,norms,of,a,state,",",what,is,it,called,?
cultural,0.08569982647895813,0.34698227047920227,0.29975923895835876,0.43057578802108765,0.29997020959854126,0.29898300766944885,0.21751533448696136,0.21144913136959076,0.24125681817531586,0.18198847770690918,0.1658732146024704,0.19455228745937347,0.1554528772830963,0.09798457473516464
imperialism,0.18709999322891235,1.0,0.22878965735435486,0.33768266439437866,0.32285118103027344,0.29240643978118896,0.17335295677185059,0.28228023648262024,0.2420617640018463,0.24614648520946503,0.13894762098789215,0.1997520625591278,0.22849726676940918,0.14998586475849152
is,0.3471449911594391,0.13894762098789215,0.19846704602241516,0.15944984555244446,0.2264329344034195,0.4854315221309662,0.658733606338501,0.2627358138561249,0.4691906273365021,0.28837618231773376,1.0,0.6328473687171936,0.430266410112381,0.22961433231830597
when,0.9999999403953552,0.18709999322891235,0.20942480862140656,0.17212750017642975,0.2388465255498886,0.3757161796092987,0.44397395849227905,0.2549494504928589,0.36674630641937256,0.4700249433517456,0.3471449911594391,0.4775012135505676,0.39188069105148315,0.22841128706932068
a,0.44397395849227905,0.17335295677185059,0.21632671356201172,0.2286769598722458,0.2597409784793854,0.5052502155303955,1.0,0.25097307562828064,0.427140474319458,0.3320399522781372,0.658733606338501,0.5452592968940735,0.4868806302547455,0.23916715383529663
country,0.21558639407157898,0.2708059251308441,0.15142469108104706,0.16953879594802856,0.16841566562652588,0.28866857290267944,0.20991116762161255,0.34785258769989014,0.27878350019454956,0.22705033421516418,0.24409033358097076,0.2677888870239258,0.1977362334728241,0.12647280097007751
's,-0.03368149697780609,0.00493214325979352,0.0274791456758976,0.030711397528648376,0.008956026285886765,-0.03817026689648628,0.04866964742541313,0.038451772183179855,-0.0016132977325469255,0.02692362666130066,0.02396530658006668,0.06608816236257553,-0.021773243322968483,-0.023395681753754616
influence,0.2472303807735443,0.38372498750686646,0.412311315536499,0.3018547594547272,0.3437676727771759,0.3608979284763336,0.23828014731407166,0.19401612877845764,0.2585834860801697,0.2790174186229706,0.19989071786403656,0.21783682703971863,0.22173140943050385,0.14200882613658905
is,0.3471449911594391,0.13894762098789215,0.19846704602241516,0.15944984555244446,0.2264329344034195,0.4854315221309662,0.658733606338501,0.2627358138561249,0.4691906273365021,0.28837618231773376,1.0,0.6328473687171936,0.430266410112381,0.22961433231830597
felt,0.31209391355514526,0.2564151883125305,0.20856307446956635,0.23951709270477295,0.17217804491519928,0.2637780010700226,0.24427424371242523,0.12362783402204514,0.22533172369003296,0.31107643246650696,0.22860294580459595,0.2998490631580353,0.20421840250492096,0.17489777505397797
in,0.4431333839893341,0.2081184834241867,0.1669047772884369,0.23382627964019775,0.22316668927669525,0.5696388483047485,0.539380669593811,0.33316072821617126,0.5201468467712402,0.30808621644973755,0.5394441485404968,0.5130809545516968,0.40847352147102356,0.20430970191955566
social,0.17212750017642975,0.33768266439437866,0.3119122385978699,1.0,0.43105819821357727,0.2605111300945282,0.2286769598722458,0.20731864869594574,0.2674078345298767,0.22217629849910736,0.15944984555244446,0.16038981080055237,0.14653752744197845,0.1615191102027893
and,0.4716290831565857,0.19073538482189178,0.25870150327682495,0.38231831789016724,0.3211011290550232,0.5116966962814331,0.3739250600337982,0.2653750479221344,0.6633074283599854,0.31309178471565247,0.3859752118587494,0.40957894921302795,0.3251761794090271,0.20544172823429108
cultural,0.08569982647895813,0.34698227047920227,0.29975923895835876,0.43057578802108765,0.29997020959854126,0.29898300766944885,0.21751533448696136,0.21144913136959076,0.24125681817531586,0.18198847770690918,0.1658732146024704,0.19455228745937347,0.1554528772830963,0.09798457473516464
circles,0.17421434819698334,0.16139596700668335,0.253720223903656,0.22999703884124756,0.18764805793762207,0.24120236933231354,0.22927023470401764,0.12619362771511078,0.23954728245735168,0.16733095049858093,0.21170905232429504,0.23494336009025574,0.22667068243026733,0.12514375150203705
",",0.36674630641937256,0.2420617640018463,0.23162336647510529,0.2674078345298767,0.2642298638820648,0.4946078956127167,0.427140474319458,0.29481780529022217,1.0000001192092896,0.3087472915649414,0.4691906273365021,0.48329564929008484,0.26549121737480164,0.31091248989105225
i.e,0.012486375868320465,0.11225827783346176,-0.04772639647126198,0.06256023794412613,0.03486337885260582,-0.09192006289958954,-0.03406507149338722,0.055196452885866165,-0.03723205626010895,0.06545200943946838,-0.04790802299976349,-0.025963908061385155,-0.10683703422546387,-0.00816641841083765
.,0.475719153881073,0.22279119491577148,0.1954408586025238,0.2614770531654358,0.24776512384414673,0.5352458953857422,0.50484299659729,0.31380724906921387,0.6812511086463928,0.3567904531955719,0.4569662809371948,0.5593622326850891,0.300344854593277,0.4130953550338745
