,what,event,is,held,at,bells,beach,in,victoria,?
most,0.3219912350177765,0.1644613891839981,0.41165053844451904,0.20313653349876404,0.22451047599315643,0.25794947147369385,0.1909676492214203,0.41416558623313904,0.13849598169326782,0.2107497900724411
of,0.33290785551071167,0.19878064095973969,0.4854315221309662,0.28960686922073364,0.42558613419532776,0.2047564685344696,0.20727382600307465,0.5696388483047485,0.2505437433719635,0.1826142966747284
these,0.4164220690727234,0.20756886899471283,0.2498808652162552,0.22352103888988495,0.2638600766658783,0.29392847418785095,0.1465497463941574,0.3791837692260742,0.1516883671283722,0.2571668326854706
events,0.269866019487381,0.6932221055030823,0.17093729972839355,0.34972846508026123,0.25329744815826416,0.17316700518131256,0.10579507797956467,0.2690284550189972,0.14404162764549255,0.09835197776556015
are,0.29724663496017456,0.1376582384109497,0.5330929756164551,0.18270234763622284,0.2074895054101944,0.26528334617614746,0.1654755175113678,0.3841303884983063,0.16939106583595276,0.24591213464736938
centred,0.21794316172599792,0.17786650359630585,0.3008362352848053,0.2538938522338867,0.2645438611507416,0.091420017182827,0.22422030568122864,0.2857823073863983,0.200055792927742,0.11918678879737854
on,0.34226128458976746,0.21758322417736053,0.3635730445384979,0.2410694807767868,0.4806317389011383,0.17700056731700897,0.2340264618396759,0.46853652596473694,0.17229951918125153,0.2714994251728058
melbourne,0.10823550075292587,0.25285932421684265,0.14877618849277496,0.2929069995880127,0.2636062502861023,0.16641707718372345,0.22605018317699432,0.21059004962444305,0.5566045641899109,0.09101688116788864
",",0.3087472915649414,0.22701776027679443,0.4691906273365021,0.2880980372428894,0.38314947485923767,0.24909469485282898,0.24992109835147858,0.5201468467712402,0.2279360294342041,0.31091248989105225
but,0.5029441118240356,0.28904035687446594,0.4106791317462921,0.23226572573184967,0.33498162031173706,0.24043244123458862,0.1879788041114807,0.48674455285072327,0.19563165307044983,0.27921953797340393
others,0.3888046145439148,0.16378943622112274,0.25228992104530334,0.13566212356090546,0.245652437210083,0.203586608171463,0.1348562389612198,0.3167906701564789,0.1199166551232338,0.26705288887023926
occur,0.2129514068365097,0.35217124223709106,0.24761207401752472,0.22969286143779755,0.1852356344461441,0.1245347261428833,0.12316091358661652,0.26916563510894775,0.14855988323688507,0.17999543249607086
in,0.30808621644973755,0.27304479479789734,0.5394441485404968,0.3127288818359375,0.4374977946281433,0.22248388826847076,0.24073414504528046,1.0,0.20823122560977936,0.20430970191955566
regional,0.1532609760761261,0.14498946070671082,0.1760118007659912,0.22057965397834778,0.201704740524292,0.0023824679665267467,0.15946318209171295,0.2730329930782318,0.1630449742078781,0.09246466308832169
cities,0.161918506026268,0.15069568157196045,0.21770904958248138,0.2563200294971466,0.16851913928985596,0.17749321460723877,0.16234102845191956,0.32293570041656494,0.13038216531276703,0.13339310884475708
",",0.3087472915649414,0.22701776027679443,0.4691906273365021,0.2880980372428894,0.38314947485923767,0.24909469485282898,0.24992109835147858,0.5201468467712402,0.2279360294342041,0.31091248989105225
such,0.23989605903625488,0.18841488659381866,0.23545363545417786,0.10326326638460159,0.15276408195495605,0.17670881748199463,0.13443031907081604,0.2704046070575714,0.1613425463438034,0.17851735651493073
as,0.31749409437179565,0.21454742550849915,0.43216490745544434,0.16727563738822937,0.28092536330223083,0.12461701035499573,0.1806245595216751,0.3887844979763031,0.19515912234783173,0.27043893933296204
the,0.42745697498321533,0.2960145175457001,0.5823672413825989,0.32185450196266174,0.457212895154953,0.20846958458423615,0.20261730253696442,0.6662389636039734,0.2204313427209854,0.22068053483963013
v8,-0.08961822837591171,-0.05339107662439346,0.005824590101838112,-0.006727929227054119,-0.005337473936378956,-0.019942959770560265,-0.018395189195871353,-0.0336674302816391,-0.004571571480482817,0.047641854733228683
supercars,0.16421061754226685,0.3083384037017822,0.18110977113246918,0.20060136914253235,0.19358599185943604,0.17684218287467957,0.1937592625617981,0.2369680404663086,0.18830373883247375,0.20461143553256989
and,0.31309178471565247,0.17869816720485687,0.3859752118587494,0.22757986187934875,0.3571503460407257,0.25345760583877563,0.2650700807571411,0.4954058527946472,0.24507255852222443,0.20544172823429108
australian,0.13873113691806793,0.15289011597633362,0.1682673692703247,0.1914817839860916,0.18211255967617035,0.07887177169322968,0.12968292832374573,0.1796053647994995,0.42558738589286804,0.10848008096218109
motorcycle,0.13763993978500366,0.1956038475036621,0.11607702821493149,0.20666047930717468,0.1583470106124878,0.1303577721118927,0.22532184422016144,0.18782666325569153,0.12555348873138428,0.14399020373821259
grand,0.1358851045370102,0.2104436159133911,0.212590292096138,0.23238518834114075,0.19673770666122437,0.13808594644069672,0.18394114077091217,0.24767720699310303,0.18386131525039673,0.1168735921382904
prix,0.12962448596954346,0.2958941161632538,0.17496539652347565,0.2524571418762207,0.21313677728176117,0.0935908779501915,0.19818143546581268,0.22003301978111267,0.1318833827972412,0.13354827463626862
at,0.2838611304759979,0.3039053678512573,0.25906258821487427,0.3822793960571289,1.0,0.18841546773910522,0.25030404329299927,0.4374977946281433,0.19641181826591492,0.21978627145290375
phillip,0.2285815328359604,0.14731785655021667,0.15947526693344116,0.19878731667995453,0.19565147161483765,0.16286121308803558,0.23918704688549042,0.22359023988246918,0.33228379487991333,0.14460548758506775
island,0.1299295574426651,0.15201865136623383,0.2365664541721344,0.20617780089378357,0.19854524731636047,0.16043415665626526,0.392935186624527,0.24730545282363892,0.257440984249115,0.0887429490685463
",",0.3087472915649414,0.22701776027679443,0.4691906273365021,0.2880980372428894,0.38314947485923767,0.24909469485282898,0.24992109835147858,0.5201468467712402,0.2279360294342041,0.31091248989105225
the,0.42745697498321533,0.2960145175457001,0.5823672413825989,0.32185450196266174,0.457212895154953,0.20846958458423615,0.20261730253696442,0.6662389636039734,0.2204313427209854,0.22068053483963013
grand,0.1358851045370102,0.2104436159133911,0.212590292096138,0.23238518834114075,0.19673770666122437,0.13808594644069672,0.18394114077091217,0.24767720699310303,0.18386131525039673,0.1168735921382904
annual,0.14798973500728607,0.39826729893684387,0.20538382232189178,0.3879128098487854,0.27374956011772156,0.11734672635793686,0.18179164826869965,0.2557781934738159,0.11894237250089645,0.1083487942814827
steeplechase,0.19566848874092102,0.30847039818763733,0.2652992308139801,0.2623441815376282,0.3564392328262329,0.25878652930259705,0.3199111223220825,0.32559821009635925,0.2257891446352005,0.147659569978714
at,0.2838611304759979,0.3039053678512573,0.25906258821487427,0.3822793960571289,1.0,0.18841546773910522,0.25030404329299927,0.4374977946281433,0.19641181826591492,0.21978627145290375
warrnambool,0.2110242247581482,0.2390158772468567,0.27423158288002014,0.22573763132095337,0.23822954297065735,0.24756769835948944,0.2783631682395935,0.2702086567878723,0.5021383762359619,0.18011367321014404
and,0.31309178471565247,0.17869816720485687,0.3859752118587494,0.22757986187934875,0.3571503460407257,0.25345760583877563,0.2650700807571411,0.4954058527946472,0.24507255852222443,0.20544172823429108
the,0.42745697498321533,0.2960145175457001,0.5823672413825989,0.32185450196266174,0.457212895154953,0.20846958458423615,0.20261730253696442,0.6662389636039734,0.2204313427209854,0.22068053483963013
australian,0.13873113691806793,0.15289011597633362,0.1682673692703247,0.1914817839860916,0.18211255967617035,0.07887177169322968,0.12968292832374573,0.1796053647994995,0.42558738589286804,0.10848008096218109
international,0.10870302468538284,0.20510634779930115,0.19279639422893524,0.26113346219062805,0.22578327357769012,0.06692015379667282,0.20786052942276,0.26377472281455994,0.14718520641326904,0.15335838496685028
airshow,0.22028790414333344,0.25862088799476624,0.22991138696670532,0.22117333114147186,0.1921062022447586,0.20096175372600555,0.23115010559558868,0.3290320634841919,0.15528504550457,0.22588945925235748
at,0.2838611304759979,0.3039053678512573,0.25906258821487427,0.3822793960571289,1.0,0.18841546773910522,0.25030404329299927,0.4374977946281433,0.19641181826591492,0.21978627145290375
geelong,0.19304567575454712,0.21868760883808136,0.23623305559158325,0.24462488293647766,0.28530153632164,0.15480682253837585,0.3259107768535614,0.28465673327445984,0.5073073506355286,0.16397786140441895
and,0.31309178471565247,0.17869816720485687,0.3859752118587494,0.22757986187934875,0.3571503460407257,0.25345760583877563,0.2650700807571411,0.4954058527946472,0.24507255852222443,0.20544172823429108
numerous,0.1867249608039856,0.10153982788324356,0.14785398542881012,0.1392221450805664,0.1812366098165512,0.17691092193126678,0.17513766884803772,0.30740252137184143,0.17938081920146942,0.0875130444765091
local,0.18981902301311493,0.15469734370708466,0.13173899054527283,0.1680728644132614,0.1697770059108734,0.13077397644519806,0.12266494333744049,0.2223825752735138,0.16348877549171448,0.15022775530815125
festivals,0.1838170289993286,0.3391130864620209,0.19712303578853607,0.4013829231262207,0.24603039026260376,0.27236875891685486,0.16850513219833374,0.3094446659088135,0.08484213799238205,0.19684866070747375
such,0.23989605903625488,0.18841488659381866,0.23545363545417786,0.10326326638460159,0.15276408195495605,0.17670881748199463,0.13443031907081604,0.2704046070575714,0.1613425463438034,0.17851735651493073
as,0.31749409437179565,0.21454742550849915,0.43216490745544434,0.16727563738822937,0.28092536330223083,0.12461701035499573,0.1806245595216751,0.3887844979763031,0.19515912234783173,0.27043893933296204
the,0.42745697498321533,0.2960145175457001,0.5823672413825989,0.32185450196266174,0.457212895154953,0.20846958458423615,0.20261730253696442,0.6662389636039734,0.2204313427209854,0.22068053483963013
popular,0.186283677816391,0.17839780449867249,0.30144429206848145,0.23020753264427185,0.11804749071598053,0.20984570682048798,0.2714056968688965,0.3157482445240021,0.1986696720123291,0.13108457624912262
port,0.1327695995569229,0.14070318639278412,0.26270607113838196,0.15539945662021637,0.16761204600334167,0.1780892014503479,0.3249894082546234,0.20519298315048218,0.2423909604549408,0.06519711017608643
fairy,0.23388010263442993,0.08188506960868835,0.16645005345344543,0.08494627475738525,0.09308955073356628,0.3414737582206726,0.14385299384593964,0.11461786925792694,0.1784067302942276,0.20788714289665222
folk,0.20571109652519226,0.10340126603841782,0.18752248585224152,0.20423778891563416,0.14814266562461853,0.22407251596450806,0.19533200562000275,0.21155992150306702,0.15186052024364471,0.16659963130950928
festival,0.15385980904102325,0.3299560546875,0.1853252649307251,0.3763343393802643,0.26036307215690613,0.19660577178001404,0.18258485198020935,0.27311140298843384,0.1064891368150711,0.17767390608787537
",",0.3087472915649414,0.22701776027679443,0.4691906273365021,0.2880980372428894,0.38314947485923767,0.24909469485282898,0.24992109835147858,0.5201468467712402,0.2279360294342041,0.31091248989105225
queenscliff,0.25343838334083557,0.20803792774677277,0.2575748562812805,0.23095589876174927,0.23798827826976776,0.21733178198337555,0.38060590624809265,0.2798765003681183,0.4225676953792572,0.21703970432281494
music,0.23070453107357025,0.15844756364822388,0.17702555656433105,0.14816948771476746,0.2415672391653061,0.28280481696128845,0.20289093255996704,0.22969312965869904,0.15982629358768463,0.18264494836330414
festival,0.15385980904102325,0.3299560546875,0.1853252649307251,0.3763343393802643,0.26036307215690613,0.19660577178001404,0.18258485198020935,0.27311140298843384,0.1064891368150711,0.17767390608787537
",",0.3087472915649414,0.22701776027679443,0.4691906273365021,0.2880980372428894,0.38314947485923767,0.24909469485282898,0.24992109835147858,0.5201468467712402,0.2279360294342041,0.31091248989105225
bells,0.19090037047863007,0.12153083831071854,0.13920095562934875,0.15945914387702942,0.18841546773910522,1.0000001192092896,0.1910206824541092,0.22248388826847076,0.15330961346626282,0.1528511345386505
beach,0.15818452835083008,0.1815723031759262,0.19757364690303802,0.18705497682094574,0.25030404329299927,0.1910206824541092,1.0,0.24073414504528046,0.17947158217430115,0.16120761632919312
surfclassic,0.27200567722320557,0.2656806409358978,0.24026966094970703,0.1436462551355362,0.23426438868045807,0.22961357235908508,0.27366867661476135,0.2797369360923767,0.20689521729946136,0.2652745544910431
and,0.31309178471565247,0.17869816720485687,0.3859752118587494,0.22757986187934875,0.3571503460407257,0.25345760583877563,0.2650700807571411,0.4954058527946472,0.24507255852222443,0.20544172823429108
the,0.42745697498321533,0.2960145175457001,0.5823672413825989,0.32185450196266174,0.457212895154953,0.20846958458423615,0.20261730253696442,0.6662389636039734,0.2204313427209854,0.22068053483963013
bright,0.22715561091899872,0.12004441022872925,0.2728571891784668,0.1324690282344818,0.20238712430000305,0.17470957338809967,0.21523088216781616,0.20591014623641968,0.14529800415039062,0.18864305317401886
autumn,0.16748814284801483,0.16102288663387299,0.16660897433757782,0.23044002056121826,0.26695021986961365,0.11501378566026688,0.1758045107126236,0.2979828715324402,0.18651972711086273,0.11069142818450928
festival,0.15385980904102325,0.3299560546875,0.1853252649307251,0.3763343393802643,0.26036307215690613,0.19660577178001404,0.18258485198020935,0.27311140298843384,0.1064891368150711,0.17767390608787537
.,0.3567904531955719,0.2068977802991867,0.4569662809371948,0.2628571093082428,0.4549728035926819,0.23032507300376892,0.24822784960269928,0.5591574311256409,0.23069117963314056,0.4130953550338745
