,which,player,did,the,panthers,lose,to,an,acl,injury,in,a,preseason,game,?
despite,0.2826302945613861,0.06736006587743759,0.38115930557250977,0.3172689974308014,0.1696106642484665,0.2616227865219116,0.3584847152233124,0.15481685101985931,0.23096124827861786,0.26490533351898193,0.27473363280296326,0.28239360451698303,0.2662244141101837,0.16200055181980133,0.14350546896457672
waiving,0.2979806065559387,0.17011421918869019,0.27735698223114014,0.3694417178630829,0.33846792578697205,0.2442520260810852,0.3603929877281189,0.20667380094528198,0.20297269523143768,0.30102890729904175,0.3322989046573639,0.3373030722141266,0.29261845350265503,0.24897918105125427,0.242996484041214
longtime,0.2204979509115219,0.23551125824451447,0.14097586274147034,0.2717287242412567,0.25195038318634033,0.15875475108623505,0.27073341608047485,0.24100689589977264,0.21017949283123016,0.17250099778175354,0.21562570333480835,0.24678170680999756,0.32921555638313293,0.20505839586257935,0.07657656818628311
running,0.30427414178848267,0.12874817848205566,0.23744943737983704,0.28883472084999084,0.1742893010377884,0.23644402623176575,0.23381315171718597,0.18304400146007538,0.14905574917793274,0.21319767832756042,0.2874506413936615,0.30176547169685364,0.2910609841346741,0.2231830656528473,0.15679655969142914
back,0.3174980580806732,0.17633932828903198,0.2601068317890167,0.3612101674079895,0.24408011138439178,0.2578657269477844,0.4675939381122589,0.18792150914669037,0.20832140743732452,0.2533291280269623,0.25397348403930664,0.31908270716667175,0.275911420583725,0.13845773041248322,0.2397768795490265
deangelo,0.18337586522102356,0.20797140896320343,0.16390806436538696,0.2024650275707245,0.2667361795902252,0.07859151810407639,0.1988241821527481,0.19544543325901031,0.21163815259933472,0.20777922868728638,0.24543344974517822,0.20384690165519714,0.2861408591270447,0.1595800668001175,0.18370559811592102
williams,0.1554034948348999,0.21438899636268616,0.19792766869068146,0.20852252840995789,0.2933593690395355,0.2237742394208908,0.16808581352233887,0.15887334942817688,0.16502287983894348,0.20077815651893616,0.16579249501228333,0.15783628821372986,0.31264185905456543,0.1914803683757782,0.1924409717321396
and,0.506277859210968,0.22685286402702332,0.34479495882987976,0.5171257257461548,0.2230100929737091,0.3096105754375458,0.48971283435821533,0.2838519215583801,0.15022554993629456,0.232233464717865,0.4954058527946472,0.3739250600337982,0.31507644057273865,0.25192898511886597,0.20544172823429108
losing,0.25697997212409973,0.2353503555059433,0.2751401662826538,0.3114689588546753,0.19497670233249664,0.622482180595398,0.2928483486175537,0.11088519543409348,0.24256667494773865,0.368476539850235,0.3055514097213745,0.28068792819976807,0.28922656178474426,0.26844322681427,0.15056444704532623
top,0.3052574694156647,0.17855311930179596,0.17264406383037567,0.31754136085510254,0.20028118789196014,0.13590747117996216,0.20897358655929565,0.1313013881444931,0.1369650661945343,0.1298907846212387,0.2235720455646515,0.2422690987586975,0.266187459230423,0.17028358578681946,0.17265194654464722
wide,0.3568881154060364,0.13806673884391785,0.11342455446720123,0.28078147768974304,0.21128936111927032,0.12832970917224884,0.27017152309417725,0.1999245136976242,0.20347966253757477,0.13749966025352478,0.22946839034557343,0.301088809967041,0.20833280682563782,0.13281996548175812,0.12719376385211945
receiver,0.24653580784797668,0.3959048390388489,0.15293848514556885,0.21850530803203583,0.3002510964870453,0.14820164442062378,0.25238820910453796,0.1783871352672577,0.2051057070493698,0.24016043543815613,0.16248875856399536,0.2591530680656433,0.40699639916419983,0.2444303035736084,0.11587938666343689
kelvin,0.2036457508802414,0.18290485441684723,0.12385150045156479,0.20588484406471252,0.1860472559928894,0.2190300077199936,0.23131093382835388,0.16670945286750793,0.14359156787395477,0.09534964710474014,0.20857983827590942,0.22150981426239014,0.1313750147819519,0.11961238831281662,0.18197040259838104
benjamin,0.1817704141139984,0.15457504987716675,0.1405869424343109,0.2507040798664093,0.16550496220588684,0.13984747231006622,0.17437827587127686,0.17122232913970947,0.1090025082230568,0.1150294616818428,0.20055828988552094,0.2032749503850937,0.18284788727760315,0.09248264878988266,0.20336422324180603
to,0.5345056653022766,0.17719191312789917,0.4452643394470215,0.535392165184021,0.2185782641172409,0.33073529601097107,1.0,0.3138085603713989,0.1536690592765808,0.24385890364646912,0.45010748505592346,0.45503583550453186,0.28437575697898865,0.2540906071662903,0.29463258385658264
