,by,what,means,is,bulk,oxygen,shipped,?
for,0.3248702883720398,0.3017193675041199,0.3294552266597748,0.43268078565597534,0.21798349916934967,0.22718772292137146,0.22233039140701294,0.264628142118454
reasons,0.19373157620429993,0.3640104830265045,0.23892661929130554,0.25412559509277344,0.20034177601337433,0.20381879806518555,0.2379121631383896,0.248102068901062
of,0.3646814823150635,0.33290785551071167,0.29942914843559265,0.4854315221309662,0.2895064651966095,0.16848602890968323,0.27060553431510925,0.1826142966747284
economy,0.1388312578201294,0.21764783561229706,0.18473908305168152,0.2698528468608856,0.26900041103363037,0.2100968211889267,0.28324705362319946,0.11486924439668655
",",0.3680937886238098,0.3087472915649414,0.24041147530078888,0.4691906273365021,0.2566060423851013,0.21812842786312103,0.2823590040206909,0.31091248989105225
oxygen,0.1292176991701126,0.16781960427761078,0.3000410497188568,0.21825239062309265,0.26075050234794617,0.9999999403953552,0.16080713272094727,0.16786395013332367
is,0.3899846076965332,0.28837618231773376,0.4087343215942383,1.0,0.23638124763965607,0.21825239062309265,0.14680258929729462,0.22961433231830597
often,0.32333052158355713,0.3849453330039978,0.3833223581314087,0.3856629431247711,0.29877668619155884,0.27292680740356445,0.18177489936351776,0.23748154938220978
transported,0.24574202299118042,0.17293962836265564,0.17294570803642273,0.18983562290668488,0.348420113325119,0.24995151162147522,0.4076814353466034,0.1354173868894577
in,0.370934396982193,0.30808621644973755,0.1979396492242813,0.5394441485404968,0.19168980419635773,0.1672476977109909,0.2365943193435669,0.20430970191955566
bulk,0.2284819632768631,0.19509074091911316,0.1797439157962799,0.23638124763965607,1.0000001192092896,0.26075050234794617,0.2743918001651764,0.14538165926933289
as,0.3815547823905945,0.31749409437179565,0.19043149054050446,0.43216490745544434,0.24645443260669708,0.16691245138645172,0.20700569450855255,0.27043893933296204
a,0.32094135880470276,0.3320399522781372,0.34418490529060364,0.658733606338501,0.23548747599124908,0.21662019193172455,0.15158134698867798,0.23916715383529663
liquid,0.1749679148197174,0.24017377197742462,0.24820789694786072,0.2801579535007477,0.3768402338027954,0.4322830140590668,0.22178234159946442,0.18412289023399353
in,0.370934396982193,0.30808621644973755,0.1979396492242813,0.5394441485404968,0.19168980419635773,0.1672476977109909,0.2365943193435669,0.20430970191955566
specially,0.37475812435150146,0.27000024914741516,0.2772289216518402,0.34006112813949585,0.27753394842147827,0.21854038536548615,0.32233211398124695,0.22324217855930328
insulated,0.19621655344963074,0.17558553814888,0.2667880952358246,0.26921579241752625,0.37157920002937317,0.3304672837257385,0.30489835143089294,0.08274427801370621
tankers,0.206734761595726,0.1320449709892273,0.12558774650096893,0.1511772871017456,0.36057549715042114,0.27597907185554504,0.4097907543182373,0.13368850946426392
",",0.3680937886238098,0.3087472915649414,0.24041147530078888,0.4691906273365021,0.2566060423851013,0.21812842786312103,0.2823590040206909,0.31091248989105225
since,0.32704517245292664,0.29783400893211365,0.17974968254566193,0.3567592203617096,0.16915950179100037,0.21690857410430908,0.2583061456680298,0.2876587212085724
one,0.29445651173591614,0.376489520072937,0.315556138753891,0.4544198513031006,0.20674115419387817,0.2436513900756836,0.2949846684932709,0.2673267424106598
liter,0.1693553477525711,0.110038161277771,0.2556522488594055,0.24755896627902985,0.19933190941810608,0.32957392930984497,0.26047199964523315,0.20543551445007324
of,0.3646814823150635,0.33290785551071167,0.29942914843559265,0.4854315221309662,0.2895064651966095,0.16848602890968323,0.27060553431510925,0.1826142966747284
liquefied,0.266605019569397,0.21726368367671967,0.24877940118312836,0.22803297638893127,0.3859812021255493,0.4256969690322876,0.40306586027145386,0.21783524751663208
oxygen,0.1292176991701126,0.16781960427761078,0.3000410497188568,0.21825239062309265,0.26075050234794617,0.9999999403953552,0.16080713272094727,0.16786395013332367
is,0.3899846076965332,0.28837618231773376,0.4087343215942383,1.0,0.23638124763965607,0.21825239062309265,0.14680258929729462,0.22961433231830597
equivalent,0.1852853149175644,0.1903919279575348,0.28095340728759766,0.31158339977264404,0.31956586241722107,0.13794375956058502,0.2249332219362259,0.19755122065544128
to,0.33534231781959534,0.455847829580307,0.2301892638206482,0.42745086550712585,0.2223905473947525,0.24193501472473145,0.2387903481721878,0.29463258385658264
840,0.10061097890138626,0.06563826650381088,-0.005321567412465811,0.08372459560632706,0.0037738054525107145,-0.012759026139974594,0.0665220394730568,0.16427664458751678
liters,0.22370293736457825,0.12773461639881134,0.24131588637828827,0.227274090051651,0.27101266384124756,0.29639172554016113,0.2731893062591553,0.18208803236484528
of,0.3646814823150635,0.33290785551071167,0.29942914843559265,0.4854315221309662,0.2895064651966095,0.16848602890968323,0.27060553431510925,0.1826142966747284
gaseous,0.23235510289669037,0.28648024797439575,0.26741158962249756,0.2596348226070404,0.3977718949317932,0.5299525260925293,0.2131594866514206,0.1947249323129654
oxygen,0.1292176991701126,0.16781960427761078,0.3000410497188568,0.21825239062309265,0.26075050234794617,0.9999999403953552,0.16080713272094727,0.16786395013332367
at,0.2368064820766449,0.2838611304759979,0.16717694699764252,0.25906258821487427,0.11321630328893661,0.1428557187318802,0.20927461981773376,0.21978627145290375
atmospheric,0.18186768889427185,0.2079145908355713,0.09994301944971085,0.1751302033662796,0.2583501636981964,0.4502122104167938,0.12343168258666992,0.11404281854629517
pressure,0.22995758056640625,0.2625555694103241,0.20539739727973938,0.19239991903305054,0.2786356210708618,0.35798126459121704,0.12544913589954376,0.142023503780365
and,0.4289871156215668,0.31309178471565247,0.25371095538139343,0.3859752118587494,0.3193436563014984,0.22261030972003937,0.30199840664863586,0.20544172823429108
20,-0.023094383999705315,-0.036424171179533005,0.029978027567267418,-0.04254214093089104,-0.042037446051836014,-0.015366463921964169,0.033460285514593124,0.11360422521829605
°c,0.11283548176288605,0.2101275473833084,0.11514288932085037,0.22964106500148773,0.2111901044845581,0.361249715089798,0.23530572652816772,0.2095707356929779
(,0.20696312189102173,0.2411840260028839,0.2372412383556366,0.35393038392066956,0.1791253238916397,0.189798504114151,0.17019745707511902,0.40561532974243164
68,0.0015573862474411726,-0.02787208743393421,0.05794377252459526,0.021709345281124115,0.013830271549522877,-0.006961825303733349,0.044421639293432236,-0.057194557040929794
°f,0.1307634711265564,0.20015408098697662,0.13041427731513977,0.23312681913375854,0.1827954649925232,0.3359350264072418,0.20011046528816223,0.19986218214035034
),0.2151763141155243,0.26259949803352356,0.24386455118656158,0.37732169032096863,0.15120412409305573,0.19541971385478973,0.18489661812782288,0.42300865054130554
.,0.3936232924461365,0.3567904531955719,0.18089891970157623,0.4569662809371948,0.2508670389652252,0.2554275095462799,0.27309882640838623,0.4130953550338745
