,rocks,on,top,of,a,fault,that,are,cut,are,always,older,or,younger,than,the,fault,itself,?
faults,0.4470400810241699,0.18545252084732056,0.1231914833188057,0.1837489753961563,0.189353346824646,0.7531968355178833,0.3603096008300781,0.25682997703552246,0.271660178899765,0.25682997703552246,0.21803715825080872,0.19695046544075012,0.26072609424591064,0.16587422788143158,0.2174776792526245,0.3002931475639343,0.7531968355178833,0.21470388770103455,0.17420656979084015
are,0.33511796593666077,0.268924742937088,0.1942039579153061,0.39081433415412903,0.265255331993103,0.17996442317962646,0.45265161991119385,1.0,0.2171708643436432,1.0,0.3535380959510803,0.2168419063091278,0.5374364256858826,0.1360478401184082,0.39206281304359436,0.40399202704429626,0.17996442317962646,0.23437081277370453,0.24591213464736938
younger,0.24828751385211945,0.08506304025650024,0.11643285304307938,0.23100069165229797,0.17135030031204224,0.18530389666557312,0.23157529532909393,0.1360478401184082,0.14701372385025024,0.1360478401184082,0.15579582750797272,0.6406369209289551,0.1400587260723114,0.9999999403953552,0.29155412316322327,0.19571860134601593,0.18530389666557312,0.04488079622387886,0.12709127366542816
than,0.2361476570367813,0.2864885926246643,0.20067130029201508,0.33036211133003235,0.3126874566078186,0.1325051635503769,0.4891277849674225,0.39206281304359436,0.2008989006280899,0.39206281304359436,0.3271460235118866,0.35258033871650696,0.5002588033676147,0.29155412316322327,1.0,0.3227543234825134,0.1325051635503769,0.2803569436073303,0.24917294085025787
the,0.24413059651851654,0.5107308030128479,0.31754136085510254,0.733189046382904,0.5829201340675354,0.2534576952457428,0.5473989248275757,0.40399202704429626,0.29221418499946594,0.40399202704429626,0.31570959091186523,0.21663418412208557,0.4174870550632477,0.19571860134601593,0.3227543234825134,1.0,0.2534576952457428,0.45971640944480896,0.22068053483963013
rocks,0.9999999403953552,0.2381529062986374,0.16140633821487427,0.2664484679698944,0.2111329436302185,0.3826194107532501,0.2636556923389435,0.33511796593666077,0.20006367564201355,0.33511796593666077,0.1576354056596756,0.27690139412879944,0.26878252625465393,0.24828751385211945,0.2361476570367813,0.24413059651851654,0.3826194107532501,0.1910051554441452,0.17394492030143738
they,0.3147345185279846,0.31295230984687805,0.18080748617649078,0.3426007330417633,0.3528250455856323,0.1586654633283615,0.5710820555686951,0.610666811466217,0.23222216963768005,0.610666811466217,0.39368194341659546,0.2707013487815857,0.4633304476737976,0.21859700977802277,0.3383907079696655,0.49925389885902405,0.1586654633283615,0.28969988226890564,0.2753053903579712
cut,0.20006367564201355,0.22312447428703308,0.1726968139410019,0.26061776280403137,0.2642877995967865,0.2554089426994324,0.28329476714134216,0.2171708643436432,0.9999998807907104,0.2171708643436432,0.23432782292366028,0.12609869241714478,0.28960758447647095,0.14701372385025024,0.2008989006280899,0.29221418499946594,0.2554089426994324,0.220765620470047,0.1403924524784088
;,0.054622843861579895,-0.017878999933600426,-0.019828343763947487,0.054534342139959335,-0.02122584730386734,0.12647061049938202,0.0633435994386673,0.15315808355808258,0.01955031044781208,0.15315808355808258,0.011409602127969265,0.10462401062250137,0.0563276931643486,0.02841752953827381,0.04767092317342758,0.09152708947658539,0.12647061049938202,-0.020785070955753326,0.10349778085947037
accordingly,0.21936798095703125,0.3608325719833374,0.1736883670091629,0.22633248567581177,0.26570287346839905,0.2574189305305481,0.39682233333587646,0.32359579205513,0.2274462729692459,0.32359579205513,0.37008148431777954,0.22708067297935486,0.29191187024116516,0.16674162447452545,0.3219190239906311,0.31703200936317444,0.2574189305305481,0.3509441018104553,0.3418521285057068
",",0.30537211894989014,0.49057599902153015,0.2270241379737854,0.4946078956127167,0.427140474319458,0.2584017217159271,0.4137537479400635,0.4062570035457611,0.23439376056194305,0.4062570035457611,0.2518956959247589,0.2598324418067932,0.3769497275352478,0.24365073442459106,0.3371901512145996,0.4933079481124878,0.2584017217159271,0.2783147692680359,0.31091248989105225
