,what,other,location,did,apollo,1,test,at,besides,kennedy,space,center,?
they,0.4431931674480438,0.5182796120643616,0.14322665333747864,0.4879390597343445,0.20052532851696014,-0.2891935706138611,0.18307891488075256,0.29493749141693115,0.3129511773586273,0.1910565197467804,0.19572578370571136,0.15221551060676575,0.2753053903579712
trained,0.20267696678638458,0.1706661432981491,0.12702691555023193,0.3202816843986511,0.12662896513938904,-0.21647809445858002,0.17755423486232758,0.2401636391878128,0.2224007248878479,0.15331406891345978,0.08460064977407455,0.16192589700222015,0.14453530311584473
and,0.31309178471565247,0.5504306554794312,0.21502819657325745,0.34479495882987976,0.15251155197620392,-0.20516018569469452,0.22158049046993256,0.3571503460407257,0.3610946238040924,0.22218705713748932,0.22901733219623566,0.28670641779899597,0.20544172823429108
conducted,0.13546347618103027,0.14280126988887787,0.14075137674808502,0.2465403974056244,0.16067716479301453,-0.10859827697277069,0.2163984477519989,0.2766328454017639,0.13698281347751617,0.13128291070461273,0.15321770310401917,0.1447198987007141,0.1105341762304306
tests,0.28057941794395447,0.23479293286800385,0.10592565685510635,0.23031574487686157,0.27316954731941223,-0.19568586349487305,0.7725468277931213,0.19710280001163483,0.12780317664146423,0.10695238411426544,0.16999498009681702,0.16841620206832886,0.18650490045547485
of,0.33290785551071167,0.38583824038505554,0.28702232241630554,0.2513895630836487,0.1786269098520279,-0.09473495930433273,0.164191335439682,0.42558613419532776,0.3665722906589508,0.1657739132642746,0.21300287544727325,0.24526838958263397,0.1826142966747284
their,0.35142919421195984,0.456295371055603,0.1863909661769867,0.38078752160072327,0.1484338790178299,-0.33722230792045593,0.1830640286207199,0.23641370236873627,0.2630673944950104,0.17850454151630402,0.1777881532907486,0.12172301113605499,0.1898253709077835
spacecraft,0.19567668437957764,0.18881985545158386,0.16015663743019104,0.13561677932739258,0.5222378373146057,-0.09230339527130127,0.2871377766132355,0.14872674643993378,0.10215342044830322,0.2312728315591812,0.6220287084579468,0.22554470598697662,0.17708687484264374
at,0.2838611304759979,0.24329762160778046,0.25434181094169617,0.28390252590179443,0.16096128523349762,-0.032697923481464386,0.1877070963382721,1.0,0.2511281669139862,0.23688986897468567,0.17771656811237335,0.29677248001098633,0.21978627145290375
north,0.18673177063465118,0.21928533911705017,0.30831560492515564,0.16732536256313324,0.06904546916484833,0.08195392787456512,0.11859562993049622,0.2535056173801422,0.16947393119335175,0.06690383702516556,0.09438390284776688,0.26633593440055847,0.11829731613397598
american,0.1909721940755844,0.2411116361618042,0.07519203424453735,0.21486236155033112,0.15311019122600555,-0.27317798137664795,0.09836532175540924,0.16126874089241028,0.13401372730731964,0.22192241251468658,0.17944064736366272,0.19213251769542694,0.18877598643302917
",",0.3087472915649414,0.4446498453617096,0.25077858567237854,0.3015086054801941,0.19808128476142883,-0.15742997825145721,0.17614826560020447,0.38314947485923767,0.340058833360672,0.3363509774208069,0.2285580337047577,0.1905742734670639,0.31091248989105225
and,0.31309178471565247,0.5504306554794312,0.21502819657325745,0.34479495882987976,0.15251155197620392,-0.20516018569469452,0.22158049046993256,0.3571503460407257,0.3610946238040924,0.22218705713748932,0.22901733219623566,0.28670641779899597,0.20544172823429108
in,0.30808621644973755,0.39989137649536133,0.3397608697414398,0.2593238651752472,0.1461767554283142,-0.10660158097743988,0.1630522608757019,0.4374977946281433,0.3447916507720947,0.10888300836086273,0.17648501694202423,0.27253323793411255,0.20430970191955566
the,0.42745697498321533,0.44152235984802246,0.351087361574173,0.34736719727516174,0.2169172167778015,-0.1554475575685501,0.19235259294509888,0.457212895154953,0.367077499628067,0.20303435623645782,0.24495907127857208,0.29064592719078064,0.22068053483963013
altitude,0.2534462511539459,0.2095102220773697,0.2880032956600189,0.09068340808153152,0.1666635423898697,0.13268357515335083,0.1796298325061798,0.28208163380622864,0.2187492847442627,0.12767700850963593,0.22764664888381958,0.2577763497829437,0.10065968334674835
chamber,0.1224752739071846,0.15642188489437103,0.12615789473056793,0.10262735188007355,0.1264270693063736,-0.004675176460295916,0.043411314487457275,0.16483692824840546,0.20195074379444122,0.1263590008020401,0.15012338757514954,0.18053880333900452,0.04307165369391441
at,0.2838611304759979,0.24329762160778046,0.25434181094169617,0.28390252590179443,0.16096128523349762,-0.032697923481464386,0.1877070963382721,1.0,0.2511281669139862,0.23688986897468567,0.17771656811237335,0.29677248001098633,0.21978627145290375
the,0.42745697498321533,0.44152235984802246,0.351087361574173,0.34736719727516174,0.2169172167778015,-0.1554475575685501,0.19235259294509888,0.457212895154953,0.367077499628067,0.20303435623645782,0.24495907127857208,0.29064592719078064,0.22068053483963013
kennedy,0.2125646471977234,0.16070331633090973,0.10181420296430588,0.18083488941192627,0.2971155047416687,-0.247828409075737,0.14770987629890442,0.23688986897468567,0.2329443246126175,1.0,0.28336045145988464,0.22134800255298615,0.21965277194976807
space,0.20525942742824554,0.21113267540931702,0.1953583061695099,0.1488010138273239,0.3076713979244232,-0.10953526198863983,0.22115054726600647,0.17771656811237335,0.19277475774288177,0.28336045145988464,1.0000001192092896,0.23497143387794495,0.1885536164045334
center,0.1908310204744339,0.18266704678535461,0.2239944338798523,0.14647023379802704,0.14340820908546448,-0.016384974122047424,0.13805414736270905,0.29677248001098633,0.188282310962677,0.22134800255298615,0.23497143387794495,0.9999999403953552,0.12538520991802216
.,0.3567904531955719,0.41511186957359314,0.27818506956100464,0.35288307070732117,0.22384987771511078,-0.15870751440525055,0.23588362336158752,0.4549728035926819,0.28636154532432556,0.3016270697116852,0.2385488897562027,0.29649654030799866,0.4130953550338745
