,when,was,luther,'s,95,theses,translated,into,german,?
it,0.4775012135505676,0.4577186405658722,0.15365919470787048,0.06608816236257553,0.0003199290076736361,0.21582044661045074,0.18901431560516357,0.33015328645706177,0.17532017827033997,0.25732165575027466
was,0.37326499819755554,1.0000001192092896,0.19185513257980347,0.008974763564765453,-0.03229140490293503,0.11201588064432144,0.17773973941802979,0.2322220653295517,0.26016926765441895,0.18412111699581146
not,0.4799930453300476,0.2888734042644501,0.21636232733726501,0.002583299996331334,-0.021697385236620903,0.21344539523124695,0.12732775509357452,0.2764923572540283,0.198292538523674,0.41942933201789856
until,0.494509756565094,0.43126991391181946,0.14392060041427612,0.02445155940949917,-0.08608249574899673,0.1091214269399643,0.15509280562400818,0.2651178538799286,0.1710778921842575,0.20304496586322784
january,0.23963238298892975,0.3933098316192627,0.15876203775405884,-0.08409902453422546,-0.08758270740509033,0.0963316336274147,0.15456154942512512,0.16809192299842834,0.19627627730369568,0.28608936071395874
1518,-0.060304589569568634,0.0558323860168457,0.003967138938605785,0.05873032286763191,-0.02767784334719181,0.052006471902132034,-0.010006463155150414,-0.02110311947762966,0.01363972295075655,0.0713193267583847
that,0.5860282182693481,0.33670201897621155,0.21746599674224854,0.04397977516055107,-0.0318991020321846,0.27713966369628906,0.20674331486225128,0.3239944875240326,0.18284347653388977,0.32716336846351624
friends,0.2724122703075409,0.1968630999326706,0.14277362823486328,0.06490477919578552,-0.055936723947525024,0.1471959948539734,0.20807451009750366,0.10432671010494232,0.11933021992444992,0.12953145802021027
of,0.3757161796092987,0.4069072902202606,0.1719115972518921,-0.03817026689648628,0.03395380079746246,0.27413663268089294,0.19178152084350586,0.32255905866622925,0.2122138887643814,0.1826142966747284
luther,0.14516782760620117,0.19185513257980347,1.0,-0.009990512393414974,-0.058819543570280075,0.4810737073421478,0.13659462332725525,0.12939998507499695,0.28169330954551697,0.1732746809720993
translated,0.1254837065935135,0.17773973941802979,0.13659462332725525,0.009166738949716091,-0.09080187231302261,0.2849165201187134,1.0000001192092896,0.35858839750289917,0.2219274789094925,0.16961964964866638
the,0.5091903209686279,0.48711544275283813,0.1759674996137619,-0.01540423184633255,-0.027035299688577652,0.32067108154296875,0.23299849033355713,0.39493247866630554,0.256483793258667,0.22068053483963013
95,-0.0697803720831871,-0.03229140490293503,-0.058819543570280075,0.012368425726890564,1.0000001192092896,-0.0005049377214163542,-0.09080187231302261,0.039573684334754944,-0.0436064749956131,-0.15227507054805756
theses,0.19483643770217896,0.11201588064432144,0.4810737073421478,0.054575804620981216,-0.0005049377214163542,1.0,0.2849165201187134,0.2433576136827469,0.25574538111686707,0.19188037514686584
from,0.405669629573822,0.31171464920043945,0.10716932266950607,-0.01936490088701248,-0.04829154536128044,0.18338994681835175,0.15694183111190796,0.3410196900367737,0.18661607801914215,0.19969791173934937
latin,0.1799415647983551,0.15532594919204712,0.2115422934293747,0.09563276916742325,-0.07808321714401245,0.2097255438566208,0.2980862855911255,0.11352276057004929,0.24376164376735687,0.1303461492061615
into,0.389646977186203,0.2322220653295517,0.12939998507499695,0.00961404386907816,0.039573684334754944,0.2433576136827469,0.35858839750289917,1.0,0.1981734037399292,0.15662476420402527
german,0.16090898215770721,0.26016926765441895,0.28169330954551697,0.07066776603460312,-0.0436064749956131,0.25574538111686707,0.2219274789094925,0.1981734037399292,1.0000001192092896,0.13978645205497742
and,0.4716290831565857,0.3740963041782379,0.20796556770801544,0.06895173341035843,0.02759530581533909,0.30367252230644226,0.2711322009563446,0.36597734689712524,0.25850871205329895,0.20544172823429108
printed,0.22858504951000214,0.218587726354599,0.2106095850467682,0.05069957301020622,0.029314974322915077,0.29932647943496704,0.40735551714897156,0.15181471407413483,0.15593154728412628,0.1726173758506775
and,0.4716290831565857,0.3740963041782379,0.20796556770801544,0.06895173341035843,0.02759530581533909,0.30367252230644226,0.2711322009563446,0.36597734689712524,0.25850871205329895,0.20544172823429108
widely,0.21910633146762848,0.3025229275226593,0.1059485599398613,-0.0028757310938090086,0.052392952144145966,0.1346241682767868,0.25600799918174744,0.1410786360502243,0.18907420337200165,0.10354958474636078
copied,0.19551800191402435,0.2136937826871872,0.2015495002269745,-0.049229204654693604,-0.023854976519942284,0.2900583744049072,0.3813135623931885,0.22701005637645721,0.15454699099063873,0.3320571780204773
them,0.4773717522621155,0.23709723353385925,0.1940135955810547,0.025712676346302032,-0.0014313401188701391,0.3569169342517853,0.1600690484046936,0.3445718288421631,0.1959005743265152,0.35435691475868225
",",0.36674630641937256,0.45456063747406006,0.23255878686904907,-0.0016132977325469255,0.00850594136863947,0.2943568527698517,0.2693711519241333,0.2826121151447296,0.2478695809841156,0.31091248989105225
making,0.35811853408813477,0.28285154700279236,0.17170803248882294,0.043641600757837296,0.030635347589850426,0.2085954248905182,0.09136663377285004,0.2394866943359375,0.16576656699180603,0.2539324164390564
the,0.5091903209686279,0.48711544275283813,0.1759674996137619,-0.01540423184633255,-0.027035299688577652,0.32067108154296875,0.23299849033355713,0.39493247866630554,0.256483793258667,0.22068053483963013
controversy,0.19224928319454193,0.29195332527160645,0.26398056745529175,-0.048492517322301865,0.007594898343086243,0.30271944403648376,0.1570984572172165,0.1556520313024521,0.15997953712940216,0.27018868923187256
one,0.38307374715805054,0.3752199709415436,0.1255420446395874,0.06913424283266068,-0.04632220044732094,0.2548043727874756,0.20943300426006317,0.31758198142051697,0.19753603637218475,0.2673267424106598
of,0.3757161796092987,0.4069072902202606,0.1719115972518921,-0.03817026689648628,0.03395380079746246,0.27413663268089294,0.19178152084350586,0.32255905866622925,0.2122138887643814,0.1826142966747284
the,0.5091903209686279,0.48711544275283813,0.1759674996137619,-0.01540423184633255,-0.027035299688577652,0.32067108154296875,0.23299849033355713,0.39493247866630554,0.256483793258667,0.22068053483963013
first,0.4282494783401489,0.5022147297859192,0.20517638325691223,-0.014458609744906425,-0.1302904635667801,0.13128972053527832,0.20382161438465118,0.21452488005161285,0.20368412137031555,0.18701928853988647
in,0.4431333839893341,0.45514053106307983,0.20523880422115326,-0.037580832839012146,0.04103328287601471,0.26951003074645996,0.17718088626861572,0.38021373748779297,0.21098364889621735,0.20430970191955566
history,0.24001719057559967,0.25589004158973694,0.09978976845741272,-0.0466335192322731,0.07335614413022995,0.213958740234375,0.12483534961938858,0.15363812446594238,0.168915256857872,0.2501974403858185
to,0.5423505902290344,0.3636345863342285,0.18029534816741943,0.03782717138528824,-0.008685051463544369,0.24799592792987823,0.10249040275812149,0.38810545206069946,0.15143753588199615,0.29463258385658264
be,0.4451393485069275,0.42228707671165466,0.15299063920974731,0.025217169895768166,0.025049762800335884,0.19323323667049408,0.19998273253440857,0.3462390601634979,0.17378950119018555,0.3324260413646698
aided,0.2493678629398346,0.2673851549625397,0.03819883242249489,0.03871084004640579,0.008712591603398323,0.17605464160442352,0.20090565085411072,0.2393786609172821,0.17715686559677124,0.0017562833381816745
by,0.4376842677593231,0.4752357602119446,0.15382802486419678,-0.010884488001465797,-0.043826255947351456,0.22633647918701172,0.2549941837787628,0.30473223328590393,0.24848632514476776,0.17966607213020325
the,0.5091903209686279,0.48711544275283813,0.1759674996137619,-0.01540423184633255,-0.027035299688577652,0.32067108154296875,0.23299849033355713,0.39493247866630554,0.256483793258667,0.22068053483963013
printing,0.24923303723335266,0.19471904635429382,0.1532840132713318,0.017915518954396248,0.04556212201714516,0.24111269414424896,0.3031727373600006,0.14400361478328705,0.20486588776111603,0.17118792235851288
press,0.18807558715343475,0.20932909846305847,0.2273620069026947,-0.05122065544128418,0.05323302373290062,0.24418601393699646,0.20721560716629028,0.11001291871070862,0.17750489711761475,0.14048311114311218
.,0.475719153881073,0.40146201848983765,0.24907569587230682,-0.003708066651597619,-0.028137177228927612,0.29926246404647827,0.21498748660087585,0.26250120997428894,0.2407633364200592,0.4130953550338745
