,how,many,universities,offer,an,initial,teacher,education,(,ite,),program,?
teaching,0.26766639947891235,0.32002294063568115,0.43481460213661194,0.2883254885673523,0.1394289880990982,0.12020432204008102,0.6199770569801331,0.5356936454772949,0.11451862007379532,0.26216381788253784,0.14468708634376526,0.32101550698280334,0.20424684882164001
in,0.2601168751716614,0.41474202275276184,0.2965206503868103,0.1875079721212387,0.2605783939361572,0.22201098501682281,0.22632350027561188,0.2654339671134949,0.3087427020072937,0.2626822590827942,0.3326910734176636,0.1994907110929489,0.20430970191955566
scotland,0.1224040538072586,0.13961808383464813,0.15812429785728455,0.1655433028936386,0.1234734058380127,0.10524636507034302,0.05885172262787819,0.18286778032779694,0.11872823536396027,0.09658557176589966,0.1289331316947937,0.10562647879123688,0.09160218387842178
is,0.22544461488723755,0.2649032473564148,0.2421088069677353,0.13858625292778015,0.4654068350791931,0.16745871305465698,0.2001669555902481,0.18778188526630402,0.35393038392066956,0.2552404999732971,0.37732169032096863,0.17881494760513306,0.22961433231830597
an,0.2520636022090912,0.2465583086013794,0.17611955106258392,0.15490467846393585,1.0,0.20537151396274567,0.19733460247516632,0.1506793051958084,0.286407470703125,0.16408929228782654,0.2873353958129883,0.2383636236190796,0.19793890416622162
all,0.3725806474685669,0.5443700551986694,0.26912349462509155,0.2510139048099518,0.1916661262512207,0.23543207347393036,0.15661290287971497,0.22252854704856873,0.28167209029197693,0.23594418168067932,0.283302903175354,0.18169647455215454,0.29575422406196594
graduate,0.11977943032979965,0.20528611540794373,0.5432219505310059,0.3318338096141815,0.18961933255195618,0.1671050488948822,0.45920810103416443,0.5625847578048706,0.17405542731285095,0.22527453303337097,0.19760456681251526,0.3311716914176941,0.13230688869953156
profession,0.19338764250278473,0.2238537222146988,0.3256808817386627,0.3217754364013672,0.3132319450378418,0.1257987767457962,0.439242959022522,0.4246380627155304,0.19689936935901642,0.14871801435947418,0.22439134120941162,0.27016377449035645,0.13789935410022736
and,0.33647966384887695,0.5296266674995422,0.3038506805896759,0.3224562108516693,0.2838519215583801,0.2253544181585312,0.27571162581443787,0.308173805475235,0.4862271547317505,0.1791749745607376,0.4961937665939331,0.24895258247852325,0.20544172823429108
the,0.33890387415885925,0.4335206151008606,0.2619408071041107,0.21118608117103577,0.4207492768764496,0.29837024211883545,0.17760860919952393,0.23982903361320496,0.33289089798927307,0.2624794542789459,0.3456730246543884,0.22986935079097748,0.22068053483963013
normal,0.33218955993652344,0.31589123606681824,0.15417347848415375,0.21008755266666412,0.22325031459331512,0.26114359498023987,0.17158934473991394,0.17441923916339874,0.20925313234329224,0.14542242884635925,0.2275071144104004,0.1757935881614685,0.19617988169193268
route,0.19816777110099792,0.14046137034893036,0.18964320421218872,0.14607727527618408,0.21633395552635193,0.14073897898197174,0.12730352580547333,0.1573926955461502,0.1456107199192047,0.2433519810438156,0.1805008053779602,0.1286003142595291,0.10957027226686478
for,0.3308170735836029,0.40972793102264404,0.2253284901380539,0.35623615980148315,0.3236706852912903,0.2634814977645874,0.23373261094093323,0.27265021204948425,0.3357032239437103,0.14413855969905853,0.3639558255672455,0.29441335797309875,0.264628142118454
graduates,0.1281411200761795,0.24538438022136688,0.5628191828727722,0.32336488366127014,0.1840694397687912,0.17784593999385834,0.4337886869907379,0.5428510308265686,0.14827145636081696,0.24051882326602936,0.17284221947193146,0.2985634505748749,0.11479247361421585
wishing,0.36785048246383667,0.2805667817592621,0.16536763310432434,0.4095105528831482,0.1475711315870285,0.14383690059185028,0.22387319803237915,0.2120313197374344,0.19140464067459106,0.17170940339565277,0.19607095420360565,0.18906499445438385,0.2677502930164337
to,0.44169697165489197,0.40243685245513916,0.2433011382818222,0.34615713357925415,0.3138085603713989,0.2564111649990082,0.1991342306137085,0.2626708149909973,0.30882009863853455,0.3090605139732361,0.31236231327056885,0.23681028187274933,0.29463258385658264
teach,0.33111798763275146,0.32147058844566345,0.38593125343322754,0.3238848149776459,0.12128275632858276,0.06837484240531921,0.6285144090652466,0.45552507042884827,0.1257190704345703,0.2922486960887909,0.1531667709350586,0.34718120098114014,0.24188745021820068
is,0.22544461488723755,0.2649032473564148,0.2421088069677353,0.13858625292778015,0.4654068350791931,0.16745871305465698,0.2001669555902481,0.18778188526630402,0.35393038392066956,0.2552404999732971,0.37732169032096863,0.17881494760513306,0.22961433231830597
to,0.44169697165489197,0.40243685245513916,0.2433011382818222,0.34615713357925415,0.3138085603713989,0.2564111649990082,0.1991342306137085,0.2626708149909973,0.30882009863853455,0.3090605139732361,0.31236231327056885,0.23681028187274933,0.29463258385658264
complete,0.2646922171115875,0.18256250023841858,0.17782826721668243,0.24028906226158142,0.2157072126865387,0.3864590525627136,0.15662992000579834,0.1311160922050476,0.20320400595664978,0.2571530044078827,0.21319177746772766,0.23022150993347168,0.11962060630321503
a,0.29312583804130554,0.2872205972671509,0.21368376910686493,0.20917463302612305,0.44552403688430786,0.2933337092399597,0.31202319264411926,0.21779850125312805,0.3206180930137634,0.2580206096172333,0.3640355169773102,0.2779408395290375,0.23916715383529663
programme,0.22168685495853424,0.19565530121326447,0.23193161189556122,0.2642795443534851,0.20768581330776215,0.12989850342273712,0.25306132435798645,0.31310248374938965,0.1379391998052597,0.1392620950937271,0.13077369332313538,0.6778205633163452,0.139840766787529
of,0.2480744868516922,0.37253960967063904,0.29948264360427856,0.19393298029899597,0.32280945777893066,0.25980207324028015,0.19968076050281525,0.3015166223049164,0.35032153129577637,0.255583256483078,0.3680361211299896,0.17376001179218292,0.1826142966747284
initial,0.21066758036613464,0.1616501659154892,0.13867108523845673,0.24767227470874786,0.20537151396274567,1.0,0.07171395421028137,0.19541877508163452,0.18073397874832153,0.3043666183948517,0.17818975448608398,0.22336940467357635,0.16868601739406586
teacher,0.20506705343723297,0.16581547260284424,0.3775474727153778,0.21343062818050385,0.19733460247516632,0.07171395421028137,0.9999998807907104,0.4505820572376251,0.20727753639221191,0.22503753006458282,0.24788133800029755,0.2649378478527069,0.1797819435596466
education,0.12444977462291718,0.2013951987028122,0.4975728690624237,0.3275853991508484,0.1506793051958084,0.19541877508163452,0.4505820572376251,1.0,0.1691931039094925,0.25205251574516296,0.19257274270057678,0.27628833055496216,0.18067774176597595
(,0.1676948219537735,0.1455259770154953,0.18685288727283478,0.17126749455928802,0.286407470703125,0.18073397874832153,0.20727753639221191,0.1691931039094925,0.9999999403953552,0.16589944064617157,0.9561100602149963,0.11923244595527649,0.40561532974243164
ite,0.1831139624118805,0.21979211270809174,0.19562135636806488,0.22240611910820007,0.16408929228782654,0.3043666183948517,0.22503753006458282,0.25205251574516296,0.16589944064617157,1.0000001192092896,0.19043929874897003,0.2193571776151657,0.19612711668014526
),0.17939934134483337,0.16602720320224762,0.19644148647785187,0.18990080058574677,0.2873353958129883,0.17818975448608398,0.24788133800029755,0.19257274270057678,0.9561100602149963,0.19043929874897003,1.0,0.12293422222137451,0.42300865054130554
at,0.2154216170310974,0.2716965675354004,0.21649616956710815,0.24710646271705627,0.2446778565645218,0.2294909954071045,0.1889720857143402,0.22585788369178772,0.23315078020095825,0.14816051721572876,0.23338089883327484,0.20947590470314026,0.21978627145290375
one,0.3213292360305786,0.4223630726337433,0.3062607944011688,0.25745081901550293,0.2829729914665222,0.28397271037101746,0.2434118688106537,0.1546267718076706,0.2922096848487854,0.22549597918987274,0.31658053398132324,0.20825394988059998,0.2673267424106598
of,0.2480744868516922,0.37253960967063904,0.29948264360427856,0.19393298029899597,0.32280945777893066,0.25980207324028015,0.19968076050281525,0.3015166223049164,0.35032153129577637,0.255583256483078,0.3680361211299896,0.17376001179218292,0.1826142966747284
the,0.33890387415885925,0.4335206151008606,0.2619408071041107,0.21118608117103577,0.4207492768764496,0.29837024211883545,0.17760860919952393,0.23982903361320496,0.33289089798927307,0.2624794542789459,0.3456730246543884,0.22986935079097748,0.22068053483963013
seven,0.20032188296318054,0.28098854422569275,0.16754689812660217,0.1211259737610817,0.11987750977277756,0.11209270358085632,0.13706901669502258,0.11146640032529831,0.252774715423584,0.179348886013031,0.3047574758529663,0.08236399292945862,0.1732930988073349
