,according,to,tesla,what,had,been,gone,over,by,the,thieves,",",or,spies,who,entered,his,room,?
his,0.2082674354314804,0.3715193271636963,0.1580733060836792,0.26976513862609863,0.4401516616344452,0.2785126268863678,0.23474806547164917,0.3031150996685028,0.3107621967792511,0.4394008219242096,0.3365817070007324,0.3378419280052185,0.2118215411901474,0.22437642514705658,0.44966956973075867,0.2499316930770874,0.9999998807907104,0.2033587545156479,0.18075084686279297
room,0.1372259557247162,0.2809727191925049,0.19949762523174286,0.22132179141044617,0.2225997895002365,0.1363919973373413,0.24080729484558105,0.14835327863693237,0.17154745757579803,0.2031363844871521,0.2262272983789444,0.1888306885957718,0.21675768494606018,0.1569584310054779,0.2733173370361328,0.14826475083827972,0.2033587545156479,1.0000001192092896,0.1769251674413681
had,0.3028804361820221,0.37984350323677063,0.12050733715295792,0.23849567770957947,0.9999999403953552,0.6048885583877563,0.3519588112831116,0.3937615752220154,0.37294110655784607,0.3875846862792969,0.26840388774871826,0.35487717390060425,0.2672365605831146,0.25091081857681274,0.36173108220100403,0.2727307975292206,0.4401516616344452,0.2225997895002365,0.20728366076946259
been,0.24240265786647797,0.34945759177207947,0.049614984542131424,0.2567804455757141,0.6048885583877563,0.9999998807907104,0.39312732219696045,0.36951375007629395,0.39107078313827515,0.3563927710056305,0.23522992432117462,0.34873589873313904,0.32461076974868774,0.2161923497915268,0.3295723795890808,0.23870067298412323,0.2785126268863678,0.1363919973373413,0.24354910850524902
entered,0.13688890635967255,0.20756231248378754,0.06932234019041061,0.14647741615772247,0.2727307975292206,0.23870067298412323,0.25792092084884644,0.20886623859405518,0.2365771234035492,0.3258282542228699,0.15297740697860718,0.22674760222434998,0.18641513586044312,0.20427274703979492,0.14767324924468994,1.0000001192092896,0.2499316930770874,0.14826475083827972,0.10335487127304077
and,0.30645591020584106,0.48971283435821533,0.19560420513153076,0.31309178471565247,0.3872550129890442,0.3424558639526367,0.28215569257736206,0.4021143913269043,0.4289871156215668,0.5171257257461548,0.3418594300746918,0.6633074283599854,0.4713204801082611,0.2630886733531952,0.41279885172843933,0.26524943113327026,0.4234102666378021,0.2611854374408722,0.20544172823429108
his,0.2082674354314804,0.3715193271636963,0.1580733060836792,0.26976513862609863,0.4401516616344452,0.2785126268863678,0.23474806547164917,0.3031150996685028,0.3107621967792511,0.4394008219242096,0.3365817070007324,0.3378419280052185,0.2118215411901474,0.22437642514705658,0.44966956973075867,0.2499316930770874,0.9999998807907104,0.2033587545156479,0.18075084686279297
papers,0.18737682700157166,0.1550731360912323,0.19413265585899353,0.16029351949691772,0.21486325562000275,0.227956160902977,0.1483590453863144,0.17784954607486725,0.2687673270702362,0.15848612785339355,0.06631696224212646,0.2423546016216278,0.1414884328842163,0.2231825292110443,0.1748751401901245,0.07920919358730316,0.2830699384212494,0.18122339248657227,0.12157123535871506
had,0.3028804361820221,0.37984350323677063,0.12050733715295792,0.23849567770957947,0.9999999403953552,0.6048885583877563,0.3519588112831116,0.3937615752220154,0.37294110655784607,0.3875846862792969,0.26840388774871826,0.35487717390060425,0.2672365605831146,0.25091081857681274,0.36173108220100403,0.2727307975292206,0.4401516616344452,0.2225997895002365,0.20728366076946259
been,0.24240265786647797,0.34945759177207947,0.049614984542131424,0.2567804455757141,0.6048885583877563,0.9999998807907104,0.39312732219696045,0.36951375007629395,0.39107078313827515,0.3563927710056305,0.23522992432117462,0.34873589873313904,0.32461076974868774,0.2161923497915268,0.3295723795890808,0.23870067298412323,0.2785126268863678,0.1363919973373413,0.24354910850524902
scrutinized,0.2728670835494995,0.34819933772087097,0.2658740282058716,0.3750647306442261,0.33399996161460876,0.35590052604675293,0.3162873387336731,0.27640438079833984,0.31247079372406006,0.33542999625205994,0.20404502749443054,0.3976423442363739,0.3904508650302887,0.18245162069797516,0.3100822865962982,0.3130338490009308,0.33879151940345764,0.1738600730895996,0.3477247953414917
",",0.3107093870639801,0.44245919585227966,0.20599327981472015,0.3087472915649414,0.35487717390060425,0.34873589873313904,0.2606525719165802,0.3301127254962921,0.3680937886238098,0.4933079481124878,0.29146042466163635,1.0000001192092896,0.3769497275352478,0.24260815978050232,0.3365725874900818,0.22674760222434998,0.3378419280052185,0.1888306885957718,0.31091248989105225
