,what,doctor,who,story,from,1970,is,available,on,blu-ray,?
only,0.41415658593177795,0.20663131773471832,0.4202229380607605,0.18780821561813354,0.32145237922668457,0.0062089296989142895,0.44708555936813354,0.39105403423309326,0.38586410880088806,0.2596012055873871,0.2767370045185089
the,0.42745697498321533,0.2820442318916321,0.3733934462070465,0.2915393114089966,0.40150508284568787,0.013761552982032299,0.5823672413825989,0.26723232865333557,0.5107308030128479,0.27405279874801636,0.22068053483963013
series,0.17328087985515594,0.2712797522544861,0.21484537422657013,0.33172938227653503,0.20279763638973236,-0.10197562724351883,0.20355552434921265,0.19387713074684143,0.23828625679016113,0.20375871658325195,0.1709602326154709
from,0.2737620174884796,0.15658842027187347,0.27839982509613037,0.17972806096076965,1.0,0.06921201199293137,0.27355384826660156,0.21971632540225983,0.36926645040512085,0.1766229271888733,0.19969791173934937
2009,-0.2519478499889374,-0.08192629367113113,-0.22352436184883118,-0.032820381224155426,-0.19722937047481537,-0.1617853194475174,-0.22361645102500916,-0.16184990108013153,-0.13349726796150208,-0.14250950515270233,-0.2287932187318802
onwards,0.24720242619514465,0.16103947162628174,0.20905962586402893,0.18962931632995605,0.32137882709503174,0.0007859624456614256,0.1493106335401535,0.23964865505695343,0.22928816080093384,0.08102580904960632,0.17025373876094818
are,0.29724663496017456,0.12730668485164642,0.27294138073921204,0.1738368421792984,0.2674213647842407,0.03564959391951561,0.5330929756164551,0.31910744309425354,0.268924742937088,0.24381257593631744,0.24591213464736938
available,0.22032985091209412,0.16156968474388123,0.1272890865802765,0.15851041674613953,0.21971632540225983,0.00944888312369585,0.20822511613368988,1.0000001192092896,0.3133032023906708,0.21463419497013092,0.2501629889011383
on,0.34226128458976746,0.1636410653591156,0.2340552806854248,0.20766423642635345,0.36926645040512085,-0.04453150928020477,0.3635730445384979,0.3133032023906708,0.9999999403953552,0.29260632395744324,0.2714994251728058
blu-ray,0.32003891468048096,0.22522136569023132,0.19527634978294373,0.20803867280483246,0.1766229271888733,-0.04256577789783478,0.28064489364624023,0.21463419497013092,0.29260632395744324,1.0,0.3474884033203125
",",0.3087472915649414,0.20407600700855255,0.3365725874900818,0.20667347311973572,0.39760664105415344,0.10338303446769714,0.4691906273365021,0.2614012062549591,0.49057599902153015,0.3448532223701477,0.31091248989105225
except,0.2278055101633072,0.038586050271987915,0.21122503280639648,0.17192251980304718,0.17070691287517548,0.01079731248319149,0.2821842133998871,0.22945986688137054,0.26777827739715576,0.16987383365631104,0.16405975818634033
for,0.3017193675041199,0.1556548923254013,0.37110671401023865,0.2069341093301773,0.314039945602417,0.03739495575428009,0.43268078565597534,0.3672940731048584,0.36199691891670227,0.2702693045139313,0.264628142118454
the,0.42745697498321533,0.2820442318916321,0.3733934462070465,0.2915393114089966,0.40150508284568787,0.013761552982032299,0.5823672413825989,0.26723232865333557,0.5107308030128479,0.27405279874801636,0.22068053483963013
1970,-0.04533620923757553,0.10485178977251053,-0.0008222789620049298,-0.038030944764614105,0.06921201199293137,1.0,-0.024357598274946213,0.00944888312369585,-0.04453150928020477,-0.04256577789783478,-0.007446378003805876
story,0.3410749137401581,0.24003900587558746,0.3106299340724945,1.0,0.17972806096076965,-0.038030944764614105,0.21414481103420258,0.15851041674613953,0.20766423642635345,0.20803867280483246,0.2304346114397049
spearhead,0.16578556597232819,0.10221689194440842,0.18037331104278564,0.11573157459497452,0.15821677446365356,-0.044674742966890335,0.22731778025627136,0.20547135174274445,0.23472382128238678,0.3391939103603363,0.12561731040477753
from,0.2737620174884796,0.15658842027187347,0.27839982509613037,0.17972806096076965,1.0,0.06921201199293137,0.27355384826660156,0.21971632540225983,0.36926645040512085,0.1766229271888733,0.19969791173934937
space,0.20525942742824554,0.14775194227695465,0.1441284865140915,0.13770970702171326,0.14363344013690948,0.009748253971338272,0.18578536808490753,0.19821085035800934,0.15890881419181824,0.19799423217773438,0.1885536164045334
",",0.3087472915649414,0.20407600700855255,0.3365725874900818,0.20667347311973572,0.39760664105415344,0.10338303446769714,0.4691906273365021,0.2614012062549591,0.49057599902153015,0.3448532223701477,0.31091248989105225
released,0.20228935778141022,0.16010989248752594,0.15033993124961853,0.2649247944355011,0.19112130999565125,-0.0669405534863472,0.21587204933166504,0.30250266194343567,0.31313204765319824,0.3088025748729706,0.20329579710960388
in,0.30808621644973755,0.25567495822906494,0.2792111933231354,0.22475379705429077,0.4274188280105591,0.052265819162130356,0.5394441485404968,0.1939793825149536,0.46853652596473694,0.28905805945396423,0.20430970191955566
july,0.22688010334968567,0.20920288562774658,0.2606464624404907,0.2028685212135315,0.18728196620941162,0.1634640246629715,0.22825419902801514,0.14984524250030518,0.36770564317703247,0.2361987680196762,0.2897891402244568
2013,-0.3886653184890747,0.0035236324183642864,-0.16540901362895966,-0.17541098594665527,-0.24895043671131134,0.07944723218679428,-0.3365909159183502,-0.30619898438453674,-0.3310580551624298,-0.2632600665092468,-0.2969330847263336
.,0.3567904531955719,0.22361043095588684,0.3541337847709656,0.24893946945667267,0.41536515951156616,0.06315258145332336,0.4569662809371948,0.3383464217185974,0.49257001280784607,0.308779776096344,0.4130953550338745
