,what,power,is,available,to,australian,private,schools,but,generally,not,present,in,public,schools,?
some,0.4491020441055298,0.22406038641929626,0.3038453459739685,0.31291311979293823,0.4636894166469574,0.1689828485250473,0.23412339389324188,0.3067633807659149,0.5773703455924988,0.5420756936073303,0.564181387424469,0.17166943848133087,0.4010399878025055,0.24756038188934326,0.3067633807659149,0.2562315762042999
schools,0.1820785105228424,0.13634292781352997,0.2022145688533783,0.1876397579908371,0.2362271547317505,0.13071531057357788,0.4158569872379303,1.0,0.2203376144170761,0.3060886263847351,0.2299577295780182,0.08099272847175598,0.2632134258747101,0.4260808527469635,1.0,0.18349280953407288
offer,0.20134106278419495,0.19266276061534882,0.13858625292778015,0.41956478357315063,0.34615713357925415,0.10873228311538696,0.30405572056770325,0.26003435254096985,0.3446742594242096,0.24340853095054626,0.2674218416213989,0.08275707811117172,0.1875079721212387,0.31581515073776245,0.26003435254096985,0.1774262934923172
the,0.42745697498321533,0.2647338807582855,0.5823672413825989,0.26723232865333557,0.535392165184021,0.23527215421199799,0.18291357159614563,0.22905772924423218,0.4859698414802551,0.41466525197029114,0.4310511648654938,0.2829846143722534,0.6662389636039734,0.22857438027858734,0.22905772924423218,0.22068053483963013
removal,0.2987346649169922,0.22272968292236328,0.19677722454071045,0.2518464922904968,0.27032870054244995,0.0799403265118599,0.15198588371276855,0.15031221508979797,0.2675045430660248,0.2803548574447632,0.3282231390476227,0.14129261672496796,0.15677154064178467,0.21982330083847046,0.15031221508979797,0.21417422592639923
of,0.33290785551071167,0.25273123383522034,0.4854315221309662,0.2416580766439438,0.41548454761505127,0.19989325106143951,0.18706899881362915,0.265506386756897,0.39942997694015503,0.3127037584781647,0.3307090103626251,0.3116828501224518,0.5696388483047485,0.2391265481710434,0.265506386756897,0.1826142966747284
the,0.42745697498321533,0.2647338807582855,0.5823672413825989,0.26723232865333557,0.535392165184021,0.23527215421199799,0.18291357159614563,0.22905772924423218,0.4859698414802551,0.41466525197029114,0.4310511648654938,0.2829846143722534,0.6662389636039734,0.22857438027858734,0.22905772924423218,0.22068053483963013
purported,0.15254326164722443,0.13437530398368835,0.21984417736530304,0.32248809933662415,0.27098432183265686,0.1110355332493782,0.2228407859802246,0.21524029970169067,0.31812727451324463,0.2754826545715332,0.2774661183357239,0.11696203798055649,0.27346378564834595,0.1838659942150116,0.21524029970169067,0.11488708853721619
distractions,0.35162439942359924,0.26681894063949585,0.19135113060474396,0.2558692991733551,0.34212422370910645,0.09337759763002396,0.1977699249982834,0.17446352541446686,0.38187727332115173,0.28641319274902344,0.3144402503967285,0.08583740144968033,0.2361331284046173,0.1961185783147812,0.17446352541446686,0.19001847505569458
of,0.33290785551071167,0.25273123383522034,0.4854315221309662,0.2416580766439438,0.41548454761505127,0.19989325106143951,0.18706899881362915,0.265506386756897,0.39942997694015503,0.3127037584781647,0.3307090103626251,0.3116828501224518,0.5696388483047485,0.2391265481710434,0.265506386756897,0.1826142966747284
co-education,0.22787563502788544,0.1701706498861313,0.2372649759054184,0.18940752744674683,0.2971179783344269,0.13830478489398956,0.3950843811035156,0.5967783331871033,0.21433646976947784,0.20819996297359467,0.23097752034664154,0.17842033505439758,0.3002265691757202,0.4354799687862396,0.5967783331871033,0.20184572041034698
;,0.10986888408660889,0.013952549546957016,0.05324986204504967,0.06163804605603218,0.0979827418923378,-0.05832058936357498,0.07344416528940201,0.006539041642099619,0.10536309331655502,0.07789387553930283,0.12084553390741348,0.042107515037059784,0.092739537358284,-0.006995165254920721,0.006539041642099619,0.10349778085947037
the,0.42745697498321533,0.2647338807582855,0.5823672413825989,0.26723232865333557,0.535392165184021,0.23527215421199799,0.18291357159614563,0.22905772924423218,0.4859698414802551,0.41466525197029114,0.4310511648654938,0.2829846143722534,0.6662389636039734,0.22857438027858734,0.22905772924423218,0.22068053483963013
presence,0.24428647756576538,0.15293695032596588,0.27154475450515747,0.1667417734861374,0.3215413987636566,0.0439874641597271,0.18980972468852997,0.09971373528242111,0.30949410796165466,0.29889631271362305,0.3287018835544586,0.4413970708847046,0.24880747497081757,0.2035398632287979,0.09971373528242111,0.08592845499515533
of,0.33290785551071167,0.25273123383522034,0.4854315221309662,0.2416580766439438,0.41548454761505127,0.19989325106143951,0.18706899881362915,0.265506386756897,0.39942997694015503,0.3127037584781647,0.3307090103626251,0.3116828501224518,0.5696388483047485,0.2391265481710434,0.265506386756897,0.1826142966747284
boarding,0.13694864511489868,0.12334603071212769,0.17377105355262756,0.17540813982486725,0.24950890243053436,0.08486894518136978,0.4076463282108307,0.47905486822128296,0.22571830451488495,0.22532737255096436,0.16642390191555023,0.044946134090423584,0.27680689096450806,0.2883433997631073,0.47905486822128296,0.1366773396730423
facilities,0.137315571308136,0.24102234840393066,0.17244288325309753,0.3022453784942627,0.25067898631095886,0.1491401195526123,0.28443798422813416,0.3937319219112396,0.2361699789762497,0.20709779858589172,0.23266130685806274,0.16721861064434052,0.2149869203567505,0.35517239570617676,0.3937319219112396,0.10624271631240845
;,0.10986888408660889,0.013952549546957016,0.05324986204504967,0.06163804605603218,0.0979827418923378,-0.05832058936357498,0.07344416528940201,0.006539041642099619,0.10536309331655502,0.07789387553930283,0.12084553390741348,0.042107515037059784,0.092739537358284,-0.006995165254920721,0.006539041642099619,0.10349778085947037
or,0.33867141604423523,0.23362433910369873,0.41870999336242676,0.3034808337688446,0.38921234011650085,0.18917910754680634,0.21888144314289093,0.23524631559848785,0.4733969271183014,0.5280534625053406,0.5119067430496216,0.17365464568138123,0.3586423695087433,0.23869332671165466,0.23524631559848785,0.32389625906944275
stricter,0.3493970036506653,0.18970422446727753,0.25423571467399597,0.29908156394958496,0.35287612676620483,0.16710034012794495,0.1537179946899414,0.27594971656799316,0.3870031535625458,0.44599488377571106,0.43185359239578247,0.16939489543437958,0.22230689227581024,0.30583035945892334,0.27594971656799316,0.26646921038627625
discipline,0.2522185742855072,0.14946764707565308,0.13422119617462158,0.17061932384967804,0.25499123334884644,0.16518743336200714,0.20860271155834198,0.30685627460479736,0.2386728972196579,0.26176825165748596,0.2240573763847351,0.05368480458855629,0.19738538563251495,0.2325107902288437,0.30685627460479736,0.06836310029029846
based,0.274813175201416,0.1195274144411087,0.3248139023780823,0.299709677696228,0.19629007577896118,0.17192289233207703,0.20312336087226868,0.20668327808380127,0.25210651755332947,0.23175565898418427,0.20628370344638824,0.21886049211025238,0.3070422410964966,0.13805143535137177,0.20668327808380127,0.134929820895195
on,0.34226128458976746,0.14738048613071442,0.3635730445384979,0.3133032023906708,0.41031414270401,0.17655448615550995,0.21000011265277863,0.18452578783035278,0.3584071099758148,0.27810585498809814,0.3516409695148468,0.19194398820400238,0.46853652596473694,0.25951382517814636,0.18452578783035278,0.2714994251728058
their,0.35142919421195984,0.21364916861057281,0.2101074606180191,0.25499746203422546,0.44619059562683105,0.18183866143226624,0.24537235498428345,0.22621867060661316,0.409988135099411,0.3984978497028351,0.4368778169155121,0.16849581897258759,0.34976133704185486,0.2602854371070862,0.22621867060661316,0.1898253709077835
power,0.22216427326202393,1.0000001192092896,0.15234114229679108,0.13592219352722168,0.27001675963401794,0.11382748186588287,0.13756805658340454,0.13634292781352997,0.2529909312725067,0.2064410001039505,0.20640338957309723,0.11242704838514328,0.16666220128536224,0.12951965630054474,0.13634292781352997,0.15304024517536163
of,0.33290785551071167,0.25273123383522034,0.4854315221309662,0.2416580766439438,0.41548454761505127,0.19989325106143951,0.18706899881362915,0.265506386756897,0.39942997694015503,0.3127037584781647,0.3307090103626251,0.3116828501224518,0.5696388483047485,0.2391265481710434,0.265506386756897,0.1826142966747284
expulsion,0.2687448561191559,0.23101525008678436,0.12802782654762268,0.146823912858963,0.3245045244693756,0.072280153632164,0.18611672520637512,0.1927197426557541,0.22079998254776,0.21035590767860413,0.24149377644062042,0.17009948194026947,0.2112463414669037,0.23218679428100586,0.1927197426557541,0.15620341897010803
",",0.3087472915649414,0.2231994867324829,0.4691906273365021,0.2614012062549591,0.44245919585227966,0.18606895208358765,0.1899166703224182,0.2760516405105591,0.48126736283302307,0.29679131507873535,0.3769696354866028,0.267320841550827,0.5201468467712402,0.2588968276977539,0.2760516405105591,0.31091248989105225
a,0.3320399522781372,0.21580491960048676,0.658733606338501,0.19077399373054504,0.45503583550453186,0.1949160397052765,0.20346391201019287,0.2118925303220749,0.44750767946243286,0.37653425335884094,0.3791346549987793,0.14277903735637665,0.539380669593811,0.19607044756412506,0.2118925303220749,0.23916715383529663
tool,0.2978120744228363,0.22047480940818787,0.2158731371164322,0.30998849868774414,0.2641676962375641,0.20471633970737457,0.09442022442817688,0.11575411260128021,0.26047012209892273,0.27352163195610046,0.2947792112827301,0.04345376044511795,0.1136970967054367,0.13919825851917267,0.11575411260128021,0.2828463613986969
not,0.5449194312095642,0.20640338957309723,0.3776007890701294,0.2681947946548462,0.5149973034858704,0.16899850964546204,0.181801438331604,0.2299577295780182,0.6553761959075928,0.4818459153175354,0.9999999403953552,0.21708281338214874,0.3403114080429077,0.20537999272346497,0.2299577295780182,0.41942933201789856
readily,0.27001523971557617,0.16086645424365997,0.2345508486032486,0.34648117423057556,0.32790136337280273,0.06205740571022034,0.15961435437202454,0.22737140953540802,0.33431583642959595,0.4271564185619354,0.3519365191459656,0.15800058841705322,0.17135044932365417,0.19865982234477997,0.22737140953540802,0.20249982178211212
available,0.22032985091209412,0.13592219352722168,0.20822511613368988,1.0000001192092896,0.2394571453332901,0.12241784483194351,0.2584626078605652,0.1876397579908371,0.2779572904109955,0.26694560050964355,0.2681947946548462,0.17497387528419495,0.1939793825149536,0.320629745721817,0.1876397579908371,0.2501629889011383
to,0.455847829580307,0.27001675963401794,0.42745086550712585,0.2394571453332901,1.0,0.15894444286823273,0.18892748653888702,0.2362271547317505,0.5542377829551697,0.3871513605117798,0.5149973034858704,0.2453051209449768,0.45010748505592346,0.2672370672225952,0.2362271547317505,0.29463258385658264
government,0.28074538707733154,0.3452511131763458,0.20343491435050964,0.16200928390026093,0.28343796730041504,0.2484046220779419,0.3261575996875763,0.3405122756958008,0.2775489091873169,0.22817394137382507,0.2722996473312378,0.16974812746047974,0.3066793978214264,0.3310128152370453,0.3405122756958008,0.18851417303085327
schools,0.1820785105228424,0.13634292781352997,0.2022145688533783,0.1876397579908371,0.2362271547317505,0.13071531057357788,0.4158569872379303,1.0,0.2203376144170761,0.3060886263847351,0.2299577295780182,0.08099272847175598,0.2632134258747101,0.4260808527469635,1.0,0.18349280953407288
.,0.3567904531955719,0.2141435295343399,0.4569662809371948,0.3383464217185974,0.4645031690597534,0.2256850302219391,0.2534593939781189,0.2752705216407776,0.46573564410209656,0.3124077022075653,0.4824007451534271,0.23765113949775696,0.5591574311256409,0.21888655424118042,0.2752705216407776,0.4130953550338745
,what,power,is,available,to,australian,private,schools,but,generally,not,present,in,public,schools,?
),0.26259949803352356,0.20355020463466644,0.37732169032096863,0.17109692096710205,0.31236231327056885,0.19791001081466675,0.16768941283226013,0.16219249367713928,0.2897340953350067,0.20006901025772095,0.2718011736869812,0.2881450951099396,0.3326910734176636,0.15635275840759277,0.16219249367713928,0.42300865054130554
",",0.3087472915649414,0.2231994867324829,0.4691906273365021,0.2614012062549591,0.44245919585227966,0.18606895208358765,0.1899166703224182,0.2760516405105591,0.48126736283302307,0.29679131507873535,0.3769696354866028,0.267320841550827,0.5201468467712402,0.2588968276977539,0.2760516405105591,0.31091248989105225
higher-paid,0.3050524592399597,0.2759877145290375,0.2652750313282013,0.2996104955673218,0.35774755477905273,0.19340211153030396,0.3552670180797577,0.376802921295166,0.30789297819137573,0.3469129502773285,0.3347087502479553,0.21864402294158936,0.31722912192344666,0.3584059178829193,0.376802921295166,0.22201256453990936
teachers,0.2526462972164154,0.1335889846086502,0.15701442956924438,0.16468267142772675,0.2668606638908386,0.09447652846574783,0.274162232875824,0.5533654689788818,0.20883186161518097,0.23109376430511475,0.22176165878772736,0.15451742708683014,0.2128150761127472,0.2875809669494629,0.5533654689788818,0.19522249698638916
