,what,was,the,first,steam,powered,device,used,commercially,?
the,0.42745697498321533,0.48711544275283813,1.0,0.49448907375335693,0.23105813562870026,0.20832712948322296,0.2555081248283386,0.3718377649784088,0.2240111082792282,0.22068053483963013
first,0.28086137771606445,0.5022147297859192,0.49448907375335693,1.0,0.2210129350423813,0.29328346252441406,0.21607646346092224,0.2984957695007324,0.31788432598114014,0.18701928853988647
commercial,0.12070754915475845,0.22333669662475586,0.23051398992538452,0.27400627732276917,0.23320558667182922,0.2227618545293808,0.25839629769325256,0.26843106746673584,0.8290159106254578,0.04216946288943291
steam-powered,0.17279094457626343,0.26024293899536133,0.2755395174026489,0.32081615924835205,0.7866420149803162,0.8731843829154968,0.4093407392501831,0.3726072907447815,0.3241419494152069,0.1711118370294571
device,0.2484142780303955,0.18397735059261322,0.2555081248283386,0.21607646346092224,0.37581905722618103,0.3949764370918274,1.0,0.4021059274673462,0.2444041222333908,0.09819377958774567
was,0.22111038863658905,1.0000001192092896,0.48711544275283813,0.5022147297859192,0.16913670301437378,0.2140408158302307,0.18397735059261322,0.23679393529891968,0.2954142093658447,0.18412111699581146
a,0.3320399522781372,0.4508470594882965,0.5829201340675354,0.4287874400615692,0.2141898274421692,0.23536208271980286,0.3107774555683136,0.3864384889602661,0.2597849667072296,0.23916715383529663
water,0.17456887662410736,0.18750394880771637,0.297396719455719,0.1719202995300293,0.43059393763542175,0.30408236384391785,0.24608203768730164,0.2721066176891327,0.30245742201805115,0.14731885492801666
pump,0.2035713642835617,0.1084531843662262,0.21872945129871368,0.1356024146080017,0.47990959882736206,0.4246757924556732,0.33888372778892517,0.2589336335659027,0.1818205565214157,0.24768272042274475
",",0.3087472915649414,0.45456063747406006,0.4933079481124878,0.34503069519996643,0.2264556586742401,0.1860840618610382,0.13617408275604248,0.3120402991771698,0.26380395889282227,0.31091248989105225
developed,0.15555569529533386,0.3253139555454254,0.24490751326084137,0.2750127613544464,0.1999523788690567,0.3488690257072449,0.21117675304412842,0.4083293080329895,0.23435620963573456,0.10763012617826462
in,0.30808621644973755,0.45514053106307983,0.6662389636039734,0.4127444326877594,0.19852672517299652,0.150293231010437,0.16225403547286987,0.3090210556983948,0.2583075165748596,0.20430970191955566
1698,-0.009659199975430965,-0.03344208747148514,-0.06543593108654022,0.026022233068943024,-0.05998658388853073,-0.035079989582300186,-0.07553371042013168,-0.07892948389053345,-0.0689481869339943,-0.010501213371753693
by,0.2455483376979828,0.4752357602119446,0.4408751428127289,0.3877052962779999,0.18134352564811707,0.248033344745636,0.17883841693401337,0.27705541253089905,0.257942259311676,0.17966607213020325
thomas,0.1806955188512802,0.26629963517189026,0.23505409061908722,0.2396867871284485,0.1875210702419281,0.08793886750936508,0.15981042385101318,0.11818153411149979,0.09190350770950317,0.16133050620555878
savery,0.3273344337940216,0.3044261336326599,0.3600737154483795,0.2784835994243622,0.21627888083457947,0.160548135638237,0.25002753734588623,0.194514662027359,0.20838846266269684,0.2684193551540375
.,0.3567904531955719,0.40146201848983765,0.5934505462646484,0.4345304071903229,0.22855372726917267,0.23959338665008545,0.1592947095632553,0.33111312985420227,0.25599879026412964,0.4130953550338745
,what,was,the,first,steam,powered,device,used,commercially,?
