,what,did,nasa,record,over,the,older,archived,tapes,?
during,0.24137552082538605,0.30679523944854736,0.16740816831588745,0.2749153673648834,0.3472751975059509,0.4838213622570038,0.18207785487174988,0.1112871915102005,0.20939703285694122,0.1325719803571701
the,0.42745697498321533,0.34736719727516174,0.19786997139453888,0.23569516837596893,0.39856547117233276,1.0,0.21663418412208557,0.17971982061862946,0.2105327844619751,0.22068053483963013
following,0.2506418824195862,0.28040066361427307,0.12115547806024551,0.1250866800546646,0.27349916100502014,0.39779382944107056,0.15564976632595062,0.27389806509017944,0.15502044558525085,0.1555173695087433
years,0.1981470286846161,0.2695724070072174,0.16632191836833954,0.24372375011444092,0.3751278817653656,0.2912273406982422,0.3646269142627716,0.21038486063480377,0.22968308627605438,0.1914375126361847
",",0.3087472915649414,0.3015086054801941,0.18665438890457153,0.28093910217285156,0.3301127254962921,0.4933079481124878,0.2598324418067932,0.17903780937194824,0.1773630827665329,0.31091248989105225
a,0.3320399522781372,0.2552328109741211,0.19403119385242462,0.2588478624820709,0.32199642062187195,0.5829201340675354,0.19492490589618683,0.11231409758329391,0.25973808765411377,0.23916715383529663
magnetic,0.19557252526283264,0.14488396048545837,0.21487396955490112,0.2062637209892273,0.18886874616146088,0.18611927330493927,0.13962242007255554,0.23668956756591797,0.3026624917984009,0.10858146101236343
tape,0.18888257443904877,0.16253623366355896,0.189670592546463,0.33506345748901367,0.24702736735343933,0.14324384927749634,0.15071368217468262,0.26321467757225037,0.7350388169288635,0.13937829434871674
shortage,0.2864443063735962,0.2546912133693695,0.16474606096744537,0.10493401437997818,0.28119221329689026,0.31014639139175415,0.11570069938898087,0.16821080446243286,0.13789620995521545,0.19423167407512665
prompted,0.20217911899089813,0.33951452374458313,0.0863238275051117,0.1326964944601059,0.28972047567367554,0.3065200448036194,0.15754581987857819,0.23943369090557098,0.18462984263896942,0.13139130175113678
nasa,0.21178755164146423,0.12001431733369827,1.0000001192092896,0.1930224597454071,0.14846761524677277,0.19786997139453888,0.12081636488437653,0.2637903690338135,0.26196983456611633,0.1809994876384735
to,0.455847829580307,0.4452643394470215,0.21193136274814606,0.22007153928279877,0.38635820150375366,0.535392165184021,0.2936207354068756,0.22197987139225006,0.26465630531311035,0.29463258385658264
remove,0.34429627656936646,0.24351777136325836,0.17804288864135742,0.12191179394721985,0.23702727258205414,0.28754451870918274,0.12785744667053223,0.225377157330513,0.17548497021198273,0.32355964183807373
massive,0.2346794754266739,0.14622680842876434,0.22111235558986664,0.20452967286109924,0.26259925961494446,0.29983171820640564,0.14166459441184998,0.12048749625682831,0.07408936321735382,0.17558397352695465
numbers,0.24586999416351318,0.20272064208984375,0.06829340010881424,0.13086968660354614,0.19824041426181793,0.293011337518692,0.11076639592647552,0.2112630307674408,0.21246114373207092,0.19297972321510315
of,0.33290785551071167,0.2513895630836487,0.17935146391391754,0.19289259612560272,0.36136594414711,0.733189046382904,0.23717735707759857,0.07385847717523575,0.22208455204963684,0.1826142966747284
magnetic,0.19557252526283264,0.14488396048545837,0.21487396955490112,0.2062637209892273,0.18886874616146088,0.18611927330493927,0.13962242007255554,0.23668956756591797,0.3026624917984009,0.10858146101236343
tapes,0.21204043924808502,0.23529666662216187,0.26196983456611633,0.3126857280731201,0.24407018721103668,0.2105327844619751,0.21214643120765686,0.29989752173423767,1.0,0.17198848724365234
from,0.2737620174884796,0.20248863101005554,0.18990451097488403,0.21346263587474823,0.37539660930633545,0.40150508284568787,0.17965489625930786,0.19557727873325348,0.18808875977993011,0.19969791173934937
the,0.42745697498321533,0.34736719727516174,0.19786997139453888,0.23569516837596893,0.39856547117233276,1.0,0.21663418412208557,0.17971982061862946,0.2105327844619751,0.22068053483963013
national,0.16882304847240448,0.17743784189224243,0.2143600732088089,0.14298361539840698,0.23819220066070557,0.32739606499671936,0.11467837542295456,0.16140055656433105,0.0777374729514122,0.15643028914928436
archives,0.18980082869529724,0.21038533747196198,0.24483217298984528,0.2245159149169922,0.2269265055656433,0.22798994183540344,0.16274571418762207,0.7971820831298828,0.2855861186981201,0.24684664607048035
and,0.31309178471565247,0.34479495882987976,0.12810774147510529,0.23470573127269745,0.4021143913269043,0.5171257257461548,0.3224782347679138,0.11740890145301819,0.2145281732082367,0.20544172823429108
records,0.17999422550201416,0.1876455396413803,0.1333082765340805,0.6671046018600464,0.2541402578353882,0.23809710144996643,0.08070208877325058,0.20980654656887054,0.33512112498283386,0.12384546548128128
administration,0.2483910471200943,0.20127087831497192,0.32938507199287415,0.1035519614815712,0.24305368959903717,0.3083578944206238,0.10246635973453522,0.22919003665447235,0.17275705933570862,0.14283715188503265
to,0.455847829580307,0.4452643394470215,0.21193136274814606,0.22007153928279877,0.38635820150375366,0.535392165184021,0.2936207354068756,0.22197987139225006,0.26465630531311035,0.29463258385658264
be,0.3929833769798279,0.22657383978366852,0.22388871014118195,0.18642958998680115,0.27136483788490295,0.4248143136501312,0.22685489058494568,0.20282785594463348,0.229167640209198,0.3324260413646698
recorded,0.17687608301639557,0.26971957087516785,0.19915539026260376,0.5839211940765381,0.2804359197616577,0.2759207487106323,0.1481896936893463,0.22201260924339294,0.381733775138855,0.19213420152664185
over,0.28007611632347107,0.2535076439380646,0.14846761524677277,0.29827508330345154,1.0,0.39856547117233276,0.19901801645755768,0.2000569850206375,0.24407018721103668,0.25742942094802856
with,0.2464839518070221,0.25472134351730347,0.12890534102916718,0.19528687000274658,0.34885337948799133,0.4223487675189972,0.2654585838317871,0.09094717353582382,0.23499223589897156,0.2433311939239502
newer,0.2718621790409088,0.22877991199493408,0.1457463949918747,0.08010455965995789,0.263652503490448,0.28440263867378235,0.45571646094322205,0.1758391112089157,0.21848492324352264,0.15615598857402802
satellite,0.17739586532115936,0.16336378455162048,0.4262261390686035,0.1758575141429901,0.19734211266040802,0.22563834488391876,0.10497819632291794,0.17131973803043365,0.2580704987049103,0.13568443059921265
data,0.23453554511070251,0.1821516454219818,0.2884003520011902,0.20461870729923248,0.18044354021549225,0.20546740293502808,0.16165152192115784,0.3002369701862335,0.29975616931915283,0.17909851670265198
.,0.3567904531955719,0.35288307070732117,0.22033250331878662,0.2186054140329361,0.37877383828163147,0.5934505462646484,0.27821221947669983,0.2426692694425583,0.21845246851444244,0.4130953550338745
