,who,build,the,major,port,city,in,kenya,?
the,0.3733934462070465,0.2602573335170746,1.0,0.31775903701782227,0.2648184895515442,0.35769423842430115,0.6662389636039734,0.21657514572143555,0.22068053483963013
swahili,0.22233068943023682,0.09221983700990677,0.22777055203914642,0.1225266084074974,0.14571233093738556,0.13037151098251343,0.122536301612854,0.4247901141643524,0.20549607276916504
built,0.2059558480978012,0.5833544731140137,0.2950156033039093,0.10571301728487015,0.239683598279953,0.2644844651222229,0.25829681754112244,0.12845106422901154,0.09449632465839386
mombasa,0.153903990983963,0.20301532745361328,0.28063899278640747,0.20909494161605835,0.23151077330112457,0.35654565691947937,0.26310765743255615,0.5235515832901001,0.15605612099170685
into,0.16956904530525208,0.21654105186462402,0.39493247866630554,0.19816605746746063,0.15450626611709595,0.1861938089132309,0.38021373748779297,0.09133655577898026,0.15662476420402527
a,0.36608949303627014,0.26229962706565857,0.5829201340675354,0.22990699112415314,0.1891530454158783,0.2349124401807785,0.539380669593811,0.1701713502407074,0.23916715383529663
major,0.17810054123401642,0.0990719199180603,0.31775903701782227,0.9999998807907104,0.2090679258108139,0.259122371673584,0.3249945342540741,0.14446626603603363,0.19788557291030884
port,0.10044681280851364,0.19714860618114471,0.2648184895515442,0.2090679258108139,1.0,0.39055103063583374,0.20519298315048218,0.16582269966602325,0.06519711017608643
city,0.21073515713214874,0.19565439224243164,0.35769423842430115,0.259122371673584,0.39055103063583374,1.0,0.3911624252796173,0.10511987656354904,0.13423943519592285
and,0.41279885172843933,0.27539998292922974,0.5171257257461548,0.29795366525650024,0.21930254995822906,0.2827445864677429,0.4954058527946472,0.20742860436439514,0.20544172823429108
established,0.20118318498134613,0.23909001052379608,0.33092597126960754,0.195669025182724,0.07253880053758621,0.2563977837562561,0.3118882477283478,0.16462063789367676,0.15917523205280304
trade,0.1943051517009735,0.13709323108196259,0.2681608200073242,0.17599143087863922,0.28367310762405396,0.2534675896167755,0.23862801492214203,0.1231091246008873,0.09336511790752411
links,0.17493046820163727,0.21968504786491394,0.2692725956439972,0.1943465620279312,0.1745436191558838,0.15024907886981964,0.2188456952571869,0.09693516790866852,0.3222293555736542
with,0.3282766342163086,0.25872841477394104,0.4223487675189972,0.21643421053886414,0.15417149662971497,0.19554263353347778,0.4080928862094879,0.13224487006664276,0.2433311939239502
other,0.3612329661846161,0.25621286034584045,0.44152235984802246,0.3157308101654053,0.18973731994628906,0.20028837025165558,0.39989137649536133,0.16828607022762299,0.24682199954986572
nearby,0.24343042075634003,0.2675229012966156,0.2903098165988922,0.22659893333911896,0.3116702139377594,0.3032483756542206,0.3131678104400635,0.2664108872413635,0.07977716624736786
city-states,0.15989907085895538,0.23240993916988373,0.3905337452888489,0.27875760197639465,0.3227931261062622,0.631768524646759,0.439963161945343,0.21855537593364716,0.23932234942913055
",",0.3365725874900818,0.22204548120498657,0.4933079481124878,0.29355156421661377,0.26668232679367065,0.35839709639549255,0.5201468467712402,0.23432263731956482,0.31091248989105225
as,0.3923053741455078,0.20841920375823975,0.48381632566452026,0.20393970608711243,0.1979490965604782,0.21195319294929504,0.3887844979763031,0.18995212018489838,0.27043893933296204
well,0.3480316996574402,0.20278054475784302,0.42630070447921753,0.2702554762363434,0.19000652432441711,0.19998078048229218,0.36612698435783386,0.16707506775856018,0.24815571308135986
as,0.3923053741455078,0.20841920375823975,0.48381632566452026,0.20393970608711243,0.1979490965604782,0.21195319294929504,0.3887844979763031,0.18995212018489838,0.27043893933296204
commercial,0.05230569466948509,0.10963556915521622,0.23051398992538452,0.28477850556373596,0.28510162234306335,0.20089039206504822,0.2615188956260681,0.19976934790611267,0.04216946288943291
centres,0.21948400139808655,0.140487939119339,0.25802960991859436,0.32175004482269287,0.26199832558631897,0.3075082004070282,0.2435951828956604,0.15627187490463257,0.07723820209503174
in,0.2792111933231354,0.26063278317451477,0.6662389636039734,0.3249945342540741,0.20519298315048218,0.3911624252796173,1.0,0.23621977865695953,0.20430970191955566
persia,0.24676312506198883,0.1539124995470047,0.24922017753124237,0.21131554245948792,0.1672317385673523,0.24356478452682495,0.20639270544052124,0.19444894790649414,0.14247620105743408
",",0.3365725874900818,0.22204548120498657,0.4933079481124878,0.29355156421661377,0.26668232679367065,0.35839709639549255,0.5201468467712402,0.23432263731956482,0.31091248989105225
arabia,0.18190979957580566,0.11040126532316208,0.20754998922348022,0.1742980182170868,0.1909339427947998,0.23479671776294708,0.19996756315231323,0.34798845648765564,0.14747555553913116
",",0.3365725874900818,0.22204548120498657,0.4933079481124878,0.29355156421661377,0.26668232679367065,0.35839709639549255,0.5201468467712402,0.23432263731956482,0.31091248989105225
and,0.41279885172843933,0.27539998292922974,0.5171257257461548,0.29795366525650024,0.21930254995822906,0.2827445864677429,0.4954058527946472,0.20742860436439514,0.20544172823429108
even,0.33644744753837585,0.27154484391212463,0.37996912002563477,0.17340296506881714,0.1103568971157074,0.19424691796302795,0.29146435856819153,0.09314421564340591,0.30082517862319946
india,0.2292683869600296,0.14363990724086761,0.3108653426170349,0.2032848745584488,0.14112898707389832,0.18411186337471008,0.27070173621177673,0.35249772667884827,0.10473668575286865
.,0.3541337847709656,0.275961309671402,0.5934505462646484,0.3054012954235077,0.22629979252815247,0.29856356978416443,0.5591574311256409,0.24234211444854736,0.4130953550338745
