,when,did,khan,establish,the,great,yuan,?
in,0.4431333839893341,0.2593238651752472,0.1527150720357895,0.25682297348976135,0.6662389636039734,0.23348836600780487,0.14850552380084991,0.20430970191955566
1271,-0.10633386671543121,-0.043933164328336716,-0.07076401263475418,0.02872643992304802,-0.04703542962670326,0.06477205455303192,-0.024737121537327766,0.005500997416675091
",",0.36674630641937256,0.3015086054801941,0.19700400531291962,0.19669954478740692,0.4933079481124878,0.29579275846481323,0.20958951115608215,0.31091248989105225
kublai,0.24958351254463196,0.2875992953777313,0.5925762057304382,0.20444945991039276,0.32886171340942383,0.31526675820350647,0.5195493102073669,0.14562560617923737
khan,0.16355718672275543,0.155345618724823,1.0,0.2348508983850479,0.21067845821380615,0.22385743260383606,0.4321361780166626,0.12862591445446014
imposed,0.2451166808605194,0.2687847912311554,0.14203572273254395,0.33081766963005066,0.21278446912765503,0.17935031652450562,0.17998388409614563,0.1671440154314041
the,0.5091903209686279,0.34736719727516174,0.21067845821380615,0.31343501806259155,1.0,0.2822027802467346,0.2548272907733917,0.22068053483963013
name,0.24618172645568848,0.17557460069656372,0.09873242676258087,0.09018515050411224,0.3171212375164032,0.16152743995189667,0.06442316621541977,0.15381577610969543
great,0.2342798113822937,0.2083706259727478,0.22385743260383606,0.16721290349960327,0.2822027802467346,1.0,0.1734679937362671,0.13135133683681488
yuan,0.14659123122692108,0.1467057168483734,0.4321361780166626,0.16169212758541107,0.2548272907733917,0.1734679937362671,1.0,0.12871281802654266
(,0.2459595799446106,0.18979617953300476,0.1773909628391266,0.19776324927806854,0.33289089798927307,0.20725277066230774,0.18021149933338165,0.40561532974243164
chinese,0.1978231817483902,0.19065357744693756,0.2961319386959076,0.11083309352397919,0.2785343527793884,0.1727498471736908,0.5665212273597717,0.20843194425106049
:,-0.04432349652051926,-0.05305134505033493,-0.01070716418325901,-0.08763714134693146,-0.03403344005346298,-0.10536187887191772,-0.000654889561701566,-0.07156077772378922
大元,-0.04986494034528732,-0.1006544977426529,-0.0017575015081092715,-0.025893069803714752,0.04971197620034218,0.04841400682926178,-0.07206033915281296,-0.10699106752872467
;,0.022927695885300636,0.10727239400148392,-0.059930913150310516,0.0881366953253746,0.09152708947658539,0.20101696252822876,-0.06296640634536743,0.10349778085947037
pinyin,0.16207878291606903,0.13399381935596466,0.262067586183548,0.16921696066856384,0.22656001150608063,0.10408207774162292,0.4228459298610687,0.22529643774032593
:,-0.04432349652051926,-0.05305134505033493,-0.01070716418325901,-0.08763714134693146,-0.03403344005346298,-0.10536187887191772,-0.000654889561701566,-0.07156077772378922
dà,0.2801772356033325,0.25525444746017456,0.3563280701637268,0.3002890348434448,0.3587157726287842,0.27156391739845276,0.5081632733345032,0.29450011253356934
yuán,0.18609082698822021,0.1786537766456604,0.3574844002723694,0.21496574580669403,0.26569807529449463,0.18144220113754272,0.41060131788253784,0.20375649631023407
;,0.022927695885300636,0.10727239400148392,-0.059930913150310516,0.0881366953253746,0.09152708947658539,0.20101696252822876,-0.06296640634536743,0.10349778085947037
wade–giles,0.2387041598558426,0.15390005707740784,0.261074036359787,0.20845550298690796,0.33424103260040283,0.2063170224428177,0.3792110085487366,0.29485437273979187
:,-0.04432349652051926,-0.05305134505033493,-0.01070716418325901,-0.08763714134693146,-0.03403344005346298,-0.10536187887191772,-0.000654889561701566,-0.07156077772378922
ta-yüan,0.20401297509670258,0.1230422705411911,0.4931415915489197,0.10828731209039688,0.23335160315036774,0.1414858102798462,0.5690904855728149,0.14822299778461456
),0.2538422644138336,0.18584993481636047,0.2105041742324829,0.20955689251422882,0.3456730246543884,0.21160492300987244,0.17912885546684265,0.42300865054130554
",",0.36674630641937256,0.3015086054801941,0.19700400531291962,0.19669954478740692,0.4933079481124878,0.29579275846481323,0.20958951115608215,0.31091248989105225
establishing,0.22652629017829895,0.19417203962802887,0.20684032142162323,0.8143178224563599,0.3532279133796692,0.19275018572807312,0.21193407475948334,0.1457604318857193
the,0.5091903209686279,0.34736719727516174,0.21067845821380615,0.31343501806259155,1.0,0.2822027802467346,0.2548272907733917,0.22068053483963013
yuan,0.14659123122692108,0.1467057168483734,0.4321361780166626,0.16169212758541107,0.2548272907733917,0.1734679937362671,1.0,0.12871281802654266
dynasty,0.16945278644561768,0.19201454520225525,0.34412047266960144,0.23269611597061157,0.26267939805984497,0.18592259287834167,0.49336904287338257,0.15884074568748474
.,0.475719153881073,0.35288307070732117,0.19819748401641846,0.2126183956861496,0.5934505462646484,0.2178412526845932,0.17233723402023315,0.4130953550338745
