,what,is,the,united,states,busiest,commercial,port,?
southern,0.18679563701152802,0.2419366091489792,0.3282862603664398,0.2923206686973572,0.29004350304603577,0.28491127490997314,0.13781094551086426,0.22080960869789124,0.11225555837154388
california,0.1811584085226059,0.20727038383483887,0.2750805914402008,0.33969607949256897,0.3858724534511566,0.20019985735416412,0.19564330577850342,0.16398273408412933,0.1409905105829239
is,0.28837618231773376,1.0,0.5823672413825989,0.22408509254455566,0.21939043700695038,0.2508534789085388,0.2402932196855545,0.26270607113838196,0.22961433231830597
also,0.42747777700424194,0.5012649297714233,0.6021018624305725,0.30441129207611084,0.2941293716430664,0.22297821938991547,0.2830050587654114,0.2318006455898285,0.21848613023757935
home,0.1608789712190628,0.22316986322402954,0.28978195786476135,0.3023967146873474,0.2323179841041565,0.20688223838806152,0.19584302604198456,0.23572973906993866,0.0757145956158638
to,0.455847829580307,0.42745086550712585,0.535392165184021,0.2715383470058441,0.2828785181045532,0.19131967425346375,0.2572329044342041,0.23759682476520538,0.29463258385658264
the,0.42745697498321533,0.5823672413825989,1.0,0.34367692470550537,0.3463578522205353,0.30110985040664673,0.23051398992538452,0.2648184895515442,0.22068053483963013
port,0.1327695995569229,0.26270607113838196,0.2648184895515442,0.14606931805610657,0.16012853384017944,0.3870590329170227,0.28510162234306335,1.0,0.06519711017608643
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3187655806541443,0.30884552001953125,0.28865480422973633,0.21107374131679535,0.19644224643707275,0.1826142966747284
los,0.12322991341352463,0.17008589208126068,0.2502395510673523,0.2349139302968979,0.2500098645687103,0.23854897916316986,0.1988256275653839,0.19411706924438477,0.15495611727237701
angeles,0.10702074319124222,0.1558004766702652,0.24588194489479065,0.253493070602417,0.27101314067840576,0.24279502034187317,0.19884929060935974,0.18611854314804077,0.16139166057109833
",",0.3087472915649414,0.4691906273365021,0.4933079481124878,0.3053959608078003,0.3315127193927765,0.26035505533218384,0.26546892523765564,0.26668232679367065,0.31091248989105225
the,0.42745697498321533,0.5823672413825989,1.0,0.34367692470550537,0.3463578522205353,0.30110985040664673,0.23051398992538452,0.2648184895515442,0.22068053483963013
united,0.20036718249320984,0.22408509254455566,0.34367692470550537,1.0000001192092896,0.8952266573905945,0.33785855770111084,0.2950090765953064,0.14606931805610657,0.17266890406608582
states,0.21526020765304565,0.21939043700695038,0.3463578522205353,0.8952266573905945,1.0,0.2944924831390381,0.29620620608329773,0.16012853384017944,0.16272737085819244
',0.3245812654495239,0.5508411526679993,0.474788099527359,0.23774786293506622,0.21096393465995789,0.21426357328891754,0.15814831852912903,0.1647387146949768,0.330942302942276
busiest,0.1578541398048401,0.2508534789085388,0.30110985040664673,0.33785855770111084,0.2944924831390381,1.0000001192092896,0.3346411883831024,0.3870590329170227,0.15537287294864655
commercial,0.12070754915475845,0.2402932196855545,0.23051398992538452,0.2950090765953064,0.29620620608329773,0.3346411883831024,1.0,0.28510162234306335,0.04216946288943291
port,0.1327695995569229,0.26270607113838196,0.2648184895515442,0.14606931805610657,0.16012853384017944,0.3870590329170227,0.28510162234306335,1.0,0.06519711017608643
;,0.10986888408660889,0.05324986204504967,0.09152708947658539,0.03651554137468338,0.03983156383037567,0.18399204313755035,0.04065840318799019,0.03615163639187813,0.10349778085947037
the,0.42745697498321533,0.5823672413825989,1.0,0.34367692470550537,0.3463578522205353,0.30110985040664673,0.23051398992538452,0.2648184895515442,0.22068053483963013
adjacent,0.22539548575878143,0.24897289276123047,0.3491702079772949,0.22228573262691498,0.24170847237110138,0.3514767587184906,0.18036219477653503,0.1816585510969162,0.10849558562040329
port,0.1327695995569229,0.26270607113838196,0.2648184895515442,0.14606931805610657,0.16012853384017944,0.3870590329170227,0.28510162234306335,1.0,0.06519711017608643
of,0.33290785551071167,0.4854315221309662,0.733189046382904,0.3187655806541443,0.30884552001953125,0.28865480422973633,0.21107374131679535,0.19644224643707275,0.1826142966747284
long,0.28276848793029785,0.28473302721977234,0.3075225353240967,0.16049887239933014,0.16989293694496155,0.23028242588043213,0.12421756982803345,0.174833282828331,0.19699987769126892
beach,0.15818452835083008,0.19757364690303802,0.20261730253696442,0.23925600945949554,0.25583845376968384,0.31213900446891785,0.1867092251777649,0.3249894082546234,0.16120761632919312
