,how,many,will,the,host,committee,dedicate,to,local,charities,?
the,0.33890387415885925,0.4335206151008606,0.3635469079017639,1.0,0.26909032464027405,0.24322165548801422,0.19143693149089813,0.535392165184021,0.2130540907382965,0.25895798206329346,0.22068053483963013
super,0.11920704692602158,0.17302978038787842,0.1544499397277832,0.21959073841571808,0.14729782938957214,0.12410217523574829,0.03639831766486168,0.17783479392528534,0.08448050171136856,0.07749828696250916,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.1507955938577652,0.21576224267482758,0.17551401257514954,0.12471532821655273,0.08760952204465866,0.16993016004562378,0.12165422737598419,0.10400492697954178,0.21118052303791046
50,0.014565115794539452,-0.037946149706840515,0.07188837975263596,0.03602437674999237,-0.04591839388012886,-0.014448681846261024,0.03308599814772606,-0.024239253252744675,0.11730309575796127,0.0062428684905171394,0.030512850731611252
host,0.15428608655929565,0.2232399731874466,0.27295681834220886,0.26909032464027405,1.0000001192092896,0.15074416995048523,0.1284337043762207,0.18300798535346985,0.1507883220911026,0.07659447938203812,0.1021634042263031
committee,0.14701566100120544,0.1689344346523285,0.14656318724155426,0.24322165548801422,0.15074416995048523,1.0,0.21140646934509277,0.24979650974273682,0.14401206374168396,0.28391528129577637,0.12144632637500763
has,0.26820555329322815,0.4266262650489807,0.3418941795825958,0.4177538752555847,0.20938843488693237,0.17535506188869476,0.1570482850074768,0.3619994819164276,0.11479144543409348,0.1826188564300537,0.15994466841220856
vowed,0.11066766828298569,0.10922674089670181,0.20232738554477692,0.27705755829811096,0.04464127495884895,0.20470672845840454,0.15049518644809723,0.24235005676746368,0.13320986926555634,0.24176514148712158,0.14173133671283722
to,0.44169697165489197,0.40243685245513916,0.5091033577919006,0.535392165184021,0.18300798535346985,0.24979650974273682,0.31129929423332214,1.0,0.2207600325345993,0.269582599401474,0.29463258385658264
be,0.4158933162689209,0.3961109519004822,0.4925616979598999,0.4248143136501312,0.15821070969104767,0.17965561151504517,0.2120683193206787,0.4972836375236511,0.18838182091712952,0.18987421691417694,0.3324260413646698
``,-0.01591024175286293,0.012824942357838154,0.07008423656225204,0.029072100296616554,0.06719572842121124,0.05259443074464798,-0.045030102133750916,0.06720756739377975,0.0925687924027443,0.00551270367577672,0.0685480609536171
the,0.33890387415885925,0.4335206151008606,0.3635469079017639,1.0,0.26909032464027405,0.24322165548801422,0.19143693149089813,0.535392165184021,0.2130540907382965,0.25895798206329346,0.22068053483963013
most,0.311336874961853,0.6236066222190857,0.2386283278465271,0.47635307908058167,0.2599598467350006,0.13098354637622833,0.18520881235599518,0.321603000164032,0.1857932209968567,0.22491393983364105,0.2107497900724411
giving,0.295897513628006,0.2510802149772644,0.2811773419380188,0.3626074492931366,0.11581652611494064,0.1364477574825287,0.20221354067325592,0.36088186502456665,0.1814035177230835,0.33309146761894226,0.2052922248840332
super,0.11920704692602158,0.17302978038787842,0.1544499397277832,0.21959073841571808,0.14729782938957214,0.12410217523574829,0.03639831766486168,0.17783479392528534,0.08448050171136856,0.07749828696250916,0.166326642036438
bowl,0.1720007210969925,0.17932994663715363,0.1507955938577652,0.21576224267482758,0.17551401257514954,0.12471532821655273,0.08760952204465866,0.16993016004562378,0.12165422737598419,0.10400492697954178,0.21118052303791046
ever,0.2605767250061035,0.24830207228660583,0.3035218119621277,0.3474041819572449,0.14563323557376862,0.1873776763677597,0.16728658974170685,0.33233755826950073,0.06988240778446198,0.16472883522510529,0.3358461856842041
'',-0.0029843549709767103,-0.016843097284436226,-0.00181001634337008,0.041273195296525955,-0.03159894049167633,-0.07882552593946457,0.010578600689768791,-0.009905828163027763,0.04436459019780159,-0.05002109333872795,0.018684765323996544
",",0.22659391164779663,0.40610817074775696,0.29706671833992004,0.4933079481124878,0.26840344071388245,0.20982497930526733,0.22793832421302795,0.44245919585227966,0.20673875510692596,0.25138869881629944,0.31091248989105225
and,0.33647966384887695,0.5296266674995422,0.35983073711395264,0.5171257257461548,0.2797408998012543,0.22311176359653473,0.19808702170848846,0.48971283435821533,0.2468787580728531,0.287185400724411,0.20544172823429108
will,0.41543328762054443,0.2847830653190613,1.0,0.3635469079017639,0.27295681834220886,0.14656318724155426,0.24698041379451752,0.5091033577919006,0.17673039436340332,0.20579887926578522,0.35046905279159546
dedicate,0.2241479754447937,0.21655072271823883,0.24698041379451752,0.19143693149089813,0.1284337043762207,0.21140646934509277,1.0,0.31129929423332214,0.1240069642663002,0.3034929931163788,0.20456856489181519
25,0.07429084926843643,0.11531345546245575,0.15351109206676483,0.1671934723854065,0.01777440868318081,0.09895531833171844,0.08339585363864899,0.12336429208517075,0.15879540145397186,0.11318831890821457,0.09614268690347672
percent,0.21959637105464935,0.2589898705482483,0.2847094237804413,0.277066707611084,0.12408823519945145,0.16218164563179016,0.04112005978822708,0.2143162339925766,0.1891651153564453,0.26366356015205383,0.14671556651592255
of,0.2480744868516922,0.37253960967063904,0.2473582625389099,0.733189046382904,0.1709926575422287,0.2920650243759155,0.2261621206998825,0.41548454761505127,0.20668989419937134,0.2243545800447464,0.1826142966747284
all,0.3725806474685669,0.5443700551986694,0.3951299488544464,0.4860881567001343,0.1792251020669937,0.18823650479316711,0.19643132388591766,0.42520734667778015,0.20528219640254974,0.3127719759941101,0.29575422406196594
money,0.26024624705314636,0.306540310382843,0.2271013706922531,0.2699695825576782,0.14202766120433807,0.20520848035812378,0.21096616983413696,0.3124290704727173,0.2016373723745346,0.47046735882759094,0.2069680541753769
it,0.36714982986450195,0.39615920186042786,0.33041369915008545,0.6251175999641418,0.17738105356693268,0.21620306372642517,0.17422212660312653,0.513711154460907,0.15005895495414734,0.21237905323505402,0.25732165575027466
raises,0.24832475185394287,0.14809781312942505,0.3272048234939575,0.2387484610080719,0.07490891218185425,0.07846560329198837,0.18249620497226715,0.27145111560821533,0.07449295371770859,0.24624454975128174,0.20082814991474152
for,0.3308170735836029,0.40972793102264404,0.3647450804710388,0.4739971458911896,0.2458597868680954,0.29222947359085083,0.24846838414669037,0.4451248347759247,0.23619583249092102,0.3011786937713623,0.264628142118454
philanthropic,0.16427218914031982,0.23774027824401855,0.17778737843036652,0.17239925265312195,0.23437561094760895,0.27776870131492615,0.3230750560760498,0.1912526935338974,0.1754908412694931,0.4602571427822113,0.17462901771068573
causes,0.20016539096832275,0.21526257693767548,0.35433992743492126,0.2518732249736786,0.22873517870903015,0.09374245256185532,0.1315036416053772,0.2537674903869629,0.06668649613857269,0.1994408220052719,0.19991323351860046
in,0.2601168751716614,0.41474202275276184,0.2580665349960327,0.6662389636039734,0.21661671996116638,0.2107008546590805,0.1620335727930069,0.45010748505592346,0.2223825752735138,0.21628062427043915,0.20430970191955566
the,0.33890387415885925,0.4335206151008606,0.3635469079017639,1.0,0.26909032464027405,0.24322165548801422,0.19143693149089813,0.535392165184021,0.2130540907382965,0.25895798206329346,0.22068053483963013
bay,0.06300077587366104,0.17625272274017334,0.16115720570087433,0.2441686987876892,0.14146871864795685,0.1442471146583557,0.11266764253377914,0.15862606465816498,0.11263614892959595,0.15416359901428223,0.10773546993732452
area,0.17030490934848785,0.2414858043193817,0.14508239924907684,0.37834644317626953,0.1311485767364502,0.19817416369915009,0.10612082481384277,0.2797197997570038,0.2931937277317047,0.1006941944360733,0.12640461325645447
.,0.3287222981452942,0.3974229395389557,0.33682769536972046,0.5934505462646484,0.20596550405025482,0.18011361360549927,0.1511838287115097,0.4645031690597534,0.26217252016067505,0.20898444950580597,0.4130953550338745
