,what,theologian,differed,in,views,about,the,soul,from,luther,?
the,0.42745697498321533,0.15342873334884644,0.331279993057251,0.6662389636039734,0.23137402534484863,0.37995871901512146,1.0,0.2054273635149002,0.40150508284568787,0.1759674996137619,0.22068053483963013
lutheran,0.195865198969841,0.5096589922904968,0.19303645193576813,0.2489040344953537,0.2243201732635498,0.17368723452091217,0.20315466821193695,0.14089839160442352,0.2077496498823166,0.7014965415000916,0.1752520203590393
theologian,0.21899068355560303,1.0,0.17490534484386444,0.16881301999092102,0.27728840708732605,0.19375911355018616,0.15342873334884644,0.19755686819553375,0.16357286274433136,0.37448811531066895,0.1625964343547821
franz,0.15584968030452728,0.2739469110965729,0.14584919810295105,0.12566155195236206,0.0740283876657486,0.1741538643836975,0.20916379988193512,0.13890567421913147,0.16999471187591553,0.2205708622932434,0.11165361106395721
pieper,0.29744580388069153,0.335547536611557,0.22145165503025055,0.3274763822555542,0.25285804271698,0.2758353650569916,0.3422172963619232,0.2535005807876587,0.24249108135700226,0.25860849022865295,0.24094967544078827
observed,0.26469987630844116,0.17162388563156128,0.2797902226448059,0.24517615139484406,0.25270676612854004,0.23506242036819458,0.26280322670936584,0.13062766194343567,0.1383783221244812,0.09355355054140091,0.12128034234046936
that,0.6297725439071655,0.12520673871040344,0.3132094144821167,0.435920387506485,0.30377236008644104,0.4500710964202881,0.5473989248275757,0.2695053815841675,0.3477667272090912,0.21746599674224854,0.32716336846351624
luther,0.2134782373905182,0.37448811531066895,0.13669714331626892,0.20523880422115326,0.19727660715579987,0.203048437833786,0.1759674996137619,0.1514018028974533,0.10716932266950607,1.0,0.1732746809720993
's,0.02692362666130066,0.061118725687265396,0.057459086179733276,-0.037580832839012146,0.07306428998708725,-0.020936643704771996,-0.01540423184633255,0.08064237982034683,-0.01936490088701248,-0.009990512393414974,-0.023395681753754616
teaching,0.27416905760765076,0.32004231214523315,0.2234887033700943,0.2659059166908264,0.22968453168869019,0.24752666056156158,0.2182690054178238,0.2307293713092804,0.20678803324699402,0.2627531886100769,0.20424684882164001
about,0.47976887226104736,0.19375911355018616,0.19965210556983948,0.39797019958496094,0.3301961421966553,1.0,0.37995871901512146,0.18182019889354706,0.3421173691749573,0.203048437833786,0.302409827709198
the,0.42745697498321533,0.15342873334884644,0.331279993057251,0.6662389636039734,0.23137402534484863,0.37995871901512146,1.0,0.2054273635149002,0.40150508284568787,0.1759674996137619,0.22068053483963013
state,0.24273863434791565,0.10576602071523666,0.14079296588897705,0.33316072821617126,0.13937075436115265,0.2187233716249466,0.3097178041934967,0.1582651138305664,0.29024070501327515,0.1824490875005722,0.1160883978009224
of,0.33290785551071167,0.17709659039974213,0.3495863974094391,0.5696388483047485,0.1923438459634781,0.40939709544181824,0.733189046382904,0.1792602837085724,0.4249346852302551,0.1719115972518921,0.1826142966747284
the,0.42745697498321533,0.15342873334884644,0.331279993057251,0.6662389636039734,0.23137402534484863,0.37995871901512146,1.0,0.2054273635149002,0.40150508284568787,0.1759674996137619,0.22068053483963013
christian,0.17849333584308624,0.47567063570022583,0.12308358401060104,0.17218929529190063,0.31799399852752686,0.16377709805965424,0.19930796325206757,0.2129030078649521,0.17520108819007874,0.36969617009162903,0.1508396863937378
's,0.02692362666130066,0.061118725687265396,0.057459086179733276,-0.037580832839012146,0.07306428998708725,-0.020936643704771996,-0.01540423184633255,0.08064237982034683,-0.01936490088701248,-0.009990512393414974,-0.023395681753754616
