,who,was,elected,president,in,november,1960,?
in,0.2792111933231354,0.45514053106307983,0.21190309524536133,0.18811661005020142,1.0,0.27148663997650146,0.03880028799176216,0.20430970191955566
november,0.2615586519241333,0.4240739941596985,0.29865190386772156,0.29883402585983276,0.27148663997650146,1.0,-0.01787886954843998,0.3159552216529846
1960,-0.04823179915547371,0.02247970923781395,0.0006215167231857777,0.11145450919866562,0.03880028799176216,-0.01787886954843998,1.0,-0.02243652194738388
",",0.3365725874900818,0.45456063747406006,0.2476319521665573,0.26552814245224,0.5201468467712402,0.4120670258998871,0.07487643510103226,0.31091248989105225
john,0.30388808250427246,0.2875721752643585,0.2228623926639557,0.21517303586006165,0.22177861630916595,0.26082611083984375,-0.052229706197977066,0.13162356615066528
f.,0.16394910216331482,0.17113131284713745,0.22541986405849457,0.21522828936576843,0.12595218420028687,0.10083846002817154,-0.03957423195242882,0.11007396876811981
kennedy,0.19708238542079926,0.1929353028535843,0.18819577991962433,0.2599526643753052,0.10888300836086273,0.31186509132385254,0.03531629592180252,0.21965277194976807
was,0.3318818509578705,1.0000001192092896,0.2710091769695282,0.2505730390548706,0.45514053106307983,0.4240739941596985,0.02247970923781395,0.18412111699581146
elected,0.3117038309574127,0.2710091769695282,0.9999999403953552,0.5661197304725647,0.21190309524536133,0.29865190386772156,0.0006215167231857777,0.1966295689344406
president,0.22565458714962006,0.2505730390548706,0.5661197304725647,1.0000001192092896,0.18811661005020142,0.29883402585983276,0.11145450919866562,0.14148259162902832
after,0.32549580931663513,0.49306565523147583,0.24237331748008728,0.25286588072776794,0.44050168991088867,0.30227309465408325,-0.03511400520801544,0.16608688235282898
a,0.36608949303627014,0.4508470594882965,0.18310341238975525,0.16959697008132935,0.539380669593811,0.22458937764167786,0.06404880434274673,0.23916715383529663
campaign,0.18840548396110535,0.2556212544441223,0.2509060204029083,0.24261777102947235,0.2438942790031433,0.20739565789699554,-0.025786712765693665,0.162482351064682
that,0.45444270968437195,0.33670201897621155,0.16469326615333557,0.19873183965682983,0.435920387506485,0.20065055787563324,-0.05043068900704384,0.32716336846351624
promised,0.40315571427345276,0.32441285252571106,0.3412281572818756,0.28093400597572327,0.22425007820129395,0.2546503245830536,-0.08216369152069092,0.22630755603313446
american,0.3093835413455963,0.31632548570632935,0.20675264298915863,0.25288230180740356,0.22871561348438263,0.3244950771331787,0.05340953543782234,0.18877598643302917
superiority,0.20498508214950562,0.19998039305210114,0.14638464152812958,0.09824834764003754,0.18867790699005127,0.12348722666501999,-0.07273086160421371,0.2002149522304535
over,0.316001296043396,0.24486446380615234,0.19543826580047607,0.22208066284656525,0.3605569899082184,0.18310204148292542,-0.09068881720304489,0.25742942094802856
the,0.3733934462070465,0.48711544275283813,0.23167964816093445,0.24330610036849976,0.6662389636039734,0.25734350085258484,0.038049813359975815,0.22068053483963013
soviet,0.19540928304195404,0.259528785943985,0.1328333616256714,0.2645951509475708,0.22826138138771057,0.20043563842773438,-0.06580059230327606,0.08693568408489227
union,0.16662479937076569,0.23276571929454803,0.20628014206886292,0.257988840341568,0.22726479172706604,0.17264783382415771,-0.006368344184011221,0.07797172665596008
in,0.2792111933231354,0.45514053106307983,0.21190309524536133,0.18811661005020142,1.0,0.27148663997650146,0.03880028799176216,0.20430970191955566
the,0.3733934462070465,0.48711544275283813,0.23167964816093445,0.24330610036849976,0.6662389636039734,0.25734350085258484,0.038049813359975815,0.22068053483963013
fields,0.16465042531490326,0.09075388312339783,0.13624130189418793,0.09009618312120438,0.19709080457687378,0.09416700154542923,-0.06562883406877518,0.1411406248807907
of,0.2827862501144409,0.4069072902202606,0.2767166793346405,0.21610750257968903,0.5696388483047485,0.19941139221191406,0.05807475745677948,0.1826142966747284
space,0.1441284865140915,0.14677780866622925,0.0824478268623352,0.13849757611751556,0.17648501694202423,0.17479808628559113,0.014312527142465115,0.1885536164045334
exploration,0.17727799713611603,0.23681795597076416,0.12782810628414154,0.19147197902202606,0.2304566651582718,0.22134210169315338,0.039830900728702545,0.13539034128189087
and,0.41279885172843933,0.3740963041782379,0.19514460861682892,0.23286236822605133,0.4954058527946472,0.28525662422180176,-0.014429615810513496,0.20544172823429108
missile,0.15486027300357819,0.14506791532039642,0.14453622698783875,0.20021803677082062,0.15350346267223358,0.1731235682964325,0.02737659588456154,0.20229725539684296
defense,0.19970577955245972,0.2295428365468979,0.18246400356292725,0.25285834074020386,0.20235490798950195,0.12098447978496552,-0.0788765549659729,0.21935760974884033
.,0.3541337847709656,0.40146201848983765,0.2512674033641815,0.26255303621292114,0.5591574311256409,0.3957616984844208,0.051420908421278,0.4130953550338745
